"Experiment","Litter","Embryo_ID","Exp_date","Img_date","Cellcount","TE_ICM","Treatment","Stage","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","litter.median","Identity.hc","count","pc.icm"
"102518G6NG_AK","AK","102518G6NG_AK10",20181025,20181101,94,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","wt",36,94,"EPI.lo",8,22.2222222222222
"102518G6NG_AK","AK","102518G6NG_AK2",20181025,20181101,105,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","het",36,94,"EPI.lo",2,5.55555555555556
"102518G6NG_AK","AK","102518G6NG_AK3",20181025,20181101,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",31,94,"EPI.lo",0,0
"102518G6NG_AK","AK","102518G6NG_AK4",20181025,20181101,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",37,94,"EPI.lo",1,2.7027027027027
"102518G6NG_AK","AK","102518G6NG_AK5",20181025,20181101,88,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",32,94,"EPI.lo",0,0
"102518G6NG_AK","AK","102518G6NG_AK7",20181025,20181101,84,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",26,94,"EPI.lo",2,7.69230769230769
"102518G6NG_AK","AK","102518G6NG_AK9",20181025,20181101,94,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","wt",37,94,"EPI.lo",0,0
"102918G6NG_AL","AL","102918G6NG_AL1",20181029,20181102,79,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",24,79,"EPI.lo",0,0
"102918G6NG_AL","AL","102918G6NG_AL3",20181029,20181102,88,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",28,79,"EPI.lo",0,0
"102918G6NG_AL","AL","102918G6NG_AL4",20181029,20181102,84,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","wt",26,79,"EPI.lo",0,0
"102918G6NG_AL","AL","102918G6NG_AL5",20181029,20181102,90,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",27,79,"EPI.lo",0,0
"102918G6NG_AL","AL","102918G6NG_AL6",20181029,20181102,67,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",21,79,"EPI.lo",0,0
"102918G6NG_AL","AL","102918G6NG_AL7",20181029,20181102,69,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","het",19,79,"EPI.lo",0,0
"102918G6NG_AL","AL","102918G6NG_AL8",20181029,20181102,63,"ICM","Littermate","32_64","CD1/mixed","Gata6","wt","Nanog","het",15,79,"EPI.lo",0,0
"102918G6NG_AL","AL","102918G6NG_AL9",20181029,20181102,66,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","wt",20,79,"EPI.lo",0,0
"102918G6NG_AM","AM","102918G6NG_AM1",20181029,20181102,32,"ICM","Littermate","32_64","CD1/mixed","Gata6","het","Nanog","wt",13,65,"EPI.lo",0,0
"102918G6NG_AM","AM","102918G6NG_AM2",20181029,20181102,65,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",23,65,"EPI.lo",0,0
"102918G6NG_AM","AM","102918G6NG_AM3",20181029,20181102,72,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","wt",19,65,"EPI.lo",0,0
"102918G6NG_AM","AM","102918G6NG_AM4",20181029,20181102,69,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",14,65,"EPI.lo",0,0
"102918G6NG_AM","AM","102918G6NG_AM5",20181029,20181102,58,"ICM","Littermate","32_64","CD1/mixed","Gata6","wt","Nanog","wt",22,65,"EPI.lo",0,0
"102918G6NG_AM","AM","102918G6NG_AM6",20181029,20181102,65,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","het",16,65,"EPI.lo",0,0
"102918G6NG_AM","AM","102918G6NG_AM8",20181029,20181102,62,"ICM","Littermate","32_64","CD1/mixed","Gata6","wt","Nanog","het",26,65,"EPI.lo",0,0
"103018G6NG_AN","AN","103018G6NG_AN1",20181030,20181101,130,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","wt",35,133,"EPI.lo",0,0
"103018G6NG_AN","AN","103018G6NG_AN2",20181030,20181101,147,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","wt",51,133,"EPI.lo",8,15.6862745098039
"103018G6NG_AN","AN","103018G6NG_AN3",20181030,20181101,133,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","het",36,133,"EPI.lo",0,0
"103018G6NG_AN","AN","103018G6NG_AN4",20181030,20181101,118,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","wt",35,133,"EPI.lo",2,5.71428571428571
"103018G6NG_AN","AN","103018G6NG_AN5",20181030,20181101,152,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Nanog","het",59,133,"EPI.lo",1,1.69491525423729
"111017G6G4_N","N","111017G6G4_N1",20171110,20171116,159,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","het",62,169,"EPI.lo",7,11.2903225806452
"111017G6G4_N","N","111017G6G4_N2",20171110,20171116,155,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",48,169,"EPI.lo",13,27.0833333333333
"111017G6G4_N","N","111017G6G4_N3",20171110,20171116,177,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",74,169,"EPI.lo",27,36.4864864864865
"111017G6G4_N","N","111017G6G4_N4",20171110,20171116,169,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","het",69,169,"EPI.lo",19,27.536231884058
"111017G6G4_N","N","111017G6G4_N5",20171110,20171116,166,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",61,169,"EPI.lo",37,60.655737704918
"111017G6G4_N","N","111017G6G4_N6",20171110,20171116,178,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",74,169,"EPI.lo",31,41.8918918918919
"121118G6NG_AO","AO","121118G6NG_AO1",20181211,20181213,154,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Nanog","het",54,154,"EPI.lo",3,5.55555555555556
"121118G6NG_AO","AO","121118G6NG_AO2",20181211,20181213,107,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",30,154,"EPI.lo",1,3.33333333333333
"121118G6NG_AO","AO","121118G6NG_AO4",20181211,20181213,154,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","het",55,154,"EPI.lo",0,0
"121118G6NG_AP","AP","121118G6NG_AP1",20181211,20181213,144,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Nanog","het",44,143,"EPI.lo",0,0
"121118G6NG_AP","AP","121118G6NG_AP2",20181211,20181213,153,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Nanog","het",49,143,"EPI.lo",0,0
"121118G6NG_AP","AP","121118G6NG_AP3",20181211,20181213,143,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Nanog","wt",43,143,"EPI.lo",3,6.97674418604651
"121118G6NG_AP","AP","121118G6NG_AP4",20181211,20181213,133,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","wt",53,143,"EPI.lo",0,0
"121118G6NG_AP","AP","121118G6NG_AP5",20181211,20181213,134,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","het",25,143,"EPI.lo",0,0
"121118G6NG_AP","AP","121118G6NG_AP6",20181211,20181213,129,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Nanog","het",21,143,"EPI.lo",0,0
"122017G6G4_O","O","122017G6G4_O1",20171220,20171222,146,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","het",48,171,"EPI.lo",5,10.4166666666667
"122017G6G4_O","O","122017G6G4_O3",20171220,20171222,171,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",53,171,"EPI.lo",27,50.9433962264151
"011618G6G4_P","P","011618G6G4_P1",20180116,20180124,138,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","ko",50,125,"PRE",43,86
"011618G6G4_P","P","011618G6G4_P2",20180116,20180124,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","het",26,125,"PRE",13,50
"011618G6G4_P","P","011618G6G4_P3",20180116,20180124,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","ko",30,125,"PRE",18,60
"011618G6G4_P","P","011618G6G4_P4",20180116,20180124,125,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Gata4","het",39,125,"PRE",24,61.5384615384615
"021618G6G4_R","R","021618G6G4_R1",20180216,20180305,195,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","ko",84,195,"PRE",45,53.5714285714286
"021618G6G4_R","R","021618G6G4_R2",20180216,20180305,174,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","ko",70,195,"PRE",30,42.8571428571429
"022618G6G4_S","S","022618G6G4_S1",20180226,20180305,188,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","ko",59,216,"PRE",38,64.4067796610169
"022618G6G4_S","S","022618G6G4_S2",20180226,20180305,220,"ICM","Littermate",">150","CD1/mixed","Gata6","mosaic","Gata4","het",81,216,"PRE",56,69.1358024691358
"022618G6G4_S","S","022618G6G4_S3",20180226,20180305,197,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",78,216,"PRE",52,66.6666666666667
"022618G6G4_S","S","022618G6G4_S4",20180226,20180305,216,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","ko",100,216,"PRE",56,56
"042117G6G4_B","B","042117G6G4_B1",20170421,20170511,147,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","wt",38,147,"PRE",20,52.6315789473684
"042117G6G4_B","B","042117G6G4_B2",20170421,20170511,196,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","mosaic",20,147,"PRE",18,90
"042117G6G4_B","B","042117G6G4_B3",20170421,20170511,130,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","wt",19,147,"PRE",13,68.4210526315789
"042117G6G4_B","B","042117G6G4_B4",20170421,20170511,180,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","mosaic",30,147,"PRE",22,73.3333333333333
"042117G6G4_B","B","042117G6G4_B5",20170421,20170511,61,"ICM","Littermate","32_64","CD1/mixed","Gata6","het","Gata4","het",16,147,"PRE",7,43.75
"042117G6G4_B","B","042117G6G4_B6",20170421,20170511,145,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","het",36,147,"PRE",11,30.5555555555556
"042117G6G4_B","B","042117G6G4_B7",20170421,20170511,81,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Gata4","het",11,147,"PRE",7,63.6363636363636
"042117G6G4_C","C","042117G6G4_C1",20170421,20170511,103,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",23,99,"PRE",17,73.9130434782609
"042117G6G4_C","C","042117G6G4_C2",20170421,20170511,105,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","wt",25,99,"PRE",14,56
"042117G6G4_C","C","042117G6G4_C3",20170421,20170511,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",20,99,"PRE",12,60
"042117G6G4_C","C","042117G6G4_C4",20170421,20170511,91,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","het",18,99,"PRE",4,22.2222222222222
"042117G6G4_C","C","042117G6G4_C5",20170421,20170511,90,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",24,99,"PRE",15,62.5
"042117G6G4_C","C","042117G6G4_C6",20170421,20170511,90,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",15,99,"PRE",6,40
"042117G6G4_C","C","042117G6G4_C7",20170421,20170511,99,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","wt",20,99,"PRE",8,40
"050217G6G4_D","D","050217G6G4_D1",20170502,20170511,98,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","mosaic",30,99,"PRE",10,33.3333333333333
"050217G6G4_D","D","050217G6G4_D2",20170502,20170511,99,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","wt",19,99,"PRE",7,36.8421052631579
"050217G6G4_D","D","050217G6G4_D3",20170502,20170511,93,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","wt",33,99,"PRE",25,75.7575757575758
"050217G6G4_D","D","050217G6G4_D4",20170502,20170511,93,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","mosaic",29,99,"PRE",20,68.9655172413793
"050217G6G4_D","D","050217G6G4_D5",20170502,20170511,107,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","het",35,99,"PRE",21,60
"050217G6G4_D","D","050217G6G4_D6",20170502,20170511,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Gata4","mosaic",20,99,"PRE",14,70
"050217G6G4_D","D","050217G6G4_D7",20170502,20170511,91,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",26,99,"PRE",8,30.7692307692308
"050217G6G4_D","D","050217G6G4_D8",20170502,20170511,102,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",31,99,"PRE",13,41.9354838709677
"052317G6G4_E","E","052317G6G4_E1",20170523,20170531,113,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",34,132,"PRE",18,52.9411764705882
"052317G6G4_E","E","052317G6G4_E3",20170523,20170531,125,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","het",43,132,"PRE",18,41.8604651162791
"052317G6G4_E","E","052317G6G4_E4",20170523,20170531,132,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Gata4","wt",28,132,"PRE",26,92.8571428571429
"052317G6G4_E","E","052317G6G4_E5",20170523,20170531,141,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","wt",30,132,"PRE",16,53.3333333333333
"052317G6G4_E","E","052317G6G4_E7",20170523,20170531,159,"ICM","Littermate",">150","CD1/mixed","Gata6","mosaic","Gata4","wt",32,132,"PRE",16,50
"052317G6G4_E","E","052317G6G4_E8",20170523,20170531,116,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","het",29,132,"PRE",9,31.0344827586207
"052317G6G4_E","E","052317G6G4_E9",20170523,20170531,163,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",45,132,"PRE",34,75.5555555555556
"052517G6G4_F","F","052517G6G4_F1",20170525,20170531,166,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",45,152,"PRE",32,71.1111111111111
"052517G6G4_F","F","052517G6G4_F10",20170525,20170531,172,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","het",51,152,"PRE",20,39.2156862745098
"052517G6G4_F","F","052517G6G4_F2",20170525,20170531,147,"ICM","Littermate","120_150","CD1/mixed","Gata6","mosaic","Gata4","het",42,152,"PRE",6,14.2857142857143
"052517G6G4_F","F","052517G6G4_F3",20170525,20170531,152,"ICM","Littermate",">150","CD1/mixed","Gata6","mosaic","Gata4","wt",42,152,"PRE",23,54.7619047619048
"052517G6G4_F","F","052517G6G4_F4",20170525,20170531,92,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Gata4","wt",21,152,"PRE",2,9.52380952380952
"052517G6G4_F","F","052517G6G4_F7",20170525,20170531,140,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","wt",31,152,"PRE",18,58.0645161290323
"080217G6G4_I","I","080217G6G4_I1",20170802,20170808,148,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","het",38,176,"PRE",5,13.1578947368421
"080217G6G4_I","I","080217G6G4_I2",20170802,20170808,164,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",54,176,"PRE",31,57.4074074074074
"080217G6G4_I","I","080217G6G4_I4",20170802,20170808,176,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",70,176,"PRE",19,27.1428571428571
"080217G6G4_I","I","080217G6G4_I5",20170802,20170808,196,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",71,176,"PRE",30,42.2535211267606
"080217G6G4_I","I","080217G6G4_I6",20170802,20170808,217,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",98,176,"PRE",56,57.1428571428571
"080317G6G4_J","J","080317G6G4_J1",20170803,20170808,185,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",75,183,"PRE",24,32
"080317G6G4_J","J","080317G6G4_J2",20170803,20170808,183,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",64,183,"PRE",22,34.375
"080317G6G4_J","J","080317G6G4_J3",20170803,20170808,175,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",68,183,"PRE",22,32.3529411764706
"080317G6G4_J","J","080317G6G4_J4",20170803,20170808,207,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",91,183,"PRE",55,60.4395604395604
"080317G6G4_J","J","080317G6G4_J5",20170803,20170808,173,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",59,183,"PRE",25,42.3728813559322
"080317G6G4_J","J","080317G6G4_J6",20170803,20170808,182,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","het",66,183,"PRE",34,51.5151515151515
"081418G6NG_AE","AE","081414G6NG_AE1",20180814,20180816,91,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",31,91,"PRE",11,35.4838709677419
"081418G6NG_AE","AE","081414G6NG_AE3",20180814,20180816,84,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",24,91,"PRE",8,33.3333333333333
"081418G6NG_AE","AE","081414G6NG_AE4",20180814,20180816,91,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",28,91,"PRE",9,32.1428571428571
"081418G6NG_AE","AE","081414G6NG_AE5",20180814,20180816,93,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","het",41,91,"PRE",9,21.9512195121951
"081418G6NG_AE","AE","081414G6NG_AE7",20180814,20180816,85,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",27,91,"PRE",6,22.2222222222222
"081418G6NG_AE","AE","081414G6NG_AE8",20180814,20180816,92,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",33,91,"PRE",8,24.2424242424242
"081418G6NG_AE","AE","081414G6NG_AE9",20180814,20180816,105,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","wt",35,91,"PRE",20,57.1428571428571
"082118G6NG_AF","AF","082118G6NG_AF1",20180821,20180824,103,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",43,104,"PRE",12,27.906976744186
"082118G6NG_AF","AF","082118G6NG_AF2",20180821,20180824,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","het",36,104,"PRE",9,25
"082118G6NG_AG","AG","082118G6NG_AG1",20180821,20180824,106,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",29,106,"PRE",11,37.9310344827586
"082318G6NG_AH","AH","082318G6NG_AH1",20180823,20180824,152,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","het",34,152,"PRE",17,50
"082318G6NG_AH","AH","082318G6NG_AH2",20180823,20180824,151,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","het",39,152,"PRE",11,28.2051282051282
"082318G6NG_AH","AH","082318G6NG_AH4",20180823,20180824,172,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Nanog","het",63,152,"PRE",36,57.1428571428571
"091918G6NG_AI","AI","091918G6NG_AI1",20180919,20180926,105,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",40,118,"PRE",20,50
"091918G6NG_AI","AI","091918G6NG_AI2",20180919,20180926,117,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",37,118,"PRE",18,48.6486486486487
"091918G6NG_AI","AI","091918G6NG_AI3",20180919,20180926,123,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","het",35,118,"PRE",16,45.7142857142857
"091918G6NG_AI","AI","091918G6NG_AI4",20180919,20180926,124,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","wt",43,118,"PRE",23,53.4883720930233
"091918G6NG_AI","AI","091918G6NG_AI5",20180919,20180926,121,"ICM","Littermate","120_150","CD1/mixed","Gata6","wt","Nanog","wt",45,118,"PRE",25,55.5555555555556
"091918G6NG_AI","AI","091918G6NG_AI6",20180919,20180926,113,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",38,118,"PRE",16,42.1052631578947
"091918G6NG_AI","AI","091918G6NG_AI7",20180919,20180926,118,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",39,118,"PRE",26,66.6666666666667
"091918G6NG_AI","AI","091918G6NG_AI8",20180919,20180926,118,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",45,118,"PRE",19,42.2222222222222
"092117G6G4_K","K","092117G6G4_K2",20170921,20170926,158,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",52,158,"PRE",22,42.3076923076923
"092117G6G4_K","K","092117G6G4_K3",20170921,20170926,132,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","het",44,158,"PRE",13,29.5454545454545
"092117G6G4_L","L","092117G6G4_L1",20170921,20170926,186,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",77,174,"PRE",38,49.3506493506493
"092117G6G4_L","L","092117G6G4_L2",20170921,20170926,169,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",73,174,"PRE",33,45.2054794520548
"092117G6G4_L","L","092117G6G4_L3",20170921,20170926,174,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",69,174,"PRE",38,55.0724637681159
"092117G6G4_L","L","092117G6G4_L4",20170921,20170926,135,"ICM","Littermate","120_150","CD1/mixed","Gata6","het","Gata4","wt",57,174,"PRE",34,59.6491228070175
"092118G6NG_AJ","AJ","092118G6NG_AJ1",20180921,20180926,215,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","wt",74,201,"PRE",42,56.7567567567568
"092118G6NG_AJ","AJ","092118G6NG_AJ2",20180921,20180926,177,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","het",63,201,"PRE",27,42.8571428571429
"092118G6NG_AJ","AJ","092118G6NG_AJ6",20180921,20180926,201,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Nanog","wt",66,201,"PRE",33,50
"092917G6G4_M","M","092917G6G4_M1",20170929,20171004,202,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","mosaic",77,202,"PRE",50,64.9350649350649
"092917G6G4_M","M","092917G6G4_M2",20170929,20171004,230,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",105,202,"PRE",51,48.5714285714286
"092917G6G4_M","M","092917G6G4_M3",20170929,20171004,211,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","wt",81,202,"PRE",34,41.9753086419753
"092917G6G4_M","M","092917G6G4_M4",20170929,20171004,167,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","het",61,202,"PRE",35,57.3770491803279
"092917G6G4_M","M","092917G6G4_M6",20170929,20171004,160,"ICM","Littermate",">150","CD1/mixed","Gata6","wt","Gata4","wt",58,202,"PRE",39,67.2413793103448
"092917G6G4_M","M","092917G6G4_M7",20170929,20171004,182,"ICM","Littermate",">150","CD1/mixed","Gata6","het","Gata4","het",59,202,"PRE",25,42.3728813559322
"102518G6NG_AK","AK","102518G6NG_AK10",20181025,20181101,94,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","wt",36,94,"PRE",16,44.4444444444444
"102518G6NG_AK","AK","102518G6NG_AK2",20181025,20181101,105,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","het",36,94,"PRE",8,22.2222222222222
"102518G6NG_AK","AK","102518G6NG_AK3",20181025,20181101,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",31,94,"PRE",7,22.5806451612903
"102518G6NG_AK","AK","102518G6NG_AK4",20181025,20181101,104,"ICM","Littermate","90_120","CD1/mixed","Gata6","het","Nanog","wt",37,94,"PRE",7,18.9189189189189
"102518G6NG_AK","AK","102518G6NG_AK5",20181025,20181101,88,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",32,94,"PRE",5,15.625
"102518G6NG_AK","AK","102518G6NG_AK7",20181025,20181101,84,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",26,94,"PRE",4,15.3846153846154
"102518G6NG_AK","AK","102518G6NG_AK9",20181025,20181101,94,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","wt",37,94,"PRE",10,27.027027027027
"102918G6NG_AL","AL","102918G6NG_AL1",20181029,20181102,79,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",24,79,"PRE",5,20.8333333333333
"102918G6NG_AL","AL","102918G6NG_AL3",20181029,20181102,88,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",28,79,"PRE",12,42.8571428571429
"102918G6NG_AL","AL","102918G6NG_AL4",20181029,20181102,84,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","wt",26,79,"PRE",11,42.3076923076923
"102918G6NG_AL","AL","102918G6NG_AL5",20181029,20181102,90,"ICM","Littermate","90_120","CD1/mixed","Gata6","wt","Nanog","het",27,79,"PRE",11,40.7407407407407
"102918G6NG_AL","AL","102918G6NG_AL6",20181029,20181102,67,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",21,79,"PRE",4,19.047619047619
"102918G6NG_AL","AL","102918G6NG_AL7",20181029,20181102,69,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","het",19,79,"PRE",4,21.0526315789474
"102918G6NG_AL","AL","102918G6NG_AL8",20181029,20181102,63,"ICM","Littermate","32_64","CD1/mixed","Gata6","wt","Nanog","het",15,79,"PRE",8,53.3333333333333
"102918G6NG_AL","AL","102918G6NG_AL9",20181029,20181102,66,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","wt",20,79,"PRE",7,35
"102918G6NG_AM","AM","102918G6NG_AM1",20181029,20181102,32,"ICM","Littermate","32_64","CD1/mixed","Gata6","het","Nanog","wt",13,65,"PRE",0,0
"102918G6NG_AM","AM","102918G6NG_AM2",20181029,20181102,65,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","wt",23,65,"PRE",0,0
"102918G6NG_AM","AM","102918G6NG_AM3",20181029,20181102,72,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","wt",19,65,"PRE",2,10.5263157894737
"102918G6NG_AM","AM","102918G6NG_AM4",20181029,20181102,69,"ICM","Littermate","64_90","CD1/mixed","Gata6","het","Nanog","het",14,65,"PRE",1,7.14285714285714
"102918G6NG_AM","AM","102918G6NG_AM5",20181029,20181102,58,"ICM","Littermate","32_64","CD1/mixed","Gata6","wt","Nanog","wt",22,65,"PRE",1,4.54545454545455
"102918G6NG_AM","AM","102918G6NG_AM6",20181029,20181102,65,"ICM","Littermate","64_90","CD1/mixed","Gata6","wt","Nanog","het",16,65,"PRE",7,43.75
