"Experiment","Litter","Embryo_ID","Treatment","Cellcount","TE_ICM","icm.count","H_genotype","D_genotype","Embryo_size","t0.donor","donor.end","Identity.hc","lin.count","pc.icm"
"041318Xim_G6_AW","AW","041318Xim_G6_AW24","Chimera",166,"ICM",45,"het","CAG:H2B-GFP","Double",50,"[40,60)","PRE",33,73.3333333333333
"041318Xim_G6_AW","AW","041318Xim_G6_AW25","Chimera",128,"ICM",45,"het","CAG:H2B-GFP","Double",50,"[40,60)","PRE",24,53.3333333333333
"041318Xim_G6_AW","AW","041318Xim_G6_AW3","Control",101,"ICM",19,"CAG:H2B-GFP","0","Single",0,"[0,20)","PRE",6,31.5789473684211
"041318Xim_G6_AW","AW","041318Xim_G6_AW4","Control",45,"ICM",10,"wt","0","Single",0,"[0,20)","PRE",4,40
"041318Xim_G6_AW","AW","041318Xim_G6_AW5","Control",81,"ICM",20,"wt","0","Single",0,"[0,20)","PRE",5,25
"041318Xim_G6_AW","AW","041318Xim_G6_AW6","Control",92,"ICM",19,"wt","0","Single",0,"[0,20)","PRE",9,47.3684210526316
"041318Xim_G6_AW","AW","041318Xim_G6_AW7","Control",50,"ICM",13,"wt","0","Single",0,"[0,20)","PRE",3,23.0769230769231
"041318Xim_G6_AW","AW","041318Xim_G6_AW8","Control",58,"ICM",8,"wt","0","Single",0,"[0,20)","PRE",3,37.5
"041318Xim_G6_AW","AW","041318Xim_G6_AW9","Control",89,"ICM",18,"wt","0","Single",0,"[0,20)","PRE",2,11.1111111111111
"041818Xim_G6_AY","AY","041818Xim_G6_AY1","Control",109,"ICM",24,"wt","0","Single",0,"[0,20)","PRE",14,58.3333333333333
"041818Xim_G6_AY","AY","041818Xim_G6_AY10","Chimera",116,"ICM",31,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",23,74.1935483870968
"041818Xim_G6_AY","AY","041818Xim_G6_AY11","Chimera",98,"ICM",19,"het","CAG:H2B-GFP","Single",25,"[40,60)","PRE",7,36.8421052631579
"041818Xim_G6_AY","AY","041818Xim_G6_AY12","Chimera",122,"ICM",37,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",12,32.4324324324324
"041818Xim_G6_AY","AY","041818Xim_G6_AY13","Chimera",93,"ICM",45,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",24,53.3333333333333
"041818Xim_G6_AY","AY","041818Xim_G6_AY14","Chimera",102,"ICM",33,"ko","CAG:H2B-GFP","Single",25,"[0,20)","PRE",3,9.09090909090909
"041818Xim_G6_AY","AY","041818Xim_G6_AY15","Chimera",73,"ICM",16,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",4,25
"041818Xim_G6_AY","AY","041818Xim_G6_AY16","Chimera",96,"ICM",28,"ko","CAG:H2B-GFP","Single",25,"[40,60)","PRE",12,42.8571428571429
"041818Xim_G6_AY","AY","041818Xim_G6_AY3","Control",95,"ICM",17,"wt","0","Single",0,"[0,20)","PRE",4,23.5294117647059
"041818Xim_G6_AY","AY","041818Xim_G6_AY4","Control",108,"ICM",20,"wt","0","Single",0,"[0,20)","PRE",15,75
"041818Xim_G6_AY","AY","041818Xim_G6_AY5","Control",96,"ICM",25,"wt","0","Single",0,"[0,20)","PRE",18,72
"041818Xim_G6_AY","AY","041818Xim_G6_AY6","Control",102,"ICM",26,"wt","0","Single",0,"[0,20)","PRE",9,34.6153846153846
"041818Xim_G6_AY","AY","041818Xim_G6_AY7","Control",63,"ICM",20,"wt","0","Single",0,"[0,20)","PRE",4,20
"041818Xim_G6_AY","AY","041818Xim_G6_AY8","Chimera",89,"ICM",26,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",5,19.2307692307692
"041818Xim_G6_AY","AY","041818Xim_G6_AY9","Chimera",88,"ICM",16,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",8,50
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ1","Control",105,"ICM",17,"wt","0","Single",0,"[0,20)","PRE",5,29.4117647058824
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ10","Control",82,"ICM",13,"CAG:H2B-GFP","0","Single",0,"[0,20)","PRE",8,61.5384615384615
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ11","Control",103,"ICM",11,"wt","0","Single",0,"[0,20)","PRE",7,63.6363636363636
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ12","Chimera",57,"ICM",27,"ko","CAG:H2B-GFP","Single",25,"[20,40)","PRE",10,37.037037037037
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ13","Chimera",97,"ICM",17,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",5,29.4117647058824
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ14","Chimera",85,"ICM",33,"ko","CAG:H2B-GFP","Single",25,"[20,40)","PRE",10,30.3030303030303
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ15","Chimera",74,"ICM",24,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",13,54.1666666666667
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ16","Chimera",100,"ICM",15,"het","CAG:H2B-GFP","Single",25,"[20,40)","PRE",5,33.3333333333333
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ17","Chimera",90,"ICM",19,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",6,31.5789473684211
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ18","Chimera",110,"ICM",20,"het","CAG:H2B-GFP","Single",75,"[80,100]","PRE",10,50
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ19","Chimera",87,"ICM",16,"het","CAG:H2B-GFP","Single",75,"[80,100]","PRE",7,43.75
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ2","Control",96,"ICM",18,"wt","0","Single",0,"[0,20)","PRE",9,50
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ20","Chimera",90,"ICM",23,"wt","CAG:H2B-GFP","Single",75,"[80,100]","PRE",11,47.8260869565217
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ21","Chimera",88,"ICM",13,"ko","CAG:H2B-GFP","Single",75,"[80,100]","PRE",9,69.2307692307692
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ22","Chimera",104,"ICM",27,"ko","CAG:H2B-GFP","Single",75,"[20,40)","PRE",8,29.6296296296296
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ23","Chimera",95,"ICM",18,"het","CAG:H2B-GFP","Single",75,"[80,100]","PRE",8,44.4444444444444
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ24","Chimera",114,"ICM",17,"mosaic","CAG:H2B-GFP","Single",75,"[80,100]","PRE",13,76.4705882352941
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ25","Chimera",108,"ICM",29,"het","CAG:H2B-GFP","Single",75,"[80,100]","PRE",10,34.4827586206897
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ3","Control",113,"ICM",25,"wt","0","Single",0,"[0,20)","PRE",16,64
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ4","Control",103,"ICM",23,"wt","0","Single",0,"[0,20)","PRE",9,39.1304347826087
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ5","Control",107,"ICM",15,"wt","0","Single",0,"[0,20)","PRE",8,53.3333333333333
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ6","Control",111,"ICM",23,"wt","0","Single",0,"[0,20)","PRE",8,34.7826086956522
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ8","Control",78,"ICM",5,"wt","0","Single",0,"[0,20)","PRE",2,40
"041918Xim_G6_AZ","AZ","041918Xim_G6_AZ9","Control",110,"ICM",16,"wt","0","Single",0,"[0,20)","PRE",12,75
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ1","Chimera",95,"ICM",19,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",4,21.0526315789474
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ10","Chimera",78,"ICM",16,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",4,25
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ11","Control",103,"ICM",13,"wt","0","Single",0,"[0,20)","PRE",8,61.5384615384615
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ12","Control",87,"ICM",22,"wt","0","Single",0,"[0,20)","PRE",11,50
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ13","Control",99,"ICM",23,"wt","0","Single",0,"[0,20)","PRE",9,39.1304347826087
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ14","Control",105,"ICM",27,"wt","0","Single",0,"[0,20)","PRE",15,55.5555555555556
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ15","Control",105,"ICM",22,"wt","0","Single",0,"[0,20)","PRE",9,40.9090909090909
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ16","Control",101,"ICM",20,"wt","0","Single",0,"[0,20)","PRE",11,55
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ2","Chimera",98,"ICM",23,"ko","CAG:H2B-GFP","Single",25,"[0,20)","PRE",4,17.3913043478261
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ3","Chimera",90,"ICM",31,"ko","CAG:H2B-GFP","Single",25,"[0,20)","PRE",3,9.67741935483871
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ4","Chimera",75,"ICM",29,"ko","CAG:H2B-GFP","Single",25,"[0,20)","PRE",0,0
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ5","Chimera",91,"ICM",18,"het","CAG:H2B-GFP","Single",25,"[20,40)","PRE",7,38.8888888888889
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ6","Chimera",99,"ICM",12,"ko","CAG:H2B-GFP","Single",25,"[80,100]","PRE",5,41.6666666666667
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ7","Chimera",85,"ICM",9,"het","CAG:H2B-GFP","Single",25,"[40,60)","PRE",5,55.5555555555556
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ8","Chimera",88,"ICM",14,"het","CAG:H2B-GFP","Single",25,"[20,40)","PRE",8,57.1428571428571
"042617Xim_G6_AQ","AQ","042617Xim_G6_AQ9","Chimera",75,"ICM",19,"ko","CAG:H2B-GFP","Single",25,"[0,20)","PRE",2,10.5263157894737
"042617Xim_G6_AR","AR","042617Xim_G6_AR1","Chimera",85,"ICM",33,"ko","CAG:H2B-GFP","Single",50,"[20,40)","PRE",8,24.2424242424242
"042617Xim_G6_AR","AR","042617Xim_G6_AR10","Chimera",87,"ICM",21,"het","CAG:H2B-GFP","Single",50,"[20,40)","PRE",17,80.9523809523809
"042617Xim_G6_AR","AR","042617Xim_G6_AR11","Control",104,"ICM",24,"wt","0","Single",0,"[0,20)","PRE",11,45.8333333333333
"042617Xim_G6_AR","AR","042617Xim_G6_AR12","Control",93,"ICM",18,"wt","0","Single",0,"[0,20)","PRE",3,16.6666666666667
"042617Xim_G6_AR","AR","042617Xim_G6_AR13","Control",75,"ICM",15,"wt","0","Single",0,"[0,20)","PRE",4,26.6666666666667
"042617Xim_G6_AR","AR","042617Xim_G6_AR14","Control",90,"ICM",16,"wt","0","Single",0,"[0,20)","PRE",6,37.5
"042617Xim_G6_AR","AR","042617Xim_G6_AR15","Control",90,"ICM",19,"wt","0","Single",0,"[0,20)","PRE",10,52.6315789473684
"042617Xim_G6_AR","AR","042617Xim_G6_AR16","Control",110,"ICM",21,"wt","0","Single",0,"[0,20)","PRE",9,42.8571428571429
"042617Xim_G6_AR","AR","042617Xim_G6_AR2","Chimera",105,"ICM",19,"ko","CAG:H2B-GFP","Single",50,"[80,100]","PRE",9,47.3684210526316
"042617Xim_G6_AR","AR","042617Xim_G6_AR3","Chimera",77,"ICM",15,"ko","CAG:H2B-GFP","Single",50,"[40,60)","PRE",7,46.6666666666667
"042617Xim_G6_AR","AR","042617Xim_G6_AR4","Chimera",108,"ICM",14,"het","CAG:H2B-GFP","Single",50,"[40,60)","PRE",13,92.8571428571429
"042617Xim_G6_AR","AR","042617Xim_G6_AR5","Chimera",148,"ICM",37,"ko","CAG:H2B-GFP","Single",50,"[40,60)","PRE",16,43.2432432432432
"042617Xim_G6_AR","AR","042617Xim_G6_AR6","Chimera",90,"ICM",11,"het","CAG:H2B-GFP","Single",50,"[40,60)","PRE",11,100
"042617Xim_G6_AR","AR","042617Xim_G6_AR8","Chimera",114,"ICM",16,"het","CAG:H2B-GFP","Single",50,"[20,40)","PRE",11,68.75
"042617Xim_G6_AR","AR","042617Xim_G6_AR9","Chimera",105,"ICM",29,"het","CAG:H2B-GFP","Single",50,"[20,40)","PRE",14,48.2758620689655
"050118Xim_G6_BA","BA","050118Xim_G6_BA1","Control",110,"ICM",20,"wt","0","Single",0,"[0,20)","PRE",4,20
"050118Xim_G6_BA","BA","050118Xim_G6_BA2","Control",91,"ICM",20,"wt","0","Single",0,"[0,20)","PRE",12,60
"050118Xim_G6_BA","BA","050118Xim_G6_BA3","Chimera",132,"ICM",27,"mosaic","CAG:H2B-GFP","Double",50,"[60,80)","PRE",16,59.2592592592593
"050118Xim_G6_BA","BA","050118Xim_G6_BA4","Chimera",143,"ICM",41,"het","CAG:H2B-GFP","Double",50,"[40,60)","PRE",28,68.2926829268293
"050118Xim_G6_BA","BA","050118Xim_G6_BA5","Chimera",154,"ICM",49,"ko","CAG:H2B-GFP","Double",50,"[40,60)","PRE",22,44.8979591836735
"050118Xim_G6_BA","BA","050118Xim_G6_BA6","Chimera",162,"ICM",36,"het","CAG:H2B-GFP","Double",50,"[60,80)","PRE",14,38.8888888888889
"050118Xim_G6_BA","BA","050118Xim_G6_BA7","Chimera",158,"ICM",58,"mosaic","CAG:H2B-GFP","Double",50,"[20,40)","PRE",27,46.551724137931
"050118Xim_G6_BA","BA","050118Xim_G6_BA8","Chimera",138,"ICM",68,"ko","CAG:H2B-GFP","Double",50,"[40,60)","PRE",28,41.1764705882353
"050118Xim_G6_BA","BA","050118Xim_G6_BA9","Chimera",124,"ICM",36,"ko","CAG:H2B-GFP","Double",50,"[40,60)","PRE",19,52.7777777777778
"050718Xim_WT_BB","BB","050718Xim_WT_BB2","Control",155,"ICM",27,"wt","0","Single",0,"[0,20)","PRE",20,74.0740740740741
"050718Xim_WT_BB","BB","050718Xim_WT_BB3","Control",111,"ICM",23,"wt","0","Single",0,"[0,20)","PRE",23,100
"050718Xim_WT_BB","BB","050718Xim_WT_BB6","Chimera",289,"ICM",73,"wt","CAG:H2B-GFP","Double",50,"[40,60)","PRE",57,78.0821917808219
"050718Xim_WT_BB","BB","050718Xim_WT_BB7","Chimera",280,"ICM",86,"wt","CAG:H2B-GFP","Double",50,"[60,80)","PRE",59,68.6046511627907
"050718Xim_WT_BB","BB","050718Xim_WT_BB8","Chimera",251,"ICM",54,"wt","CAG:H2B-GFP","Double",50,"[60,80)","PRE",39,72.2222222222222
"050718Xim_WT_BB","BB","050718Xim_WT_BB9","Chimera",291,"ICM",81,"wt","CAG:H2B-GFP","Double",50,"[40,60)","PRE",69,85.1851851851852
"050718Xim_WT_BC","BC","050718Xim_WT_BC1","Control",148,"ICM",43,"wt","0","Single",0,"[0,20)","PRE",41,95.3488372093023
"050718Xim_WT_BC","BC","050718Xim_WT_BC2","Control",145,"ICM",37,"wt","0","Single",0,"[0,20)","PRE",24,64.8648648648649
"050718Xim_WT_BC","BC","050718Xim_WT_BC5","Chimera",299,"ICM",64,"wt","CAG:H2B-GFP","Double",50,"[60,80)","PRE",55,85.9375
"050718Xim_WT_BC","BC","050718Xim_WT_BC6","Chimera",312,"ICM",68,"wt","CAG:H2B-GFP","Double",50,"[20,40)","PRE",50,73.5294117647059
"053118Xim_G6_BF","BF","053118Xim_G6_BF1","Control",152,"ICM",34,"wt","0","Single",0,"[0,20)","PRE",29,85.2941176470588
"053118Xim_G6_BF","BF","053118Xim_G6_BF11","Chimera",125,"ICM",36,"mosaic","CAG:H2B-GFP","Single",50,"[60,80)","PRE",27,75
"053118Xim_G6_BF","BF","053118Xim_G6_BF12","Chimera",136,"ICM",40,"mosaic","CAG:H2B-GFP","Single",50,"[80,100]","PRE",31,77.5
"053118Xim_G6_BF","BF","053118Xim_G6_BF13","Chimera",117,"ICM",37,"ko","CAG:H2B-GFP","Single",50,"[60,80)","PRE",25,67.5675675675676
"053118Xim_G6_BF","BF","053118Xim_G6_BF14","Chimera",126,"ICM",39,"ko","CAG:H2B-GFP","Single",50,"[80,100]","PRE",33,84.6153846153846
"053118Xim_G6_BF","BF","053118Xim_G6_BF15","Chimera",121,"ICM",38,"ko","CAG:H2B-GFP","Single",50,"[40,60)","PRE",18,47.3684210526316
"053118Xim_G6_BF","BF","053118Xim_G6_BF2","Control",99,"ICM",8,"wt","0","Single",0,"[0,20)","PRE",5,62.5
"053118Xim_G6_BF","BF","053118Xim_G6_BF21","Chimera",138,"ICM",31,"ko","CAG:H2B-GFP","Single",50,"[80,100]","PRE",21,67.741935483871
"053118Xim_G6_BF","BF","053118Xim_G6_BF22","Chimera",121,"ICM",43,"ko","CAG:H2B-GFP","Single",50,"[40,60)","PRE",18,41.8604651162791
"053118Xim_G6_BF","BF","053118Xim_G6_BF24","Chimera",148,"ICM",44,"ko","CAG:H2B-GFP","Single",50,"[60,80)","PRE",24,54.5454545454545
"053118Xim_G6_BF","BF","053118Xim_G6_BF25","Chimera",131,"ICM",33,"ko","CAG:H2B-GFP","Single",50,"[60,80)","PRE",17,51.5151515151515
"053118Xim_G6_BF","BF","053118Xim_G6_BF26","Chimera",127,"ICM",37,"mosaic","CAG:H2B-GFP","Single",50,"[60,80)","PRE",33,89.1891891891892
"053118Xim_G6_BF","BF","053118Xim_G6_BF3","Control",113,"ICM",7,"wt","0","Single",0,"[0,20)","PRE",5,71.4285714285714
"053118Xim_G6_BF","BF","053118Xim_G6_BF4","Control",159,"ICM",33,"wt","0","Single",0,"[0,20)","PRE",22,66.6666666666667
"053118Xim_G6_BF","BF","053118Xim_G6_BF5","Control",135,"ICM",21,"wt","0","Single",0,"[0,20)","PRE",16,76.1904761904762
"053118Xim_G6_BF","BF","053118Xim_G6_BF7","Control",131,"ICM",21,"wt","0","Single",0,"[0,20)","PRE",17,80.9523809523809
"053118Xim_G6_BG","BG","053118Xim_G6_BG1","Control",103,"ICM",32,"ko","0","Single",0,"[0,20)","PRE",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG2","Control",139,"ICM",44,"ko","0","Single",0,"[0,20)","PRE",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG3","Control",93,"ICM",13,"het","0","Single",0,"[0,20)","PRE",11,84.6153846153846
"053118Xim_G6_BG","BG","053118Xim_G6_BG4","Control",145,"ICM",29,"het","0","Single",0,"[0,20)","PRE",25,86.2068965517241
"053118Xim_G6_BG","BG","053118Xim_G6_BG6","Control",115,"ICM",47,"ko","0","Single",0,"[0,20)","PRE",0,0
"053118Xim_G6_BG","BG","053118Xim_G6_BG7","Control",193,"ICM",27,"het","0","Single",0,"[0,20)","PRE",16,59.2592592592593
"053118Xim_G6_BG","BG","053118Xim_G6_BG8","Control",103,"ICM",28,"het","0","Single",0,"[0,20)","PRE",24,85.7142857142857
"053118Xim_G6_BG","BG","053118Xim_G6_BG9","Control",71,"ICM",15,"ko","0","Single",0,"[0,20)","PRE",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH12","Chimera",95,"ICM",28,"ko","CAG:H2B-GFP","Single",25,"[0,20)","PRE",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH13","Chimera",105,"ICM",39,"het","CAG:H2B-GFP","Single",25,"[60,80)","PRE",32,82.051282051282
"061218Xim_G6_BH","BH","061218Xim_G6_BH14","Chimera",157,"ICM",36,"het","CAG:H2B-GFP","Single",25,"[0,20)","PRE",24,66.6666666666667
"061218Xim_G6_BH","BH","061218Xim_G6_BH15","Chimera",122,"ICM",31,"het","CAG:H2B-GFP","Single",25,"[20,40)","PRE",21,67.741935483871
"061218Xim_G6_BH","BH","061218Xim_G6_BH16","Chimera",125,"ICM",27,"het","CAG:H2B-GFP","Single",25,"[40,60)","PRE",15,55.5555555555556
"061218Xim_G6_BH","BH","061218Xim_G6_BH17","Chimera",129,"ICM",46,"mosaic","CAG:H2B-GFP","Single",25,"[20,40)","PRE",36,78.2608695652174
"061218Xim_G6_BH","BH","061218Xim_G6_BH18","Chimera",102,"ICM",33,"ko","CAG:H2B-GFP","Single",25,"[0,20)","PRE",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH19","Chimera",129,"ICM",43,"ko","CAG:H2B-GFP","Single",25,"[20,40)","PRE",5,11.6279069767442
"061218Xim_G6_BH","BH","061218Xim_G6_BH2","Control",132,"ICM",19,"wt","0","Single",0,"[0,20)","PRE",16,84.2105263157895
"061218Xim_G6_BH","BH","061218Xim_G6_BH20","Chimera",106,"ICM",54,"ko","CAG:H2B-GFP","Single",25,"[0,20)","PRE",4,7.40740740740741
"061218Xim_G6_BH","BH","061218Xim_G6_BH21","Chimera",124,"ICM",35,"ko","CAG:H2B-GFP","Single",25,"[0,20)","PRE",0,0
"061218Xim_G6_BH","BH","061218Xim_G6_BH22","Chimera",104,"ICM",34,"ko","CAG:H2B-GFP","Single",75,"[20,40)","PRE",12,35.2941176470588
"061218Xim_G6_BH","BH","061218Xim_G6_BH23","Chimera",122,"ICM",23,"het","CAG:H2B-GFP","Single",75,"[60,80)","PRE",22,95.6521739130435
"061218Xim_G6_BH","BH","061218Xim_G6_BH24","Chimera",157,"ICM",33,"ko","CAG:H2B-GFP","Single",75,"[60,80)","PRE",23,69.6969696969697
"061218Xim_G6_BH","BH","061218Xim_G6_BH25","Chimera",149,"ICM",23,"ko","CAG:H2B-GFP","Single",75,"[80,100]","PRE",14,60.8695652173913
"061218Xim_G6_BH","BH","061218Xim_G6_BH26","Chimera",156,"ICM",44,"ko","CAG:H2B-GFP","Single",75,"[80,100]","PRE",19,43.1818181818182
"061218Xim_G6_BH","BH","061218Xim_G6_BH27","Chimera",126,"ICM",41,"ko","CAG:H2B-GFP","Single",75,"[40,60)","PRE",10,24.390243902439
"061218Xim_G6_BH","BH","061218Xim_G6_BH3","Control",137,"ICM",22,"wt","0","Single",0,"[0,20)","PRE",16,72.7272727272727
"061218Xim_G6_BH","BH","061218Xim_G6_BH4","Control",118,"ICM",14,"wt","0","Single",0,"[0,20)","PRE",12,85.7142857142857
"061218Xim_G6_BH","BH","061218Xim_G6_BH5","Control",139,"ICM",19,"wt","0","Single",0,"[0,20)","PRE",15,78.9473684210526
"011017Xim_WT_AB","AB","011017Xim_WT_AB1","Chimera",86,"ICM",32,"wt","CAG:H2B-GFP","Single",50,"[20,40)","DP",7,21.875
"011017Xim_WT_AB","AB","011017Xim_WT_AB10","Chimera",82,"ICM",19,"wt","CAG:H2B-GFP","Single",50,"[40,60)","DP",4,21.0526315789474
"011017Xim_WT_AB","AB","011017Xim_WT_AB2","Chimera",73,"ICM",24,"wt","CAG:H2B-GFP","Single",50,"[60,80)","DP",5,20.8333333333333
"011017Xim_WT_AB","AB","011017Xim_WT_AB3","Chimera",92,"ICM",31,"wt","CAG:H2B-GFP","Single",50,"[60,80)","DP",7,22.5806451612903
"011017Xim_WT_AB","AB","011017Xim_WT_AB4","Chimera",84,"ICM",23,"wt","CAG:H2B-GFP","Single",50,"[20,40)","DP",5,21.7391304347826
"011017Xim_WT_AB","AB","011017Xim_WT_AB5","Chimera",102,"ICM",33,"wt","CAG:H2B-GFP","Single",50,"[80,100]","DP",5,15.1515151515152
"011017Xim_WT_AB","AB","011017Xim_WT_AB6","Chimera",60,"ICM",18,"wt","CAG:H2B-GFP","Single",50,"[60,80)","DP",4,22.2222222222222
"011017Xim_WT_AB","AB","011017Xim_WT_AB7","Chimera",57,"ICM",18,"wt","CAG:H2B-GFP","Single",50,"[80,100]","DP",7,38.8888888888889
"011017Xim_WT_AB","AB","011017Xim_WT_AB8","Chimera",87,"ICM",30,"wt","CAG:H2B-GFP","Single",50,"[20,40)","DP",10,33.3333333333333
"011017Xim_WT_AB","AB","011017Xim_WT_AB9","Chimera",94,"ICM",30,"wt","CAG:H2B-GFP","Single",50,"[20,40)","DP",6,20
"011217Xim_WT_AC","AC","011217Xim_WT_AC1","Chimera",103,"ICM",18,"wt","CAG:H2B-GFP","Single",75,"[80,100]","DP",9,50
"011217Xim_WT_AC","AC","011217Xim_WT_AC2","Chimera",80,"ICM",15,"wt","CAG:H2B-GFP","Single",75,"[60,80)","DP",6,40
"011217Xim_WT_AC","AC","011217Xim_WT_AC3","Chimera",77,"ICM",12,"wt","CAG:H2B-GFP","Single",75,"[80,100]","DP",5,41.6666666666667
"011217Xim_WT_AC","AC","011217Xim_WT_AC4","Chimera",74,"ICM",7,"wt","CAG:H2B-GFP","Single",75,"[80,100]","DP",2,28.5714285714286
"011217Xim_WT_AC","AC","011217Xim_WT_AC5","Chimera",96,"ICM",9,"wt","CAG:H2B-GFP","Single",75,"[80,100]","DP",4,44.4444444444444
"011317Xim_WT_AD","AD","011317Xim_WT_AD1","Chimera",59,"ICM",9,"wt","CAG:H2B-GFP","Single",75,"[80,100]","DP",5,55.5555555555556
"011317Xim_WT_AD","AD","011317Xim_WT_AD2","Chimera",42,"ICM",8,"wt","CAG:H2B-GFP","Single",75,"[80,100]","DP",6,75
"011317Xim_WT_AD","AD","011317Xim_WT_AD3","Chimera",58,"ICM",6,"wt","CAG:H2B-GFP","Single",75,"[80,100]","DP",2,33.3333333333333
"011317Xim_WT_AD","AD","011317Xim_WT_AD4","Chimera",79,"ICM",14,"wt","CAG:H2B-GFP","Single",75,"[60,80)","DP",7,50
"011317Xim_WT_AD","AD","011317Xim_WT_AD5","Chimera",96,"ICM",17,"wt","CAG:H2B-GFP","Single",75,"[80,100]","DP",8,47.0588235294118
"011317Xim_WT_AD","AD","011317Xim_WT_AD6","Chimera",62,"ICM",13,"wt","CAG:H2B-GFP","Single",75,"[60,80)","DP",5,38.4615384615385
"011317Xim_WT_AD","AD","011317Xim_WT_AD7","Chimera",76,"ICM",9,"wt","CAG:H2B-GFP","Single",75,"[20,40)","DP",4,44.4444444444444
"011317Xim_WT_AD","AD","011317Xim_WT_AD8","Chimera",77,"ICM",11,"wt","CAG:H2B-GFP","Single",75,"[60,80)","DP",5,45.4545454545455
"011317Xim_WT_AD","AD","011317Xim_WT_AD9","Chimera",86,"ICM",19,"wt","CAG:H2B-GFP","Single",75,"[60,80)","DP",6,31.5789473684211
"011517Xim_WT_AE","AE","011517Xim_WT_AE1","Chimera",89,"ICM",11,"wt","CAG:H2B-GFP","Single",50,"[20,40)","DP",5,45.4545454545455
"011517Xim_WT_AE","AE","011517Xim_WT_AE10","Control",109,"ICM",24,"CAG:H2B-GFP","0","Single",0,"[0,20)","DP",6,25
"011517Xim_WT_AE","AE","011517Xim_WT_AE3","Chimera",95,"ICM",15,"wt","CAG:H2B-GFP","Single",50,"[80,100]","DP",3,20
"011517Xim_WT_AE","AE","011517Xim_WT_AE4","Chimera",67,"ICM",10,"wt","CAG:H2B-GFP","Single",50,"[20,40)","DP",6,60
"011517Xim_WT_AE","AE","011517Xim_WT_AE5","Chimera",68,"ICM",13,"wt","CAG:H2B-GFP","Single",50,"[20,40)","DP",4,30.7692307692308
"011517Xim_WT_AE","AE","011517Xim_WT_AE6","Control",110,"ICM",14,"CAG:H2B-GFP","0","Single",0,"[0,20)","DP",7,50
"011517Xim_WT_AE","AE","011517Xim_WT_AE7","Control",114,"ICM",18,"CAG:H2B-GFP","0","Single",0,"[0,20)","DP",9,50
"011517Xim_WT_AE","AE","011517Xim_WT_AE8","Control",98,"ICM",15,"CAG:H2B-GFP","0","Single",0,"[0,20)","DP",9,60
