"Exp_date","Img_date","Experiment","Litter","Embryo_ID","Cellcount","TE_ICM","Treatment","Stage","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","litter.median","Identity","count","pc.icm"
20150914,20160126,"091415_FGF4ko_H.het","H","091415_FGF4ko_H10",72,"ICM","Littermate","64_90","CD1/mixed","Fgf4","het","any","wt",20,72,"PRE",0,0
20150914,20160126,"091415_FGF4ko_H.het","H","091415_FGF4ko_H6",78,"ICM","Littermate","64_90","CD1/mixed","Fgf4","het","any","wt",29,72,"PRE",6,20.6896551724138
20150914,20160126,"091415_FGF4ko_H.ko","H","091415_FGF4ko_H3",64,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",26,72,"PRE",0,0
20150914,20160126,"091415_FGF4ko_H.ko","H","091415_FGF4ko_H4",64,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",28,72,"PRE",0,0
20150914,20160126,"091415_FGF4ko_H.ko","H","091415_FGF4ko_H7",65,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",24,72,"PRE",0,0
20150914,20160126,"091415_FGF4ko_H.ko","H","091415_FGF4ko_H8",76,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",24,72,"PRE",0,0
20150914,20160126,"091415_FGF4ko_H.wt","H","091415_FGF4ko_H1",98,"ICM","Littermate","90_120","CD1/mixed","Fgf4","wt","any","wt",31,72,"PRE",1,3.2258064516129
20150914,20160126,"091415_FGF4ko_H.wt","H","091415_FGF4ko_H2",72,"ICM","Littermate","64_90","CD1/mixed","Fgf4","wt","any","wt",13,72,"PRE",0,0
20150914,20160126,"091415_FGF4ko_H.wt","H","091415_FGF4ko_H5",67,"ICM","Littermate","64_90","CD1/mixed","Fgf4","wt","any","wt",22,72,"PRE",1,4.54545454545455
20150914,20160126,"091415_FGF4ko_H.wt","H","091415_FGF4ko_H9",92,"ICM","Littermate","90_120","CD1/mixed","Fgf4","wt","any","wt",30,72,"PRE",1,3.33333333333333
20160112,20160126,"011216_FGF4fl_B.het","B","011216_FGF4fl_B4",94,"ICM","Littermate","90_120","CD1/mixed","Fgf4","het","any","wt",37,107,"PRE",18,48.6486486486487
20160112,20160126,"011216_FGF4fl_B.het","B","011216_FGF4fl_B5",107,"ICM","Littermate","90_120","CD1/mixed","Fgf4","het","any","wt",39,107,"PRE",2,5.12820512820513
20160119,20160126,"011916_mzFGF4_F.ko","F","011916_mzFGF4_F1",76,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",30,92,"PRE",0,0
20160119,20160126,"011916_mzFGF4_F.ko","F","011916_mzFGF4_F2",72,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",24,92,"PRE",0,0
20160119,20160126,"011916_mzFGF4_F.ko","F","011916_mzFGF4_F3",92,"ICM","Littermate","90_120","CD1/mixed","Fgf4","ko","any","wt",28,92,"PRE",0,0
20160119,20160126,"011916_mzFGF4_F.ko","F","011916_mzFGF4_F4",72,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",23,92,"PRE",0,0
20160119,20160126,"011916_mzFGF4_F.ko","F","011916_mzFGF4_F5",102,"ICM","Littermate","90_120","CD1/mixed","Fgf4","ko","any","wt",46,92,"PRE",0,0
20160119,20160126,"011916_mzFGF4_F.ko","F","011916_mzFGF4_F6",100,"ICM","Littermate","90_120","CD1/mixed","Fgf4","ko","any","wt",40,92,"PRE",0,0
20160122,20160129,"012216_mzFGF4_G.ko","G","012216_mzFGF4_G1",121,"ICM","Littermate","120_150","CD1/mixed","Fgf4","ko","any","wt",70,129,"PRE",0,0
20160122,20160129,"012216_mzFGF4_G.ko","G","012216_mzFGF4_G2",129,"ICM","Littermate","120_150","CD1/mixed","Fgf4","ko","any","wt",57,129,"PRE",0,0
20160122,20160129,"012216_mzFGF4_G.ko","G","012216_mzFGF4_G4",86,"ICM","Littermate","64_90","CD1/mixed","Fgf4","ko","any","wt",43,129,"PRE",0,0
20161208,20161215,"120816_mzFGF4_Y.ko","Y","120816_mzFGF4_Y2",55,"ICM","Littermate","32_64","CD1/mixed","Fgf4","ko","any","wt",20,55,"PRE",0,0
20161208,20161215,"120816_mzFGF4_Y.ko","Y","120816_mzFGF4_Y3",44,"ICM","Littermate","32_64","CD1/mixed","Fgf4","ko","any","wt",15,55,"PRE",0,0
20161208,20161215,"120816_mzFGF4_Z.ko","Z","120816_mzFGF4_Z2",109,"ICM","Littermate","90_120","CD1/mixed","Fgf4","ko","any","wt",44,109,"PRE",0,0
20170320,20170328,"032017Abl_E.het","E","032017Abl_E1",56,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","het","any","wt",18,69,"PRE",15,83.3333333333333
20170320,20170328,"032017Abl_E.het","E","032017Abl_E2",61,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","het","any","wt",31,69,"PRE",14,45.1612903225806
20170320,20170328,"032017Abl_E.het","E","032017Abl_E3",84,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",21,69,"PRE",17,80.9523809523809
20170323,20170328,"032317Abl_H.het","H","032317Abl_H1",34,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","het","any","wt",14,31,"PRE",5,35.7142857142857
20170323,20170328,"032317Abl_H.het","H","032317Abl_H2",37,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","het","any","wt",15,31,"PRE",8,53.3333333333333
20170323,20170328,"032317Abl_H.het","H","032317Abl_H3",36,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","het","any","wt",15,31,"PRE",8,53.3333333333333
20170323,20170328,"032317Abl_J.het","J","032317Abl_J1",126,"ICM","Littermate","120_150","CD1/mixed","Pdgfra","het","any","wt",39,124,"PRE",20,51.2820512820513
20170323,20170328,"032317Abl_J.het","J","032317Abl_J2",124,"ICM","Littermate","120_150","CD1/mixed","Pdgfra","het","any","wt",30,124,"PRE",23,76.6666666666667
20170323,20170329,"032317Abl_I.het","I","032317Abl_I1",69,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",19,72,"PRE",10,52.6315789473684
20170323,20170329,"032317Abl_I.het","I","032317Abl_I2",65,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",16,72,"PRE",9,56.25
20170323,20170329,"032317Abl_I.het","I","032317Abl_I3",63,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","het","any","wt",14,72,"PRE",9,64.2857142857143
20170323,20170329,"032317Abl_I.het","I","032317Abl_I4",65,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",27,72,"PRE",9,33.3333333333333
20170323,20170329,"032317Abl_I.het","I","032317Abl_I5",72,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",26,72,"PRE",15,57.6923076923077
20170323,20170329,"032317Abl_I.het","I","032317Abl_I6",91,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",23,72,"PRE",15,65.2173913043478
20170323,20170329,"032317Abl_I.het","I","032317Abl_I7",66,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",26,72,"PRE",14,53.8461538461538
20170323,20170329,"032317Abl_I.het","I","032317Abl_I8",78,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",22,72,"PRE",10,45.4545454545455
20170323,20170329,"032317Abl_I.het","I","032317Abl_I9",65,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",17,72,"PRE",11,64.7058823529412
20170330,20170411,"033017Abl_P.het","P","033017Abl_P1",94,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",34,105,"PRE",22,64.7058823529412
20170330,20170411,"033017Abl_P.het","P","033017Abl_P2",105,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",30,105,"PRE",16,53.3333333333333
20170330,20170411,"033017Abl_P.het","P","033017Abl_P3",93,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",12,105,"PRE",12,100
20170330,20170411,"033017Abl_P.het","P","033017Abl_P4",112,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",24,105,"PRE",16,66.6666666666667
20170330,20170411,"033017Abl_P.het","P","033017Abl_P5",113,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",22,105,"PRE",17,77.2727272727273
20170403,20170419,"040317Abl_R.Littermate.Pdgfra.wt","R","040317Abl_R10",44,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",18,64,"PRE",5,27.7777777777778
20170403,20170419,"040317Abl_R.Littermate.Pdgfra.wt","R","040317Abl_R11",65,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",27,64,"PRE",11,40.7407407407407
20170403,20170419,"040317Abl_R.Littermate.Pdgfra.wt","R","040317Abl_R9",64,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",28,64,"PRE",5,17.8571428571429
20170403,20170427,"040317Abl_Q.Littermate.Pdgfra.wt","Q","040317Abl_Q12",71,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",17,63,"PRE",6,35.2941176470588
20170403,20170427,"040317Abl_Q.Littermate.Pdgfra.wt","Q","040317Abl_Q13",48,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",18,63,"PRE",13,72.2222222222222
20170403,20170427,"040317Abl_Q.Littermate.Pdgfra.wt","Q","040317Abl_Q14",63,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",28,63,"PRE",11,39.2857142857143
20170403,20170622,"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S6",64,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",31,62,"PRE",12,38.7096774193548
20170403,20170622,"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S7",62,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",18,62,"PRE",1,5.55555555555556
20170403,20170622,"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S8",57,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",17,62,"PRE",10,58.8235294117647
20170403,20170622,"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S9",45,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",14,62,"PRE",9,64.2857142857143
20170403,20170622,"040317Abl_T.Littermate.Pdgfra.wt","T","040317Abl_T3",77,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",27,77,"PRE",11,40.7407407407407
20170403,20170622,"040317Abl_T.Littermate.Pdgfra.wt","T","040317Abl_T4",78,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",21,77,"PRE",12,57.1428571428571
20170403,20170622,"040317Abl_T.Littermate.Pdgfra.wt","T","040317Abl_T5",74,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",30,77,"PRE",16,53.3333333333333
20170405,20170626,"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U10",65,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",23,78,"PRE",9,39.1304347826087
20170405,20170626,"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U11",71,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",20,78,"PRE",9,45
20170405,20170626,"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U8",82,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",19,78,"PRE",10,52.6315789473684
20170405,20170626,"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U9",78,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",29,78,"PRE",14,48.2758620689655
20170405,20170626,"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V12",32,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",14,31,"PRE",0,0
20170405,20170626,"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V13",32,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",13,31,"PRE",3,23.0769230769231
20170411,20170711,"041117Abl_W.Littermate.Pdgfra.wt","W","041117Abl_W10",69,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",29,69,"PRE",5,17.2413793103448
20170411,20170711,"041117Abl_W.Littermate.Pdgfra.wt","W","041117Abl_W11",64,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",25,69,"PRE",13,52
20170418,20170427,"041817Pdgfra_AA.het","AA","041817Pdgfra_AA1",223,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",92,185,"PRE",59,64.1304347826087
20170418,20170427,"041817Pdgfra_AA.het","AA","041817Pdgfra_AA3",177,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",64,185,"PRE",43,67.1875
20170418,20170427,"041817Pdgfra_AA.het","AA","041817Pdgfra_AA5",185,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",75,185,"PRE",37,49.3333333333333
20170418,20170427,"041817Pdgfra_AA.ko","AA","041817Pdgfra_AA4",178,"ICM","Littermate",">150","CD1/mixed","Pdgfra","ko","any","wt",64,185,"PRE",25,39.0625
20170420,20170427,"042017Pdgfra_AB.het","AB","042017Pdgfra_AB1",176,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",90,176,"PRE",29,32.2222222222222
20170420,20170427,"042017Pdgfra_AB.het","AB","042017Pdgfra_AB2",199,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",87,176,"PRE",50,57.4712643678161
20170420,20170427,"042017Pdgfra_AB.het","AB","042017Pdgfra_AB4",118,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",38,176,"PRE",17,44.7368421052632
20170420,20170427,"042017Pdgfra_AB.het","AB","042017Pdgfra_AB6",191,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",86,176,"PRE",45,52.3255813953488
20170420,20170427,"042017Pdgfra_AB.wt","AB","042017Pdgfra_AB3",162,"ICM","Littermate",">150","CD1/mixed","Pdgfra","wt","any","wt",50,176,"PRE",37,74
20170420,20170427,"042017Pdgfra_AC.het","AC","042017Pdgfra_AC2",158,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",54,168,"PRE",38,70.3703703703704
20170420,20170427,"042017Pdgfra_AC.het","AC","042017Pdgfra_AC3",191,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",92,168,"PRE",61,66.304347826087
20170420,20170427,"042017Pdgfra_AC.het","AC","042017Pdgfra_AC4",168,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",70,168,"PRE",45,64.2857142857143
20170420,20170427,"042017Pdgfra_AC.wt","AC","042017Pdgfra_AC1",151,"ICM","Littermate",">150","CD1/mixed","Pdgfra","wt","any","wt",47,168,"PRE",26,55.3191489361702
20170421,20170427,"042117Pdgfra_AD.het","AD","042117Pdgfra_AD2",153,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",43,156,"PRE",27,62.7906976744186
20170421,20170427,"042117Pdgfra_AD.wt","AD","042117Pdgfra_AD1",156,"ICM","Littermate",">150","CD1/mixed","Pdgfra","wt","any","wt",64,156,"PRE",38,59.375
20170421,20170427,"042117Pdgfra_AD.wt","AD","042117Pdgfra_AD3",162,"ICM","Littermate",">150","CD1/mixed","Pdgfra","wt","any","wt",60,156,"PRE",29,48.3333333333333
20170517,20170607,"051717Pdgfra_AE.het","AE","051717Pdgfra_AE1",148,"ICM","Littermate","120_150","CD1/mixed","Pdgfra","het","any","wt",47,173,"PRE",28,59.5744680851064
20170517,20170607,"051717Pdgfra_AE.het","AE","051717Pdgfra_AE4",173,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",65,173,"PRE",37,56.9230769230769
20170517,20170607,"051717Pdgfra_AE.het","AE","051717Pdgfra_AE5",193,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",63,173,"PRE",22,34.9206349206349
20170517,20170607,"051717Pdgfra_AE.wt","AE","051717Pdgfra_AE2",143,"ICM","Littermate","120_150","CD1/mixed","Pdgfra","wt","any","wt",47,173,"PRE",31,65.9574468085106
20170517,20170607,"051717Pdgfra_AE.wt","AE","051717Pdgfra_AE3",183,"ICM","Littermate",">150","CD1/mixed","Pdgfra","wt","any","wt",73,173,"PRE",53,72.6027397260274
20170526,20170607,"052617Pdgfra_AF.het","AF","052617Pdgfra_AF1",90,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",25,99,"PRE",12,48
20170526,20170607,"052617Pdgfra_AF.het","AF","052617Pdgfra_AF10",104,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",25,99,"PRE",13,52
20170526,20170607,"052617Pdgfra_AF.het","AF","052617Pdgfra_AF11",99,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",37,99,"PRE",19,51.3513513513513
20170526,20170607,"052617Pdgfra_AF.het","AF","052617Pdgfra_AF2",100,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",19,99,"PRE",15,78.9473684210526
20170526,20170607,"052617Pdgfra_AF.het","AF","052617Pdgfra_AF3",108,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",37,99,"PRE",17,45.945945945946
20170526,20170607,"052617Pdgfra_AF.het","AF","052617Pdgfra_AF4",92,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",27,99,"PRE",19,70.3703703703704
20170526,20170607,"052617Pdgfra_AF.ko","AF","052617Pdgfra_AF5",109,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","ko","any","wt",22,99,"PRE",10,45.4545454545455
20170526,20170607,"052617Pdgfra_AF.ko","AF","052617Pdgfra_AF6",86,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","ko","any","wt",16,99,"PRE",9,56.25
20170526,20170607,"052617Pdgfra_AF.wt","AF","052617Pdgfra_AF7",78,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","any","wt",17,99,"PRE",10,58.8235294117647
20170526,20170607,"052617Pdgfra_AF.wt","AF","052617Pdgfra_AF8",79,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","any","wt",27,99,"PRE",20,74.0740740740741
20170526,20170607,"052617Pdgfra_AF.wt","AF","052617Pdgfra_AF9",63,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","any","wt",19,99,"PRE",13,68.4210526315789
20170526,20170608,"052617Pdgfra_AG.het","AG","052617Pdgfra_AG3",102,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",19,102,"PRE",16,84.2105263157895
20170526,20170608,"052617Pdgfra_AG.het","AG","052617Pdgfra_AG4",102,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",29,102,"PRE",21,72.4137931034483
20170526,20170608,"052617Pdgfra_AG.het","AG","052617Pdgfra_AG6",75,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",14,102,"PRE",9,64.2857142857143
20170526,20170608,"052617Pdgfra_AG.ko","AG","052617Pdgfra_AG2",106,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","ko","any","wt",30,102,"PRE",18,60
20170526,20170608,"052617Pdgfra_AG.wt","AG","052617Pdgfra_AG1",86,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","any","wt",23,102,"PRE",15,65.2173913043478
20170526,20170608,"052617Pdgfra_AG.wt","AG","052617Pdgfra_AG5",100,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","any","wt",33,102,"PRE",19,57.5757575757576
20170528,20170608,"052817Pdgfra_AH.het","AH","052817Pdgfra_AH1",152,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",31,152,"PRE",17,54.8387096774194
20170528,20170608,"052817Pdgfra_AH.het","AH","052817Pdgfra_AH5",162,"ICM","Littermate",">150","CD1/mixed","Pdgfra","het","any","wt",52,152,"PRE",33,63.4615384615385
20170528,20170608,"052817Pdgfra_AH.wt","AH","052817Pdgfra_AH3",147,"ICM","Littermate","120_150","CD1/mixed","Pdgfra","wt","any","wt",40,152,"PRE",30,75
20170528,20170608,"052817Pdgfra_AH.wt","AH","052817Pdgfra_AH4",164,"ICM","Littermate",">150","CD1/mixed","Pdgfra","wt","any","wt",64,152,"PRE",42,65.625
20170528,20170608,"052817Pdgfra_AH.wt","AH","052817Pdgfra_AH6",144,"ICM","Littermate","120_150","CD1/mixed","Pdgfra","wt","any","wt",51,152,"PRE",40,78.4313725490196
20170528,20170608,"052817Pdgfra_AH.wt","AH","052817Pdgfra_AH7",137,"ICM","Littermate","120_150","CD1/mixed","Pdgfra","wt","any","wt",46,152,"PRE",28,60.8695652173913
20170618,20170620,"061817Pdgfra_AM.het","AM","061817Pdgfra_AM1",104,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",31,109,"PRE",13,41.9354838709677
20170618,20170620,"061817Pdgfra_AM.het","AM","061817Pdgfra_AM2",109,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",33,109,"PRE",16,48.4848484848485
20170618,20170620,"061817Pdgfra_AM.het","AM","061817Pdgfra_AM3",106,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","het","any","wt",31,109,"PRE",10,32.258064516129
20170618,20170620,"061817Pdgfra_AM.wt","AM","061817Pdgfra_AM4",116,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","any","wt",33,109,"PRE",17,51.5151515151515
20170618,20170620,"061817Pdgfra_AM.wt","AM","061817Pdgfra_AM5",113,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","any","wt",41,109,"PRE",23,56.0975609756098
20170623,20170701,"062317Abl_AO.Littermate.Pdgfra.wt","AO","062317Abl_AO10",63,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",21,69,"PRE",7,33.3333333333333
20170623,20170701,"062317Abl_AO.Littermate.Pdgfra.wt","AO","062317Abl_AO7",64,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",19,69,"PRE",3,15.7894736842105
20170623,20170701,"062317Abl_AO.Littermate.Pdgfra.wt","AO","062317Abl_AO8",71,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",23,69,"PRE",8,34.7826086956522
20170623,20170701,"062317Abl_AO.Littermate.Pdgfra.wt","AO","062317Abl_AO9",69,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",24,69,"PRE",11,45.8333333333333
20170623,20170701,"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP10",59,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",23,60,"PRE",6,26.0869565217391
20170623,20170701,"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP11",60,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",22,60,"PRE",3,13.6363636363636
20170623,20170701,"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP12",45,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",18,60,"PRE",2,11.1111111111111
20170623,20170701,"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP9",64,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",30,60,"PRE",12,40
20170628,20170710,"062817Abl_AQ.Littermate.Pdgfra.wt","AQ","062817Abl_AQ8",92,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","wt",26,92,"PRE",16,61.5384615384615
20170628,20170710,"062817Abl_AQ.Littermate.Pdgfra.wt","AQ","062817Abl_AQ9",58,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",19,92,"PRE",1,5.26315789473684
20170628,20170710,"062817Abl_AR.Littermate.Pdgfra.wt","AR","062817Abl_AR7",60,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",23,38,"PRE",6,26.0869565217391
20170628,20170710,"062817Abl_AR.Littermate.Pdgfra.wt","AR","062817Abl_AR8",34,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",14,38,"PRE",0,0
20170628,20170710,"062817Abl_AR.Littermate.Pdgfra.wt","AR","062817Abl_AR9",38,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","wt","R26","wt",10,38,"PRE",1,10
20170628,20170711,"062817Abl_AS.Littermate.Pdgfra.wt","AS","062817Abl_AS6",75,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",25,80,"PRE",8,32
20170628,20170711,"062817Abl_AS.Littermate.Pdgfra.wt","AS","062817Abl_AS7",80,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",21,80,"PRE",12,57.1428571428571
20170628,20170711,"062817Abl_AS.Littermate.Pdgfra.wt","AS","062817Abl_AS8",92,"ICM","Littermate","90_120","CD1/mixed","Pdgfra","wt","R26","wt",34,80,"PRE",19,55.8823529411765
20170629,20170710,"062917Pdgfra_AT.het","AT","062917Pdgfra_AT1",79,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",25,73,"PRE",18,72
20170629,20170710,"062917Pdgfra_AT.het","AT","062917Pdgfra_AT2",73,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",29,73,"PRE",15,51.7241379310345
20170629,20170710,"062917Pdgfra_AT.het","AT","062917Pdgfra_AT3",63,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","het","any","wt",29,73,"PRE",24,82.7586206896552
20170629,20170710,"062917Pdgfra_AT.het","AT","062917Pdgfra_AT4",67,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",32,73,"PRE",17,53.125
20170629,20170710,"062917Pdgfra_AT.het","AT","062917Pdgfra_AT5",66,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",26,73,"PRE",18,69.2307692307692
20170629,20170710,"062917Pdgfra_AT.het","AT","062917Pdgfra_AT7",78,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",42,73,"PRE",33,78.5714285714286
20170629,20170710,"062917Pdgfra_AT.het","AT","062917Pdgfra_AT8",74,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","het","any","wt",36,73,"PRE",21,58.3333333333333
20170629,20170710,"062917Pdgfra_AT.wt","AT","062917Pdgfra_AT10",80,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","any","wt",36,73,"PRE",12,33.3333333333333
20170629,20170710,"062917Pdgfra_AT.wt","AT","062917Pdgfra_AT6",64,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","any","wt",34,73,"PRE",25,73.5294117647059
20170629,20170710,"062917Pdgfra_AT.wt","AT","062917Pdgfra_AT9",65,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","any","wt",27,73,"PRE",18,66.6666666666667
20170629,20170711,"062917Pdgfra_AU.het","AU","062917Pdgfra_AU1",58,"ICM","Littermate","32_64","CD1/mixed","Pdgfra","het","any","wt",28,58,"PRE",5,17.8571428571429
20170712,20170719,"071217Abl_AV.Littermate.Pdgfra.wt","AV","071217Abl_AV10",66,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",22,65,"PRE",9,40.9090909090909
20170712,20170719,"071217Abl_AV.Littermate.Pdgfra.wt","AV","071217Abl_AV11",65,"ICM","Littermate","64_90","CD1/mixed","Pdgfra","wt","R26","wt",19,65,"PRE",3,15.7894736842105
