"Embryo_ID","esc.end","Experiment","Litter","Exp_date","Img_date","TE_ICM","Cellcount","Stage","Background","Treatment","Gene1","Genotype1","Gene2","Genotype2","ESC_line","ESC_genotype","ESC_t0","ES_culture","H_cells","D_cells","Culture_time","Stage.t0","Cre","icm.count","group.median","Identity.hc","count","pc.icm","host.icm"
"021418Xim_WT_AW2","0","021418Xim_WT_AW.Control","AW",20180214,20180222,"ICM",63,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",21,63,"PRE",0,0,21
"021418Xim_WT_AW2","0","021418Xim_WT_AW.Control","AW",20180214,20180222,"ICM",63,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",21,63,"EPI",1,4.76190476190476,21
"021418Xim_WT_AW2","0","021418Xim_WT_AW.Control","AW",20180214,20180222,"ICM",63,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",21,63,"EPI.lo",0,0,21
"021418Xim_WT_AW2","0","021418Xim_WT_AW.Control","AW",20180214,20180222,"TE",63,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",21,63,"TE",42,200,21
"021418Xim_WT_AW2","0","021418Xim_WT_AW.Control","AW",20180214,20180222,"ICM",63,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",21,63,"DP",20,95.2380952380952,21
"021418Xim_WT_AW3","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",111,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",40,103,"DP",12,30,22
"021418Xim_WT_AW3","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",111,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",40,103,"ESC",18,45,22
"021418Xim_WT_AW3","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",111,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",40,103,"EPI.lo",0,0,22
"021418Xim_WT_AW3","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"TE",111,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",40,103,"TE",71,177.5,22
"021418Xim_WT_AW3","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",111,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",40,103,"EPI",0,0,22
"021418Xim_WT_AW3","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",111,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",40,103,"PRE",10,25,22
"021418Xim_WT_AW4","4x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",124,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",46,103,"DP",12,26.0869565217391,23
"021418Xim_WT_AW4","4x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",124,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",46,103,"EPI.lo",0,0,23
"021418Xim_WT_AW4","4x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"TE",124,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",46,103,"TE",78,169.565217391304,23
"021418Xim_WT_AW4","4x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",124,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",46,103,"ESC",23,50,23
"021418Xim_WT_AW4","4x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",124,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",46,103,"EPI",1,2.17391304347826,23
"021418Xim_WT_AW4","4x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",124,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",46,103,"PRE",10,21.7391304347826,23
"021418Xim_WT_AW5","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",109,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",30,103,"EPI.lo",0,0,17
"021418Xim_WT_AW5","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",109,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",30,103,"DP",1,3.33333333333333,17
"021418Xim_WT_AW5","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",109,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",30,103,"ESC",13,43.3333333333333,17
"021418Xim_WT_AW5","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",109,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",30,103,"EPI",0,0,17
"021418Xim_WT_AW5","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"TE",109,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",30,103,"TE",79,263.333333333333,17
"021418Xim_WT_AW5","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",109,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",30,103,"PRE",16,53.3333333333333,17
"021418Xim_WT_AW6","1x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",103,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",25,103,"DP",11,44,17
"021418Xim_WT_AW6","1x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",103,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",25,103,"EPI.lo",0,0,17
"021418Xim_WT_AW6","1x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"TE",103,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",25,103,"TE",78,312,17
"021418Xim_WT_AW6","1x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",103,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",25,103,"ESC",8,32,17
"021418Xim_WT_AW6","1x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",103,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",25,103,"PRE",6,24,17
"021418Xim_WT_AW6","1x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",103,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",25,103,"EPI",0,0,17
"021418Xim_WT_AW7","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",108,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",39,103,"DP",9,23.0769230769231,25
"021418Xim_WT_AW7","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"TE",108,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",39,103,"TE",69,176.923076923077,25
"021418Xim_WT_AW7","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",108,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",39,103,"EPI",0,0,25
"021418Xim_WT_AW7","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",108,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",39,103,"EPI.lo",0,0,25
"021418Xim_WT_AW7","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",108,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",39,103,"ESC",14,35.8974358974359,25
"021418Xim_WT_AW7","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",108,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",39,103,"PRE",16,41.025641025641,25
"021418Xim_WT_AW8","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",92,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",42,103,"DP",15,35.7142857142857,25
"021418Xim_WT_AW8","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"TE",92,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",42,103,"TE",50,119.047619047619,25
"021418Xim_WT_AW8","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",92,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",42,103,"EPI.lo",0,0,25
"021418Xim_WT_AW8","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",92,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",42,103,"EPI",2,4.76190476190476,25
"021418Xim_WT_AW8","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",92,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",42,103,"PRE",8,19.047619047619,25
"021418Xim_WT_AW8","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",92,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",42,103,"ESC",17,40.4761904761905,25
"021418Xim_WT_AW9","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",102,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",32,103,"EPI.lo",0,0,16
"021418Xim_WT_AW9","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",102,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",32,103,"EPI",2,6.25,16
"021418Xim_WT_AW9","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",102,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",32,103,"PRE",5,15.625,16
"021418Xim_WT_AW9","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"TE",102,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",32,103,"TE",70,218.75,16
"021418Xim_WT_AW9","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",102,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",32,103,"ESC",16,50,16
"021418Xim_WT_AW9","2x","021418Xim_WT_AW.Chimera","AW",20180214,20180222,"ICM",102,"90_120","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","3-5c","S/LIF","8",5,"48h","8cell","none",32,103,"DP",9,28.125,16
"021418Xim_WT_AX1","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"ICM",42,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",19,51,"ESC",0,0,19
"021418Xim_WT_AX1","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"ICM",42,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",19,51,"PRE",1,5.26315789473684,19
"021418Xim_WT_AX1","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"TE",42,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",19,51,"TE",23,121.052631578947,19
"021418Xim_WT_AX1","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"ICM",42,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",19,51,"DP",18,94.7368421052632,19
"021418Xim_WT_AX1","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"ICM",42,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",19,51,"EPI",0,0,19
"021418Xim_WT_AX1","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"ICM",42,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",19,51,"EPI.lo",0,0,19
"021418Xim_WT_AX10","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"TE",125,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"TE",66,111.864406779661,14
"021418Xim_WT_AX10","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",125,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"ESC",45,76.271186440678,14
"021418Xim_WT_AX10","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",125,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"PRE",13,22.0338983050847,14
"021418Xim_WT_AX10","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",125,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"DP",1,1.69491525423729,14
"021418Xim_WT_AX10","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",125,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"EPI",0,0,14
"021418Xim_WT_AX10","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",125,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"EPI.lo",0,0,14
"021418Xim_WT_AX11","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"PRE",15,25.4237288135593,15
"021418Xim_WT_AX11","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"ESC",44,74.5762711864407,15
"021418Xim_WT_AX11","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"EPI",0,0,15
"021418Xim_WT_AX11","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"TE",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"TE",77,130.508474576271,15
"021418Xim_WT_AX11","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"EPI.lo",0,0,15
"021418Xim_WT_AX11","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",59,131,"DP",0,0,15
"021418Xim_WT_AX12","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",159,">150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",68,131,"ESC",35,51.4705882352941,33
"021418Xim_WT_AX12","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",159,">150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",68,131,"PRE",23,33.8235294117647,33
"021418Xim_WT_AX12","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"TE",159,">150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",68,131,"TE",91,133.823529411765,33
"021418Xim_WT_AX12","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",159,">150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",68,131,"DP",3,4.41176470588235,33
"021418Xim_WT_AX12","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",159,">150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",68,131,"EPI",7,10.2941176470588,33
"021418Xim_WT_AX12","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",159,">150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",68,131,"EPI.lo",0,0,33
"021418Xim_WT_AX13","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",141,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",67,131,"PRE",10,14.9253731343284,11
"021418Xim_WT_AX13","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",141,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",67,131,"ESC",56,83.5820895522388,11
"021418Xim_WT_AX13","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",141,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",67,131,"EPI",1,1.49253731343284,11
"021418Xim_WT_AX13","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"TE",141,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",67,131,"TE",74,110.44776119403,11
"021418Xim_WT_AX13","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",141,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",67,131,"DP",0,0,11
"021418Xim_WT_AX13","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",141,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",67,131,"EPI.lo",0,0,11
"021418Xim_WT_AX2","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"ICM",51,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",23,51,"PRE",3,13.0434782608696,23
"021418Xim_WT_AX2","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"ICM",51,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",23,51,"ESC",0,0,23
"021418Xim_WT_AX2","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"ICM",51,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",23,51,"EPI",0,0,23
"021418Xim_WT_AX2","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"ICM",51,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",23,51,"EPI.lo",0,0,23
"021418Xim_WT_AX2","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"TE",51,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",23,51,"TE",28,121.739130434783,23
"021418Xim_WT_AX2","0","021418Xim_WT_AX.Control","AX",20180214,20180222,"ICM",51,"32_64","CD1/mixed","Control","Fgf4","wt","any","wt","H2B-tdTomato","no.esc","zero","S/LIF","8",0,"48h","8cell","none",23,51,"DP",20,86.9565217391304,23
"021418Xim_WT_AX3","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",123,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",63,131,"PRE",16,25.3968253968254,29
"021418Xim_WT_AX3","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",123,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",63,131,"ESC",34,53.968253968254,29
"021418Xim_WT_AX3","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",123,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",63,131,"EPI",0,0,29
"021418Xim_WT_AX3","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"TE",123,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",63,131,"TE",60,95.2380952380952,29
"021418Xim_WT_AX3","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",123,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",63,131,"DP",13,20.6349206349206,29
"021418Xim_WT_AX3","4x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",123,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",63,131,"EPI.lo",0,0,29
"021418Xim_WT_AX4","2x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",54,131,"PRE",3,5.55555555555556,37
"021418Xim_WT_AX4","2x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",54,131,"DP",27,50,37
"021418Xim_WT_AX4","2x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",54,131,"EPI",7,12.962962962963,37
"021418Xim_WT_AX4","2x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",54,131,"ESC",17,31.4814814814815,37
"021418Xim_WT_AX4","2x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",54,131,"EPI.lo",0,0,37
"021418Xim_WT_AX4","2x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"TE",136,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",54,131,"TE",82,151.851851851852,37
"021418Xim_WT_AX5","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",138,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",71,131,"PRE",21,29.5774647887324,29
"021418Xim_WT_AX5","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"TE",138,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",71,131,"TE",67,94.3661971830986,29
"021418Xim_WT_AX5","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",138,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",71,131,"ESC",42,59.1549295774648,29
"021418Xim_WT_AX5","8x","021418Xim_WT_AX.Chimera","AX",20180214,20180222,"ICM",138,"120_150","CD1/mixed","Chimera","Fgf4","wt","any","wt","H2B-tdTomato","wt","5-8c","S/LIF","8",8,"48h","8cell","none",71,131,"EPI",1,1.40845070422535,29
