"Exp_date","Img_date","Experiment","Litter","Embryo_ID","Cellcount","TE_ICM","Treatment","Stage","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","litter.median","Identity.hc","count","pc.icm"
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z1",58,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",42,59,"PRE",13,30.952380952381
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z10",60,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",42,59,"PRE",0,0
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z2",56,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",41,59,"PRE",2,4.8780487804878
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z3",58,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",41,59,"PRE",2,4.8780487804878
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z4",59,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",41,59,"PRE",5,12.1951219512195
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z5",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",50,59,"PRE",10,20
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z6",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",49,59,"PRE",2,4.08163265306122
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z7",49,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",32,59,"PRE",4,12.5
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z8",60,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",42,59,"PRE",2,4.76190476190476
20170130,20170207,"013017Spry_Z","Z","013017Spry_Z9",41,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",29,59,"PRE",2,6.89655172413793
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA1",43,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",30,32,"PRE",0,0
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA10",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",21,32,"PRE",0,0
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA2",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",22,32,"PRE",0,0
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA3",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",21,32,"PRE",0,0
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA4",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",21,32,"PRE",0,0
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA5",44,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",28,32,"PRE",0,0
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA7",34,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",24,32,"PRE",4,16.6666666666667
20170203,20170207,"020317Spry_AA","AA","020317Spry_AA8",34,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",23,32,"PRE",0,0
20170203,20170207,"020317Spry_AB","AB","020317Spry_AB1",191,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",137,187,"PRE",51,37.2262773722628
20170203,20170207,"020317Spry_AB","AB","020317Spry_AB2",155,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",116,187,"PRE",49,42.2413793103448
20170203,20170207,"020317Spry_AB","AB","020317Spry_AB3",197,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",142,187,"PRE",57,40.1408450704225
20170203,20170207,"020317Spry_AB","AB","020317Spry_AB4",121,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",92,187,"PRE",34,36.9565217391304
20170203,20170207,"020317Spry_AB","AB","020317Spry_AB5",187,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",135,187,"PRE",54,40
20170206,20170220,"020617Spry_AC","AC","020617Spry_AC1",88,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",60,97,"PRE",16,26.6666666666667
20170206,20170220,"020617Spry_AC","AC","020617Spry_AC2",113,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",78,97,"PRE",18,23.0769230769231
20170206,20170220,"020617Spry_AC","AC","020617Spry_AC3",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",65,97,"PRE",14,21.5384615384615
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE1",74,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",54,65,"PRE",9,16.6666666666667
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE10",59,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",41,65,"PRE",1,2.4390243902439
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE11",51,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",31,65,"PRE",1,3.2258064516129
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE12",65,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",43,65,"PRE",8,18.6046511627907
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE13",73,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",51,65,"PRE",8,15.6862745098039
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE2",51,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",35,65,"PRE",0,0
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE3",90,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",61,65,"PRE",12,19.672131147541
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE4",43,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",32,65,"PRE",1,3.125
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE5",68,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",50,65,"PRE",13,26
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE6",89,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",58,65,"PRE",11,18.9655172413793
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE7",61,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",40,65,"PRE",1,2.5
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE8",62,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",46,65,"PRE",15,32.6086956521739
20170220,20170221,"022017Spry_AE","AE","022017Spry_AE9",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",45,65,"PRE",6,13.3333333333333
20170220,20170302,"022017Spry_AF","AF","022017Spry_AF13",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",22,28,"PRE",0,0
20170220,20170302,"022017Spry_AF","AF","022017Spry_AF9",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",24,28,"PRE",0,0
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI1",103,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",68,94,"PRE",18,26.4705882352941
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI3",85,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",58,94,"PRE",11,18.9655172413793
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI4",71,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",46,94,"PRE",13,28.2608695652174
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI5",80,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",58,94,"PRE",17,29.3103448275862
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI7",95,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",60,94,"PRE",17,28.3333333333333
20170418,20170510,"041817Spry_AI","AI","041817Spry_AI8",94,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",57,94,"PRE",11,19.2982456140351
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK1",75,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",52,90,"PRE",10,19.2307692307692
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK10",81,"ICM","Littermate","64_90","CD1/mixed","Spry4","ko","any","wt",57,90,"PRE",14,24.5614035087719
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK2",76,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",49,90,"PRE",8,16.3265306122449
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK3",90,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",64,90,"PRE",22,34.375
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK4",90,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",60,90,"PRE",10,16.6666666666667
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK5",57,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",40,90,"PRE",1,2.5
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK7",107,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",74,90,"PRE",23,31.0810810810811
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK8",96,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",69,90,"PRE",13,18.8405797101449
20170426,20170510,"042617Spry_AK","AK","042617Spry_AK9",93,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",58,90,"PRE",21,36.2068965517241
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL1",99,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",62,96,"PRE",17,27.4193548387097
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL2",110,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",77,96,"PRE",24,31.1688311688312
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL3",89,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",55,96,"PRE",14,25.4545454545455
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL4",96,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",69,96,"PRE",22,31.8840579710145
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL5",89,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",63,96,"PRE",16,25.3968253968254
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL6",98,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",67,96,"PRE",25,37.3134328358209
20170428,20170510,"042817Spry_AL","AL","042817Spry_AL8",65,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",43,96,"PRE",8,18.6046511627907
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM1",214,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",147,214,"PRE",45,30.6122448979592
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM2",182,"ICM","Littermate",">150","CD1/mixed","Spry4","ko","any","wt",131,214,"PRE",56,42.7480916030534
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM3",219,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",152,214,"PRE",68,44.7368421052632
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM4",180,"ICM","Littermate",">150","CD1/mixed","Spry4","ko","any","wt",131,214,"PRE",56,42.7480916030534
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM5",223,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",157,214,"PRE",66,42.0382165605096
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM6",127,"ICM","Littermate","120_150","CD1/mixed","Spry4","ko","any","wt",84,214,"PRE",27,32.1428571428571
20170504,20170511,"050417Spry_AM","AM","050417Spry_AM7",115,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",74,214,"PRE",28,37.8378378378378
20170504,20170511,"050417Spry_AN","AN","050417Spry_AN1",66,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",53,72,"PRE",10,18.8679245283019
20170504,20170511,"050417Spry_AN","AN","050417Spry_AN2",72,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",45,72,"PRE",9,20
20170504,20170511,"050417Spry_AN","AN","050417Spry_AN3",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",59,72,"PRE",13,22.0338983050847
20170522,20170531,"052217Spry_AO","AO","052217Spry_AO2",142,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",94,128,"PRE",35,37.2340425531915
20170522,20170531,"052217Spry_AO","AO","052217Spry_AO3",128,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",88,128,"PRE",29,32.9545454545455
20170522,20170531,"052217Spry_AO","AO","052217Spry_AO5",128,"ICM","Littermate","120_150","CD1/mixed","Spry4","ko","any","wt",81,128,"PRE",15,18.5185185185185
20170522,20170531,"052217Spry_AO","AO","052217Spry_AO6",129,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",88,128,"PRE",30,34.0909090909091
20170522,20170531,"052217Spry_AO","AO","052217Spry_AO7",128,"ICM","Littermate","120_150","CD1/mixed","Spry4","ko","any","wt",91,128,"PRE",25,27.4725274725275
20170522,20170531,"052217Spry_AP","AP","052217Spry_AP2",123,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",86,144,"PRE",23,26.7441860465116
20170522,20170531,"052217Spry_AP","AP","052217Spry_AP3",137,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",94,144,"PRE",34,36.1702127659575
20170522,20170531,"052217Spry_AP","AP","052217Spry_AP4",163,"ICM","Littermate",">150","CD1/mixed","Spry4","ko","any","wt",112,144,"PRE",43,38.3928571428571
20170522,20170531,"052217Spry_AP","AP","052217Spry_AP5",144,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",95,144,"PRE",40,42.1052631578947
20170522,20170531,"052217Spry_AP","AP","052217Spry_AP6",155,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",98,144,"PRE",23,23.469387755102
20170524,20170606,"052417Spry_AQ","AQ","052417Spry_AQ1",162,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",117,144,"PRE",34,29.0598290598291
20170524,20170606,"052417Spry_AQ","AQ","052417Spry_AQ2",128,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",81,144,"PRE",16,19.7530864197531
20170524,20170606,"052417Spry_AQ","AQ","052417Spry_AQ4",143,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",94,144,"PRE",30,31.9148936170213
20170524,20170606,"052417Spry_AQ","AQ","052417Spry_AQ5",173,"ICM","Littermate",">150","CD1/mixed","Spry4","ko","any","wt",129,144,"PRE",58,44.9612403100775
20170524,20170606,"052417Spry_AQ","AQ","052417Spry_AQ6",144,"ICM","Littermate","120_150","CD1/mixed","Spry4","ko","any","wt",100,144,"PRE",45,45
20170919,20170926,"091917Spry_AU","AU","091917Spry_AU1",94,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",61,97,"PRE",18,29.5081967213115
20170919,20170926,"091917Spry_AU","AU","091917Spry_AU2",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",63,97,"PRE",18,28.5714285714286
20170919,20170926,"091917Spry_AU","AU","091917Spry_AU3",104,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",65,97,"PRE",17,26.1538461538462
20170929,20171004,"092917Spry_AV","AV","092917Spry_AV5",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","ko","any","wt",23,25,"PRE",0,0
20161012,20161025,"101216Spry4_A","A","101216Spry4_A1",159,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",110,159,"PRE",34,30.9090909090909
20161012,20161025,"101216Spry4_A","A","101216Spry4_A2",142,"ICM","Littermate","120_150","CD1/mixed","Spry4","het","any","wt",96,159,"PRE",22,22.9166666666667
20161012,20161025,"101216Spry4_A","A","101216Spry4_A3",176,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",123,159,"PRE",38,30.8943089430894
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B1",48,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",33,60,"PRE",1,3.03030303030303
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B2",55,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",38,60,"PRE",2,5.26315789473684
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B3",61,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",40,60,"PRE",11,27.5
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B4",60,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",44,60,"PRE",2,4.54545454545455
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B5",60,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",39,60,"PRE",8,20.5128205128205
20161014,20161025,"101416Spry4_Ba","B","101416Spry4_B6",57,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",43,60,"PRE",5,11.6279069767442
20161014,20161025,"101416Spry4_Bb","B","101416Spry4_B10",61,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",47,56,"PRE",10,21.2765957446809
20161014,20161025,"101416Spry4_Bb","B","101416Spry4_B11",48,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",34,56,"PRE",5,14.7058823529412
20161014,20161025,"101416Spry4_Bb","B","101416Spry4_B7",62,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",47,56,"PRE",11,23.4042553191489
20161014,20161025,"101416Spry4_Bb","B","101416Spry4_B8",56,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",39,56,"PRE",12,30.7692307692308
20161014,20161025,"101416Spry4_Bb","B","101416Spry4_B9",40,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",29,56,"PRE",5,17.2413793103448
20161017,20161025,"101716Spry_C","C","101716Spry_C1",187,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",132,187,"PRE",44,33.3333333333333
20161017,20161025,"101716Spry_C","C","101716Spry_C2",142,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",95,187,"PRE",27,28.4210526315789
20161018,20161025,"101816Spry_D","D","101816Spry_D1",124,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",84,110,"PRE",17,20.2380952380952
20161018,20161025,"101816Spry_D","D","101816Spry_D2",102,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",67,110,"PRE",24,35.8208955223881
20161018,20161025,"101816Spry_D","D","101816Spry_D3",73,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",45,110,"PRE",8,17.7777777777778
20161018,20161025,"101816Spry_D","D","101816Spry_D4",109,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",64,110,"PRE",13,20.3125
20161018,20161025,"101816Spry_D","D","101816Spry_D5",111,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",72,110,"PRE",16,22.2222222222222
20161018,20161025,"101816Spry_D","D","101816Spry_D6",110,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",69,110,"PRE",13,18.8405797101449
20161018,20161025,"101816Spry_Ea","E","101816Spry_E1",63,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",45,50,"PRE",1,2.22222222222222
20161018,20161025,"101816Spry_Ea","E","101816Spry_E2",45,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",32,50,"PRE",0,0
20161018,20161025,"101816Spry_Ea","E","101816Spry_E3",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",22,50,"PRE",2,9.09090909090909
20161018,20161025,"101816Spry_Ea","E","101816Spry_E4",32,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",23,50,"PRE",0,0
20161018,20161025,"101816Spry_Ea","E","101816Spry_E5",50,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",39,50,"PRE",0,0
20161018,20161025,"101816Spry_Ea","E","101816Spry_E6",52,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",40,50,"PRE",2,5
20161018,20161025,"101816Spry_Eb","E","101816Spry_E10",50,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",32,41,"PRE",2,6.25
20161018,20161025,"101816Spry_Eb","E","101816Spry_E13",41,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",28,41,"PRE",0,0
20161018,20161025,"101816Spry_Eb","E","101816Spry_E7",40,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",28,41,"PRE",0,0
20161018,20161025,"101816Spry_Eb","E","101816Spry_E8",35,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",27,41,"PRE",0,0
20161018,20161025,"101816Spry_Eb","E","101816Spry_E9",59,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",43,41,"PRE",6,13.953488372093
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA1",65,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",44,64,"PRE",2,4.54545454545455
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA10",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",42,64,"PRE",11,26.1904761904762
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA2",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",43,64,"PRE",5,11.6279069767442
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA4",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","ko","any","wt",40,64,"PRE",4,10
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA5",63,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",43,64,"PRE",7,16.2790697674419
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA6",79,"ICM","Littermate","64_90","CD1/mixed","Spry4","ko","any","wt",48,64,"PRE",5,10.4166666666667
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA7",62,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",42,64,"PRE",0,0
20171018,20171025,"101817Spry_BA","BA","101817Spry_BA9",60,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",41,64,"PRE",8,19.5121951219512
20161025,20161102,"102516Spry_H","H","102516Spry_H1",89,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",59,68,"PRE",16,27.1186440677966
20161025,20161102,"102516Spry_H","H","102516Spry_H10",63,"ICM","Littermate","32_64","CD1/mixed","Spry4","wt","any","wt",46,68,"PRE",12,26.0869565217391
20161025,20161102,"102516Spry_H","H","102516Spry_H2",67,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",42,68,"PRE",6,14.2857142857143
20161025,20161102,"102516Spry_H","H","102516Spry_H3",63,"ICM","Littermate","32_64","CD1/mixed","Spry4","het","any","wt",50,68,"PRE",11,22
20161025,20161102,"102516Spry_H","H","102516Spry_H4",87,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",51,68,"PRE",8,15.6862745098039
20161025,20161102,"102516Spry_H","H","102516Spry_H5",64,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",45,68,"PRE",13,28.8888888888889
20161025,20161102,"102516Spry_H","H","102516Spry_H6",106,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",77,68,"PRE",23,29.8701298701299
20161025,20161102,"102516Spry_H","H","102516Spry_H7",98,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",67,68,"PRE",19,28.3582089552239
20161025,20161102,"102516Spry_H","H","102516Spry_H8",68,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",49,68,"PRE",12,24.4897959183673
20161025,20161102,"102516Spry_H","H","102516Spry_H9",68,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",46,68,"PRE",3,6.52173913043478
20161025,20161102,"102516Spry_I","I","102516Spry_I1",91,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",66,97,"PRE",17,25.7575757575758
20161025,20161102,"102516Spry_I","I","102516Spry_I2",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","wt","any","wt",72,97,"PRE",17,23.6111111111111
20161025,20161102,"102516Spry_I","I","102516Spry_I3",105,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",70,97,"PRE",15,21.4285714285714
20161025,20161102,"102516Spry_I","I","102516Spry_I4",114,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",78,97,"PRE",20,25.6410256410256
20161025,20161102,"102516Spry_I","I","102516Spry_I5",104,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",65,97,"PRE",19,29.2307692307692
20161025,20161102,"102516Spry_I","I","102516Spry_I6",86,"ICM","Littermate","64_90","CD1/mixed","Spry4","het","any","wt",55,97,"PRE",15,27.2727272727273
20161025,20161102,"102516Spry_I","I","102516Spry_I7",109,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",75,97,"PRE",24,32
20161025,20161102,"102516Spry_I","I","102516Spry_I8",83,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",52,97,"PRE",14,26.9230769230769
20161025,20161102,"102516Spry_I","I","102516Spry_I9",87,"ICM","Littermate","64_90","CD1/mixed","Spry4","wt","any","wt",57,97,"PRE",14,24.5614035087719
20171026,20171117,"102617Spry_BC","BC","102617Spry_BC1",137,"ICM","Littermate","120_150","CD1/mixed","Spry4","ko","any","wt",83,144,"PRE",18,21.6867469879518
20171026,20171117,"102617Spry_BC","BC","102617Spry_BC2",144,"ICM","Littermate","120_150","CD1/mixed","Spry4","ko","any","wt",95,144,"PRE",25,26.3157894736842
20171026,20171117,"102617Spry_BC","BC","102617Spry_BC3",156,"ICM","Littermate",">150","CD1/mixed","Spry4","het","any","wt",100,144,"PRE",30,30
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD1",103,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",67,109,"PRE",16,23.8805970149254
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD2",97,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",68,109,"PRE",16,23.5294117647059
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD3",112,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",74,109,"PRE",11,14.8648648648649
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD4",111,"ICM","Littermate","90_120","CD1/mixed","Spry4","ko","any","wt",77,109,"PRE",19,24.6753246753247
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD5",103,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",68,109,"PRE",8,11.7647058823529
20171026,20171117,"102617Spry_BD","BD","102617Spry_BD6",109,"ICM","Littermate","90_120","CD1/mixed","Spry4","het","any","wt",75,109,"PRE",19,25.3333333333333
20161027,20161102,"102716Spry_J","J","102716Spry_J1",145,"ICM","Littermate","120_150","CD1/mixed","Spry4","wt","any","wt",99,177,"PRE",33,33.3333333333333
20161027,20161102,"102716Spry_J","J","102716Spry_J2",177,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",119,177,"PRE",38,31.9327731092437
20161027,20161102,"102716Spry_J","J","102716Spry_J3",184,"ICM","Littermate",">150","CD1/mixed","Spry4","wt","any","wt",140,177,"PRE",56,40
