"Embryo_ID","Experiment","Litter","Stage.t0","timepoint","Gene1","Genotype1","Gene2","Genotype2","Gene3","Genotype3","dataset","icm.count","Cellcount","Identity","count"
"072517Abl_AW11","072517Abl_AW.Littermate.Pdgfra.wt","AW","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,76,"DN",0
"072517Abl_AW9","072517Abl_AW.Littermate.Pdgfra.wt","AW","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,88,"DN",0
"072517Abl_AX10","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,68,"DN",0
"072517Abl_AX11","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,64,"DN",0
"072517Abl_AX12","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,86,"DN",0
"072517Abl_AX8","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",21,80,"DN",0
"072517Abl_AX9","072517Abl_AX.Littermate.Pdgfra.wt","AX","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,68,"DN",0
"072518Abl_DR10","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",26,71,"DN",0
"072518Abl_DR11","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",31,91,"DN",0
"072518Abl_DR8","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",35,94,"DN",0
"072518Abl_DR9","072518Abl_DR.Littermate.Pdgfra.wt","DR","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",27,91,"DN",0
"072518Abl_DS4","072518Abl_DS.Littermate.Pdgfra.wt","DS","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",29,88,"DN",0
"072518Abl_DS5","072518Abl_DS.Littermate.Pdgfra.wt","DS","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",30,99,"DN",0
"072518Abl_DS6","072518Abl_DS.Littermate.Pdgfra.wt","DS","[90,110)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",28,94,"DN",1
"072817Abl_AY4","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",30,107,"DN",0
"072817Abl_AY5","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",19,74,"DN",0
"072817Abl_AY6","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",17,85,"DN",0
"072817Abl_AY7","072817Abl_AY.Littermate.Pdgfra.wt","AY","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",24,86,"DN",0
"072817Abl_AZ7","072817Abl_AZ.Littermate.Pdgfra.wt","AZ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,79,"DN",0
"072817Abl_AZ8","072817Abl_AZ.Littermate.Pdgfra.wt","AZ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,69,"DN",0
"072817Abl_AZ9","072817Abl_AZ.Littermate.Pdgfra.wt","AZ","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,78,"DN",0
"080117Abl_BA10","080117Abl_BA.Littermate.Pdgfra.wt","BA","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,68,"DN",0
"080117Abl_BA6","080117Abl_BA.Littermate.Pdgfra.wt","BA","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,63,"DN",0
"080117Abl_BA7","080117Abl_BA.Littermate.Pdgfra.wt","BA","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,71,"DN",0
"080117Abl_BA8","080117Abl_BA.Littermate.Pdgfra.wt","BA","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,71,"DN",0
"080117Abl_BA9","080117Abl_BA.Littermate.Pdgfra.wt","BA","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",20,62,"DN",0
"080117Abl_BB8","080117Abl_BB.Littermate.Pdgfra.wt","BB","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",25,64,"DN",0
"080117Abl_BC13","080117Abl_BC.Littermate.Pdgfra.wt","BC","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",34,106,"DN",0
"080117Abl_BC14","080117Abl_BC.Littermate.Pdgfra.wt","BC","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",22,78,"DN",0
"080117Abl_BC15","080117Abl_BC.Littermate.Pdgfra.wt","BC","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",15,37,"DN",0
"080117Abl_BC16","080117Abl_BC.Littermate.Pdgfra.wt","BC","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,92,"DN",0
"080117Abl_BD10","080117Abl_BD.Littermate.Pdgfra.wt","BD","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",16,54,"DN",0
"080117Abl_BD7","080117Abl_BD.Littermate.Pdgfra.wt","BD","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",20,54,"DN",0
"080117Abl_BD8","080117Abl_BD.Littermate.Pdgfra.wt","BD","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",26,64,"DN",0
"080117Abl_BD9","080117Abl_BD.Littermate.Pdgfra.wt","BD","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",30,62,"DN",0
"081417Abl_BH6","081417Abl_BH.Littermate.Pdgfra.wt","BH","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",20,52,"DN",0
"081417Abl_BH7","081417Abl_BH.Littermate.Pdgfra.wt","BH","[70,90)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",23,70,"DN",0
"081517Abl_BK11","081517Abl_BK.Littermate.Pdgfra.wt","BK","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",36,99,"DN",0
"081517Abl_BK12","081517Abl_BK.Littermate.Pdgfra.wt","BK","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",29,61,"DN",0
"081517Abl_BK13","081517Abl_BK.Littermate.Pdgfra.wt","BK","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",27,64,"DN",0
"081517Abl_BK14","081517Abl_BK.Littermate.Pdgfra.wt","BK","[50,70)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",28,62,"DN",0
"082219Abl_FG1","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",16,31,"DN",0
"082219Abl_FG10","082219Abl_FG.Littermate.Pdgfra.het","FG","[30,50)","t0","Pdgfra","het","R26","mKate/+","Fgf4","wt","fixed",12,32,"DN",0
"082219Abl_FG2","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",32,63,"DN",0
"082219Abl_FG3","082219Abl_FG.Littermate.Pdgfra.het","FG","[30,50)","t0","Pdgfra","het","R26","mKate/+","Fgf4","wt","fixed",12,30,"DN",0
"082219Abl_FG4","082219Abl_FG.Littermate.Pdgfra.het","FG","[30,50)","t0","Pdgfra","het","R26","mKate/+","Fgf4","wt","fixed",18,50,"DN",0
"082219Abl_FG5","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",4,19,"DN",0
"082219Abl_FG6","082219Abl_FG.Littermate.Pdgfra.het","FG","[30,50)","t0","Pdgfra","het","R26","mKate/+","Fgf4","wt","fixed",2,14,"DN",0
"082219Abl_FG7","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",11,32,"DN",0
"082219Abl_FG8","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",16,38,"DN",0
"082219Abl_FG9","082219Abl_FG.Littermate.Pdgfra.wt","FG","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",13,41,"DN",0
"082819Abl_FI1","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",11,33,"DN",0
"082819Abl_FI2","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",15,38,"DN",0
"082819Abl_FI3","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",16,32,"DN",0
"082819Abl_FI4","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",14,30,"DN",0
"082819Abl_FI5","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",16,34,"DN",0
"082819Abl_FI6","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",11,26,"DN",0
"082819Abl_FI7","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",15,35,"DN",0
"082819Abl_FI8","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",11,31,"DN",0
"082819Abl_FI9","082819Abl_FI.Littermate.Pdgfra.wt","FI","[30,50)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",15,43,"DN",0
"082819Abl_FJ1","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",17,44,"DN",0
"082819Abl_FJ10","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",22,52,"DN",0
"082819Abl_FJ11","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",29,61,"DN",0
"082819Abl_FJ2","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",23,49,"DN",0
"082819Abl_FJ3","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",26,59,"DN",0
"082819Abl_FJ4","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",15,42,"DN",0
"082819Abl_FJ5","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",12,32,"DN",0
"082819Abl_FJ6","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",13,48,"DN",0
"082819Abl_FJ7","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",28,63,"DN",0
"082819Abl_FJ8","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",24,60,"DN",0
"082819Abl_FJ9","082819Abl_FJ.Littermate.Pdgfra.wt","FJ","[50,70)","t0","Pdgfra","wt","R26","mKate/+","Fgf4","wt","fixed",17,47,"DN",0
"102218Abl_DV8","102218Abl_DV.Littermate.Pdgfra.wt","DV","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",27,77,"DN",0
"102218Abl_DV9","102218Abl_DV.Littermate.Pdgfra.wt","DV","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",22,77,"DN",0
"102218Abl_DW5","102218Abl_DW.Littermate.Pdgfra.wt","DW","[90,110)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",30,91,"DN",0
"102218Abl_DW6","102218Abl_DW.Littermate.Pdgfra.wt","DW","[90,110)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",30,92,"DN",0
"102218Abl_DX10","102218Abl_DX.Littermate.Pdgfra.wt","DX","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",22,64,"DN",0
"102218Abl_DX7","102218Abl_DX.Littermate.Pdgfra.wt","DX","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",17,49,"DN",0
"102218Abl_DX9","102218Abl_DX.Littermate.Pdgfra.wt","DX","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",25,60,"DN",0
"110817Abl_BY3","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",18,86,"DN",0
"110817Abl_BY4","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",34,93,"DN",0
"110817Abl_BY5","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",31,119,"DN",0
"110817Abl_BY6","110817Abl_BY.Littermate.Pdgfra.wt","BY","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",37,98,"DN",0
"111318Abl_DZ5","111318Abl_DZ.Littermate.Pdgfra.wt","DZ","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",24,81,"DN",0
"111318Abl_DZ6","111318Abl_DZ.Littermate.Pdgfra.wt","DZ","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",27,67,"DN",0
"112018Abl_EA10","112018Abl_EA.Littermate.Pdgfra.wt","EA","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",21,68,"DN",0
"112018Abl_EA11","112018Abl_EA.Littermate.Pdgfra.wt","EA","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",33,80,"DN",0
"112018Abl_EA9","112018Abl_EA.Littermate.Pdgfra.wt","EA","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",28,67,"DN",0
"121018Abl_EB7","121018Abl_EB.Littermate.Pdgfra.wt","EB","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",26,86,"DN",0
"121018Abl_EB8","121018Abl_EB.Littermate.Pdgfra.wt","EB","[70,90)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",20,68,"DN",0
"121018Abl_EC6","121018Abl_EC.Littermate.Pdgfra.wt","EC","[50,70)","t0","Pdgfra","wt","R26","mKate/mKate","Fgf4","wt","fixed",25,65,"DN",0
"121917Abl_CD5","121917Abl_CD.Littermate.Pdgfra.wt","CD","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",47,115,"DN",0
"121917Abl_CD6","121917Abl_CD.Littermate.Pdgfra.wt","CD","[110,130)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",39,118,"DN",0
"121917Abl_CE10","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",35,103,"DN",0
"121917Abl_CE7","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",38,106,"DN",0
"121917Abl_CE8","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",40,104,"DN",0
"121917Abl_CE9","121917Abl_CE.Littermate.Pdgfra.wt","CE","[90,110)","t0","Pdgfra","wt","R26","wt","Fgf4","wt","fixed",33,101,"DN",0
