"Experiment","Litter","Embryo_ID","Exp_date","Img_date","Cellcount","TE_ICM","Treatment","target","Recovery","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","group.median","litter.median.t0","Cell_diff","Stage.t0","Cellcount_t0","Identity.hc","count","Gene3","Genotype3","target_t0","pc.icm"
"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U10",20170405,20170626,65,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",23,78,78,"zero","[70,90)",65,"TE",42,"Fgf4","wt",NA,182.608695652174
"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U11",20170405,20170626,71,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",20,78,78,"zero","[70,90)",71,"TE",51,"Fgf4","wt",NA,255
"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U8",20170405,20170626,82,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",19,78,78,"zero","[70,90)",82,"TE",63,"Fgf4","wt",NA,331.578947368421
"040517Abl_U.Littermate.Pdgfra.wt","U","040517Abl_U9",20170405,20170626,78,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",29,78,78,"zero","[70,90)",78,"TE",49,"Fgf4","wt",NA,168.965517241379
"040517Abl_V.Ablated.Pdgfra.het","V","040517Abl_V1",20170405,20170626,69,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",15,82,31,"kill_all","[30,50)",NA,"TE",54,"Fgf4","wt","8",360
"040517Abl_V.Ablated.Pdgfra.het","V","040517Abl_V2",20170405,20170626,93,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",17,82,31,"kill_all","[30,50)",NA,"TE",76,"Fgf4","wt","4",447.058823529412
"040517Abl_V.Ablated.Pdgfra.het","V","040517Abl_V3",20170405,20170626,82,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",17,82,31,"kill_all","[30,50)",NA,"TE",65,"Fgf4","wt","4",382.352941176471
"040517Abl_V.Ablated.Pdgfra.het","V","040517Abl_V4",20170405,20170626,76,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",12,82,31,"kill_all","[30,50)",NA,"TE",64,"Fgf4","wt","4",533.333333333333
"040517Abl_V.Control.Pdgfra.wt","V","040517Abl_V5",20170405,20170626,86,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",16,95,31,"zero","[30,50)",NA,"TE",70,"Fgf4","wt",NA,437.5
"040517Abl_V.Control.Pdgfra.wt","V","040517Abl_V6",20170405,20170626,102,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",16,95,31,"zero","[30,50)",NA,"TE",86,"Fgf4","wt",NA,537.5
"040517Abl_V.Control.Pdgfra.wt","V","040517Abl_V7",20170405,20170626,91,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",17,95,31,"zero","[30,50)",NA,"TE",74,"Fgf4","wt",NA,435.294117647059
"040517Abl_V.Control.Pdgfra.wt","V","040517Abl_V8",20170405,20170626,95,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",18,95,31,"zero","[30,50)",NA,"TE",77,"Fgf4","wt",NA,427.777777777778
"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V10",20170405,20170626,31,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",17,31,31,"zero","[30,50)",31,"TE",14,"Fgf4","wt",NA,82.3529411764706
"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V11",20170405,20170626,31,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",11,31,31,"zero","[30,50)",31,"TE",20,"Fgf4","wt",NA,181.818181818182
"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V12",20170405,20170626,32,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",14,31,31,"zero","[30,50)",32,"TE",18,"Fgf4","wt",NA,128.571428571429
"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V13",20170405,20170626,32,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",13,31,31,"zero","[30,50)",32,"TE",19,"Fgf4","wt",NA,146.153846153846
"040517Abl_V.Littermate.Pdgfra.wt","V","040517Abl_V9",20170405,20170626,31,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",14,31,31,"zero","[30,50)",31,"TE",17,"Fgf4","wt",NA,121.428571428571
"041117Abl_W.Ablated.Pdgfra.het","W","041117Abl_W1",20170411,20170711,79,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",10,80,69,"kill_0.75","[50,70)",NA,"TE",69,"Fgf4","wt","14",690
"041117Abl_W.Ablated.Pdgfra.het","W","041117Abl_W2",20170411,20170711,80,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",11,80,69,"kill_0.75","[50,70)",NA,"TE",69,"Fgf4","wt","11",627.272727272727
"041117Abl_W.Ablated.Pdgfra.het","W","041117Abl_W3",20170411,20170711,94,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",23,80,69,"kill_0.75","[50,70)",NA,"TE",71,"Fgf4","wt","10",308.695652173913
"041117Abl_W.Ablated.Pdgfra.het","W","041117Abl_W4",20170411,20170711,76,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",10,80,69,"kill_0.75","[50,70)",NA,"TE",66,"Fgf4","wt","12",660
"041117Abl_W.Ablated.Pdgfra.het","W","041117Abl_W5",20170411,20170711,105,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",30,80,69,"kill_0.75","[50,70)",NA,"TE",75,"Fgf4","wt","10",250
"041117Abl_W.Control.Pdgfra.wt","W","041117Abl_W6",20170411,20170711,108,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",25,86,69,"zero","[50,70)",NA,"TE",83,"Fgf4","wt",NA,332
"041117Abl_W.Control.Pdgfra.wt","W","041117Abl_W7",20170411,20170711,86,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",19,86,69,"zero","[50,70)",NA,"TE",67,"Fgf4","wt",NA,352.631578947368
"041117Abl_W.Control.Pdgfra.wt","W","041117Abl_W8",20170411,20170711,71,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",33,86,69,"zero","[50,70)",NA,"TE",38,"Fgf4","wt",NA,115.151515151515
"041117Abl_W.Control.Pdgfra.wt","W","041117Abl_W9",20170411,20170711,73,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",30,86,69,"zero","[50,70)",NA,"TE",43,"Fgf4","wt",NA,143.333333333333
"041117Abl_W.Littermate.Pdgfra.wt","W","041117Abl_W10",20170411,20170711,69,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",29,69,69,"zero","[50,70)",69,"TE",40,"Fgf4","wt",NA,137.931034482759
"041117Abl_W.Littermate.Pdgfra.wt","W","041117Abl_W11",20170411,20170711,64,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",25,69,69,"zero","[50,70)",64,"TE",39,"Fgf4","wt",NA,156
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY2",20190508,20190515,86,"TE","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",8,86,77,"kill_0.5","[70,90)",91,"TE",78,"Fgf4","wt","9",975
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY3",20190508,20190515,98,"TE","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",20,86,77,"kill_0.5","[70,90)",77,"TE",78,"Fgf4","wt","12",390
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY4",20190508,20190515,90,"TE","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",16,86,77,"kill_0.5","[70,90)",90,"TE",74,"Fgf4","wt","10",462.5
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY5",20190508,20190515,67,"TE","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",15,86,77,"kill_0.5","[70,90)",80,"TE",52,"Fgf4","wt","15",346.666666666667
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY6",20190508,20190515,85,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",24,86,77,"kill_0.5","[70,90)",70,"TE",61,"Fgf4","wt","15",254.166666666667
"050819Abl_EY.Ablated.Pdgfra.het","EY","050819Abl_EY7",20190508,20190515,75,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",12,86,77,"kill_0.5","[70,90)",70,"TE",63,"Fgf4","wt","12",525
"050819Abl_EY.Control.Pdgfra.wt","EY","050819Abl_EY1",20190508,20190515,108,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",23,108,77,"zero","[70,90)",100,"TE",85,"Fgf4","wt",NA,369.565217391304
"050819Abl_EY.Random.Pdgfra.wt","EY","050819Abl_EY8",20190508,20190515,79,"TE","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",20,83,77,"kill_all","[70,90)",68,"TE",59,"Fgf4","wt",NA,295
"050819Abl_EY.Random.Pdgfra.wt","EY","050819Abl_EY9",20190508,20190515,83,"TE","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",18,83,77,"kill_all","[70,90)",69,"TE",65,"Fgf4","wt",NA,361.111111111111
"050819Abl_EZ.Ablated.Pdgfra.het","EZ","050819Abl_EZ3",20190508,20190515,65,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",13,65,61,"kill_0.5","[50,70)",49,"TE",52,"Fgf4","wt","7",400
"050819Abl_EZ.Ablated.Pdgfra.het","EZ","050819Abl_EZ4",20190508,20190515,86,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",14,65,61,"kill_0.5","[50,70)",75,"TE",72,"Fgf4","wt","4",514.285714285714
"050819Abl_EZ.Control.Pdgfra.wt","EZ","050819Abl_EZ1",20190508,20190515,90,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",21,90,61,"zero","[50,70)",61,"TE",69,"Fgf4","wt",NA,328.571428571429
"052119Abl_FB.Ablated.Pdgfra.het","FB","052119Abl_FB3",20190521,20190524,94,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",15,94,70,"kill_0.5","[70,90)",81,"TE",79,"Fgf4","wt","12",526.666666666667
"052119Abl_FB.Ablated.Pdgfra.het","FB","052119Abl_FB4",20190521,20190524,92,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",14,94,70,"kill_0.5","[70,90)",63,"TE",78,"Fgf4","wt","8",557.142857142857
"052119Abl_FB.Ablated.Pdgfra.het","FB","052119Abl_FB5",20190521,20190524,96,"TE","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",20,94,70,"kill_0.5","[70,90)",65,"TE",76,"Fgf4","wt","10",380
"052119Abl_FB.Ablated.Pdgfra.het","FB","052119Abl_FB6",20190521,20190524,93,"TE","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",11,94,70,"kill_0.5","[70,90)",74,"TE",82,"Fgf4","wt","9",745.454545454545
"052119Abl_FB.Ablated.Pdgfra.het","FB","052119Abl_FB7",20190521,20190524,99,"TE","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",10,94,70,"kill_0.5","[70,90)",76,"TE",89,"Fgf4","wt","10",890
"052119Abl_FB.Ablated.Pdgfra.het","FB","052119Abl_FB8",20190521,20190524,112,"TE","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",21,94,70,"kill_0.5","[70,90)",99,"TE",91,"Fgf4","wt","16",433.333333333333
"052119Abl_FB.Ablated.Pdgfra.het","FB","052119Abl_FB9",20190521,20190524,81,"TE","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",8,94,70,"kill_0.5","[70,90)",70,"TE",73,"Fgf4","wt","6",912.5
"052119Abl_FB.Control.Pdgfra.wt","FB","052119Abl_FB1",20190521,20190524,80,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",25,93,70,"zero","[70,90)",68,"TE",55,"Fgf4","wt",NA,220
"052119Abl_FB.Control.Pdgfra.wt","FB","052119Abl_FB2",20190521,20190524,93,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",21,93,70,"zero","[70,90)",64,"TE",72,"Fgf4","wt",NA,342.857142857143
"052119Abl_FC.Ablated.Pdgfra.het","FC","052119Abl_FC4",20190521,20190524,99,"TE","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",21,99,63,"kill_0.5","[50,70)",68,"TE",78,"Fgf4","wt","9",371.428571428571
"052119Abl_FC.Ablated.Pdgfra.het","FC","052119Abl_FC5",20190521,20190524,91,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",6,99,63,"kill_0.5","[50,70)",65,"TE",85,"Fgf4","wt","12",1416.66666666667
"052119Abl_FC.Control.Pdgfra.wt","FC","052119Abl_FC1",20190521,20190524,105,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",19,105,63,"zero","[50,70)",63,"TE",86,"Fgf4","wt",NA,452.631578947368
"052119Abl_FC.Control.Pdgfra.wt","FC","052119Abl_FC2",20190521,20190524,111,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",27,105,63,"zero","[50,70)",57,"TE",84,"Fgf4","wt",NA,311.111111111111
"052119Abl_FC.Random.Pdgfra.wt","FC","052119Abl_FC6",20190521,20190524,99,"TE","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",17,99,63,"kill_all","[50,70)",60,"TE",82,"Fgf4","wt",NA,482.352941176471
"052119Abl_FC.Random.Pdgfra.wt","FC","052119Abl_FC7",20190521,20190524,85,"TE","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",12,99,63,"kill_all","[50,70)",80,"TE",73,"Fgf4","wt",NA,608.333333333333
"052819Abl_FD.Ablated.Pdgfra.het","FD","052819Abl_FD4",20190528,20190603,83,"TE","Ablated","PRE+DP","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",15,89,93,"kill_0.75","[90,110)",78,"TE",68,"Fgf4","wt","11",453.333333333333
"052819Abl_FD.Ablated.Pdgfra.het","FD","052819Abl_FD5",20190528,20190603,90,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",11,89,93,"kill_0.5","[90,110)",93,"TE",79,"Fgf4","wt","9",718.181818181818
"052819Abl_FD.Ablated.Pdgfra.het","FD","052819Abl_FD6",20190528,20190603,89,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",17,89,93,"kill_0.5","[90,110)",105,"TE",72,"Fgf4","wt","15",423.529411764706
"052819Abl_FD.Control.Pdgfra.wt","FD","052819Abl_FD1",20190528,20190603,89,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",20,89,93,"zero","[90,110)",102,"TE",69,"Fgf4","wt",NA,345
"052819Abl_FD.Random.Pdgfra.wt","FD","052819Abl_FD7",20190528,20190603,87,"TE","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",15,87,93,"kill_all","[90,110)",91,"TE",72,"Fgf4","wt",NA,480
"052819Abl_FD.Random.Pdgfra.wt","FD","052819Abl_FD8",20190528,20190603,83,"TE","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",13,87,93,"kill_all","[90,110)",96,"TE",70,"Fgf4","wt",NA,538.461538461538
"052819Abl_FD.Random.Pdgfra.wt","FD","052819Abl_FD9",20190528,20190603,99,"TE","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",13,87,93,"kill_all","[90,110)",89,"TE",86,"Fgf4","wt",NA,661.538461538462
"062317Abl_AO.Ablated.Pdgfra.het","AO","062317Abl_AO1",20170623,20170701,85,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",18,88,69,"kill_0.25","[50,70)",NA,"TE",67,"Fgf4","wt","6",372.222222222222
"062317Abl_AO.Ablated.Pdgfra.het","AO","062317Abl_AO2",20170623,20170701,97,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",19,88,69,"kill_0.25","[50,70)",NA,"TE",78,"Fgf4","wt","6",410.526315789474
"062317Abl_AO.Ablated.Pdgfra.het","AO","062317Abl_AO3",20170623,20170701,88,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",15,88,69,"kill_0.25","[50,70)",NA,"TE",73,"Fgf4","wt","4",486.666666666667
"062317Abl_AO.Control.Pdgfra.het","AO","062317Abl_AO4",20170623,20170701,98,"TE","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",18,89,69,"zero","[50,70)",NA,"TE",80,"Fgf4","wt","tbd",444.444444444444
"062317Abl_AO.Control.Pdgfra.het","AO","062317Abl_AO5",20170623,20170701,81,"TE","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",20,89,69,"zero","[50,70)",NA,"TE",61,"Fgf4","wt","tbd",305
"062317Abl_AO.Control.Pdgfra.het","AO","062317Abl_AO6",20170623,20170701,89,"TE","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",17,89,69,"zero","[50,70)",NA,"TE",72,"Fgf4","wt","tbd",423.529411764706
"062317Abl_AO.Littermate.Pdgfra.wt","AO","062317Abl_AO10",20170623,20170701,63,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",21,69,69,"zero","[50,70)",63,"TE",42,"Fgf4","wt",NA,200
"062317Abl_AO.Littermate.Pdgfra.wt","AO","062317Abl_AO7",20170623,20170701,64,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",19,69,69,"zero","[50,70)",64,"TE",45,"Fgf4","wt",NA,236.842105263158
"062317Abl_AO.Littermate.Pdgfra.wt","AO","062317Abl_AO8",20170623,20170701,71,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",23,69,69,"zero","[50,70)",71,"TE",48,"Fgf4","wt",NA,208.695652173913
"062317Abl_AO.Littermate.Pdgfra.wt","AO","062317Abl_AO9",20170623,20170701,69,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",24,69,69,"zero","[50,70)",69,"TE",45,"Fgf4","wt",NA,187.5
"062317Abl_AP.Ablated.Pdgfra.het","AP","062317Abl_AP1",20170623,20170701,102,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",21,102,60,"kill_all","[50,70)",NA,"TE",81,"Fgf4","wt","1",385.714285714286
"062317Abl_AP.Ablated.Pdgfra.het","AP","062317Abl_AP2",20170623,20170701,71,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",17,102,60,"kill_all","[50,70)",NA,"TE",54,"Fgf4","wt","5",317.647058823529
"062317Abl_AP.Ablated.Pdgfra.het","AP","062317Abl_AP3",20170623,20170701,93,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",15,102,60,"kill_0.5","[50,70)",NA,"TE",78,"Fgf4","wt","6",520
"062317Abl_AP.Ablated.Pdgfra.het","AP","062317Abl_AP4",20170623,20170701,103,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",17,102,60,"kill_0.5","[50,70)",NA,"TE",86,"Fgf4","wt","8",505.882352941176
"062317Abl_AP.Ablated.Pdgfra.het","AP","062317Abl_AP5",20170623,20170701,103,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",18,102,60,"kill_0.5","[50,70)",NA,"TE",85,"Fgf4","wt","6",472.222222222222
"062317Abl_AP.Control.Pdgfra.het","AP","062317Abl_AP6",20170623,20170701,111,"TE","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",27,105,60,"zero","[50,70)",NA,"TE",84,"Fgf4","wt","tbd",311.111111111111
"062317Abl_AP.Control.Pdgfra.het","AP","062317Abl_AP7",20170623,20170701,105,"TE","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",23,105,60,"zero","[50,70)",NA,"TE",82,"Fgf4","wt","tbd",356.521739130435
"062317Abl_AP.Control.Pdgfra.het","AP","062317Abl_AP8",20170623,20170701,63,"TE","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",30,105,60,"zero","[50,70)",NA,"TE",33,"Fgf4","wt","tbd",110
"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP10",20170623,20170701,59,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",23,60,60,"zero","[50,70)",59,"TE",36,"Fgf4","wt",NA,156.521739130435
"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP11",20170623,20170701,60,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",22,60,60,"zero","[50,70)",60,"TE",38,"Fgf4","wt",NA,172.727272727273
"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP12",20170623,20170701,45,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",18,60,60,"zero","[50,70)",45,"TE",27,"Fgf4","wt",NA,150
"062317Abl_AP.Littermate.Pdgfra.wt","AP","062317Abl_AP9",20170623,20170701,64,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",30,60,60,"zero","[50,70)",64,"TE",34,"Fgf4","wt",NA,113.333333333333
"062817Abl_AQ.Ablated.Pdgfra.het","AQ","062817Abl_AQ1",20170628,20170710,108,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",24,109,92,"kill_0.5","[90,110)",NA,"TE",84,"Fgf4","wt","6",350
"062817Abl_AQ.Ablated.Pdgfra.het","AQ","062817Abl_AQ2",20170628,20170710,109,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",26,109,92,"kill_0.5","[90,110)",NA,"TE",83,"Fgf4","wt","11",319.230769230769
"062817Abl_AQ.Ablated.Pdgfra.het","AQ","062817Abl_AQ3",20170628,20170710,117,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",33,109,92,"kill_0.5","[90,110)",NA,"TE",84,"Fgf4","wt","6",254.545454545455
"062817Abl_AQ.Ablated.Pdgfra.het","AQ","062817Abl_AQ4",20170628,20170710,101,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",16,109,92,"kill_0.5","[90,110)",NA,"TE",85,"Fgf4","wt","4",531.25
"062817Abl_AQ.Control.Pdgfra.wt","AQ","062817Abl_AQ5",20170628,20170710,122,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",28,117,92,"zero","[90,110)",NA,"TE",94,"Fgf4","wt","tbd",335.714285714286
"062817Abl_AQ.Control.Pdgfra.wt","AQ","062817Abl_AQ6",20170628,20170710,114,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",31,117,92,"zero","[90,110)",NA,"TE",83,"Fgf4","wt","tbd",267.741935483871
"062817Abl_AQ.Control.Pdgfra.wt","AQ","062817Abl_AQ7",20170628,20170710,117,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",29,117,92,"zero","[90,110)",NA,"TE",88,"Fgf4","wt","tbd",303.448275862069
"062817Abl_AQ.Littermate.Pdgfra.wt","AQ","062817Abl_AQ8",20170628,20170710,92,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",26,92,92,"zero","[90,110)",92,"TE",66,"Fgf4","wt",NA,253.846153846154
"062817Abl_AQ.Littermate.Pdgfra.wt","AQ","062817Abl_AQ9",20170628,20170710,58,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",19,92,92,"zero","[90,110)",58,"TE",39,"Fgf4","wt",NA,205.263157894737
"062817Abl_AR.Ablated.Pdgfra.het","AR","062817Abl_AR1",20170628,20170710,87,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",21,84,38,"kill_all","[30,50)",NA,"TE",66,"Fgf4","wt","4",314.285714285714
"062817Abl_AR.Ablated.Pdgfra.het","AR","062817Abl_AR2",20170628,20170710,77,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",18,84,38,"kill_all","[30,50)",NA,"TE",59,"Fgf4","wt","3",327.777777777778
"062817Abl_AR.Ablated.Pdgfra.het","AR","062817Abl_AR3",20170628,20170710,84,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",18,84,38,"kill_all","[30,50)",NA,"TE",66,"Fgf4","wt","5",366.666666666667
"062817Abl_AR.Control.Pdgfra.het","AR","062817Abl_AR4",20170628,20170710,86,"TE","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",22,86,38,"zero","[30,50)",NA,"TE",64,"Fgf4","wt","0",290.909090909091
"062817Abl_AR.Control.Pdgfra.wt","AR","062817Abl_AR5",20170628,20170710,87,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",23,86,38,"zero","[30,50)",NA,"TE",64,"Fgf4","wt","tbd",278.260869565217
"062817Abl_AR.Control.Pdgfra.wt","AR","062817Abl_AR6",20170628,20170710,67,"TE","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",13,86,38,"zero","[30,50)",NA,"TE",54,"Fgf4","wt","tbd",415.384615384615
"062817Abl_AR.Littermate.Pdgfra.wt","AR","062817Abl_AR7",20170628,20170710,60,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",23,38,38,"zero","[30,50)",60,"TE",37,"Fgf4","wt",NA,160.869565217391
"062817Abl_AR.Littermate.Pdgfra.wt","AR","062817Abl_AR8",20170628,20170710,34,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",14,38,38,"zero","[30,50)",34,"TE",20,"Fgf4","wt",NA,142.857142857143
"062817Abl_AR.Littermate.Pdgfra.wt","AR","062817Abl_AR9",20170628,20170710,38,"TE","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",10,38,38,"zero","[30,50)",38,"TE",28,"Fgf4","wt",NA,280
"062817Abl_AS.Ablated.Pdgfra.het","AS","062817Abl_AS1",20170628,20170711,102,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",23,102,80,"kill_0.25","[70,90)",NA,"TE",79,"Fgf4","wt","6",343.478260869565
"062817Abl_AS.Ablated.Pdgfra.het","AS","062817Abl_AS2",20170628,20170711,102,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",27,102,80,"kill_0.25","[70,90)",NA,"TE",75,"Fgf4","wt","8",277.777777777778
"062817Abl_AS.Ablated.Pdgfra.het","AS","062817Abl_AS3",20170628,20170711,107,"TE","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",23,102,80,"kill_0.25","[70,90)",NA,"TE",84,"Fgf4","wt","6",365.217391304348
