"Experiment","Litter","Embryo_ID","Exp_date","Img_date","Cellcount","TE_ICM","Treatment","target","Recovery","Background","Gene1","Genotype1","Gene2","Genotype2","icm.count","group.median","litter.median.t0","Cell_diff","Stage.t0","Cellcount_t0","Identity.hc","count","Gene3","Genotype3","target_t0","pc.icm"
"013118Abl_CLb.Littermate.Pdgfra.wt","CL","013118Abl_CL14",20180131,20180202,64,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",31,64,64,"zero","[50,70)",64,"DP",8,NA,NA,NA,25.8064516129032
"013118Abl_CMa.Ablated.Pdgfra.het","CM","013118Abl_CM2",20180131,20180207,110,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",30,110,68,"kill_0.5","[50,70)",0,"DP",1,NA,NA,NA,3.33333333333333
"013118Abl_CMa.Ablated.Pdgfra.het","CM","013118Abl_CM3",20180131,20180207,62,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",8,110,68,"kill_0.5","[50,70)",0,"DP",0,NA,NA,NA,0
"013118Abl_CMa.Control.Pdgfra.het","CM","013118Abl_CM4",20180131,20180207,98,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",31,98,68,"zero","[50,70)",0,"DP",4,NA,NA,NA,12.9032258064516
"013118Abl_CMa.Littermate.Pdgfra.wt","CM","013118Abl_CM5",20180131,20180207,75,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",28,75,68,"zero","[50,70)",75,"DP",2,NA,NA,NA,7.14285714285714
"013118Abl_CMa.Littermate.Pdgfra.wt","CM","013118Abl_CM6",20180131,20180207,80,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",26,75,68,"zero","[50,70)",80,"DP",13,NA,NA,NA,50
"013118Abl_CMa.Littermate.Pdgfra.wt","CM","013118Abl_CM7",20180131,20180207,62,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",24,75,68,"zero","[50,70)",62,"DP",16,NA,NA,NA,66.6666666666667
"013118Abl_CMa.Littermate.Pdgfra.wt","CM","013118Abl_CM8",20180131,20180207,68,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",26,75,68,"zero","[50,70)",68,"DP",7,NA,NA,NA,26.9230769230769
"013118Abl_CMb.Littermate.Pdgfra.wt","CM","013118Abl_CM10",20180131,20180207,63,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",25,65,68,"zero","[50,70)",63,"DP",4,NA,NA,NA,16
"013118Abl_CMb.Littermate.Pdgfra.wt","CM","013118Abl_CM11",20180131,20180207,94,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",26,65,68,"zero","[50,70)",94,"DP",10,NA,NA,NA,38.4615384615385
"013118Abl_CMb.Littermate.Pdgfra.wt","CM","013118Abl_CM9",20180131,20180207,65,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",27,65,68,"zero","[50,70)",65,"DP",10,NA,NA,NA,37.037037037037
"013118Abl_CNa.Ablated.Pdgfra.het","CN","013118Abl_CN1",20180131,20180207,115,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",15,115,110,"kill_0.25","[110,130)",0,"DP",4,NA,NA,NA,26.6666666666667
"013118Abl_CNa.Littermate.Pdgfra.wt","CN","013118Abl_CN3",20180131,20180207,107,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",33,107,110,"zero","[110,130)",107,"DP",3,NA,NA,NA,9.09090909090909
"013118Abl_CNb.Littermate.Pdgfra.wt","CN","013118Abl_CN6",20180131,20180207,114,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",34,114,110,"zero","[110,130)",114,"DP",3,NA,NA,NA,8.82352941176471
"013118Abl_CNb.Littermate.Pdgfra.wt","CN","013118Abl_CN7",20180131,20180207,110,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",31,114,110,"zero","[110,130)",110,"DP",11,NA,NA,NA,35.4838709677419
"020618Abl_CQ.Littermate.Pdgfra.wt","CQ","020618Abl_CQ10",20180206,20180209,99,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",35,99,99,"zero","[90,110)",99,"DP",12,NA,NA,NA,34.2857142857143
"020618Abl_CQ.Littermate.Pdgfra.wt","CQ","020618Abl_CQ11",20180206,20180209,88,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",33,99,99,"zero","[90,110)",88,"DP",5,NA,NA,NA,15.1515151515152
"020618Abl_CQ.Littermate.Pdgfra.wt","CQ","020618Abl_CQ12",20180206,20180209,109,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",37,99,99,"zero","[90,110)",109,"DP",15,NA,NA,NA,40.5405405405405
"020618Abl_CQ.Littermate.Pdgfra.wt","CQ","020618Abl_CQ8",20180206,20180209,94,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",29,99,99,"zero","[90,110)",94,"DP",14,NA,NA,NA,48.2758620689655
"020618Abl_CQ.Littermate.Pdgfra.wt","CQ","020618Abl_CQ9",20180206,20180209,105,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",35,99,99,"zero","[90,110)",105,"DP",8,NA,NA,NA,22.8571428571429
"021119Abl_EK.Ablated.Pdgfra.het","EK","021119Abl_EK1",20190211,20190214,112,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",18,86,83,"kill_all","[70,90)",107,"DP",4,NA,NA,NA,22.2222222222222
"021119Abl_EK.Ablated.Pdgfra.het","EK","021119Abl_EK2",20190211,20190214,80,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",22,86,83,"kill_all","[70,90)",83,"DP",1,NA,NA,NA,4.54545454545455
"021119Abl_EK.Ablated.Pdgfra.het","EK","021119Abl_EK3",20190211,20190214,86,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/+",17,86,83,"kill_all","[70,90)",68,"DP",0,NA,NA,NA,0
"021119Abl_EK.Random.Pdgfra.wt","EK","021119Abl_EK4",20190211,20190214,122,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/+",39,121,83,"kill_all","[70,90)",89,"DP",0,NA,NA,NA,0
"021119Abl_EK.Random.Pdgfra.wt","EK","021119Abl_EK5",20190211,20190214,117,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/+",42,121,83,"kill_all","[70,90)",77,"DP",0,NA,NA,NA,0
"021119Abl_EK.Random.Pdgfra.wt","EK","021119Abl_EK6",20190211,20190214,121,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/+",29,121,83,"kill_all","[70,90)",83,"DP",0,NA,NA,NA,0
"021119Abl_EK.Random.Pdgfra.wt","EK","021119Abl_EK7",20190211,20190214,116,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/+",43,121,83,"kill_all","[70,90)",74,"DP",0,NA,NA,NA,0
"021119Abl_EM.Ablated.Pdgfra.het","EM","021119Abl_EM1",20190211,20190214,66,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",13,77,80,"kill_0.5","[70,90)",99,"DP",4,NA,NA,NA,30.7692307692308
"021119Abl_EM.Ablated.Pdgfra.het","EM","021119Abl_EM2",20190211,20190214,77,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",17,77,80,"kill_0.75","[70,90)",61,"DP",1,NA,NA,NA,5.88235294117647
"021119Abl_EM.Random.Pdgfra.wt","EM","021119Abl_EM3",20190211,20190214,111,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",21,109,80,"kill_all","[70,90)",95,"DP",0,NA,NA,NA,0
"021119Abl_EM.Random.Pdgfra.wt","EM","021119Abl_EM4",20190211,20190214,111,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",19,109,80,"kill_all","[70,90)",87,"DP",0,NA,NA,NA,0
"021119Abl_EM.Random.Pdgfra.wt","EM","021119Abl_EM5",20190211,20190214,109,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",23,109,80,"kill_all","[70,90)",80,"DP",0,NA,NA,NA,0
"021119Abl_EM.Random.Pdgfra.wt","EM","021119Abl_EM6",20190211,20190214,97,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",15,109,80,"kill_all","[70,90)",59,"DP",0,NA,NA,NA,0
"021119Abl_EM.Random.Pdgfra.wt","EM","021119Abl_EM7",20190211,20190214,106,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",19,109,80,"kill_all","[70,90)",66,"DP",0,NA,NA,NA,0
"021119Abl_EM.Random.Pdgfra.wt","EM","021119Abl_EM8",20190211,20190214,99,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",18,109,80,"kill_all","[70,90)",69,"DP",0,NA,NA,NA,0
"021919Abl_EN.Ablated.Pdgfra.het","EN","021919Abl_EN1",20190219,20190222,97,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",24,105,96,"kill_all","[90,110)",85,"DP",5,NA,NA,NA,20.8333333333333
"021919Abl_EN.Ablated.Pdgfra.het","EN","021919Abl_EN2",20190219,20190222,98,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",19,105,96,"kill_all","[90,110)",77,"DP",0,NA,NA,NA,0
"021919Abl_EN.Ablated.Pdgfra.het","EN","021919Abl_EN3",20190219,20190222,110,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",34,105,96,"kill_all","[90,110)",96,"DP",0,NA,NA,NA,0
"021919Abl_EN.Ablated.Pdgfra.het","EN","021919Abl_EN4",20190219,20190222,117,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",30,105,96,"kill_all","[90,110)",98,"DP",4,NA,NA,NA,13.3333333333333
"021919Abl_EN.Ablated.Pdgfra.het","EN","021919Abl_EN5",20190219,20190222,105,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",29,105,96,"kill_all","[90,110)",100,"DP",2,NA,NA,NA,6.89655172413793
"021919Abl_EN.Control.Pdgfra.het","EN","021919Abl_EN6",20190219,20190222,104,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",23,104,96,"zero","[90,110)",93,"DP",0,NA,NA,NA,0
"021919Abl_EN.Control.Pdgfra.het","EN","021919Abl_EN7",20190219,20190222,103,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",23,104,96,"zero","[90,110)",97,"DP",1,NA,NA,NA,4.34782608695652
"021919Abl_EN.Random.Pdgfra.wt","EN","021919Abl_EN8",20190219,20190222,111,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",26,111,96,"kill_all","[90,110)",93,"DP",0,NA,NA,NA,0
"021919Abl_EN.Random.Pdgfra.wt","EN","021919Abl_EN9",20190219,20190222,98,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",26,111,96,"kill_all","[90,110)",101,"DP",0,NA,NA,NA,0
"021919Abl_EO.Ablated.Pdgfra.het","EO","021919Abl_EO1",20190219,20190222,61,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",13,104,104,"kill_0.5","[90,110)",57,"DP",4,NA,NA,NA,30.7692307692308
"021919Abl_EO.Ablated.Pdgfra.het","EO","021919Abl_EO2",20190219,20190222,104,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",26,104,104,"kill_0.5","[90,110)",116,"DP",2,NA,NA,NA,7.69230769230769
"021919Abl_EO.Ablated.Pdgfra.het","EO","021919Abl_EO3",20190219,20190222,110,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",22,104,104,"kill_0.5","[90,110)",103,"DP",2,NA,NA,NA,9.09090909090909
"021919Abl_EO.Control.Pdgfra.wt","EO","021919Abl_EO4",20190219,20190222,119,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",31,119,104,"zero","[90,110)",112,"DP",0,NA,NA,NA,0
"021919Abl_EO.Control.Pdgfra.wt","EO","021919Abl_EO5",20190219,20190222,117,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",34,119,104,"zero","[90,110)",100,"DP",0,NA,NA,NA,0
"021919Abl_EO.Random.Pdgfra.wt","EO","021919Abl_EO6",20190219,20190222,128,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",33,111,104,"kill_all","[90,110)",129,"DP",0,NA,NA,NA,0
"021919Abl_EO.Random.Pdgfra.wt","EO","021919Abl_EO7",20190219,20190222,89,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",13,111,104,"kill_all","[90,110)",102,"DP",0,NA,NA,NA,0
"021919Abl_EO.Random.Pdgfra.wt","EO","021919Abl_EO8",20190219,20190222,111,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",21,111,104,"kill_all","[90,110)",104,"DP",0,NA,NA,NA,0
"021919Abl_EO.Random.Pdgfra.wt","EO","021919Abl_EO9",20190219,20190222,104,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",19,111,104,"kill_all","[90,110)",111,"DP",0,NA,NA,NA,0
"031919Abl_ET.Ablated.Pdgfra.het","ET","031919Abl_ET1",20190319,20190326,84,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",14,89,76,"kill_0.75","[70,90)",84,"DP",0,NA,NA,NA,0
"031919Abl_ET.Ablated.Pdgfra.het","ET","031919Abl_ET2",20190319,20190326,110,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",26,89,76,"kill_0.75","[70,90)",76,"DP",0,NA,NA,NA,0
"031919Abl_ET.Ablated.Pdgfra.het","ET","031919Abl_ET3",20190319,20190326,89,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",10,89,76,"kill_0.5","[70,90)",76,"DP",5,NA,NA,NA,50
"031919Abl_ET.Ablated.Pdgfra.het","ET","031919Abl_ET4",20190319,20190326,77,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",16,89,76,"kill_0.5","[70,90)",63,"DP",0,NA,NA,NA,0
"031919Abl_ET.Control.Pdgfra.wt","ET","031919Abl_ET5",20190319,20190326,104,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",21,104,76,"zero","[70,90)",86,"DP",0,NA,NA,NA,0
"031919Abl_ET.Random.Pdgfra.wt","ET","031919Abl_ET6",20190319,20190326,84,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",10,96,76,"kill_all","[70,90)",89,"DP",0,NA,NA,NA,0
"031919Abl_ET.Random.Pdgfra.wt","ET","031919Abl_ET7",20190319,20190326,109,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",36,96,76,"kill_all","[70,90)",63,"DP",0,NA,NA,NA,0
"031919Abl_ET.Random.Pdgfra.wt","ET","031919Abl_ET8",20190319,20190326,96,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",31,96,76,"kill_all","[70,90)",86,"DP",0,NA,NA,NA,0
"032019Abl_EU.Ablated.Pdgfra.het","EU","032019Abl_EU1",20190320,20190326,107,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",21,107,79,"kill_all","[70,90)",90,"DP",7,NA,NA,NA,33.3333333333333
"032019Abl_EU.Ablated.Pdgfra.het","EU","032019Abl_EU4",20190320,20190326,107,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",14,107,79,"kill_all","[70,90)",71,"DP",4,NA,NA,NA,28.5714285714286
"032019Abl_EU.Ablated.Pdgfra.het","EU","032019Abl_EU5",20190320,20190326,112,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",13,107,79,"kill_all","[70,90)",102,"DP",0,NA,NA,NA,0
"032019Abl_EU.Control.Pdgfra.wt","EU","032019Abl_EU3",20190320,20190326,116,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",34,116,79,"zero","[70,90)",84,"DP",0,NA,NA,NA,0
"032019Abl_EU.Random.Pdgfra.wt","EU","032019Abl_EU6",20190320,20190326,111,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",19,109,79,"kill_all","[70,90)",79,"DP",0,NA,NA,NA,0
"032019Abl_EU.Random.Pdgfra.wt","EU","032019Abl_EU7",20190320,20190326,103,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",26,109,79,"kill_all","[70,90)",66,"DP",0,NA,NA,NA,0
"032019Abl_EU.Random.Pdgfra.wt","EU","032019Abl_EU8",20190320,20190326,104,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",21,109,79,"kill_all","[70,90)",72,"DP",0,NA,NA,NA,0
"032019Abl_EU.Random.Pdgfra.wt","EU","032019Abl_EU9",20190320,20190326,109,"ICM","Random","PRE","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",28,109,79,"kill_all","[70,90)",73,"DP",0,NA,NA,NA,0
"032819Abl_EV.Ablated.Pdgfra.het","EV","032819Abl_EV2",20190328,20190403,98,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",14,96,71,"kill_0.5","[70,90)",61,"DP",0,NA,NA,NA,0
"032819Abl_EV.Ablated.Pdgfra.het","EV","032819Abl_EV3",20190328,20190403,77,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",13,96,71,"kill_all","[70,90)",83,"DP",2,NA,NA,NA,15.3846153846154
"032819Abl_EV.Ablated.Pdgfra.het","EV","032819Abl_EV4",20190328,20190403,96,"ICM","Ablated","EPI","24h","CD1/mixed","Pdgfra","het","R26","mKate/mKate",21,96,71,"kill_0.5","[70,90)",86,"DP",1,NA,NA,NA,4.76190476190476
"032819Abl_EV.Control.Pdgfra.wt","EV","032819Abl_EV5",20190328,20190403,109,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",29,109,71,"zero","[70,90)",72,"DP",0,NA,NA,NA,0
"032819Abl_EV.Random.Pdgfra.wt","EV","032819Abl_EV6",20190328,20190403,66,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",13,79,71,"kill_all","[70,90)",71,"DP",0,NA,NA,NA,0
"032819Abl_EV.Random.Pdgfra.wt","EV","032819Abl_EV7",20190328,20190403,79,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",10,79,71,"kill_all","[70,90)",63,"DP",0,NA,NA,NA,0
"032819Abl_EV.Random.Pdgfra.wt","EV","032819Abl_EV8",20190328,20190403,86,"ICM","Random","EPI","24h","CD1/mixed","Pdgfra","wt","R26","mKate/mKate",6,79,71,"kill_all","[70,90)",55,"DP",0,NA,NA,NA,0
"040317Abl_Q.Ablated.Pdgfra.het","Q","040317Abl_Q1",20170403,20170427,72,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",6,74,63,"kill_0.75","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_Q.Ablated.Pdgfra.het","Q","040317Abl_Q2",20170403,20170427,75,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",2,74,63,"kill_0.75","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_Q.Ablated.Pdgfra.het","Q","040317Abl_Q3",20170403,20170427,72,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",5,74,63,"kill_0.75","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_Q.Ablated.Pdgfra.het","Q","040317Abl_Q4",20170403,20170427,74,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",3,74,63,"kill_0.75","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_Q.Ablated.Pdgfra.het","Q","040317Abl_Q5",20170403,20170427,76,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",3,74,63,"kill_0.75","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_Q.Control.Pdgfra.het","Q","040317Abl_Q7",20170403,20170427,103,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",28,103,63,"zero","[50,70)",0,"DP",1,NA,NA,NA,3.57142857142857
"040317Abl_Q.Control.Pdgfra.het","Q","040317Abl_Q8",20170403,20170427,118,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",31,103,63,"zero","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_Q.Control.Pdgfra.wt","Q","040317Abl_Q10",20170403,20170427,90,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",17,103,63,"zero","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_Q.Control.Pdgfra.wt","Q","040317Abl_Q11",20170403,20170427,115,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",27,103,63,"zero","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_Q.Control.Pdgfra.wt","Q","040317Abl_Q9",20170403,20170427,103,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",30,103,63,"zero","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_Q.Littermate.Pdgfra.wt","Q","040317Abl_Q12",20170403,20170427,71,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",17,63,63,"zero","[50,70)",71,"DP",4,NA,NA,NA,23.5294117647059
"040317Abl_Q.Littermate.Pdgfra.wt","Q","040317Abl_Q13",20170403,20170427,48,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",18,63,63,"zero","[50,70)",48,"DP",1,NA,NA,NA,5.55555555555556
"040317Abl_Q.Littermate.Pdgfra.wt","Q","040317Abl_Q14",20170403,20170427,63,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",28,63,63,"zero","[50,70)",63,"DP",13,NA,NA,NA,46.4285714285714
"040317Abl_R.Ablated.Pdgfra.het","R","040317Abl_R1",20170403,20170419,102,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",24,89,64,"kill_0.25","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_R.Ablated.Pdgfra.het","R","040317Abl_R2",20170403,20170419,89,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",12,89,64,"kill_0.25","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_R.Ablated.Pdgfra.het","R","040317Abl_R3",20170403,20170419,71,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",20,89,64,"kill_0.25","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_R.Control.Pdgfra.het","R","040317Abl_R5",20170403,20170419,105,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",30,91,64,"zero","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_R.Control.Pdgfra.het","R","040317Abl_R6",20170403,20170419,84,"ICM","Control","none","24h","CD1/mixed","Pdgfra","het","R26","wt",33,91,64,"zero","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_R.Control.Pdgfra.wt","R","040317Abl_R7",20170403,20170419,91,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",22,91,64,"zero","[50,70)",0,"DP",1,NA,NA,NA,4.54545454545455
"040317Abl_R.Control.Pdgfra.wt","R","040317Abl_R8",20170403,20170419,81,"ICM","Control","none","24h","CD1/mixed","Pdgfra","wt","R26","wt",21,91,64,"zero","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_R.Littermate.Pdgfra.wt","R","040317Abl_R10",20170403,20170419,44,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",18,64,64,"zero","[50,70)",44,"DP",11,NA,NA,NA,61.1111111111111
"040317Abl_R.Littermate.Pdgfra.wt","R","040317Abl_R11",20170403,20170419,65,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",27,64,64,"zero","[50,70)",65,"DP",17,NA,NA,NA,62.962962962963
"040317Abl_R.Littermate.Pdgfra.wt","R","040317Abl_R9",20170403,20170419,64,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",28,64,64,"zero","[50,70)",64,"DP",19,NA,NA,NA,67.8571428571429
"040317Abl_S.Ablated.Pdgfra.het","S","040317Abl_S1",20170403,20170622,80,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",7,93,62,"kill_all","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_S.Ablated.Pdgfra.het","S","040317Abl_S2",20170403,20170622,101,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",16,93,62,"kill_all","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_S.Ablated.Pdgfra.het","S","040317Abl_S3",20170403,20170622,93,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",20,93,62,"kill_all","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_S.Ablated.Pdgfra.het","S","040317Abl_S4",20170403,20170622,64,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",5,93,62,"kill_all","[50,70)",0,"DP",0,NA,NA,NA,0
"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S6",20170403,20170622,64,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",31,62,62,"zero","[50,70)",64,"DP",19,NA,NA,NA,61.2903225806452
"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S7",20170403,20170622,62,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",18,62,62,"zero","[50,70)",62,"DP",16,NA,NA,NA,88.8888888888889
"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S8",20170403,20170622,57,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",17,62,62,"zero","[50,70)",57,"DP",6,NA,NA,NA,35.2941176470588
"040317Abl_S.Littermate.Pdgfra.wt","S","040317Abl_S9",20170403,20170622,45,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",14,62,62,"zero","[50,70)",45,"DP",5,NA,NA,NA,35.7142857142857
"040317Abl_T.Ablated.Pdgfra.het","T","040317Abl_T1",20170403,20170622,107,"ICM","Ablated","PRE","24h","CD1/mixed","Pdgfra","het","R26","wt",19,107,77,"kill_0.25","[70,90)",0,"DP",0,NA,NA,NA,0
"040317Abl_T.Littermate.Pdgfra.wt","T","040317Abl_T3",20170403,20170622,77,"ICM","Littermate","none","0min","CD1/mixed","Pdgfra","wt","R26","wt",27,77,77,"zero","[70,90)",77,"DP",16,NA,NA,NA,59.2592592592593
