
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,NS-labs,TrackID,ID,
28412.1,29781.1,-1163.38,um,Spot,Position,1,DP,1000001732,1732,
28395.6,29776.3,-1215.87,um,Spot,Position,1,PRE,1000000001,1,
28401,29791,-1201.87,um,Spot,Position,1,PRE,1000000072,72,
28398.9,29767.9,-1208.44,um,Spot,Position,1,PRE,1000000177,177,
28407.2,29770.5,-1192.55,um,Spot,Position,1,PRE,1000000306,306,
28415.5,29790.7,-1169.66,um,Spot,Position,1,PRE,1000000378,378,
28407.7,29783.2,-1185.03,um,Spot,Position,1,PRE,1000000486,486,
28405.3,29802.8,-1158.49,um,Spot,Position,1,PRE,1000000587,587,
28408,29770.1,-1212.41,um,Spot,Position,1,PRE,1000000650,650,
28414.1,29769.9,-1177.48,um,Spot,Position,1,PRE,1000000724,724,
28404.4,29779.9,-1204.61,um,Spot,Position,1,PRE,1000001477,1477,
28418.8,29777.1,-1170.04,um,Spot,Position,1,PRE,1000001567,1567,
28405,29769.9,-1158.64,um,Spot,Position,1,PRE,1000001570,1570,
28407.7,29758.9,-1161.62,um,Spot,Position,1,PRE,1000001650,1650,
28411.7,29778.9,-1160.98,um,Spot,Position,2,DP,1000001732,1733,
28395.1,29778.3,-1215.87,um,Spot,Position,2,PRE,1000000001,725,
28401.8,29793.6,-1201.87,um,Spot,Position,2,PRE,1000000072,726,
28398.3,29767.6,-1210.89,um,Spot,Position,2,PRE,1000000177,727,
28408,29770.5,-1190.38,um,Spot,Position,2,PRE,1000000306,728,
28416,29791.8,-1167.65,um,Spot,Position,2,PRE,1000000378,729,
28409.1,29786.7,-1183.2,um,Spot,Position,2,PRE,1000000486,730,
28404.6,29803.9,-1151.09,um,Spot,Position,2,PRE,1000000587,731,
28406.5,29771.8,-1213.04,um,Spot,Position,2,PRE,1000000650,732,
28414.4,29769.3,-1176.36,um,Spot,Position,2,PRE,1000000724,733,
28404.7,29780.8,-1203.44,um,Spot,Position,2,PRE,1000001477,1478,
28418,29776.4,-1167.87,um,Spot,Position,2,PRE,1000001567,1568,
28405.8,29770.2,-1158.12,um,Spot,Position,2,PRE,1000001570,1571,
28407.7,29756.2,-1159.27,um,Spot,Position,2,PRE,1000001650,1651,
28405.8,29785.9,-1165.08,um,Spot,Position,3,DP,1000001732,1734,
28393.3,29778.3,-1215.87,um,Spot,Position,3,PRE,1000000001,734,
28398.4,29795.5,-1199.87,um,Spot,Position,3,PRE,1000000072,735,
28396.9,29769.9,-1208.9,um,Spot,Position,3,PRE,1000000177,736,
28406.3,29772.9,-1186.61,um,Spot,Position,3,PRE,1000000306,737,
28412.2,29794.2,-1173.06,um,Spot,Position,3,PRE,1000000378,738,
28406.1,29787.6,-1180.01,um,Spot,Position,3,PRE,1000000486,739,
28400,29805.8,-1161.73,um,Spot,Position,3,PRE,1000000587,740,
28404.1,29772.9,-1210.87,um,Spot,Position,3,PRE,1000000650,741,
28413.5,29771.4,-1173.49,um,Spot,Position,3,PRE,1000000724,742,
28402.5,29782.2,-1202.07,um,Spot,Position,3,PRE,1000001477,1479,
28402.7,29771.7,-1160.48,um,Spot,Position,3,PRE,1000001570,1572,
28403.6,29759.9,-1160.61,um,Spot,Position,3,PRE,1000001650,1652,
28416.3,29785,-1165.48,um,Spot,Position,3,Apoptosis;PRE,1000001567,1569,
28409.9,29783.6,-1157.26,um,Spot,Position,4,DP,1000001732,1735,
28394.4,29778.8,-1213.87,um,Spot,Position,4,PRE,1000000001,743,
28398.8,29796.4,-1197.87,um,Spot,Position,4,PRE,1000000072,744,
28399.2,29768.5,-1207.78,um,Spot,Position,4,PRE,1000000177,745,
28407.5,29772.8,-1187.43,um,Spot,Position,4,PRE,1000000306,746,
28413,29793.4,-1165.13,um,Spot,Position,4,PRE,1000000378,747,
28409.1,29787.4,-1177.34,um,Spot,Position,4,PRE,1000000486,748,
28400.9,29803.9,-1154.5,um,Spot,Position,4,PRE,1000000587,749,
28405,29774,-1208.65,um,Spot,Position,4,PRE,1000000650,750,
28414.4,29774,-1168.83,um,Spot,Position,4,PRE,1000000724,751,
