Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
041218Xim_WT_BJ4,1,TE,I,14513,377.65,236.27,7.204,2631.4,3.82E+07,51.693,7.50E+05,165.19,2.40E+06,626.5,9.09E+06,39.479,5.73E+05,
041218Xim_WT_BJ4,2,TE,I,9271,340.73,309.87,6.1817,3282.4,3.04E+07,63.085,5.85E+05,429.02,3.98E+06,630.21,5.84E+06,46.561,4.32E+05,
041218Xim_WT_BJ4,3,TE,I,10893,283.01,238.75,6.8704,2944.6,3.21E+07,57.096,6.22E+05,314.88,3.43E+06,604.33,6.58E+06,44.255,4.82E+05,
041218Xim_WT_BJ4,5,TE,I,13351,281.11,321.42,9.0057,2739.8,3.66E+07,56.313,7.52E+05,180.35,2.41E+06,591.04,7.89E+06,40.139,5.36E+05,
041218Xim_WT_BJ4,5.2,TE,I,13351,276,328,13,3599.276,,64.204,,269.218,,576.695,,45.326,,
041218Xim_WT_BJ4,6,TE,I,6543,279.38,193.76,8.9632,2641.1,1.73E+07,48.503,3.17E+05,712.2,4.66E+06,604.46,3.96E+06,36.016,2.36E+05,
041218Xim_WT_BJ4,7,TE,I,9663,372.78,166.92,13.478,3109,3.00E+07,57.351,5.54E+05,459.63,4.44E+06,597.9,5.78E+06,43.121,4.17E+05,
041218Xim_WT_BJ4,8,TE,I,10560,212.96,194.47,13.688,3064,3.24E+07,66.989,7.07E+05,172.78,1.82E+06,531.09,5.61E+06,51.548,5.44E+05,
041218Xim_WT_BJ4,9,TE,I,10633,224.52,287.05,13.634,2740.1,2.91E+07,54.249,5.77E+05,85.582,9.10E+05,653.72,6.95E+06,45.074,4.79E+05,
041218Xim_WT_BJ4,10,TE,I,13425,275.14,118.94,18.799,2278.7,3.06E+07,42.812,5.75E+05,44.509,5.98E+05,587.03,7.88E+06,34.733,4.66E+05,
041218Xim_WT_BJ4,11,ICM,I,20391,217.82,147.4,22.439,2524.9,5.15E+07,183.63,3.74E+06,310.79,6.34E+06,582.13,1.19E+07,51.879,1.06E+06,
041218Xim_WT_BJ4,11.2,ICM,I,20391,224,146,22,2769.476,,365.34,,81.607,,586.884,,42.139,,
041218Xim_WT_BJ4,11.3,ICM,I,20391,231,156,29,2408.892,,64.095,,305.326,,626.632,,66.627,,
041218Xim_WT_BJ4,12,ICM,I,6327,253.49,240.74,16.975,3118.8,1.97E+07,49.886,3.16E+05,338.21,2.14E+06,583.42,3.69E+06,74.782,4.73E+05,
041218Xim_WT_BJ4,12.2,ICM,I,6327,238,212,18,2496.265,,50.543,,372.951,,599.657,,64.203,,
041218Xim_WT_BJ4,13,TE,I,4121,199.79,226.74,17.437,2412.5,9.94E+06,298.89,1.23E+06,41.22,1.70E+05,511.16,2.11E+06,92.619,3.82E+05,
041218Xim_WT_BJ4,14,TE,I,13474,259.11,379.8,16.98,2685.1,3.62E+07,53.719,7.24E+05,51.89,6.99E+05,581.11,7.83E+06,38.729,5.22E+05,
041218Xim_WT_BJ4,15,TE,I,9106,166.44,268.58,19.012,2973.2,2.71E+07,64.916,5.91E+05,60.389,5.50E+05,540.62,4.92E+06,47.344,4.31E+05,
041218Xim_WT_BJ4,16,TE,I,10113,346.37,374.84,19.803,3378.9,3.42E+07,62.565,6.33E+05,78.931,7.98E+05,595.51,6.02E+06,43.957,4.45E+05,
041218Xim_WT_BJ4,17,TE,I,6723,282.31,422.23,19.212,2961.4,1.99E+07,44.368,2.98E+05,173.62,1.17E+06,611.4,4.11E+06,35.956,2.42E+05,
041218Xim_WT_BJ4,18,TE,I,8045,407.27,303.22,22.145,3247.4,2.61E+07,49.403,3.97E+05,177.64,1.43E+06,615.17,4.95E+06,41.844,3.37E+05,
041218Xim_WT_BJ4,19,ESC,I,8229,180.64,164.14,24.675,3228,2.66E+07,265.79,2.19E+06,78.005,6.42E+05,656.02,5.40E+06,1740.9,1.43E+07,
041218Xim_WT_BJ4,20,ICM,I,6116,254.09,184.32,22.79,2415.6,1.48E+07,42.846,2.62E+05,336.1,2.06E+06,621.32,3.80E+06,69.185,4.23E+05,
041218Xim_WT_BJ4,21,TE,I,6436,121.71,214.39,23.133,2952.3,1.90E+07,49.228,3.17E+05,83.952,5.40E+05,652.89,4.20E+06,74.911,4.82E+05,
041218Xim_WT_BJ4,23,ICM,I,3253,223.84,281.81,21.887,3218,1.05E+07,52.165,1.70E+05,297.05,9.66E+05,580.94,1.89E+06,61.941,2.01E+05,
041218Xim_WT_BJ4,24,ICM,I,5304,222.29,187.09,22.33,3044.6,1.61E+07,50.19,2.66E+05,278.13,1.48E+06,507.51,2.69E+06,57.826,3.07E+05,
041218Xim_WT_BJ4,25,ESC,I,5923,156.57,215.62,24.55,2842.8,1.68E+07,124.62,7.38E+05,158.72,9.40E+05,624.11,3.70E+06,3655.6,2.17E+07,
041218Xim_WT_BJ4,26,ICM,I,3114,240.77,263.97,20.411,3084.8,9.61E+06,47.671,1.48E+05,159.11,4.95E+05,620.82,1.93E+06,103.14,3.21E+05,
041218Xim_WT_BJ4,27,TE,I,6130,389.6,353.22,24.94,2749.3,1.69E+07,40.467,2.48E+05,31.418,1.93E+05,583.68,3.58E+06,32.656,2.00E+05,
041218Xim_WT_BJ4,28,ICM,I,1026,175.69,242.1,22.34,3119.8,3.20E+06,376.29,3.86E+05,62.195,63812,541.87,5.56E+05,59.678,61230,
041218Xim_WT_BJ4,29,ICM,I,12656,181.96,283.35,26.051,2751.7,3.48E+07,176.35,2.23E+06,104.16,1.32E+06,569.26,7.20E+06,47.756,6.04E+05,
041218Xim_WT_BJ4,29.2,ICM,I,12656,185,272,33,1485.69,,47.93,,203.354,,605.753,,65.475,,
041218Xim_WT_BJ4,30,ICM,I,7740,218.73,309.36,25.334,2395.9,1.85E+07,45.509,3.52E+05,327.24,2.53E+06,606.67,4.70E+06,70.516,5.46E+05,
041218Xim_WT_BJ4,32,ICM,I,4013,219.73,220.47,25.69,2115.4,8.49E+06,59.126,2.37E+05,260.57,1.05E+06,505.99,2.03E+06,63.484,2.55E+05,
041218Xim_WT_BJ4,33,TE,I,5899,242.02,430.71,27.836,2901.1,1.71E+07,44.397,2.62E+05,205.91,1.21E+06,641.19,3.78E+06,34.026,2.01E+05,
041218Xim_WT_BJ4,34,ESC,I,3345,199.4,246.05,26.415,2088.9,6.99E+06,188.79,6.32E+05,98.056,3.28E+05,512.8,1.72E+06,2382.7,7.97E+06,
041218Xim_WT_BJ4,36,ICM,I,9162,147.41,267.35,29.881,2581.3,2.37E+07,162.35,1.49E+06,65.007,5.96E+05,581.31,5.33E+06,40.95,3.75E+05,
041218Xim_WT_BJ4,37,TE,I,9500,146.89,149.52,32.794,2517.2,2.39E+07,46.874,4.45E+05,75.733,7.19E+05,591.85,5.62E+06,43.347,4.12E+05,
041218Xim_WT_BJ4,38,ESC,I,4689,135.96,192.54,30.971,2675.2,1.25E+07,108.53,5.09E+05,139.32,6.53E+05,587.19,2.75E+06,3876.8,1.82E+07,
041218Xim_WT_BJ4,39,ICM,I,4695,194.04,300.54,29.663,2240.2,1.05E+07,47.201,2.22E+05,339.19,1.59E+06,618.81,2.91E+06,81.909,3.85E+05,
041218Xim_WT_BJ4,40,TE,I,6734,161.79,343.98,31.652,2626,1.77E+07,41.679,2.81E+05,276.14,1.86E+06,588.09,3.96E+06,33.987,2.29E+05,
041218Xim_WT_BJ4,41,TE,I,5893,101.68,239.08,32.033,2822.3,1.66E+07,55.281,3.26E+05,108.98,6.42E+05,594.85,3.51E+06,39.877,2.35E+05,
041218Xim_WT_BJ4,42,TE,I,6082,175.02,374.14,33.039,2780.5,1.69E+07,42.273,2.57E+05,269.33,1.64E+06,601.12,3.66E+06,34.076,2.07E+05,
041218Xim_WT_BJ4,43,TE,I,10712,401.51,116.18,35.391,2271.9,2.43E+07,38.93,4.17E+05,322.59,3.46E+06,584.02,6.26E+06,33.679,3.61E+05,
041218Xim_WT_BJ4,44,ICM,I,2450,140.35,233.82,30.937,2427.5,5.95E+06,46.854,1.15E+05,496.84,1.22E+06,585.89,1.44E+06,180.83,4.43E+05,
041218Xim_WT_BJ4,45,ICM,I,1791,192.84,251.85,33.011,1542.2,2.76E+06,56.595,1.01E+05,273.34,4.90E+05,659.45,1.18E+06,295.41,5.29E+05,
041218Xim_WT_BJ4,45.2,ICM,I,1791,174,232,34,1359.038,,45.744,,359.513,,576.391,,223.267,,
041218Xim_WT_BJ4,46,TE,I,13568,293.2,434.34,34.565,1936.8,2.63E+07,44.273,6.01E+05,45.061,6.11E+05,549.51,7.46E+06,31.18,4.23E+05,
