Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
040518Xim_WT_BF4,1,TE,I,12082,263.77,278.81,4.8513,2757.2,3.33E+07,72.587,8.77E+05,87.971,1.06E+06,585.67,7.08E+06,59.597,7.20E+05,
040518Xim_WT_BF4,2,TE,I,5844,205.69,264.46,4.2136,2794.4,1.63E+07,88.499,5.17E+05,42.798,2.50E+05,564.3,3.30E+06,51.218,2.99E+05,
040518Xim_WT_BF4,3,TE,I,6923,235.93,214.71,5.4926,2833.8,1.96E+07,66.258,4.59E+05,36.739,2.54E+05,568.71,3.94E+06,54.717,3.79E+05,
040518Xim_WT_BF4,4,TE,I,12096,168.21,285.77,6.8755,2782.5,3.37E+07,84.6,1.02E+06,43.364,5.25E+05,548.51,6.63E+06,65.009,7.86E+05,
040518Xim_WT_BF4,5,TE,I,10652,306.21,237.07,7.6359,3039.4,3.24E+07,69.437,7.40E+05,120.47,1.28E+06,581.43,6.19E+06,51.341,5.47E+05,
040518Xim_WT_BF4,6,TE,I,15277,127.62,271.68,8.4982,2049.6,3.13E+07,82.532,1.26E+06,45.308,6.92E+05,570.44,8.71E+06,59.701,9.12E+05,
040518Xim_WT_BF4,7,TE,I,6761,214.55,316.69,6.8676,2444.6,1.65E+07,61.257,4.14E+05,43.298,2.93E+05,577.22,3.90E+06,48.418,3.27E+05,
040518Xim_WT_BF4,8,TE,I,11542,84.044,243.55,9.9931,2019.3,2.33E+07,116.73,1.35E+06,38.567,4.45E+05,536.87,6.20E+06,54.714,6.32E+05,
040518Xim_WT_BF4,9,TE,I,10154,168.4,235.66,9.0548,2121.1,2.15E+07,85.398,8.67E+05,33.814,3.43E+05,532.72,5.41E+06,47.744,4.85E+05,
040518Xim_WT_BF4,10,TE,I,7921,249.17,333.9,9.2368,2130.5,1.69E+07,55.5,4.40E+05,36.386,2.88E+05,579.15,4.59E+06,40.822,3.23E+05,
040518Xim_WT_BF4,11,TE,I,5845,171.15,309.59,10.442,2707.9,1.58E+07,83.496,4.88E+05,42.044,2.46E+05,552.39,3.23E+06,70.379,4.11E+05,
040518Xim_WT_BF4,12,TE,I,20865,113.79,216.72,14.279,2568.4,5.36E+07,218.69,4.56E+06,37.981,7.92E+05,561.2,1.17E+07,58.512,1.22E+06,
040518Xim_WT_BF4,12.2,TE,I,20865,122,201,13,2609.834,,81.986,,33.852,,587.922,,58.421,,
040518Xim_WT_BF4,12.3,ICM,I,20865,114,233,13,3242.931,,366.997,,39.939,,533.808,,61.337,,
040518Xim_WT_BF4,13,TE,I,9549,315.82,315.46,14.773,3234,3.09E+07,72.3,6.90E+05,39.479,3.77E+05,567.44,5.42E+06,53.966,5.15E+05,
040518Xim_WT_BF4,14,TE,I,10171,82.139,290.53,15.33,2730.1,2.78E+07,93.443,9.50E+05,38.304,3.90E+05,579.36,5.89E+06,55.801,5.68E+05,
040518Xim_WT_BF4,14.2,ICM,I,10171,88,271,17,2558.914,,327.743,,33.63,,493.313,,54.543,,
040518Xim_WT_BF4,15,TE,I,10976,241.89,166.28,15.705,2990.7,3.28E+07,60.405,6.63E+05,65.218,7.16E+05,568.29,6.24E+06,49.289,5.41E+05,
040518Xim_WT_BF4,16,TE,I,9336,166.27,189.1,15.708,2959.4,2.76E+07,75.53,7.05E+05,33.873,3.16E+05,483.76,4.52E+06,49.512,4.62E+05,
040518Xim_WT_BF4,17,TE,M,10309,118.21,326.23,16.441,2441.2,2.52E+07,57.218,5.90E+05,30.33,3.13E+05,566.97,5.84E+06,50.984,5.26E+05,
040518Xim_WT_BF4,18,TE,I,9765,348.85,260.02,18.526,2933.8,2.86E+07,74.033,7.23E+05,282.05,2.75E+06,588.7,5.75E+06,53.289,5.20E+05,
040518Xim_WT_BF4,19,TE,I,9534,311.73,189.23,19.448,2669.5,2.55E+07,66.81,6.37E+05,36.965,3.52E+05,576.1,5.49E+06,65.685,6.26E+05,
040518Xim_WT_BF4,20,TE,I,16496,207.18,373.54,23.452,2063.2,3.40E+07,49.653,8.19E+05,26.063,4.30E+05,566.23,9.34E+06,41.537,6.85E+05,
040518Xim_WT_BF4,20.2,TE,I,16496,212,385,27,2195.647,,47.532,,23.947,,575.508,,39.816,,
040518Xim_WT_BF4,21,ICM,I,3887,139.84,231.63,19.228,2840.5,1.10E+07,62.387,2.43E+05,308.2,1.20E+06,525.9,2.04E+06,402.55,1.56E+06,
040518Xim_WT_BF4,22,ICM,I,7212,124.74,271.27,22.511,2878.3,2.08E+07,54.085,3.90E+05,319.2,2.30E+06,528.52,3.81E+06,305.32,2.20E+06,
040518Xim_WT_BF4,23,ICM,M,5840,157.37,296.47,21.822,2580.2,1.51E+07,39.785,2.32E+05,63.855,3.73E+05,466.72,2.73E+06,205.81,1.20E+06,
040518Xim_WT_BF4,24,TE,I,6693,152.3,351.25,23.312,2047.8,1.37E+07,63.933,4.28E+05,31.591,2.11E+05,585.56,3.92E+06,37.747,2.53E+05,
040518Xim_WT_BF4,25,TE,I,6150,188.68,153.9,25.327,2543.5,1.56E+07,59.462,3.66E+05,30.211,1.86E+05,506.67,3.12E+06,45.4,2.79E+05,
040518Xim_WT_BF4,26,ICM,I,3831,146.65,189.96,23.697,3321.7,1.27E+07,144.79,5.55E+05,30.232,1.16E+05,536.36,2.05E+06,46.411,1.78E+05,
040518Xim_WT_BF4,27,ICM,I,7647,90.633,232.7,24.059,2768.5,2.12E+07,499.13,3.82E+06,37.715,2.88E+05,548,4.19E+06,60.895,4.66E+05,
040518Xim_WT_BF4,28,ICM,I,3593,101.5,205.14,24.495,3337,1.20E+07,163.86,5.89E+05,29.612,1.06E+05,578.25,2.08E+06,40.357,1.45E+05,
040518Xim_WT_BF4,29,TE,I,16846,62.122,217.55,33.389,2239.7,3.77E+07,59.506,1.00E+06,26.449,4.46E+05,497.13,8.37E+06,39.776,6.70E+05,
040518Xim_WT_BF4,29.2,TE,I,16846,58,226,38,1988.063,,67.127,,25.342,,460.214,,37.673,,
040518Xim_WT_BF4,30,TE,I,8015,76.476,315.09,28.008,2371.2,1.90E+07,55.844,4.48E+05,27.876,2.23E+05,586.94,4.70E+06,47.083,3.77E+05,
040518Xim_WT_BF4,31,TE,I,7147,318.97,352.26,26.04,2338.2,1.67E+07,66.205,4.73E+05,32.496,2.32E+05,603.38,4.31E+06,49.403,3.53E+05,
040518Xim_WT_BF4,33,TE,I,8266,366.21,212.2,27.28,2312.6,1.91E+07,56.253,4.65E+05,33.939,2.81E+05,562.78,4.65E+06,49.883,4.12E+05,
040518Xim_WT_BF4,34,ICM,I,4746,82.273,262.24,24.235,2225.1,1.06E+07,307.71,1.46E+06,29.752,1.41E+05,500.07,2.37E+06,45.461,2.16E+05,
040518Xim_WT_BF4,35,ICM,I,5119,61.18,260.98,28.991,1802.8,9.23E+06,228.7,1.17E+06,27.649,1.42E+05,619.26,3.17E+06,43.331,2.22E+05,
040518Xim_WT_BF4,36,TE,I,8607,137.95,168.25,30.563,2601.8,2.24E+07,56.756,4.89E+05,28.472,2.45E+05,645.53,5.56E+06,47.366,4.08E+05,
040518Xim_WT_BF4,37,ICM,I,11302,116.52,313,27.827,1957.5,2.21E+07,43.916,4.96E+05,43.334,4.90E+05,547.15,6.18E+06,298.72,3.38E+06,
040518Xim_WT_BF4,37.2,ICM,I,11302,121,322,28,2296.78,,45.943,,59.257,,518.125,,413.388,,
040518Xim_WT_BF4,38,TE,I,8765,340.25,152.94,31.228,2925.7,2.56E+07,54.462,4.77E+05,30.776,2.70E+05,547.81,4.80E+06,44.658,3.91E+05,
