Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
071816Xim_T6,1,6840,TE,243.75,214.54,3.3953,1940.7,1.33E+07,26.698,1.83E+05,135.28,9.25E+05,1030.4,7.05E+06,2206.4,1.51E+07,
071816Xim_T6,2,11450,TE,241.55,311.26,3.3918,2179.5,2.50E+07,26.156,2.99E+05,154.22,1.77E+06,1032.5,1.18E+07,2314.3,2.65E+07,
071816Xim_T6,3,4103,TE,323.8,255.19,4.7217,3100.5,1.27E+07,26.755,1.10E+05,86.856,3.56E+05,1031.5,4.23E+06,918.16,3.77E+06,
071816Xim_T6,4,15442,TE,292.54,167.95,6.5994,1831,2.83E+07,22.297,3.44E+05,140.88,2.18E+06,1023.8,1.58E+07,2096.1,3.24E+07,
071816Xim_T6,5,4591,TE,349.69,271.94,7.1405,2856.8,1.31E+07,24.864,1.14E+05,81.116,3.72E+05,1042.5,4.79E+06,830.65,3.81E+06,
071816Xim_T6,6,10080,TE,177.38,258.61,7.1709,1418.9,1.43E+07,19.353,1.95E+05,70.755,7.13E+05,1061.9,1.07E+07,908.51,9.16E+06,
071816Xim_T6,7,7825,TE,347.07,173.19,8.9696,1670.1,1.31E+07,22.051,1.73E+05,98.311,7.69E+05,1036,8.11E+06,1308.2,1.02E+07,
071816Xim_T6,8,11027,TE,327.96,332.76,8.4819,1422.3,1.57E+07,23.759,2.62E+05,221.95,2.45E+06,1048.4,1.16E+07,1227.5,1.35E+07,
071816Xim_T6,9,7745,TE,274.2,360.18,8.9871,1850.2,1.43E+07,25.442,1.97E+05,146.31,1.13E+06,1043.9,8.09E+06,1481.8,1.15E+07,
071816Xim_T6,10,12476,TE,212.8,130.8,12.99,1359.9,1.70E+07,20.952,2.61E+05,80.732,1.01E+06,997.8,1.24E+07,931.1,1.16E+07,
071816Xim_T6,11,7063,TE,389.73,301.43,13.452,1984.2,1.40E+07,24.721,1.75E+05,122.76,8.67E+05,1044.1,7.37E+06,1781.2,1.26E+07,
071816Xim_T6,12,7214,TE,390.6,191.76,15.018,1787.9,1.29E+07,23.407,1.69E+05,155.63,1.12E+06,1013.2,7.31E+06,1641.1,1.18E+07,
