Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
020316Xim_MN8,1,8943,TE,253.45,187.49,3.6933,1519.8,1.36E+07,2558.3,2.29E+07,132.7,1.19E+06,738.76,6.61E+06,1176.7,1.05E+07,
020316Xim_MN8,2,7265,TE,302.48,232.77,3.4914,1942.3,1.41E+07,2729.7,1.98E+07,162.17,1.18E+06,750.92,5.46E+06,1689.9,1.23E+07,
020316Xim_MN8,3,22398,TE,175.29,205.02,7.8313,1762.5,3.95E+07,1773,3.97E+07,128.28,2.87E+06,724.21,1.62E+07,1429.7,3.20E+07,
020316Xim_MN8,3.2,,ICM,164,210,11,2191.591,,381.507,,136.557,,738.779,,2692.335,,
020316Xim_MN8,4,14403,TE,111.12,233.24,6.0725,1925.5,2.77E+07,2023.4,2.91E+07,180.39,2.60E+06,659.84,9.50E+06,2079.4,3.00E+07,
020316Xim_MN8,5,16201,TE,228.68,270.39,5.2429,1880.8,3.05E+07,2669.1,4.32E+07,135.64,2.20E+06,750.27,1.22E+07,886.24,1.44E+07,
020316Xim_MN8,7,7382,ICM,136.68,238.89,9.8907,1939.4,1.43E+07,91.079,6.72E+05,194.96,1.44E+06,657.27,4.85E+06,2445.6,1.81E+07,
020316Xim_MN8,8,24415,TE,159.6,286.99,10.198,2121.7,5.18E+07,1416.1,3.46E+07,496.35,1.21E+07,713.7,1.74E+07,641.53,1.57E+07,
020316Xim_MN8,9,7033,TE,126.59,283.39,7.3132,1793.4,1.26E+07,53.001,3.73E+05,1741.7,1.22E+07,613.52,4.31E+06,241.18,1.70E+06,
020316Xim_MN8,10,16470,TE,326.99,294.22,7.0466,1474.2,2.43E+07,1820.5,3.00E+07,94.983,1.56E+06,738.85,1.22E+07,662.94,1.09E+07,
020316Xim_MN8,10.2,,TE,314,311,7,1784.587,,2194.233,,106.561,,636.035,,778.133,,
020316Xim_MN8,11,9805,ICM,180.07,240.89,10.982,2069.7,2.03E+07,76.279,7.48E+05,133.39,1.31E+06,718.69,7.05E+06,2612.3,2.56E+07,
020316Xim_MN8,12,11634,TE,286.69,340.51,10.173,1210.5,1.41E+07,1831.6,2.13E+07,95.691,1.11E+06,734.13,8.54E+06,671.63,7.81E+06,
020316Xim_MN8,13,9110,TE,309.05,153.72,13.825,1380.1,1.26E+07,2341.7,2.13E+07,122.83,1.12E+06,738.58,6.73E+06,1347.9,1.23E+07,
020316Xim_MN8,14,10505,ICM,91.306,266.42,14.426,1936.6,2.03E+07,227.46,2.39E+06,161.55,1.70E+06,697.89,7.33E+06,2893.5,3.04E+07,
020316Xim_MN8,15,21527,TE,129.67,167.89,19.517,1758.6,3.79E+07,1307.2,2.81E+07,415.26,8.94E+06,699.39,1.51E+07,1300.1,2.80E+07,
020316Xim_MN8,16,16725,TE,391.95,289.47,17.056,1715.9,2.87E+07,1667.7,2.79E+07,89.693,1.50E+06,718.03,1.20E+07,320.72,5.36E+06,
020316Xim_MN8,16.2,,TE,406,292,19,1909.453,,2050.21,,97.391,,699.089,,370.35,,
020316Xim_MN8,17,13215,TE,210.08,121.45,18.077,1590.4,2.10E+07,2469.9,3.26E+07,121.45,1.60E+06,724.31,9.57E+06,1214.7,1.61E+07,
020316Xim_MN8,18,9821,TE,385.73,212.24,16.098,1598.6,1.57E+07,2561.2,2.52E+07,114.9,1.13E+06,735.73,7.23E+06,727.51,7.14E+06,
020316Xim_MN8,19,10522,TE,203.67,355.58,17.172,2005.8,2.11E+07,2259.5,2.38E+07,100.03,1.05E+06,709.93,7.47E+06,812.22,8.55E+06,
020316Xim_MN8,20,6449,ICM,173.27,288.14,17.89,1869.4,1.21E+07,150.55,9.71E+05,142.08,9.16E+05,673.12,4.34E+06,3027.7,1.95E+07,
020316Xim_MN8,21,10048,TE,134.52,336.35,19.397,1616.5,1.62E+07,2987.3,3.00E+07,135.4,1.36E+06,747.25,7.51E+06,829.54,8.34E+06,
020316Xim_MN8,22,7878,TE,340,153.77,19.374,1635,1.29E+07,2314.1,1.82E+07,122.38,9.64E+05,734.3,5.78E+06,1273,1.00E+07,
020316Xim_MN8,23,7179,TE,343.18,360.44,18.177,1852.8,1.33E+07,2020.6,1.45E+07,87.504,6.28E+05,724.59,5.20E+06,424.49,3.05E+06,
020316Xim_MN8,25,8599,ICM,76.625,236.17,21.175,1081.1,9.30E+06,42.945,3.69E+05,705.54,6.07E+06,760.73,6.54E+06,202.39,1.74E+06,
020316Xim_MN8,26,3741,TE,127.75,219.57,19.742,1839.8,6.88E+06,45.012,1.68E+05,158.14,5.92E+05,752.54,2.82E+06,206.37,7.72E+05,
020316Xim_MN8,27,10822,ICM,110.23,307.26,22.226,1361.7,1.47E+07,49.38,5.34E+05,1380.9,1.49E+07,675.07,7.31E+06,203.04,2.20E+06,
020316Xim_MN8,28,7564,TE,279.91,391.59,21.53,1668.8,1.26E+07,1918.4,1.45E+07,91.755,6.94E+05,701.34,5.30E+06,733.6,5.55E+06,
020316Xim_MN8,29,9637,ICM,130.51,252.05,23.451,1387.6,1.34E+07,32.233,3.11E+05,208.75,2.01E+06,668.19,6.44E+06,154.88,1.49E+06,
020316Xim_MN8,30,10001,ICM,88.313,311.24,27.704,1266.3,1.27E+07,48.445,4.85E+05,1328.6,1.33E+07,742.07,7.42E+06,191.16,1.91E+06,
020316Xim_MN8,30.2,,ICM,107,288,31,771.44,,32.363,,886.183,,609.809,,148.482,,
020316Xim_MN8,31,8243,ICM,179.91,264.34,26.538,912.88,7.52E+06,38.931,3.21E+05,83.923,6.92E+05,706.79,5.83E+06,1625.9,1.34E+07,
020316Xim_MN8,32,8672,TE,138.63,125.94,30.242,1351.6,1.17E+07,2396.8,2.08E+07,103.49,8.97E+05,723.16,6.27E+06,663.59,5.75E+06,
020316Xim_MN8,33,11125,ICM,153.94,316.59,30.045,1117.8,1.24E+07,73.552,8.18E+05,84.237,9.37E+05,712.23,7.92E+06,1495.5,1.66E+07,
020316Xim_MN8,34,7481,TE,227.07,400.39,30.327,1522.1,1.14E+07,1783.1,1.33E+07,82.33,6.16E+05,714.17,5.34E+06,485.68,3.63E+06,
020316Xim_MN8,35,5844,TE,322.12,106.56,29.849,1902.8,1.11E+07,2024.6,1.18E+07,111.3,6.50E+05,723.27,4.23E+06,981.06,5.73E+06,
020316Xim_MN8,36,7121,ICM,81.633,201.09,32.105,792.87,5.65E+06,33.313,2.37E+05,555.2,3.95E+06,799.47,5.69E+06,138.9,9.89E+05,
020316Xim_MN8,37,7054,TE,434.54,212.65,30.685,1740.7,1.23E+07,1847.2,1.30E+07,107.64,7.59E+05,684.7,4.83E+06,467.7,3.30E+06,
020316Xim_MN8,38,8645,ICM,152.08,176.89,34.371,1473.5,1.27E+07,31.904,2.76E+05,89.848,7.77E+05,651.25,5.63E+06,1205.1,1.04E+07,
020316Xim_MN8,39,13361,TE,61.077,294.49,34.65,1259.8,1.68E+07,2049.3,2.74E+07,138.5,1.85E+06,764.92,1.02E+07,387.31,5.17E+06,
020316Xim_MN8,40,8973,ICM,118.53,333.79,33.055,1363.9,1.22E+07,184.88,1.66E+06,155.47,1.40E+06,713.68,6.40E+06,1803,1.62E+07,
020316Xim_MN8,41,4982,ICM,103.93,255.45,32.649,1058.7,5.27E+06,23.424,1.17E+05,139.71,6.96E+05,719.23,3.58E+06,137.63,6.86E+05,
020316Xim_MN8,42,15103,TE,440.25,290.16,35.931,1538.8,2.32E+07,1055.9,1.59E+07,72.078,1.09E+06,702.42,1.06E+07,200.69,3.03E+06,
020316Xim_MN8,43,7095,TE,329.41,417.74,34.414,1680.4,1.19E+07,1478.8,1.05E+07,74.865,5.31E+05,678.05,4.81E+06,409.23,2.90E+06,
020316Xim_MN8,44,9799,TE,277.33,431.64,36.321,1267.5,1.24E+07,1338.3,1.31E+07,76.76,7.52E+05,666.35,6.53E+06,472.9,4.63E+06,
020316Xim_MN8,45,10221,TE,418.83,157.78,35.81,1289.2,1.32E+07,1063,1.09E+07,74.362,7.60E+05,666.77,6.82E+06,333.41,3.41E+06,
020316Xim_MN8,46,4404,ICM,114.54,185.25,30.358,1182.2,5.21E+06,63.017,2.78E+05,1002.2,4.41E+06,768.29,3.38E+06,244.54,1.08E+06,
020316Xim_MN8,47,8557,ICM,132.56,216.01,31.959,773.46,6.62E+06,28.182,2.41E+05,375.38,3.21E+06,750.51,6.42E+06,165.03,1.41E+06,
020316Xim_MN8,48,5962,ICM,76.187,235.99,35.233,929.59,5.54E+06,28.587,1.70E+05,150.52,8.97E+05,699.35,4.17E+06,121.52,7.25E+05,
020316Xim_MN8,49,13613,TE,223.38,72.345,39.939,1449.4,1.97E+07,1581.9,2.15E+07,85.148,1.16E+06,662.27,9.02E+06,684.43,9.32E+06,
020316Xim_MN8,50,14400,TE,407.01,362.46,38.161,1524.8,2.20E+07,1055.3,1.52E+07,66.988,9.65E+05,679.16,9.78E+06,252.72,3.64E+06,
020316Xim_MN8,51,7200,TE,368.46,105.54,39.316,1552.6,1.12E+07,1706.9,1.23E+07,164.86,1.19E+06,680.71,4.90E+06,777.48,5.60E+06,
020316Xim_MN8,52,9362,TE,91.224,352.06,40.592,860.82,8.06E+06,1928.9,1.81E+07,106.28,9.95E+05,760.72,7.12E+06,1080.8,1.01E+07,
020316Xim_MN8,53,13493,TE,147.52,394.94,42.871,1184.8,1.60E+07,1400.7,1.89E+07,73.104,9.86E+05,706.11,9.53E+06,595.47,8.03E+06,
020316Xim_MN8,54,10886,ICM,142.33,222.66,42.756,588.7,6.41E+06,21.408,2.33E+05,111.39,1.21E+06,746.62,8.13E+06,612.83,6.67E+06,
020316Xim_MN8,55,9310,TE,201.79,416.96,42.166,799.42,7.44E+06,1076.4,1.00E+07,55.599,5.18E+05,553.85,5.16E+06,358.08,3.33E+06,
020316Xim_MN8,56,12420,TE,295.2,63.795,45.503,1551.3,1.93E+07,1632.4,2.03E+07,81.965,1.02E+06,755.34,9.38E+06,585.36,7.27E+06,
020316Xim_MN8,57,22754,TE,84.815,158.94,47.953,898.68,2.04E+07,982.03,2.23E+07,66.486,1.51E+06,793.07,1.80E+07,504.97,1.15E+07,
020316Xim_MN8,57.2,,TE,96,163,49,918.355,,111.776,,63.898,,814.484,,993.609,,
020316Xim_MN8,58,11290,ICM,106.5,191.39,42.507,721.89,8.15E+06,27.692,3.13E+05,205.62,2.32E+06,637.61,7.20E+06,781,8.82E+06,
020316Xim_MN8,59,17424,TE,51.594,219.1,44.384,812.23,1.42E+07,1081.8,1.89E+07,191.19,3.33E+06,660.97,1.15E+07,231.61,4.04E+06,
020316Xim_MN8,60,6349,ICM,151.03,279.16,42.738,458.01,2.91E+06,22.65,1.44E+05,64.482,4.09E+05,510.33,3.24E+06,1005.3,6.38E+06,
020316Xim_MN8,61,8031,TE,458.46,207.01,44.063,1381.9,1.11E+07,1335.6,1.07E+07,71.176,5.72E+05,689.45,5.54E+06,244.21,1.96E+06,
020316Xim_MN8,62,8450,ICM,129.2,306.04,45.823,710.77,6.01E+06,23.673,2.00E+05,83.24,7.03E+05,662.33,5.60E+06,866.65,7.32E+06,
020316Xim_MN8,63,12339,ICM,94.278,302.86,43.459,719.85,8.88E+06,43.59,5.38E+05,216.46,2.67E+06,621.8,7.67E+06,400.73,4.94E+06,
020316Xim_MN8,64,10291,TE,144.86,90.658,46.833,949.11,9.77E+06,1538.9,1.58E+07,71.17,7.32E+05,741.87,7.63E+06,465.15,4.79E+06,
020316Xim_MN8,65,4114,ICM,75.63,270.78,43.995,882.53,3.63E+06,74.938,3.08E+05,92.789,3.82E+05,674.04,2.77E+06,1371.1,5.64E+06,
020316Xim_MN8,66,5451,ICM,120.14,258.43,45.32,468.77,2.56E+06,21.046,1.15E+05,88.868,4.84E+05,758.16,4.13E+06,717.44,3.91E+06,
020316Xim_MN8,67,10964,TE,354.34,428.85,49.361,1434.1,1.57E+07,1200.2,1.32E+07,70.653,7.75E+05,748.21,8.20E+06,402.67,4.41E+06,
020316Xim_MN8,68,8386,ICM,79.248,220.81,49.553,661.64,5.55E+06,31.498,2.64E+05,202.13,1.70E+06,670.74,5.62E+06,836.85,7.02E+06,
020316Xim_MN8,69,6555,TE,237.98,442.27,50.179,1211,7.94E+06,1150.5,7.54E+06,61.382,4.02E+05,724.35,4.75E+06,364.94,2.39E+06,
020316Xim_MN8,70,6721,TE,415.25,121.83,50.411,1362.8,9.16E+06,1589.8,1.07E+07,246.22,1.65E+06,784.62,5.27E+06,415.78,2.79E+06,
020316Xim_MN8,71,9420,ICM,106.84,245.5,52.521,413.2,3.89E+06,22.037,2.08E+05,60.264,5.68E+05,641.94,6.05E+06,461.1,4.34E+06,
020316Xim_MN8,72,8470,TE,295.95,449.44,52.181,1002.3,8.49E+06,1180.5,1.00E+07,75.708,6.41E+05,746.13,6.32E+06,357.45,3.03E+06,
020316Xim_MN8,73,6998,TE,337.46,67.59,54.645,1313,9.19E+06,1359.5,9.51E+06,90.74,6.35E+05,761.06,5.33E+06,396.29,2.77E+06,
020316Xim_MN8,74,7166,TE,446.32,164.97,52.249,1254.2,8.99E+06,1358.4,9.73E+06,116.68,8.36E+05,752.15,5.39E+06,397.65,2.85E+06,
020316Xim_MN8,75,5084,TE,470.87,263.84,53.002,1675.8,8.52E+06,1216.4,6.18E+06,66.018,3.36E+05,759.86,3.86E+06,280.9,1.43E+06,
020316Xim_MN8,76,12917,TE,453.98,321.17,54.48,966.38,1.25E+07,805.38,1.04E+07,55.447,7.16E+05,746.92,9.65E+06,168.08,2.17E+06,
020316Xim_MN8,77,12027,TE,60.519,304.37,53.846,710.86,8.55E+06,963.51,1.16E+07,61.877,7.44E+05,622.18,7.48E+06,420.06,5.05E+06,
020316Xim_MN8,78,7552,ICM,67.793,262.76,54.518,663.36,5.01E+06,57.171,4.32E+05,64.4,4.86E+05,577.82,4.36E+06,850.74,6.42E+06,
