Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
071618Xim_WT_BZ10,1,TE,I,7039,275.1,287.03,5.9811,2525.9,1.78E+07,77.557,5.46E+05,396.43,2.79E+06,353.65,2.49E+06,31.089,2.19E+05,
071618Xim_WT_BZ10,2,TE,I,8737,256.16,190.7,6.2749,3560.8,3.11E+07,36.063,3.15E+05,25.365,2.22E+05,332.33,2.90E+06,22.635,1.98E+05,
071618Xim_WT_BZ10,3,TE,I,11244,244.36,241.16,6.6288,2914.1,3.28E+07,60.14,6.76E+05,51.424,5.78E+05,356.07,4.00E+06,27.717,3.12E+05,
071618Xim_WT_BZ10,4,TE,I,10882,180.98,263.17,6.8332,3151.7,3.43E+07,59.045,6.43E+05,45.534,4.96E+05,381.26,4.15E+06,27.832,3.03E+05,
071618Xim_WT_BZ10,6,TE,I,10355,198.67,194.85,8.0493,3153.5,3.27E+07,65.117,6.74E+05,36.556,3.79E+05,304.7,3.16E+06,29.409,3.05E+05,
071618Xim_WT_BZ10,7,TE,I,6273,222.28,300.72,7.4701,2706.5,1.70E+07,57.859,3.63E+05,181.02,1.14E+06,320.58,2.01E+06,27.031,1.70E+05,
071618Xim_WT_BZ10,8,TE,I,13675,176.44,318.88,8.4755,2658.5,3.64E+07,76.64,1.05E+06,131.58,1.80E+06,374.34,5.12E+06,31.482,4.31E+05,
071618Xim_WT_BZ10,8.2,TE,I,13675,170,328,12,3339.166,,75.834,,188.103,,397.704,,31.138,,
071618Xim_WT_BZ10,9,TE,M,12557,133.93,214.74,9.5517,2540.9,3.19E+07,49.828,6.26E+05,27.786,3.49E+05,339.35,4.26E+06,24.123,3.03E+05,
071618Xim_WT_BZ10,10,TE,I,10955,182.14,154.1,15.507,2796.8,3.06E+07,50.846,5.57E+05,58.563,6.42E+05,351.16,3.85E+06,25.304,2.77E+05,
071618Xim_WT_BZ10,11,TE,I,10867,296.03,175.82,15.238,2743.5,2.98E+07,60.465,6.57E+05,65.304,7.10E+05,343.57,3.73E+06,27.552,2.99E+05,
