Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
020416Xim_F4KO_O12,99,1,TE,6367,289.42,265.83,3.3259,2854.6,1.82E+07,3303.6,2.10E+07,219.31,1.40E+06,758.95,4.83E+06,1234.4,7.86E+06,
020416Xim_F4KO_O12,99,3,TE,6305,329.87,278.5,5.1846,2222.7,1.40E+07,2419.5,1.53E+07,193.25,1.22E+06,729.02,4.60E+06,763.15,4.81E+06,
020416Xim_F4KO_O12,99,4,TE,10832,244.13,319.44,5.508,2705.1,2.93E+07,2835.6,3.07E+07,192.09,2.08E+06,669.4,7.25E+06,1453.4,1.57E+07,
020416Xim_F4KO_O12,99,5,TE,8412,317.58,210.96,6.3638,1842.3,1.55E+07,2474.4,2.08E+07,287.75,2.42E+06,723.52,6.09E+06,906.87,7.63E+06,
020416Xim_F4KO_O12,99,6,TE,6515,295.53,333.21,8.0626,2145.8,1.40E+07,2694.2,1.76E+07,144.65,9.42E+05,765.91,4.99E+06,618.91,4.03E+06,
020416Xim_F4KO_O12,99,8,TE,12070,221.06,262.07,9.491,2409.5,2.91E+07,2775.5,3.35E+07,191.42,2.31E+06,758.31,9.15E+06,2076.2,2.51E+07,
020416Xim_F4KO_O12,99,9,TE,6097,327.2,326.62,9.57,2218.2,1.35E+07,2532.1,1.54E+07,172.77,1.05E+06,765.22,4.67E+06,521.26,3.18E+06,
020416Xim_F4KO_O12,99,10,TE,10962,244.72,217.1,12.926,2434.6,2.67E+07,1925.3,2.11E+07,133.22,1.46E+06,731,8.01E+06,886.03,9.71E+06,
020416Xim_F4KO_O12,99,11,TE,7684,356.02,228.16,10.829,1852,1.42E+07,2397.4,1.84E+07,154.65,1.19E+06,716.62,5.51E+06,926,7.12E+06,
020416Xim_F4KO_O12,99,12,TE,11751,263.56,370.88,10.2,1657,1.95E+07,2434.5,2.86E+07,180.25,2.12E+06,728.45,8.56E+06,725.95,8.53E+06,
020416Xim_F4KO_O12,99,13,TE,6661,288.92,193.97,12.653,1886.5,1.26E+07,1985.6,1.32E+07,124.55,8.30E+05,710.29,4.73E+06,501.9,3.34E+06,
