Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
021016Xim_F4KO_Q11,127,1,TE,6053,273.18,230.1,4.1368,2142.4,1.30E+07,2697.2,1.63E+07,279.04,1.69E+06,824.1,4.99E+06,2125.4,1.29E+07,
021016Xim_F4KO_Q11,127,2,TE,6282,304.99,284.13,3.6181,1755.5,1.10E+07,2917.9,1.83E+07,876.29,5.50E+06,806.67,5.07E+06,2413.5,1.52E+07,
021016Xim_F4KO_Q11,127,3,TE,6610,195.46,301.75,3.2445,2094.5,1.38E+07,3291.5,2.18E+07,421.83,2.79E+06,774.22,5.12E+06,2016.1,1.33E+07,
021016Xim_F4KO_Q11,127,4,TE,10068,244.55,355.63,5.0106,2213,2.23E+07,2657.3,2.68E+07,851.58,8.57E+06,789.1,7.94E+06,1378.1,1.39E+07,
021016Xim_F4KO_Q11,127,5,TE,6953,321.32,326.32,4.7951,2458.5,1.71E+07,785.79,5.46E+06,115.5,8.03E+05,809.17,5.63E+06,160.41,1.12E+06,
021016Xim_F4KO_Q11,127,6,TE,11248,206.15,227.23,6.0505,1668.2,1.88E+07,1412.9,1.59E+07,268.02,3.01E+06,834.37,9.39E+06,927.07,1.04E+07,
021016Xim_F4KO_Q11,127,7,EPI,6858,159.74,248.12,6.7851,1673.8,1.15E+07,78.147,5.36E+05,3029.8,2.08E+07,746.1,5.12E+06,388.37,2.66E+06,
021016Xim_F4KO_Q11,127,8,EPI,16686,152,283,8,1744.52,,104.96,,3601.74,,791.439,,573.989,,
021016Xim_F4KO_Q11,127,8.2,EPI,16686,165,286,15,1486.163,,106.75,,3716.072,,816.028,,710.517,,
021016Xim_F4KO_Q11,127,9,TE,12024,350.43,213.84,12.884,1601,1.93E+07,1494.6,1.80E+07,179.62,2.16E+06,822.79,9.89E+06,732.28,8.81E+06,
021016Xim_F4KO_Q11,127,10,TE,18870,92,280,12,1793.648,,662.401,,589.953,,841.629,,499.634,,
021016Xim_F4KO_Q11,127,10.2,EPI,18870,108,270,15,1595.942,,125.062,,3371.669,,764.031,,458.653,,
021016Xim_F4KO_Q11,127,11,TE,8515,376.49,276.95,12.208,1490.7,1.27E+07,2156,1.84E+07,918.49,7.82E+06,822.1,7.00E+06,2083.5,1.77E+07,
021016Xim_F4KO_Q11,127,12,TE,7773,188.76,364.7,11.899,1398.2,1.09E+07,2247.9,1.75E+07,754.66,5.87E+06,780.8,6.07E+06,1447.7,1.13E+07,
021016Xim_F4KO_Q11,127,13,TE,7525,251.27,165.87,13.036,1652,1.24E+07,2570.2,1.93E+07,231.31,1.74E+06,795.94,5.99E+06,1827.4,1.38E+07,
021016Xim_F4KO_Q11,127,14,EPI,6434,167.76,327.13,13.147,1597.6,1.03E+07,115.38,7.42E+05,3716,2.39E+07,817.93,5.26E+06,431.97,2.78E+06,
021016Xim_F4KO_Q11,127,15,EPI,14441,173.66,193.84,16.613,1719.3,2.48E+07,94.402,1.36E+06,3370.3,4.87E+07,803.01,1.16E+07,431.5,6.23E+06,
021016Xim_F4KO_Q11,127,16,TE,10321,312.17,388.93,15.988,1710.1,1.77E+07,2073.8,2.14E+07,326.48,3.37E+06,814.69,8.41E+06,908.27,9.37E+06,
021016Xim_F4KO_Q11,127,17,EPI,12306,117.08,213.43,16.563,1660.1,2.04E+07,81.403,1.00E+06,2650.9,3.26E+07,822.67,1.01E+07,435.18,5.36E+06,
021016Xim_F4KO_Q11,127,18,TE,8887,134.19,353.62,16.838,1819.4,1.62E+07,1736.2,1.54E+07,697.82,6.20E+06,787.46,7.00E+06,958.63,8.52E+06,
021016Xim_F4KO_Q11,127,19,EPI,4805,144.91,309.25,15.683,1624.3,7.80E+06,110.93,5.33E+05,2741.4,1.32E+07,786.47,3.78E+06,606.13,2.91E+06,
021016Xim_F4KO_Q11,127,20,TE,11389,135.79,171.32,20.232,1584.4,1.80E+07,1158.4,1.32E+07,648.92,7.39E+06,865.72,9.86E+06,926.94,1.06E+07,
021016Xim_F4KO_Q11,127,21,EPI,5576,132.9,239.12,17.286,1678.2,9.36E+06,92.796,5.17E+05,3284.8,1.83E+07,745.89,4.16E+06,450.2,2.51E+06,
021016Xim_F4KO_Q11,127,22,EPI,8279,110.92,317.34,19.827,1390.8,1.15E+07,97.338,8.06E+05,3535.5,2.93E+07,801.66,6.64E+06,384.61,3.18E+06,
021016Xim_F4KO_Q11,127,23,EPI,854,158,214,16,1382.108,,83.497,,3895.589,,764.392,,563.668,,
021016Xim_F4KO_Q11,127,24,EPI,1196,135.56,270.08,19.337,1156.8,1.38E+06,72.832,87107,3584.2,4.29E+06,818.01,9.78E+05,347.4,4.16E+05,
021016Xim_F4KO_Q11,127,25,EPI,7082,162.22,339.79,22.849,1243.9,8.81E+06,101.65,7.20E+05,3165.8,2.24E+07,803.57,5.69E+06,649.77,4.60E+06,
021016Xim_F4KO_Q11,127,26,EPI,8220,82.314,236.97,26.345,1179.7,9.70E+06,75.029,6.17E+05,3188.1,2.62E+07,815.19,6.70E+06,419.81,3.45E+06,
021016Xim_F4KO_Q11,127,27,EPI,7149,155.63,231.94,24.819,1255,8.97E+06,73.394,5.25E+05,3560.3,2.55E+07,812.97,5.81E+06,398.29,2.85E+06,
021016Xim_F4KO_Q11,127,28,TE,7127,171.37,389.82,25.453,1310.7,9.34E+06,2058.1,1.47E+07,486.81,3.47E+06,908.7,6.48E+06,1167.7,8.32E+06,
021016Xim_F4KO_Q11,127,29,EPI,9996,79.094,282.06,26.654,1494.7,1.49E+07,99.186,9.91E+05,3189.1,3.19E+07,816.74,8.16E+06,416.17,4.16E+06,
021016Xim_F4KO_Q11,127,30,EPI,5459,135.6,301.38,25.234,1380.1,7.53E+06,81.79,4.46E+05,3673.9,2.01E+07,766.99,4.19E+06,378.54,2.07E+06,
021016Xim_F4KO_Q11,127,31,EPI,14763,130,332,26,1496.828,,119.8,,3766.831,,753.507,,399.832,,
021016Xim_F4KO_Q11,127,31.2,EPI,14763,133,362,26,1434.076,,247.479,,3228.655,,741.858,,468.629,,
021016Xim_F4KO_Q11,127,32,TE,8808,408.33,359.26,28.192,1792.6,1.58E+07,431.46,3.80E+06,78.527,6.92E+05,865.34,7.62E+06,150.85,1.33E+06,
021016Xim_F4KO_Q11,127,33,TE,10548,243.08,128.59,29.635,1781.7,1.88E+07,1491.1,1.57E+07,268.63,2.83E+06,813.56,8.58E+06,1101.7,1.16E+07,
021016Xim_F4KO_Q11,127,34,TE,5601,182.89,142.08,28.139,1749,9.80E+06,1552.9,8.70E+06,247.4,1.39E+06,804.93,4.51E+06,1291.1,7.23E+06,
021016Xim_F4KO_Q11,127,35,EPI,7326,112.76,184.2,29.448,1319,9.66E+06,115.29,8.45E+05,3020.8,2.21E+07,854.71,6.26E+06,449.64,3.29E+06,
021016Xim_F4KO_Q11,127,36,EPI,4725,150.11,193.29,26.122,1268,5.99E+06,107.3,5.07E+05,3494.3,1.65E+07,726.51,3.43E+06,419.59,1.98E+06,
021016Xim_F4KO_Q11,127,37,TE,6871,67.735,210.11,29.74,1396.8,9.60E+06,1958.5,1.35E+07,337.24,2.32E+06,862.37,5.93E+06,1503.7,1.03E+07,
