Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
010919Xim_F4_DI3,21,TE,I,9092,352.18,378.69,24.243,1052.6,9.57E+06,28.18,2.56E+05,167.25,1.52E+06,1817.7,1.65E+07,491.32,4.47E+06
010919Xim_F4_DI3,22,ICM,I,8378,122.02,241.5,25.248,1710.6,1.43E+07,34.515,2.89E+05,50.792,4.26E+05,1947.6,1.63E+07,808.58,6.77E+06
010919Xim_F4_DI3,23,TE,I,12941,86.138,203.38,29.386,1649.2,2.13E+07,71.209,9.22E+05,60.8,7.87E+05,1946.9,2.52E+07,260.84,3.38E+06
010919Xim_F4_DI3,24,TE,I,11076,68.733,258.38,29.283,1580.9,1.75E+07,98.789,1.09E+06,74.249,8.22E+05,1819.5,2.02E+07,178.98,1.98E+06
010919Xim_F4_DI3,25,TE,I,4429,227.67,403.31,28.585,1744.4,7.73E+06,28.809,1.28E+05,56.953,2.52E+05,1912.1,8.47E+06,498.46,2.21E+06
010919Xim_F4_DI3,26,ICM,I,16593,115,279,29,1848.015,,39.565,,57.695,,1914.866,,882.109,
010919Xim_F4_DI3,26.2,ICM,I,16593,111,273,36,1438.228,,48.661,,60.227,,1833.709,,755.13,
010919Xim_F4_DI3,27,TE,I,7952,277.75,77.84,32.152,1441.2,1.15E+07,31.835,2.53E+05,204.99,1.63E+06,1699.3,1.35E+07,326.33,2.59E+06
010919Xim_F4_DI3,28,TE,I,8559,210.82,80.703,33.581,1422.9,1.22E+07,26.527,2.27E+05,39.692,3.40E+05,1779.1,1.52E+07,372.06,3.18E+06
010919Xim_F4_DI3,29,TE,I,6448,367.18,109.48,32.414,1553.4,1.00E+07,30.207,1.95E+05,99.916,6.44E+05,1685.7,1.09E+07,314.32,2.03E+06
010919Xim_F4_DI3,30,TE,I,8103,113.29,138.49,33.499,1392.9,1.13E+07,25.308,2.05E+05,34.078,2.76E+05,1760.1,1.43E+07,348.81,2.83E+06
010919Xim_F4_DI3,31,TE,I,14385,165.53,411.22,36.702,1249.7,1.80E+07,25.126,3.61E+05,88.252,1.27E+06,1981,2.85E+07,407.6,5.86E+06
010919Xim_F4_DI3,32,ESC,I,13067,78,295,36,1572.505,,744.483,,556.284,,1820.153,,80.004,
010919Xim_F4_DI3,32.2,ESC,I,13067,63,270,39,1565.445,,1048.799,,605.985,,1877.458,,84.772,
010919Xim_F4_DI3,33,TE,I,8553,442.05,300.42,36.349,989.88,8.47E+06,24.601,2.10E+05,117.6,1.01E+06,1790.8,1.53E+07,290.18,2.48E+06
010919Xim_F4_DI3,34,TE,I,6335,434.17,175.65,37.194,1419.9,8.99E+06,30.611,1.94E+05,48.107,3.05E+05,1699.3,1.08E+07,217,1.37E+06
010919Xim_F4_DI3,35,ICM,I,8683,103.51,206.13,37.234,1603.9,1.39E+07,51.338,4.46E+05,52.214,4.53E+05,1930.2,1.68E+07,562.76,4.89E+06
010919Xim_F4_DI3,35.2,ICM,I,8683,107,235,36,1266.152,,35.053,,49.025,,1735.998,,715.607,
010919Xim_F4_DI3,36,TE,I,7449,406.31,371.62,36.62,1080.5,8.05E+06,27.883,2.08E+05,85.649,6.38E+05,1772.8,1.32E+07,303.74,2.26E+06
010919Xim_F4_DI3,37,TE,I,10628,453.5,226.49,40.794,1451.2,1.54E+07,25.284,2.69E+05,330.77,3.52E+06,1776.2,1.89E+07,325.67,3.46E+06
010919Xim_F4_DI3,38,TE,I,4489,248.95,447.41,38.751,1741.6,7.82E+06,31.503,1.41E+05,48.673,2.18E+05,1779.1,7.99E+06,406.4,1.82E+06
010919Xim_F4_DI3,39,TE,I,6064,341.82,70.911,42.425,1542.6,9.35E+06,27.228,1.65E+05,64.218,3.89E+05,1650.9,1.00E+07,339.29,2.06E+06
010919Xim_F4_DI3,40,ESC,I,6312,91.709,323.64,42.794,1028.6,6.49E+06,609.73,3.85E+06,424.87,2.68E+06,1659.3,1.05E+07,65.329,4.12E+05
010919Xim_F4_DI3,41,TE,I,9293,314.95,446.96,43.671,895.4,8.32E+06,24.302,2.26E+05,28.53,2.65E+05,1781.1,1.66E+07,214.52,1.99E+06
010919Xim_F4_DI3,42,TE,I,8940,55.339,320.89,44.174,1440.8,1.29E+07,53.568,4.79E+05,54.391,4.86E+05,1751.5,1.57E+07,271.06,2.42E+06
010919Xim_F4_DI3,43,TE,I,6654,422.79,131.8,43.854,1306.6,8.69E+06,28.542,1.90E+05,40.51,2.70E+05,1642.9,1.09E+07,213.54,1.42E+06
010919Xim_F4_DI3,44,TE,I,8606,88.525,361.04,44.675,1179.7,1.02E+07,24.156,2.08E+05,29.79,2.56E+05,1886.8,1.62E+07,209.34,1.80E+06
010919Xim_F4_DI3,45,ESC,I,1947,88.79,265.16,41.412,1359.9,2.65E+06,616.25,1.20E+06,351,6.83E+05,1586.6,3.09E+06,123.94,2.41E+05
010919Xim_F4_DI3,46,TE,I,7803,68.972,158.46,47.611,1288.9,1.01E+07,25.37,1.98E+05,28.578,2.23E+05,1843.4,1.44E+07,346.47,2.70E+06
010919Xim_F4_DI3,47,TE,I,6266,107.51,112,47.69,1522.2,9.54E+06,24.289,1.52E+05,33.937,2.13E+05,1841.2,1.15E+07,435.7,2.73E+06
010919Xim_F4_DI3,48,ESC,I,8472,49.43,272.29,46.394,1328.7,1.13E+07,616.51,5.22E+06,436.73,3.70E+06,1761.7,1.49E+07,73.331,6.21E+05
010919Xim_F4_DI3,49,TE,I,9502,277.76,46.407,49.238,1029.9,9.79E+06,23.907,2.27E+05,61.11,5.81E+05,1670.9,1.59E+07,157.99,1.50E+06
010919Xim_F4_DI3,50,TE,I,7172,399.65,94.036,48.747,1160.4,8.32E+06,25.701,1.84E+05,54.011,3.87E+05,1693.5,1.21E+07,126.32,9.06E+05
010919Xim_F4_DI3,51,ESC,I,8286,70.799,230.42,47.201,907.73,7.52E+06,403.32,3.34E+06,299.34,2.48E+06,1949.7,1.62E+07,63.202,5.24E+05
010919Xim_F4_DI3,51.2,ESC,I,8286,77,212,39,1181.97,,575.198,,401.608,,1798.918,,96.997,
010919Xim_F4_DI3,52,ESC,I,4779,119.92,279.98,45.928,939.36,4.49E+06,517.78,2.47E+06,285.58,1.36E+06,1779.6,8.50E+06,127.19,6.08E+05
010919Xim_F4_DI3,53,TE,I,9836,149.51,72.518,53.218,1137.3,1.12E+07,21.613,2.13E+05,26.19,2.58E+05,1694.5,1.67E+07,253.14,2.49E+06
010919Xim_F4_DI3,54,ICM,I,11502,143.18,247.5,52.488,653.08,7.51E+06,30.112,3.46E+05,32.335,3.72E+05,1754.5,2.02E+07,270.49,3.11E+06
010919Xim_F4_DI3,55,ESC,I,6853,110,234.1,46.945,830.66,5.69E+06,389.95,2.67E+06,258.85,1.77E+06,1599.1,1.10E+07,197.81,1.36E+06
010919Xim_F4_DI3,56,ESC,I,6567,68.958,320.66,51.795,1087.2,7.14E+06,461.43,3.03E+06,368.89,2.42E+06,1690.9,1.11E+07,78.197,5.14E+05
010919Xim_F4_DI3,57,TE,I,8221,423.1,395.24,54.352,751.37,6.18E+06,22.532,1.85E+05,107.63,8.85E+05,1715.7,1.41E+07,202.92,1.67E+06
010919Xim_F4_DI3,58,TE,I,8281,371.17,438.87,53.926,819.46,6.79E+06,22.304,1.85E+05,48.216,3.99E+05,1756.9,1.45E+07,261.32,2.16E+06
010919Xim_F4_DI3,59,TE,I,10139,235.22,461.07,53.315,645.16,6.54E+06,20.692,2.10E+05,31.127,3.16E+05,1679.1,1.70E+07,272.24,2.76E+06
010919Xim_F4_DI3,60,TE,I,8919,478.31,260.97,55.975,724.41,6.46E+06,23.029,2.05E+05,65.284,5.82E+05,1760,1.57E+07,177.68,1.58E+06
010919Xim_F4_DI3,61,ICM,I,8650,114.07,308.1,54.877,581.72,5.03E+06,77.524,6.71E+05,66.602,5.76E+05,1390.6,1.20E+07,347.62,3.01E+06
010919Xim_F4_DI3,62,TE,I,9086,459.91,165.56,56.134,779.56,7.08E+06,21.719,1.97E+05,93.018,8.45E+05,1714.2,1.56E+07,138.54,1.26E+06
010919Xim_F4_DI3,63,ICM,I,4406,75.042,193.77,53.468,1088.2,4.79E+06,44.722,1.97E+05,50.418,2.22E+05,1631.5,7.19E+06,435.43,1.92E+06
010919Xim_F4_DI3,64,TE,I,7565,35.318,204.15,56.582,1056.7,7.99E+06,25.677,1.94E+05,30.129,2.28E+05,1921.2,1.45E+07,284.25,2.15E+06
010919Xim_F4_DI3,65,ESC,I,7475,35.835,246.62,56.119,943.63,7.05E+06,457.55,3.42E+06,304.89,2.28E+06,1724,1.29E+07,59.365,4.44E+05
010919Xim_F4_DI3,67,TE,I,8265,460.78,346.02,58.169,698.72,5.78E+06,20.413,1.69E+05,46.927,3.88E+05,1543,1.28E+07,162.92,1.35E+06
010919Xim_F4_DI3,68,TE,I,10773,214.85,41.356,61.724,876.24,9.44E+06,20.461,2.20E+05,66.385,7.15E+05,1651.8,1.78E+07,153.9,1.66E+06
010919Xim_F4_DI3,69,ESC,I,7586,67.736,224.6,58.049,749.65,5.69E+06,316.01,2.40E+06,263.92,2.00E+06,1720.3,1.31E+07,59.657,4.53E+05
010919Xim_F4_DI3,69.2,ESC,I,7586,95,243,58,624.032,,303.032,,223.856,,1676.935,,54.902,
010919Xim_F4_DI3,70,ESC,I,4437,60.142,269.64,56.642,878.28,3.90E+06,556.52,2.47E+06,398.16,1.77E+06,1767.6,7.84E+06,62.106,2.76E+05
010919Xim_F4_DI3,71,TE,I,12007,114.47,415.25,61.247,859.34,1.03E+07,21.57,2.59E+05,25.164,3.02E+05,1824.7,2.19E+07,237.91,2.86E+06
010919Xim_F4_DI3,72,TE,I,7683,384.84,69.998,61.578,899.51,6.91E+06,22.144,1.70E+05,50.241,3.86E+05,1775.9,1.36E+07,160.15,1.23E+06
010919Xim_F4_DI3,73,ICM,I,8809,129.91,232.12,62.97,661.91,5.83E+06,42.071,3.71E+05,39.854,3.51E+05,1546.4,1.36E+07,300.49,2.65E+06
010919Xim_F4_DI3,74,ESC,I,19563,111,267,56,706.26,,373.499,,284.44,,1711.758,,52.239,
010919Xim_F4_DI3,74.2,ESC,I,19563,95,297,61,688.181,,351.679,,247.865,,1673.544,,74.097,
010919Xim_F4_DI3,75,TE,I,7999,335.03,43.931,64.065,902.06,7.22E+06,21.46,1.72E+05,30.873,2.47E+05,1935.7,1.55E+07,133.39,1.07E+06
010919Xim_F4_DI3,76,ICM,I,5825,99.872,210.9,63.708,626.09,3.65E+06,37.635,2.19E+05,37.317,2.17E+05,1569.5,9.14E+06,301.82,1.76E+06
010919Xim_F4_DI3,77,TE,I,8718,279.88,32.008,66.515,838.16,7.31E+06,20.309,1.77E+05,29.666,2.59E+05,1786,1.56E+07,127.81,1.11E+06
010919Xim_F4_DI3,78,TE,I,10728,425.63,103.01,65.591,594.63,6.38E+06,19.343,2.08E+05,73.785,7.92E+05,1594.8,1.71E+07,76.157,8.17E+05
010919Xim_F4_DI3,79,TE,I,7405,65.201,140.91,66.688,993.48,7.36E+06,18.68,1.38E+05,20.947,1.55E+05,1743,1.29E+07,151.88,1.12E+06
010919Xim_F4_DI3,81,TE,I,11386,311.08,469.6,67.733,437.88,4.99E+06,18.965,2.16E+05,23.358,2.66E+05,1558.1,1.77E+07,149.73,1.70E+06
010919Xim_F4_DI3,82,TE,I,9515,105.4,93.295,69.003,709.85,6.75E+06,17.604,1.68E+05,23.57,2.24E+05,1725.5,1.64E+07,181.67,1.73E+06
010919Xim_F4_DI3,83,TE,I,9157,22.694,255.79,69.875,562.77,5.15E+06,38.915,3.56E+05,35.769,3.28E+05,1727.6,1.58E+07,134.64,1.23E+06
010919Xim_F4_DI3,84,TE,I,11596,51.361,337.8,68.457,480.11,5.57E+06,25.028,2.90E+05,28.764,3.34E+05,1454.8,1.69E+07,157.38,1.83E+06
010919Xim_F4_DI3,85,ESC,I,6836,57.661,288.75,66.932,610.02,4.17E+06,293.43,2.01E+06,247.64,1.69E+06,1809.7,1.24E+07,53.965,3.69E+05
010919Xim_F4_DI3,86,ESC,I,3286,71.135,236.3,67.149,658.3,2.16E+06,312.24,1.03E+06,262.89,8.64E+05,1697,5.58E+06,57.489,1.89E+05
010919Xim_F4_DI3,87,TE,I,13834,478.45,190.86,74.852,706.76,9.78E+06,19.773,2.74E+05,130.98,1.81E+06,1592.2,2.20E+07,168.62,2.33E+06
010919Xim_F4_DI3,88,TE,I,10831,437.51,395.83,72.329,481.41,5.21E+06,19.917,2.16E+05,64.921,7.03E+05,1675.7,1.82E+07,158.2,1.71E+06
010919Xim_F4_DI3,89,TE,I,7996,155.55,56.833,72.561,776,6.20E+06,18.507,1.48E+05,34.242,2.74E+05,1636,1.31E+07,182.08,1.46E+06
010919Xim_F4_DI3,90,ICM,M,7443,65.563,213.53,72.714,584.79,4.35E+06,58.074,4.32E+05,51.857,3.86E+05,1638.1,1.22E+07,165.72,1.23E+06
010919Xim_F4_DI3,91,TE,I,9476,369.73,451.39,73.295,510.52,4.84E+06,18.933,1.79E+05,70.28,6.66E+05,1728.3,1.64E+07,191.65,1.82E+06
010919Xim_F4_DI3,92,ICM,I,13963,116.7,274.73,74.742,328.67,4.59E+06,45.949,6.42E+05,40.808,5.70E+05,1477.3,2.06E+07,132.33,1.85E+06
010919Xim_F4_DI3,93,ICM,I,10489,74.237,301.75,74.217,455.48,4.78E+06,110.19,1.16E+06,96.248,1.01E+06,1725.6,1.81E+07,183.69,1.93E+06
010919Xim_F4_DI3,94,TE,I,10208,450.98,132.04,76.524,464.88,4.75E+06,18.089,1.85E+05,49.903,5.09E+05,1533.6,1.57E+07,83.804,8.55E+05
010919Xim_F4_DI3,95,ESC,I,5088,66.626,260.13,72.377,587.43,2.99E+06,295.63,1.50E+06,257.38,1.31E+06,1715.8,8.73E+06,60.938,3.10E+05
010919Xim_F4_DI3,96,TE,I,12311,250.4,475.73,77.399,339.18,4.18E+06,18.435,2.27E+05,26.697,3.29E+05,1515.4,1.87E+07,189.95,2.34E+06
010919Xim_F4_DI3,97,TE,I,8940,378.55,61.491,77.726,517.45,4.63E+06,18.272,1.63E+05,39.933,3.57E+05,1482,1.32E+07,100.12,8.95E+05
010919Xim_F4_DI3,98,ICM,I,20429,93.41,225.97,81.204,378.87,7.74E+06,35.023,7.15E+05,34.968,7.14E+05,1566.6,3.20E+07,215.37,4.40E+06
010919Xim_F4_DI3,99,TE,I,13857,482.48,311.33,79.436,383.39,5.31E+06,20.086,2.78E+05,25.871,3.58E+05,1593,2.21E+07,68.199,9.45E+05
010919Xim_F4_DI3,100,TE,I,14670,122.22,426.65,79.912,501.26,7.35E+06,17.949,2.63E+05,21.391,3.14E+05,1528.8,2.24E+07,137.26,2.01E+06
010919Xim_F4_DI3,101,TE,I,16396,184.67,460.51,83.385,445.33,7.30E+06,18.595,3.05E+05,23.055,3.78E+05,1603.5,2.63E+07,239.66,3.93E+06
010919Xim_F4_DI3,102,TE,I,8210,38.877,196.26,80.093,469.54,3.86E+06,22.197,1.82E+05,22.176,1.82E+05,1478,1.21E+07,133.65,1.10E+06
010919Xim_F4_DI3,103,TE,I,10964,490.43,256.61,80.752,450.42,4.94E+06,20.186,2.21E+05,51.184,5.61E+05,1535.9,1.68E+07,93.887,1.03E+06
010919Xim_F4_DI3,104,TE,I,11035,332.33,38.978,79.714,498.86,5.50E+06,18.497,2.04E+05,39.718,4.38E+05,1474.5,1.63E+07,102.8,1.13E+06
010919Xim_F4_DI3,105,ICM,I,10394,55.394,260.27,81.859,440.16,4.58E+06,92.214,9.58E+05,83.528,8.68E+05,1578.5,1.64E+07,164.93,1.71E+06
010919Xim_F4_DI3,106,TE,I,10599,60.445,156.71,85.397,365.94,3.88E+06,16.481,1.75E+05,21.06,2.23E+05,1485.8,1.57E+07,127.92,1.36E+06
010919Xim_F4_DI3,108,TE,I,12018,99.154,104.2,86.701,392,4.71E+06,16.578,1.99E+05,19.571,2.35E+05,1303,1.57E+07,128.61,1.55E+06
010919Xim_F4_DI3,109,TE,I,11646,43.001,299.74,90.279,243.6,2.84E+06,22.756,2.65E+05,23.218,2.70E+05,1534.3,1.79E+07,86.603,1.01E+06
010919Xim_F4_DI3,110,TE,I,19105,262.52,30.908,87.869,421.42,8.05E+06,16.495,3.15E+05,17.974,3.43E+05,1385.2,2.65E+07,51.307,9.80E+05
010919Xim_F4_DI3,111,TE,I,17323,178.35,50.949,90.429,512.13,8.87E+06,16.49,2.86E+05,58.523,1.01E+06,1345.6,2.33E+07,131.44,2.28E+06
010919Xim_F4_DI3,112,TE,I,12691,78.86,380.27,90.97,239.67,3.04E+06,16.405,2.08E+05,17.975,2.28E+05,1566.2,1.99E+07,104,1.32E+06
010919Xim_F4_DI3,113,TE,I,8023,404.69,425.66,89.675,416.73,3.34E+06,17.207,1.38E+05,64.621,5.18E+05,1545.1,1.24E+07,161.27,1.29E+06
010919Xim_F4_DI3,114,TE,I,10592,348.23,50.106,95.116,350.56,3.71E+06,16.339,1.73E+05,47.686,5.05E+05,1240.3,1.31E+07,87.948,9.32E+05
010919Xim_F4_DI3,115,TE,I,17410,402.31,90.819,97.677,375.64,6.54E+06,15.828,2.76E+05,26.886,4.68E+05,1436.8,2.50E+07,83.207,1.45E+06
010919Xim_F4_DI3,116,TE,I,10742,445.85,377.74,94.632,302.15,3.25E+06,16.293,1.75E+05,35.606,3.82E+05,1531.4,1.65E+07,107.84,1.16E+06
010919Xim_F4_DI3,117,TE,I,21496,353.89,448.74,97.328,303.18,6.52E+06,15.902,3.42E+05,19.941,4.29E+05,1675.9,3.60E+07,89.94,1.93E+06
010919Xim_F4_DI3,118,TE,I,19700,48.843,229.44,100.44,161.71,3.19E+06,17.556,3.46E+05,17.122,3.37E+05,1530.7,3.02E+07,57.105,1.13E+06
010919Xim_F4_DI3,119,TE,I,13035,446.69,144.45,97.89,277.93,3.62E+06,16.083,2.10E+05,19.576,2.55E+05,1446.9,1.89E+07,52.663,6.86E+05
010919Xim_F4_DI3,120,TE,I,16010,475.87,209.74,97.526,226.65,3.63E+06,16.383,2.62E+05,22.785,3.65E+05,1349.8,2.16E+07,64.644,1.04E+06
010919Xim_F4_DI3,121,TE,I,10120,480.82,276.89,100.37,300.82,3.04E+06,16.456,1.67E+05,50.161,5.08E+05,1458.1,1.48E+07,51.311,5.19E+05
010919Xim_F4_DI3,122,TE,I,16999,265.1,461.93,102.59,276.29,4.70E+06,14.998,2.55E+05,18.023,3.06E+05,1754.2,2.98E+07,137.74,2.34E+06
010919Xim_F4_DI3,123,TE,I,13085,86.89,149.27,106.68,208.92,2.73E+06,14.97,1.96E+05,19.655,2.57E+05,1840.1,2.41E+07,91.602,1.20E+06
010919Xim_F4_DI3,124,TE,I,13471,140.09,93.356,109.58,227.65,3.07E+06,14.581,1.96E+05,15.128,2.04E+05,1759.1,2.37E+07,48.176,6.49E+05
010919Xim_F4_DI3,125,TE,I,14551,136.34,418.15,105.99,174.32,2.54E+06,14.214,2.07E+05,15.452,2.25E+05,1801.7,2.62E+07,63.664,9.26E+05
010919Xim_F4_DI3,126,TE,I,13998,459.25,318.79,109.05,207.9,2.91E+06,15.932,2.23E+05,19.38,2.71E+05,1787.8,2.50E+07,52.867,7.40E+05
010919Xim_F4_DI3,127,TE,I,11921,202.02,448.98,107.52,199.72,2.38E+06,14.499,1.73E+05,15.853,1.89E+05,1873.5,2.23E+07,73.934,8.81E+05
010919Xim_F4_DI3,128,TE,I,21113,307.73,61.753,113.64,258.85,5.47E+06,14.486,3.06E+05,21.277,4.49E+05,1713.2,3.62E+07,54.493,1.15E+06
010919Xim_F4_DI3,129,TE,I,20804,211.58,62.056,113.68,261.54,5.44E+06,14.293,2.97E+05,21.332,4.44E+05,1688.8,3.51E+07,42.236,8.79E+05
010919Xim_F4_DI3,130,TE,I,21565,66.226,295.15,110.2,120.09,2.59E+06,14.364,3.10E+05,14.666,3.16E+05,1556.2,3.36E+07,47.762,1.03E+06
010919Xim_F4_DI3,131,TE,I,10611,409.06,391.56,112.78,248.66,2.64E+06,14.539,1.54E+05,40.161,4.26E+05,1947.5,2.07E+07,76.448,8.11E+05
010919Xim_F4_DI3,132,TE,I,10081,413.47,135.8,117.01,240.53,2.42E+06,14.97,1.51E+05,15.298,1.54E+05,1795.2,1.81E+07,37.917,3.82E+05
010919Xim_F4_DI3,133,TE,I,12620,451.76,256.25,119.91,209.34,2.64E+06,15.014,1.89E+05,30.223,3.81E+05,1954.2,2.47E+07,50.393,6.36E+05
010919Xim_F4_DI3,134,TE,I,11365,290.3,434.81,119.29,219.3,2.49E+06,14.339,1.63E+05,38.372,4.36E+05,2004.9,2.28E+07,75.679,8.60E+05
010919Xim_F4_DI3,135,TE,I,14998,109.61,161.7,120.65,172,2.58E+06,13.929,2.09E+05,14.147,2.12E+05,1987.8,2.98E+07,44.011,6.60E+05
010919Xim_F4_DI3,136,TE,I,15836,108.16,353.91,121.11,116.73,1.85E+06,13.4,2.12E+05,13.675,2.17E+05,2063.1,3.27E+07,53.155,8.42E+05
010919Xim_F4_DI3,137,TE,I,11929,173.76,411.71,121.16,165.45,1.97E+06,13.807,1.65E+05,15.994,1.91E+05,1926.7,2.30E+07,88.162,1.05E+06
010919Xim_F4_DI3,138,TE,I,10201,441.65,215.51,123.08,245.45,2.50E+06,15.19,1.55E+05,17.644,1.80E+05,1871.3,1.91E+07,34.37,3.51E+05
010919Xim_F4_DI3,139,TE,I,18274,168.55,107.57,123.95,213.37,3.90E+06,13.963,2.55E+05,21.011,3.84E+05,1903.3,3.48E+07,45.868,8.38E+05
010919Xim_F4_DI3,140,TE,I,11612,421.92,178.56,124.02,209.25,2.43E+06,14.865,1.73E+05,30.017,3.49E+05,1927.9,2.24E+07,39.257,4.56E+05
010919Xim_F4_DI3,141,TE,I,10435,342.55,406.19,124.41,238.55,2.49E+06,14.886,1.55E+05,32.166,3.36E+05,1991.6,2.08E+07,48.563,5.07E+05
010919Xim_F4_DI3,142,TE,I,16952,341.62,110.33,126.92,255.15,4.33E+06,14.931,2.53E+05,16.032,2.72E+05,1854.8,3.14E+07,65.3,1.11E+06
010919Xim_F4_DI3,143,TE,I,20208,95.075,247.63,126.49,126.81,2.56E+06,13.453,2.72E+05,15.468,3.13E+05,1392.4,2.81E+07,53.681,1.08E+06
010919Xim_F4_DI3,144,TE,I,13669,224.6,415.65,126.3,171.18,2.34E+06,13.468,1.84E+05,34.446,4.71E+05,1874.8,2.56E+07,59.444,8.13E+05
010919Xim_F4_DI3,145,TE,I,24945,238.71,107.92,131.42,245.66,6.13E+06,14.607,3.64E+05,14.303,3.57E+05,1822.3,4.55E+07,41.471,1.03E+06
010919Xim_F4_DI3,146,TE,I,15679,379.04,366.35,129.5,309.49,4.85E+06,15.555,2.44E+05,31.106,4.88E+05,1937.7,3.04E+07,61.514,9.64E+05
010919Xim_F4_DI3,147,TE,I,11810,417.84,229.86,131.55,197.07,2.33E+06,15.249,1.80E+05,18.413,2.17E+05,1931.4,2.28E+07,34.888,4.12E+05
010919Xim_F4_DI3,148,TE,I,20244,409.53,310.16,131.22,272.54,5.52E+06,15.389,3.12E+05,19.505,3.95E+05,1941.6,3.93E+07,39.702,8.04E+05
010919Xim_F4_DI3,149,TE,I,9600,288.89,406.71,130.02,267.53,2.57E+06,15.543,1.49E+05,25.454,2.44E+05,1910,1.83E+07,55.601,5.34E+05
010919Xim_F4_DI3,150,TE,I,18228,370.31,166.52,135.48,270.97,4.94E+06,14.406,2.63E+05,15.918,2.90E+05,1844.7,3.36E+07,43.325,7.90E+05
010919Xim_F4_DI3,151,TE,I,24143,154.53,191.55,137.18,206.49,4.99E+06,13.596,3.28E+05,18.057,4.36E+05,1898.9,4.58E+07,51.939,1.25E+06
010919Xim_F4_DI3,152,TE,I,9978,319.04,378.46,135.35,252.04,2.51E+06,14.798,1.48E+05,15.859,1.58E+05,1971.9,1.97E+07,45.863,4.58E+05
