Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
020216Xim_JK4,64,10530,ICM,126.01,208.13,33.92,1018.6,1.07E+07,32.879,3.46E+05,121.8,1.28E+06,926.15,9.75E+06,1885.6,1.99E+07
020216Xim_JK4,65,8251,TE,339.41,185.36,37.349,1022.3,8.43E+06,22.322,1.84E+05,66.478,5.49E+05,1051.6,8.68E+06,741.03,6.11E+06
020216Xim_JK4,66,7415,ICM,209.12,246,36.757,1078.2,7.99E+06,28.777,2.13E+05,100.71,7.47E+05,971.45,7.20E+06,1123.7,8.33E+06
020216Xim_JK4,67,8484,TE,149.58,413.77,37.177,1206.6,1.02E+07,24.936,2.12E+05,63.984,5.43E+05,953.54,8.09E+06,371.53,3.15E+06
020216Xim_JK4,68,11668,ICM,227.43,147.74,40.049,1577,1.84E+07,25.164,2.94E+05,101.66,1.19E+06,1007.2,1.18E+07,1475.2,1.72E+07
020216Xim_JK4,69,13934,TE,308,153.55,40.637,1251.7,1.74E+07,23.052,3.21E+05,98.545,1.37E+06,993.28,1.38E+07,263.22,3.67E+06
020216Xim_JK4,70,8096,ICM,177.14,268.82,39.965,811.65,6.57E+06,40.076,3.24E+05,373.65,3.03E+06,953.64,7.72E+06,83.42,6.75E+05
020216Xim_JK4,71,5413,ICM,195.91,302.98,36.864,1303.6,7.06E+06,27.83,1.51E+05,75.704,4.10E+05,1036.2,5.61E+06,692.62,3.75E+06
020216Xim_JK4,72,7903,TE,90.655,348.09,38.384,1010.1,7.98E+06,23.995,1.90E+05,79.491,6.28E+05,983.61,7.77E+06,822.51,6.50E+06
020216Xim_JK4,73,11736,TE,220.32,58.393,41.141,1458.1,1.71E+07,25.102,2.95E+05,134.77,1.58E+06,1011.3,1.19E+07,735.63,8.63E+06
020216Xim_JK4,74,11468,TE,414.66,240.59,40.96,777.2,8.91E+06,22.957,2.63E+05,60.347,6.92E+05,1019.4,1.17E+07,205.44,2.36E+06
020216Xim_JK4,75,6245,TE,66.298,273.48,39.763,1015.9,6.34E+06,23.817,1.49E+05,74.017,4.62E+05,1105.3,6.90E+06,853.32,5.33E+06
020216Xim_JK4,76,9794,TE,125.9,97.447,41.71,940.44,9.21E+06,23.242,2.28E+05,70.439,6.90E+05,931.25,9.12E+06,790.47,7.74E+06
020216Xim_JK4,77,7183,ICM,222.34,196.54,41.692,1215.6,8.73E+06,24.919,1.79E+05,87.22,6.27E+05,1061,7.62E+06,1183.7,8.50E+06
020216Xim_JK4,78,10416,ICM,122.47,280.13,39.308,647.12,6.74E+06,55.976,5.83E+05,149.2,1.55E+06,812.53,8.46E+06,1603.6,1.67E+07
020216Xim_JK4,79,23655,ICM,216.88,331.89,41.944,1053.6,2.49E+07,20.864,4.94E+05,66.226,1.57E+06,1100.1,2.60E+07,745.27,1.76E+07
020216Xim_JK4,79.2,,ICM,228,324,42,1508.711,,22.576,,74.604,,1099.427,,927.493,
020216Xim_JK4,80,7122,TE,308.81,346.01,41.174,999.24,7.12E+06,20.307,1.45E+05,52.16,3.71E+05,1041.9,7.42E+06,580.17,4.13E+06
020216Xim_JK4,81,7193,TE,195.28,435.59,40.37,1252.7,9.01E+06,22.938,1.65E+05,140.33,1.01E+06,891.29,6.41E+06,438.84,3.16E+06
020216Xim_JK4,82,14822,TE,370.22,132.97,43.675,992.96,1.47E+07,22.669,3.36E+05,189.81,2.81E+06,972.6,1.44E+07,705.91,1.05E+07
020216Xim_JK4,83,18744,ICM,140.29,236.43,40.909,560.35,1.05E+07,90.399,1.69E+06,148.99,2.79E+06,940.08,1.76E+07,1046.6,1.96E+07
020216Xim_JK4,84,5890,TE,274.39,207.72,43.341,2091.2,1.23E+07,20.126,1.19E+05,37.807,2.23E+05,1002.6,5.91E+06,142.52,8.39E+05
020216Xim_JK4,85,7685,TE,343.38,266.15,43.484,978.86,7.52E+06,19.766,1.52E+05,196.41,1.51E+06,1136.3,8.73E+06,703,5.40E+06
020216Xim_JK4,86,7199,TE,336.78,312.64,43.561,1072,7.72E+06,20.198,1.45E+05,52.915,3.81E+05,1037.5,7.47E+06,577.02,4.15E+06
020216Xim_JK4,87,14042,TE,309.22,423.71,42.574,652.84,9.17E+06,19.463,2.73E+05,63.659,8.94E+05,989.89,1.39E+07,409.3,5.75E+06
020216Xim_JK4,88,9126,TE,269.64,147.58,46.452,1001.8,9.14E+06,24.854,2.27E+05,71.636,6.54E+05,1068.4,9.75E+06,553.45,5.05E+06
020216Xim_JK4,89,13325,TE,88.606,162.12,46.985,1073.2,1.43E+07,21.375,2.85E+05,65.48,8.73E+05,905.42,1.21E+07,806.78,1.08E+07
020216Xim_JK4,91,19632,TE,301.18,89.882,46.951,829.39,1.63E+07,20.593,4.04E+05,92.271,1.81E+06,1013.5,1.99E+07,672.82,1.32E+07
020216Xim_JK4,92,7520,TE,358.57,388.51,45.204,806.83,6.07E+06,19.672,1.48E+05,75.485,5.68E+05,1000.9,7.53E+06,551,4.14E+06
020216Xim_JK4,93,19419,TE,241.18,436.52,45.953,926.62,1.80E+07,21.124,4.10E+05,67.852,1.32E+06,917.85,1.78E+07,511.16,9.93E+06
020216Xim_JK4,94,12905,TE,305.6,230.59,50.202,1415.4,1.83E+07,21.579,2.78E+05,74.156,9.57E+05,1057.7,1.37E+07,659.34,8.51E+06
020216Xim_JK4,95,5357,TE,88.21,312.91,47.953,763.58,4.09E+06,18.651,99911,86.829,4.65E+05,994.72,5.33E+06,446.14,2.39E+06
020216Xim_JK4,97,7149,TE,245.35,240.87,50.715,1948.8,1.39E+07,21.473,1.54E+05,44.538,3.18E+05,1081.5,7.73E+06,409.36,2.93E+06
020216Xim_JK4,98,6697,TE,286.82,294.43,51.308,1282.6,8.59E+06,19.897,1.33E+05,51.342,3.44E+05,1008.9,6.76E+06,608.61,4.08E+06
020216Xim_JK4,99,10984,TE,393.59,270.72,54.462,501.78,5.51E+06,17.688,1.94E+05,36.967,4.06E+05,1153.9,1.27E+07,153.4,1.68E+06
020216Xim_JK4,100,20888,TE,366.72,329.57,56.727,549.01,1.15E+07,22.691,4.74E+05,42.719,8.92E+05,999.81,2.09E+07,293.18,6.12E+06
020216Xim_JK4,101,14008,TE,134.48,370.78,54.777,680.5,9.53E+06,17.803,2.49E+05,53.88,7.55E+05,1004.8,1.41E+07,535.37,7.50E+06
020216Xim_JK4,102,709,TE,406.17,309.89,49.739,381.09,2.70E+05,79.365,56270,35.762,25355,950.46,6.74E+05,66.408,47083
020216Xim_JK4,103,9763,TE,164.77,410.62,53.404,678.61,6.63E+06,19.421,1.90E+05,39.276,3.83E+05,944.17,9.22E+06,164.75,1.61E+06
020216Xim_JK4,104,15658,TE,207.45,91.083,57.867,841.26,1.32E+07,19.559,3.06E+05,107.12,1.68E+06,1070.6,1.68E+07,524.67,8.22E+06
020216Xim_JK4,105,14781,TE,381.49,206.14,59.915,664.87,9.83E+06,18.959,2.80E+05,44.735,6.61E+05,1015.8,1.50E+07,172.88,2.56E+06
020216Xim_JK4,106,23066,TE,114.28,236.82,60.386,309.88,7.15E+06,15.606,3.60E+05,30.809,7.11E+05,807.39,1.86E+07,245.24,5.66E+06
020216Xim_JK4,107,10697,TE,210.4,415.1,60.061,564.63,6.04E+06,16.191,1.73E+05,105.09,1.12E+06,1093,1.17E+07,167.01,1.79E+06
020216Xim_JK4,108,6352,TE,133.39,120.95,60.466,830.04,5.27E+06,19.218,1.22E+05,45.95,2.92E+05,1034.2,6.57E+06,421.59,2.68E+06
020216Xim_JK4,109,12038,TE,319.44,380.21,61.256,423.86,5.10E+06,15.754,1.90E+05,37.631,4.53E+05,1029.2,1.24E+07,193.88,2.33E+06
020216Xim_JK4,110,16561,TE,341.7,153.67,63.726,596.24,9.87E+06,17.798,2.95E+05,44.424,7.36E+05,997.4,1.65E+07,220.33,3.65E+06
020216Xim_JK4,111,8198,TE,119.33,325.61,61.78,390.89,3.20E+06,15.076,1.24E+05,71.967,5.90E+05,1159,9.50E+06,371.27,3.04E+06
020216Xim_JK4,112,7313,TE,119.84,168.68,67.96,484.15,3.54E+06,15.946,1.17E+05,33.341,2.44E+05,1129.3,8.26E+06,268.6,1.96E+06
020216Xim_JK4,113,11966,TE,362.04,264.34,68.041,350.74,4.20E+06,14.868,1.78E+05,35.432,4.24E+05,932.62,1.12E+07,243.63,2.92E+06
020216Xim_JK4,114,8044,TE,158.59,359.05,68.914,518.62,4.17E+06,15.452,1.24E+05,39.563,3.18E+05,1023.1,8.23E+06,199.66,1.61E+06
020216Xim_JK4,115,23287,TE,270.23,152.9,70.751,279.2,6.50E+06,13.937,3.25E+05,34.669,8.07E+05,995.97,2.32E+07,192.8,4.49E+06
020216Xim_JK4,116,18057,TE,175.22,161.85,75.641,454.9,8.21E+06,15.072,2.72E+05,35.253,6.37E+05,1060.8,1.92E+07,269.25,4.86E+06
020216Xim_JK4,117,21030,TE,327.86,224.94,74.548,408.79,8.60E+06,14.137,2.97E+05,25.529,5.37E+05,1117.7,2.35E+07,70.838,1.49E+06
020216Xim_JK4,118,11988,TE,328.22,285.79,75.784,360.69,4.32E+06,14.498,1.74E+05,28.473,3.41E+05,1152.7,1.38E+07,164.93,1.98E+06
020216Xim_JK4,119,14423,TE,280.95,179.36,75.421,273.66,3.95E+06,13.704,1.98E+05,38.154,5.50E+05,1068.4,1.54E+07,211.06,3.04E+06
020216Xim_JK4,120,18907,TE,166.39,295.13,77.407,156.89,2.97E+06,12.785,2.42E+05,24.632,4.66E+05,922.24,1.74E+07,157.12,2.97E+06
020216Xim_JK4,121,13197,TE,290.04,322.51,77.465,333.45,4.40E+06,13.061,1.72E+05,18.272,2.41E+05,1135.3,1.50E+07,64.48,8.51E+05
020216Xim_JK4,122,9349,TE,157.44,230.57,78.813,270.32,2.53E+06,14.289,1.34E+05,55.727,5.21E+05,818.62,7.65E+06,211.74,1.98E+06
020216Xim_JK4,123,14176,TE,220.06,319.7,79.06,464.79,6.59E+06,13.051,1.85E+05,18.476,2.62E+05,1103.4,1.56E+07,58.853,8.34E+05
020216Xim_JK4,124,9706,TE,239.79,288.28,80.776,409.87,3.98E+06,12.648,1.23E+05,17.848,1.73E+05,1222.8,1.19E+07,60.243,5.85E+05
020216Xim_JK4,125,6395,TE,215.59,241.19,81.252,294.98,1.89E+06,12.872,82314,21.539,1.38E+05,969.49,6.20E+06,94.001,6.01E+05
