Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
020216Xim_F4KO_L4,113,1,TE,5885,326.36,256.99,3.5062,1799.6,1.06E+07,2465.2,1.45E+07,185.58,1.09E+06,767.65,4.52E+06,809.56,4.76E+06,
020216Xim_F4KO_L4,113,3,TE,7503,238.58,292.01,3.4514,1754.1,1.32E+07,2654.1,1.99E+07,873.24,6.55E+06,749.57,5.62E+06,1718.2,1.29E+07,
020216Xim_F4KO_L4,113,4,TE,6053,315.66,294.44,3.7056,1644.3,9.95E+06,2216.9,1.34E+07,178.76,1.08E+06,737.52,4.46E+06,790.14,4.78E+06,
020216Xim_F4KO_L4,113,5,TE,8458,269.82,180.52,5.198,1814.9,1.54E+07,2280.2,1.93E+07,467.39,3.95E+06,748.1,6.33E+06,1282.9,1.09E+07,
020216Xim_F4KO_L4,113,6,TE,13614,204.41,212.12,6.0688,1747.5,2.38E+07,2119.3,2.89E+07,151.38,2.06E+06,776.52,1.06E+07,1125,1.53E+07,
020216Xim_F4KO_L4,113,7,TE,11703,187.91,307.96,9.2376,1464.8,1.71E+07,1900.7,2.22E+07,248.27,2.91E+06,770.36,9.02E+06,1310.9,1.53E+07,
020216Xim_F4KO_L4,113,8,TE,9725,247.82,358.25,9.5887,1875.1,1.82E+07,2404.3,2.34E+07,360.29,3.50E+06,748.64,7.28E+06,881.55,8.57E+06,
020216Xim_F4KO_L4,113,9,TE,17932,371.24,184.13,16.169,1756.7,3.15E+07,1699,3.05E+07,135.43,2.43E+06,736.23,1.32E+07,452.12,8.11E+06,
020216Xim_F4KO_L4,113,9.2,TE,17932,371.24,184.13,16.169,1756.7,3.15E+07,1699,3.05E+07,135.43,2.43E+06,736.23,1.32E+07,452.12,8.11E+06,
020216Xim_F4KO_L4,113,10,TE,10864,152.82,257.21,15.986,1513.9,1.64E+07,2152.2,2.34E+07,266.06,2.89E+06,668.8,7.27E+06,1471.2,1.60E+07,
020216Xim_F4KO_L4,113,11,TE,7770,394.14,288.58,15.706,1605,1.25E+07,2224,1.73E+07,129.97,1.01E+06,732.95,5.70E+06,588.49,4.57E+06,
020216Xim_F4KO_L4,113,12,TE,10167,300.92,127.8,17.844,1997.8,2.03E+07,1827,1.86E+07,213.69,2.17E+06,726.54,7.39E+06,755.22,7.68E+06,
