Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
020416Xim_F4KO_O4,121,1,TE,11052,330.27,259.76,4.4367,1754.9,1.94E+07,20.761,2.29E+05,126.65,1.40E+06,994.33,1.10E+07,1694.2,1.87E+07
020416Xim_F4KO_O4,121,2,TE,7191,266.13,281.04,3.3358,2485.7,1.79E+07,26.276,1.89E+05,177.95,1.28E+06,979.36,7.04E+06,2240.2,1.61E+07
020416Xim_F4KO_O4,121,3,TE,18521,239.92,197.78,5.8685,1965,3.64E+07,25.638,4.75E+05,157.13,2.91E+06,1016.7,1.88E+07,1980.7,3.67E+07
020416Xim_F4KO_O4,121,4,TE,16528,329.8,332.12,8.1729,1991.1,3.29E+07,19.053,3.15E+05,92.87,1.54E+06,982.59,1.62E+07,934.6,1.54E+07
020416Xim_F4KO_O4,121,5,TE,16344,330.32,151.79,9.9372,1604.7,2.62E+07,16.776,2.74E+05,86.88,1.42E+06,994.79,1.63E+07,1205.5,1.97E+07
020416Xim_F4KO_O4,121,6,TE,23364,170,244,12,1445.2,3.38E+07,19.276,4.50E+05,99.311,2.32E+06,950.01,2.22E+07,1452.1,3.39E+07
020416Xim_F4KO_O4,121,6,TE,23364,153,254,18,1445.2,3.38E+07,19.276,4.50E+05,99.311,2.32E+06,950.01,2.22E+07,1452.1,3.39E+07
020416Xim_F4KO_O4,121,7,TE,17371,204.24,341.79,13.275,1726.4,3.00E+07,21.943,3.81E+05,104.73,1.82E+06,1010.1,1.75E+07,1544.9,2.68E+07
020416Xim_F4KO_O4,121,8,TE,10916,393.07,218.21,14.771,1406.3,1.54E+07,19.667,2.15E+05,357.57,3.90E+06,995.99,1.09E+07,1408.2,1.54E+07
020416Xim_F4KO_O4,121,9,TE,10858,254.84,122.38,16.195,1447.2,1.57E+07,20.6,2.24E+05,102.47,1.11E+06,1013.8,1.10E+07,1456.1,1.58E+07
020416Xim_F4KO_O4,121,10,TE,10310,411.94,282.5,21.697,1447.1,1.49E+07,17.625,1.82E+05,92.182,9.50E+05,983.93,1.01E+07,1118.8,1.15E+07
020416Xim_F4KO_O4,121,11,TE,8092,278.43,392.88,20.879,1621.5,1.31E+07,22.616,1.83E+05,91.538,7.41E+05,982.57,7.95E+06,1175,9.51E+06
020416Xim_F4KO_O4,121,12,TE,11483,359.05,391.61,25.436,2120.2,2.43E+07,19.023,2.18E+05,88.951,1.02E+06,1019.6,1.17E+07,898.87,1.03E+07
020416Xim_F4KO_O4,121,13,TE,7456,397.85,144.74,28.236,1815.4,1.35E+07,17.064,1.27E+05,341.54,2.55E+06,941.33,7.02E+06,1137.7,8.48E+06
020416Xim_F4KO_O4,121,14,TE,8593,155.96,138.85,29.394,1557.2,1.34E+07,18.109,1.56E+05,102.44,8.80E+05,1039.6,8.93E+06,1752.3,1.51E+07
020416Xim_F4KO_O4,121,16,TE,7904,127.67,339.23,31.102,1488.1,1.18E+07,18.147,1.43E+05,90.893,7.18E+05,974.22,7.70E+06,1418.8,1.12E+07
020416Xim_F4KO_O4,121,17,TE,7723,219.93,85.567,31.932,1806.2,1.40E+07,20.246,1.56E+05,84.539,6.53E+05,1012.9,7.82E+06,1165.2,9.00E+06
020416Xim_F4KO_O4,121,18,TE,11985,427.18,337.57,33.003,1629,1.95E+07,20.194,2.42E+05,74.524,8.93E+05,971.03,1.16E+07,813.17,9.75E+06
020416Xim_F4KO_O4,121,19,TE,9504,446.71,208.99,33.584,1326.7,1.26E+07,16.977,1.61E+05,128.28,1.22E+06,978.5,9.30E+06,902.64,8.58E+06
020416Xim_F4KO_O4,121,20,TE,8010,297.55,70.275,35.047,1754.1,1.41E+07,21.059,1.69E+05,108.66,8.70E+05,1021.2,8.18E+06,1159.7,9.29E+06
020416Xim_F4KO_O4,121,21,TE,7358,328.57,431.41,34.162,1373.1,1.01E+07,37.558,2.76E+05,143.02,1.05E+06,968.48,7.13E+06,899.51,6.62E+06
