Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
033117Xim_F4KO_AC1,19,ESC,I,4766,169.87,247.81,17.914,1913.5,9.12E+06,648.57,3.09E+06,171.43,8.17E+05,779.29,3.71E+06,70.263,3.35E+05
033117Xim_F4KO_AC1,21,TE,I,12330,122.5,204.22,22.06,2238.1,2.76E+07,128,1.58E+06,83.422,1.03E+06,690.48,8.51E+06,398.67,4.92E+06
033117Xim_F4KO_AC1,22,ESC,I,6171,177.74,203.36,21.517,1887.2,1.16E+07,666.38,4.11E+06,191.56,1.18E+06,772.46,4.77E+06,100.13,6.18E+05
033117Xim_F4KO_AC1,23,TE,M,14938,330.67,390.45,22.925,2840.1,4.24E+07,45.022,6.73E+05,47.849,7.15E+05,733.13,1.10E+07,335.47,5.01E+06
033117Xim_F4KO_AC1,24,ICM,I,1400,163.67,297.01,19.019,2016,2.82E+06,47.721,66809,67.946,95125,830.33,1.16E+06,720.9,1.01E+06
033117Xim_F4KO_AC1,26,TE,I,9427,383.35,359.57,21.802,2640.5,2.49E+07,66.124,6.23E+05,48.838,4.60E+05,798.33,7.53E+06,220.28,2.08E+06
033117Xim_F4KO_AC1,27,TE,I,7625,431.25,245.29,24.496,2942.5,2.24E+07,46.935,3.58E+05,42.073,3.21E+05,800.05,6.10E+06,286.51,2.18E+06
033117Xim_F4KO_AC1,28,ICM,I,9171,152.41,220.63,28.544,1931.6,1.77E+07,47.769,4.38E+05,44.218,4.06E+05,758.54,6.96E+06,405.94,3.72E+06
033117Xim_F4KO_AC1,29,ESC,I,4140,147.52,273.95,25.988,1542.1,6.38E+06,576.74,2.39E+06,140.06,5.80E+05,736.29,3.05E+06,59.361,2.46E+05
033117Xim_F4KO_AC1,30,TE,I,14481,191.26,371.46,31.006,2194.6,3.18E+07,41.026,5.94E+05,38.335,5.55E+05,765.59,1.11E+07,278,4.03E+06
033117Xim_F4KO_AC1,31,TE,I,9005,378.84,192.69,28.087,1951.5,1.76E+07,39.969,3.60E+05,44.346,3.99E+05,824.66,7.43E+06,144.67,1.30E+06
033117Xim_F4KO_AC1,32,ESC,I,3986,134.59,257.86,29.134,1442.7,5.75E+06,626.59,2.50E+06,134.44,5.36E+05,671.61,2.68E+06,58.616,2.34E+05
033117Xim_F4KO_AC1,33,ESC,I,11345,106.67,271.07,29.976,1676.5,1.90E+07,518.97,5.89E+06,198.01,2.25E+06,797.17,9.04E+06,67.236,7.63E+05
033117Xim_F4KO_AC1,34,ICM,I,8824,173.78,283.92,29.718,1180.4,1.04E+07,39.126,3.45E+05,63.792,5.63E+05,794.55,7.01E+06,364.9,3.22E+06
033117Xim_F4KO_AC1,35,TE,M,9657,305.57,164.21,28.256,2158.5,2.08E+07,35.801,3.46E+05,28.732,2.77E+05,774.04,7.47E+06,112.71,1.09E+06
033117Xim_F4KO_AC1,37,ICM,I,4213,92.139,231.56,30.055,1318.4,5.55E+06,55.782,2.35E+05,351.63,1.48E+06,748.62,3.15E+06,73.239,3.09E+05
033117Xim_F4KO_AC1,39,ICM,I,13073,164.59,325.64,33.628,1122.6,1.47E+07,30.984,4.05E+05,38.8,5.07E+05,683.92,8.94E+06,324.42,4.24E+06
033117Xim_F4KO_AC1,40,ESC,I,2882,125.04,215.21,31.973,1943.7,5.60E+06,662.59,1.91E+06,148.27,4.27E+05,643.2,1.85E+06,99.333,2.86E+05
033117Xim_F4KO_AC1,41,ICM,I,10792,186.83,208.17,35.994,859.53,9.28E+06,37.93,4.09E+05,37.088,4.00E+05,739.44,7.98E+06,290.03,3.13E+06
033117Xim_F4KO_AC1,42,TE,I,6424,157.16,151.12,33.921,1528,9.82E+06,28.233,1.81E+05,29.472,1.89E+05,805.41,5.17E+06,235.76,1.51E+06
033117Xim_F4KO_AC1,43,TE,I,12921,60.435,269.79,37.812,1473.8,1.90E+07,44.233,5.72E+05,50.719,6.55E+05,737.63,9.53E+06,164.63,2.13E+06
033117Xim_F4KO_AC1,44,TE,I,7949,256.49,147.07,37.306,1412.3,1.12E+07,30.408,2.42E+05,35.822,2.85E+05,809.67,6.44E+06,222.13,1.77E+06
033117Xim_F4KO_AC1,45,TE,I,14032,73.793,209.06,40.833,1585.7,2.23E+07,43.013,6.04E+05,98.38,1.38E+06,755.59,1.06E+07,291.34,4.09E+06
033117Xim_F4KO_AC1,46,ESC,I,10353,129.53,275.23,37.222,1306.1,1.35E+07,390.37,4.04E+06,94.799,9.81E+05,796.84,8.25E+06,52.491,5.43E+05
033117Xim_F4KO_AC1,47,TE,I,8443,384.95,394.48,37.464,2507.2,2.12E+07,40.959,3.46E+05,48.734,4.11E+05,777.44,6.56E+06,160.99,1.36E+06
033117Xim_F4KO_AC1,48,TE,I,7947,430.2,189.36,37.643,2234.4,1.78E+07,33.789,2.69E+05,34.083,2.71E+05,725.85,5.77E+06,236.56,1.88E+06
033117Xim_F4KO_AC1,49,ICM,I,9134,137.8,186.24,37.981,1167.1,1.07E+07,41.346,3.78E+05,366.54,3.35E+06,693.47,6.33E+06,65.563,5.99E+05
033117Xim_F4KO_AC1,50,TE,I,9737,187.89,138.77,42.54,1005.6,9.79E+06,31.796,3.10E+05,30.916,3.01E+05,764.09,7.44E+06,168.48,1.64E+06
033117Xim_F4KO_AC1,51,ICM,I,9339,106.07,316.15,38.64,969.49,9.05E+06,35.883,3.35E+05,199.4,1.86E+06,796.7,7.44E+06,53.084,4.96E+05
033117Xim_F4KO_AC1,52,ICM,I,1413,78.914,239.62,38.13,1477.2,2.09E+06,113.95,1.61E+05,314.96,4.45E+05,734.09,1.04E+06,71.289,1.01E+05
033117Xim_F4KO_AC1,53,TE,I,12392,299.86,433.85,44.713,2381.7,2.95E+07,34.887,4.32E+05,33.742,4.18E+05,850.99,1.05E+07,118.65,1.47E+06
033117Xim_F4KO_AC1,54,TE,I,10248,142.54,219.02,42.979,1218.2,1.25E+07,50.479,5.17E+05,49.08,5.03E+05,730.06,7.48E+06,448.63,4.60E+06
033117Xim_F4KO_AC1,55,ESC,I,37242,162,254,39,820.156,,254.85,,86.952,,738.666,,73.055,
033117Xim_F4KO_AC1,55.2,ICM,I,37242,171,254,49,659.752,,69.535,,41.328,,671.664,,245.469,
033117Xim_F4KO_AC1,55.3,ICM,I,37242,147,240,56,539.484,,39.565,,36.13,,709.422,,243.289,
033117Xim_F4KO_AC1,56,TE,I,10287,356.8,159.08,44.976,1004.5,1.03E+07,40.189,4.13E+05,33.169,3.41E+05,905.37,9.31E+06,92.174,9.48E+05
033117Xim_F4KO_AC1,57,ESC,I,10147,108.26,248.05,44.6,1206.3,1.22E+07,376.97,3.83E+06,171.69,1.74E+06,764.82,7.76E+06,60.711,6.16E+05
033117Xim_F4KO_AC1,58,ICM,I,11384,172.98,287.68,42.803,847.76,9.65E+06,31.049,3.53E+05,36.445,4.15E+05,707.17,8.05E+06,226.74,2.58E+06
033117Xim_F4KO_AC1,59,TE,I,14320,146.24,358.06,47.059,913.87,1.31E+07,30.135,4.32E+05,27.855,3.99E+05,757.71,1.09E+07,110.91,1.59E+06
033117Xim_F4KO_AC1,60,TE,I,13614,230.84,425.19,48.872,1930.1,2.63E+07,32.298,4.40E+05,32.44,4.42E+05,829.03,1.13E+07,138.7,1.89E+06
033117Xim_F4KO_AC1,61,ICM,I,28399,108,199,44,1369.619,,36.603,,311.891,,732.405,,65.412,
033117Xim_F4KO_AC1,61.2,ICM,I,28399,93,218,52,1250.205,,36.095,,281.138,,759.817,,53.855,
033117Xim_F4KO_AC1,62,TE,I,15766,458.6,284.78,50.092,1739,2.74E+07,29.253,4.61E+05,32.405,5.11E+05,755.77,1.19E+07,151.65,2.39E+06
033117Xim_F4KO_AC1,63,ESC,I,1998,105.31,283.99,45.9,967.06,1.93E+06,363.07,7.25E+05,168.13,3.36E+05,662.36,1.32E+06,41.803,83523
033117Xim_F4KO_AC1,64,ICM,I,13859,108.34,321.42,50.439,865.79,1.20E+07,34.242,4.75E+05,226.26,3.14E+06,711.94,9.87E+06,44.654,6.19E+05
033117Xim_F4KO_AC1,66,TE,I,13116,433.95,355.87,54.431,2062.4,2.71E+07,28.334,3.72E+05,31.623,4.15E+05,829.89,1.09E+07,133.83,1.76E+06
033117Xim_F4KO_AC1,67,ICM,I,10690,81.495,291.86,52.89,848.48,9.07E+06,79.89,8.54E+05,206.74,2.21E+06,604.37,6.46E+06,43.75,4.68E+05
033117Xim_F4KO_AC1,68,ICM,I,10239,148.63,315.29,51.481,573.68,5.87E+06,25.943,2.66E+05,34.087,3.49E+05,679.37,6.96E+06,230.73,2.36E+06
033117Xim_F4KO_AC1,69,ICM,I,19117,94,253,56,931.405,,78.462,,73.039,,776.721,,324.541,
033117Xim_F4KO_AC1,69.2,ICM,I,19117,106,255,64,619.568,,37.508,,181.466,,740.971,,105.628,
033117Xim_F4KO_AC1,70,TE,I,10329,322.5,132.49,55.291,905.77,9.36E+06,22.042,2.28E+05,25.943,2.68E+05,810.36,8.37E+06,108.6,1.12E+06
033117Xim_F4KO_AC1,72,TE,I,8444,447.58,182.51,58.709,1340.8,1.13E+07,26.374,2.23E+05,28.625,2.42E+05,654.91,5.53E+06,135.79,1.15E+06
033117Xim_F4KO_AC1,73,TE,I,16851,362.26,429.67,62.836,1391.2,2.34E+07,27.717,4.67E+05,70.576,1.19E+06,784.84,1.32E+07,125.9,2.12E+06
033117Xim_F4KO_AC1,74,TE,I,6167,102.84,187.79,59.018,805.1,4.97E+06,27.665,1.71E+05,64.924,4.00E+05,675.13,4.16E+06,149.71,9.23E+05
033117Xim_F4KO_AC1,75,TE,I,27816,240,115,63,1240.334,,23.148,,24.602,,875.591,,129.719,
033117Xim_F4KO_AC1,75.2,TE,I,27816,220,109,77,1060.091,,19.913,,23.612,,655.252,,116.127,
033117Xim_F4KO_AC1,76,TE,I,10378,171.18,388.17,64.403,998.59,1.04E+07,21.32,2.21E+05,22.886,2.38E+05,715.56,7.43E+06,81.124,8.42E+05
033117Xim_F4KO_AC1,77,ICM,I,11304,138.7,274.23,63.751,381.45,4.31E+06,28.116,3.18E+05,27.735,3.14E+05,672.31,7.60E+06,128.85,1.46E+06
033117Xim_F4KO_AC1,78,TE,I,13168,313.5,116.55,66.194,824.98,1.09E+07,22.86,3.01E+05,28.134,3.70E+05,857.77,1.13E+07,121.63,1.60E+06
033117Xim_F4KO_AC1,79,TE,I,13303,281.33,439.56,66.452,889.34,1.18E+07,25.061,3.33E+05,21.733,2.89E+05,603.29,8.03E+06,55.142,7.34E+05
033117Xim_F4KO_AC1,80,TE,I,11488,109.97,308.79,68.525,479.83,5.51E+06,26.794,3.08E+05,44.341,5.09E+05,703.71,8.08E+06,65.588,7.53E+05
033117Xim_F4KO_AC1,81,TE,I,9788,389.31,128.4,72.453,826.33,8.09E+06,24.517,2.40E+05,25.544,2.50E+05,674.25,6.60E+06,87.051,8.52E+05
033117Xim_F4KO_AC1,82,TE,I,14683,144.58,160.08,76.364,377.94,5.55E+06,18.399,2.70E+05,19.195,2.82E+05,553.9,8.13E+06,68.849,1.01E+06
033117Xim_F4KO_AC1,83,TE,I,12454,457.34,244.46,75.565,574.67,7.16E+06,20.572,2.56E+05,22.788,2.84E+05,642.61,8.00E+06,79.912,9.95E+05
033117Xim_F4KO_AC1,84,TE,I,13556,232.55,420.57,74.741,470.05,6.37E+06,20.711,2.81E+05,22.818,3.09E+05,681.75,9.24E+06,67.57,9.16E+05
033117Xim_F4KO_AC1,85,TE,I,12799,111.84,218.13,76.588,316.06,4.05E+06,20.292,2.60E+05,29.643,3.79E+05,608.05,7.78E+06,69.883,8.94E+05
033117Xim_F4KO_AC1,86,TE,I,7510,117.64,261.25,77.567,348.23,2.62E+06,20.386,1.53E+05,48.411,3.64E+05,669.65,5.03E+06,62.963,4.73E+05
033117Xim_F4KO_AC1,87,TE,I,11696,422.4,166.9,83.017,470.14,5.50E+06,18.172,2.13E+05,21.294,2.49E+05,753.45,8.81E+06,78.261,9.15E+05
033117Xim_F4KO_AC1,89,TE,I,13532,432.66,328.2,83.049,544.23,7.36E+06,18.262,2.47E+05,19.972,2.70E+05,765.09,1.04E+07,68.608,9.28E+05
033117Xim_F4KO_AC1,90,TE,I,15916,159.92,356.56,85.626,300.83,4.79E+06,16.213,2.58E+05,17.676,2.81E+05,665.88,1.06E+07,49.902,7.94E+05
033117Xim_F4KO_AC1,91,TE,I,18878,362.96,411.69,82.716,691.15,1.30E+07,20.418,3.85E+05,22.647,4.28E+05,671.68,1.27E+07,75.687,1.43E+06
033117Xim_F4KO_AC1,92,TE,I,18607,289.52,416.22,90.078,297.79,5.54E+06,17.397,3.24E+05,18.114,3.37E+05,785.38,1.46E+07,53.18,9.90E+05
033117Xim_F4KO_AC1,93,TE,I,12384,331.46,117.78,90.109,496.9,6.15E+06,18.716,2.32E+05,19.697,2.44E+05,848.99,1.05E+07,60.166,7.45E+05
033117Xim_F4KO_AC1,94,TE,I,10710,358.27,380.59,95.429,520.58,5.58E+06,17.543,1.88E+05,19.934,2.14E+05,811.4,8.69E+06,88.402,9.47E+05
033117Xim_F4KO_AC1,95,TE,I,13920,411.17,276.44,97.731,447.91,6.23E+06,15.921,2.22E+05,18.133,2.52E+05,859.8,1.20E+07,61.472,8.56E+05
033117Xim_F4KO_AC1,96,TE,I,15865,392.8,210.98,100.21,645.54,1.02E+07,17.365,2.75E+05,18.412,2.92E+05,813.33,1.29E+07,48.218,7.65E+05
033117Xim_F4KO_AC1,97,TE,I,22421,149.7,250.24,97.551,171.35,3.84E+06,14.471,3.24E+05,15.461,3.47E+05,686.32,1.54E+07,35.362,7.93E+05
033117Xim_F4KO_AC1,98,TE,I,15054,266.95,128.33,97.978,263.74,3.97E+06,15.209,2.29E+05,15.548,2.34E+05,830.12,1.25E+07,38.716,5.83E+05
033117Xim_F4KO_AC1,99,TE,I,24903,220.6,167.75,102.31,223.55,5.57E+06,13.953,3.47E+05,15.366,3.83E+05,833.43,2.08E+07,42.748,1.06E+06
033117Xim_F4KO_AC1,100,TE,I,17487,216.33,361.83,101.48,206.06,3.60E+06,14.568,2.55E+05,18.427,3.22E+05,797.53,1.39E+07,49.633,8.68E+05
033117Xim_F4KO_AC1,101,TE,I,9052,341.95,345.84,104.44,569.37,5.15E+06,17.39,1.57E+05,23.719,2.15E+05,820.01,7.42E+06,76.731,6.95E+05
033117Xim_F4KO_AC1,102,TE,I,11797,346.2,174.59,107.21,315.54,3.72E+06,16.668,1.97E+05,17.195,2.03E+05,705.97,8.33E+06,52.434,6.19E+05
033117Xim_F4KO_AC1,103,TE,I,10373,371.93,279.21,106.97,446.26,4.63E+06,15.738,1.63E+05,17.104,1.77E+05,835.45,8.67E+06,61.563,6.39E+05
033117Xim_F4KO_AC1,104,TE,I,12115,187.18,293.24,106.37,146.08,1.77E+06,13.749,1.67E+05,15.747,1.91E+05,745.75,9.03E+06,39.79,4.82E+05
033117Xim_F4KO_AC1,105,TE,I,10767,285.9,362.51,106.94,329.21,3.54E+06,15.145,1.63E+05,20.317,2.19E+05,803.18,8.65E+06,54.85,5.91E+05
033117Xim_F4KO_AC1,107,TE,I,16353,241.16,249.04,113.89,245.12,4.01E+06,13.677,2.24E+05,14.46,2.36E+05,895.92,1.47E+07,34.197,5.59E+05
033117Xim_F4KO_AC1,108,TE,I,8858,272.41,301.35,113.49,216.7,1.92E+06,14.082,1.25E+05,16.794,1.49E+05,854.36,7.57E+06,38.107,3.38E+05
033117Xim_F4KO_AC1,110,TE,I,21819,314.55,230.85,114.46,344.89,7.53E+06,14.884,3.25E+05,17.548,3.83E+05,847.24,1.85E+07,58.504,1.28E+06
