Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
020216Xim_JK13,2,10987,TE,254.36,257.07,6.0175,2498.7,2.75E+07,2954.7,3.25E+07,273.78,3.01E+06,727.25,7.99E+06,2867.9,3.15E+07,
020216Xim_JK13,3,7389,TE,248.19,306.4,5.6234,2180.9,1.61E+07,3182.6,2.35E+07,269.25,1.99E+06,717.34,5.30E+06,2636.9,1.95E+07,
020216Xim_JK13,4,13657,TE,207.42,238.49,7.2244,1969.3,2.69E+07,2460.8,3.36E+07,272.12,3.72E+06,690.58,9.43E+06,2418.2,3.30E+07,
020216Xim_JK13,5,16660,TE,203.87,296.78,8.0173,1833.6,3.05E+07,2007.5,3.34E+07,663.89,1.11E+07,736.51,1.23E+07,2106.2,3.51E+07,
020216Xim_JK13,6,12169,TE,310.09,271.48,6.7744,2407.3,2.93E+07,2237.6,2.72E+07,195.11,2.37E+06,747.17,9.09E+06,1240.1,1.51E+07,
020216Xim_JK13,7,6894,TE,287.42,317.5,6.746,2292.7,1.58E+07,2748.1,1.89E+07,230.17,1.59E+06,747.1,5.15E+06,2456.4,1.69E+07,
020216Xim_JK13,9,9114,TE,327.49,226.63,13.304,2290.5,2.09E+07,2569,2.34E+07,210.5,1.92E+06,767.49,6.99E+06,1225.9,1.12E+07,
020216Xim_JK13,10,14371,TE,367.03,254.38,13.729,1947.5,2.80E+07,2406.8,3.46E+07,308.3,4.43E+06,703.82,1.01E+07,896.46,1.29E+07,
020216Xim_JK13,10.2,,TE,367,241,12,2236.513,,2891.856,,340.947,,711.646,,994.992,,
020216Xim_JK13,11,9474,TE,168.82,208.57,14.696,1717.5,1.63E+07,2328.7,2.21E+07,255.3,2.42E+06,707.76,6.71E+06,2414,2.29E+07,
020216Xim_JK13,12,10576,TE,129.12,257.19,15.221,2058.6,2.18E+07,2158.5,2.28E+07,217.2,2.30E+06,783.29,8.28E+06,2358.6,2.49E+07,
020216Xim_JK13,14,9951,TE,249.24,195.17,15.262,2293.9,2.28E+07,2678.1,2.67E+07,204.81,2.04E+06,712.22,7.09E+06,1936.7,1.93E+07,
020216Xim_JK13,15,10186,ICM,236.55,241.81,16.923,1932.3,1.97E+07,144.55,1.47E+06,177.95,1.81E+06,695.1,7.08E+06,3180.8,3.24E+07,
020216Xim_JK13,16,11579,ICM,177.39,308.7,17.025,1934.7,2.24E+07,75.159,8.70E+05,557.98,6.46E+06,787.63,9.12E+06,2385.6,2.76E+07,
020216Xim_JK13,16.2,,ICM,205,311,16,1496.667,,177.98,,2024.349,,704.126,,419.179,,
020216Xim_JK13,17,10809,TE,217.37,347.51,15.71,2203.5,2.38E+07,2641.9,2.86E+07,196.91,2.13E+06,703.29,7.60E+06,1640.2,1.77E+07,
020216Xim_JK13,18,11825,TE,206.81,184.58,16.494,2298.9,2.72E+07,2246.4,2.66E+07,194.5,2.30E+06,734.44,8.68E+06,2007.5,2.37E+07,
020216Xim_JK13,19,9780,TE,290.96,204.48,17.616,2388.2,2.34E+07,1000.1,9.78E+06,107.57,1.05E+06,746.33,7.30E+06,732.58,7.16E+06,
020216Xim_JK13,20,6419,TE,141.82,284.48,17.763,1631.5,1.05E+07,104.08,6.68E+05,205.14,1.32E+06,691.6,4.44E+06,3106.2,1.99E+07,
020216Xim_JK13,21,10100,TE,320.41,338.9,18.345,2183.1,2.20E+07,1381.8,1.40E+07,141.79,1.43E+06,710.57,7.18E+06,688.23,6.95E+06,
020216Xim_JK13,22,11476,TE,365.27,314.19,21.047,2344.3,2.69E+07,1830.1,2.10E+07,159.54,1.83E+06,661.81,7.59E+06,1033.9,1.19E+07,
020216Xim_JK13,24,9026,TE,340.49,190.82,21.326,1635.6,1.48E+07,1632.9,1.47E+07,199.13,1.80E+06,655.77,5.92E+06,767.4,6.93E+06,
020216Xim_JK13,25,7852,ICM,158.43,229.67,20.159,1466.7,1.15E+07,117.52,9.23E+05,1632.6,1.28E+07,856.82,6.73E+06,291.83,2.29E+06,
020216Xim_JK13,26,11848,TE,254.64,370.99,22.312,2201.7,2.61E+07,2500,2.96E+07,179.97,2.13E+06,779.88,9.24E+06,1796,2.13E+07,
020216Xim_JK13,27,355,ICM,170.03,258.81,17.082,1078.8,3.83E+05,63.693,22611,1616.4,5.74E+05,739.76,2.63E+05,194.1,68905,
020216Xim_JK13,28,3811,ICM,152.98,322,21.157,1578.8,6.02E+06,98.547,3.76E+05,1405,5.35E+06,813.11,3.10E+06,325.22,1.24E+06,
020216Xim_JK13,29,774,ICM,199.69,262.4,19.203,1075.2,8.32E+05,103.71,80273,1278.4,9.90E+05,833.77,6.45E+05,195.64,1.51E+05,
020216Xim_JK13,30,14706,ICM,225.29,298.99,27.701,1360,2.00E+07,68.798,1.01E+06,449.84,6.62E+06,699.32,1.03E+07,1613.8,2.37E+07,
020216Xim_JK13,30.2,,ICM,211,289,30,1075.617,,52.193,,1105.424,,683.924,,264.55,,
020216Xim_JK13,31,8356,ICM,223.86,202.36,26.377,1639.2,1.37E+07,170.34,1.42E+06,118.57,9.91E+05,827.69,6.92E+06,2036.6,1.70E+07,
020216Xim_JK13,32,10520,TE,204.53,158.13,29.027,1669,1.76E+07,1806.7,1.90E+07,160.54,1.69E+06,814.14,8.56E+06,1553.6,1.63E+07,
020216Xim_JK13,33,4860,TE,267.57,179.93,26.197,1878.5,9.13E+06,1852.3,9.00E+06,131.6,6.40E+05,689.61,3.35E+06,843.89,4.10E+06,
020216Xim_JK13,34,5299,ICM,220.04,237.46,25.913,1164.2,6.17E+06,76.871,4.07E+05,146.78,7.78E+05,611.82,3.24E+06,2582.4,1.37E+07,
020216Xim_JK13,35,10418,TE,404.31,270.76,28.658,2054,2.14E+07,1843.3,1.92E+07,134.31,1.40E+06,891.92,9.29E+06,604.45,6.30E+06,
020216Xim_JK13,36,10076,TE,361.32,175.98,29.121,1530.3,1.54E+07,1674.7,1.69E+07,385.01,3.88E+06,785.89,7.92E+06,758.87,7.65E+06,
020216Xim_JK13,37,13001,TE,143.18,187.19,31.47,1290.1,1.68E+07,1648.4,2.14E+07,147.81,1.92E+06,765.31,9.95E+06,1427.8,1.86E+07,
020216Xim_JK13,38,10547,TE,389,216.06,29.922,1666.8,1.76E+07,1753.6,1.85E+07,130.17,1.37E+06,752.98,7.94E+06,860.94,9.08E+06,
020216Xim_JK13,39,6170,ICM,190.11,244.66,27.429,1018.3,6.28E+06,55.193,3.41E+05,1046.6,6.46E+06,680.47,4.20E+06,188,1.16E+06,
020216Xim_JK13,40,5805,TE,285.75,163,30.73,1629.8,9.46E+06,1333.5,7.74E+06,111.32,6.46E+05,750.84,4.36E+06,701.25,4.07E+06,
020216Xim_JK13,41,12189,TE,152.88,336.58,30.507,1329.6,1.62E+07,1440.5,1.76E+07,281.53,3.43E+06,741.28,9.04E+06,1457.7,1.78E+07,
020216Xim_JK13,42,7787,ICM,185.92,195.96,29.928,1391.9,1.08E+07,118.83,9.25E+05,120.22,9.36E+05,761.06,5.93E+06,2059.9,1.60E+07,
020216Xim_JK13,43,3490,ICM,167.21,290.34,29.153,993.19,3.47E+06,52.875,1.85E+05,1386.2,4.84E+06,744.06,2.60E+06,296.9,1.04E+06,
020216Xim_JK13,44,9926,ICM,136.53,272.71,30.893,991.84,9.85E+06,76.383,7.58E+05,219.65,2.18E+06,725.62,7.20E+06,2130.9,2.12E+07,
020216Xim_JK13,45,9193,ICM,150.28,221.69,34.851,982.75,9.03E+06,62.185,5.72E+05,1205,1.11E+07,735.87,6.76E+06,213.73,1.96E+06,
020216Xim_JK13,46,11008,TE,333,367.35,37.309,1664.1,1.83E+07,1353.8,1.49E+07,99.199,1.09E+06,779.37,8.58E+06,430.74,4.74E+06,
020216Xim_JK13,47,8066,TE,343.7,161.86,35.385,1291.6,1.04E+07,1615.6,1.30E+07,129.2,1.04E+06,762.33,6.15E+06,598.08,4.82E+06,
020216Xim_JK13,48,13015,TE,227.71,378.41,38.767,1345.6,1.75E+07,1660.3,2.16E+07,116.37,1.51E+06,827.19,1.08E+07,847.58,1.10E+07,
020216Xim_JK13,49,16851,TE,256.23,150.37,39.216,1189,2.00E+07,1294.2,2.18E+07,101.48,1.71E+06,789.37,1.33E+07,655.3,1.10E+07,
020216Xim_JK13,49.2,,TE,246,154,34,1354.861,,1603.178,,114.48,,819.062,,796.477,,
020216Xim_JK13,51,705,ICM,161.25,243.23,34.142,785.12,5.54E+05,48.918,34487,1288.8,9.09E+05,843.42,5.95E+05,191.95,1.35E+05,
020216Xim_JK13,53,5734,ICM,153.25,300.07,36.401,945.53,5.42E+06,63.884,3.66E+05,360.63,2.07E+06,700.67,4.02E+06,1545,8.86E+06,
020216Xim_JK13,55,3119,ICM,210.16,176.38,38.618,1307.9,4.08E+06,153.67,4.79E+05,106.83,3.33E+05,736.69,2.30E+06,1944.2,6.06E+06,
020216Xim_JK13,56,12704,TE,395.49,311.56,41.082,1535.4,1.95E+07,1346.6,1.71E+07,114.6,1.46E+06,717.56,9.12E+06,423.71,5.38E+06,
020216Xim_JK13,57,4893,ICM,224.92,196.68,40.509,1034.6,5.06E+06,59.093,2.89E+05,101.12,4.95E+05,675.81,3.31E+06,1855.8,9.08E+06,
020216Xim_JK13,58,11283,TE,186.77,355.53,44.313,787.32,8.88E+06,829.51,9.36E+06,96.166,1.09E+06,684.12,7.72E+06,893.59,1.01E+07,
020216Xim_JK13,59,1671,ICM,176.97,280.1,37.947,690.68,1.15E+06,40.573,67797,1262.8,2.11E+06,879.47,1.47E+06,166.71,2.79E+05,
020216Xim_JK13,60,12061,TE,288.41,388.59,45.375,1264.8,1.53E+07,1254.1,1.51E+07,95.554,1.15E+06,714.54,8.62E+06,358.85,4.33E+06,
020216Xim_JK13,61,969,ICM,195.96,292.69,40.987,617.48,5.98E+05,41.29,40010,988.75,9.58E+05,585.16,5.67E+05,146.04,1.42E+05,
020216Xim_JK13,62,11994,TE,170.83,164.77,48.573,804.2,9.65E+06,855.71,1.03E+07,147.81,1.77E+06,736.19,8.83E+06,951.91,1.14E+07,
020216Xim_JK13,63,11801,TE,399.62,195.62,46.415,1162.7,1.37E+07,1017.3,1.20E+07,325.52,3.84E+06,730.51,8.62E+06,635.99,7.51E+06,
020216Xim_JK13,64,327,ICM,148.13,258.91,39.187,689.45,2.25E+05,43.119,14100,876.58,2.87E+05,688.9,2.25E+05,488.01,1.60E+05,
020216Xim_JK13,65,18511,ICM,210.17,267.02,46.24,508.25,9.41E+06,35.334,6.54E+05,258.21,4.78E+06,763.28,1.41E+07,720.51,1.33E+07,
020216Xim_JK13,66,18547,TE,126.43,275.29,48.445,617.34,1.15E+07,879.72,1.63E+07,197.15,3.66E+06,652.28,1.21E+07,657.78,1.22E+07,
020216Xim_JK13,67,8810,TE,353.92,162.33,46.68,868.85,7.65E+06,1233.9,1.09E+07,118.55,1.04E+06,697.34,6.14E+06,487.74,4.30E+06,
020216Xim_JK13,69,6239,ICM,173.87,187.91,45.155,823.38,5.14E+06,82.858,5.17E+05,93.212,5.82E+05,686.35,4.28E+06,1223.9,7.64E+06,
020216Xim_JK13,70,12981,TE,152.67,326.33,49.502,742.62,9.64E+06,903.86,1.17E+07,104,1.35E+06,698.27,9.06E+06,985.65,1.28E+07,
020216Xim_JK13,71,11661,TE,208.41,154.67,49.013,690.15,8.05E+06,777.96,9.07E+06,79.58,9.28E+05,718.98,8.38E+06,593.97,6.93E+06,
020216Xim_JK13,72,6035,ICM,157.44,227.17,46.481,704.64,4.25E+06,51.399,3.10E+05,445.43,2.69E+06,758.01,4.57E+06,834.33,5.04E+06,
020216Xim_JK13,73,16632,ICM,192.56,223.42,52.776,447.36,7.44E+06,42.376,7.05E+05,86.468,1.44E+06,622.33,1.04E+07,905.44,1.51E+07,
020216Xim_JK13,74,12915,TE,141.17,200.3,51.886,618.68,7.99E+06,649.69,8.39E+06,98.003,1.27E+06,714.91,9.23E+06,680.24,8.79E+06,
020216Xim_JK13,75,8577,TE,246.34,146.76,54.095,678.2,5.82E+06,769.32,6.60E+06,78.597,6.74E+05,620.56,5.32E+06,476.39,4.09E+06,
020216Xim_JK13,76,22435,TE,400.67,260.31,58.364,1080.9,2.43E+07,850.02,1.91E+07,76.83,1.72E+06,717.29,1.61E+07,316.44,7.10E+06,
020216Xim_JK13,77,292,ICM,154.41,260.1,50.226,529.59,1.55E+05,50.658,14792,825.42,2.41E+05,716.72,2.09E+05,161.18,47064,
020216Xim_JK13,78,7521,ICM,178.24,300.53,52.984,492.03,3.70E+06,70.982,5.34E+05,153.42,1.15E+06,717.25,5.39E+06,1093.4,8.22E+06,
020216Xim_JK13,79,18235,TE,367.44,346.77,59.54,965.51,1.76E+07,726.18,1.32E+07,80.584,1.47E+06,701.71,1.28E+07,210.26,3.83E+06,
020216Xim_JK13,80,11010,TE,285.12,148.73,55.297,569.7,6.27E+06,492.66,5.42E+06,69.285,7.63E+05,713.63,7.86E+06,262.69,2.89E+06,
020216Xim_JK13,81,9457,TE,327.71,375.71,54.933,781.85,7.39E+06,606.93,5.74E+06,65.989,6.24E+05,677.96,6.41E+06,333.54,3.15E+06,
020216Xim_JK13,82,12587,TE,318.79,161.16,60.782,448.15,5.64E+06,550.78,6.93E+06,55.055,6.93E+05,751.33,9.46E+06,254.3,3.20E+06,
020216Xim_JK13,83,9056,TE,354.74,178.09,60.469,746.62,6.76E+06,540.63,4.90E+06,66.922,6.06E+05,559.37,5.07E+06,176.13,1.60E+06,
020216Xim_JK13,84,9990,TE,382.58,194.31,60.462,799.22,7.98E+06,530.97,5.30E+06,87.368,8.73E+05,712.77,7.12E+06,203.82,2.04E+06,
020216Xim_JK13,85,24479,TE,244.69,372.48,62.902,585.64,1.43E+07,666.05,1.63E+07,58.98,1.44E+06,668.04,1.64E+07,343.68,8.41E+06,
020216Xim_JK13,86,6293,ICM,166.28,238.44,60.076,500.64,3.15E+06,77.157,4.86E+05,124.1,7.81E+05,703.28,4.43E+06,1242,7.82E+06,
020216Xim_JK13,87,12664,TE,139.97,254.63,62.087,475.62,6.02E+06,561.91,7.12E+06,129.57,1.64E+06,620.27,7.86E+06,531.21,6.73E+06,
020216Xim_JK13,88,14490,ICM,183.29,323.36,64.862,368.51,5.34E+06,447.46,6.48E+06,60.708,8.80E+05,674.64,9.78E+06,426.06,6.17E+06,
020216Xim_JK13,89,9713,TE,247.26,163.72,67.638,395.71,3.84E+06,476.59,4.63E+06,68.167,6.62E+05,766.43,7.44E+06,315.26,3.06E+06,
020216Xim_JK13,90,9020,TE,301.57,359.78,70.248,494.13,4.46E+06,463.02,4.18E+06,48.707,4.39E+05,848.87,7.66E+06,241.04,2.17E+06,
020216Xim_JK13,91,16254,TE,204.26,191.18,73.251,261.86,4.26E+06,296.97,4.83E+06,45.038,7.32E+05,666.34,1.08E+07,219.16,3.56E+06,
020216Xim_JK13,92,18506,TE,173.03,229.22,72.058,322.77,5.97E+06,296.07,5.48E+06,55.217,1.02E+06,682.2,1.26E+07,433.39,8.02E+06,
020216Xim_JK13,93,10776,TE,367.06,213.33,75.412,387.64,4.18E+06,412.17,4.44E+06,49.607,5.35E+05,738.65,7.96E+06,188.39,2.03E+06,
020216Xim_JK13,94,9723,TE,189.69,279.35,74.096,223.13,2.17E+06,292.98,2.85E+06,44.149,4.29E+05,678.87,6.60E+06,261.21,2.54E+06,
020216Xim_JK13,95,12267,TE,218.22,326.5,77.202,243.83,2.99E+06,278.2,3.41E+06,35.259,4.33E+05,741.54,9.10E+06,196.32,2.41E+06,
020216Xim_JK13,96,15517,TE,326.66,193.1,78.533,304.83,4.73E+06,254.91,3.96E+06,37.441,5.81E+05,776.15,1.20E+07,133.95,2.08E+06,
020216Xim_JK13,97,14647,TE,263.86,192.99,80.925,227.55,3.33E+06,264.36,3.87E+06,40.213,5.89E+05,880.43,1.29E+07,162.23,2.38E+06,
020216Xim_JK13,98,14688,TE,347.83,240.75,81.895,273.99,4.02E+06,330.35,4.85E+06,37.05,5.44E+05,769.95,1.13E+07,103.45,1.52E+06,
020216Xim_JK13,99,11844,TE,326.95,322.3,80.707,440.86,5.22E+06,358.18,4.24E+06,53.419,6.33E+05,790.85,9.37E+06,128.09,1.52E+06,
020216Xim_JK13,100,21147,TE,275.04,328.66,82.036,327.65,6.93E+06,238.09,5.03E+06,41.408,8.76E+05,858.95,1.82E+07,163.08,3.45E+06,
020216Xim_JK13,101,13197,TE,247.23,219.18,82.727,257.15,3.39E+06,231.55,3.06E+06,39.296,5.19E+05,757.61,1.00E+07,142.47,1.88E+06,
020216Xim_JK13,102,15585,TE,332.63,292.43,83.484,421.59,6.57E+06,337.28,5.26E+06,51.651,8.05E+05,794.55,1.24E+07,124.65,1.94E+06,
020216Xim_JK13,103,15188,TE,300.78,229.15,83.427,257.79,3.92E+06,169.34,2.57E+06,59.346,9.01E+05,812.03,1.23E+07,108.19,1.64E+06,
020216Xim_JK13,104,9175,TE,211.51,260.4,84.098,213.65,1.96E+06,183.91,1.69E+06,31.638,2.90E+05,680.57,6.24E+06,154.45,1.42E+06,
020216Xim_JK13,105,14688,TE,267.4,274.12,84.307,243.14,3.57E+06,159.52,2.34E+06,71.707,1.05E+06,829.7,1.22E+07,108.75,1.60E+06,
020216Xim_JK13,106,8199,TE,225.15,304.47,84.166,278.55,2.28E+06,185.53,1.52E+06,31.269,2.56E+05,679.03,5.57E+06,156.82,1.29E+06,
