Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
020416Xim_F4KO_O7,104,1,TE,7843,204.16,247.08,3.1095,2118.6,1.66E+07,24.156,1.89E+05,122.32,9.59E+05,981.87,7.70E+06,1888.8,1.48E+07,
020416Xim_F4KO_O7,104,2,TE,5698,308.3,269.89,3.0312,2291.1,1.31E+07,22.699,1.29E+05,170.37,9.71E+05,984.43,5.61E+06,2675.7,1.52E+07,
020416Xim_F4KO_O7,104,3,TE,9721,234.61,325.53,3.3291,2101.4,2.04E+07,21.685,2.11E+05,138.36,1.35E+06,980.02,9.53E+06,2087.3,2.03E+07,
020416Xim_F4KO_O7,104,4,TE,10485,260.43,178.86,5.8088,1614,1.69E+07,18.176,1.91E+05,94.142,9.87E+05,1003,1.05E+07,1186.4,1.24E+07,
020416Xim_F4KO_O7,104,5,TE,11420,173.85,179.37,10.199,1313.7,1.50E+07,24.723,2.82E+05,118.73,1.36E+06,995.74,1.14E+07,1754.1,2.00E+07,
020416Xim_F4KO_O7,104,6,TE,8228,337.99,339.4,9.306,1796.2,1.48E+07,18.744,1.54E+05,120.74,9.93E+05,977.98,8.05E+06,1903.6,1.57E+07,
020416Xim_F4KO_O7,104,7,TE,13206,344.98,203.57,11.181,1233.1,1.63E+07,16.972,2.24E+05,80.918,1.07E+06,1017.6,1.34E+07,1225.3,1.62E+07,
020416Xim_F4KO_O7,104,8,PRE,9502,159.58,287.24,13.996,1765.9,1.68E+07,20.549,1.95E+05,111.04,1.06E+06,982.88,9.34E+06,1916.2,1.82E+07,
020416Xim_F4KO_O7,104,9,TE,11800,180.82,353.21,13.721,1470,1.73E+07,23.134,2.73E+05,155.8,1.84E+06,959.33,1.13E+07,1405.9,1.66E+07,
020416Xim_F4KO_O7,104,10,TE,12250,109.93,217.71,17.848,1620.7,1.99E+07,18.74,2.30E+05,86.776,1.06E+06,942.19,1.15E+07,1284,1.57E+07,
020416Xim_F4KO_O7,104,11,TE,15966,118.18,306.38,19.08,1643.6,2.62E+07,64.617,1.03E+06,118.26,1.89E+06,1039.9,1.66E+07,971.08,1.55E+07,
020416Xim_F4KO_O7,104,12,TE,10860,212.77,117.76,20.727,1602.6,1.74E+07,18.542,2.01E+05,102.83,1.12E+06,978.83,1.06E+07,1467.2,1.59E+07,
020416Xim_F4KO_O7,104,13,PRE,8482,142.3,225.49,20.525,1365.5,1.16E+07,18.593,1.58E+05,122.72,1.04E+06,1028.7,8.73E+06,2332.8,1.98E+07,
020416Xim_F4KO_O7,104,14,TE,9268,394.72,281.18,19.378,1517.9,1.41E+07,17.281,1.60E+05,97.76,9.06E+05,998.65,9.26E+06,1456.9,1.35E+07,
020416Xim_F4KO_O7,104,15,TE,13912,265.66,407.95,22.347,1918.8,2.67E+07,20.622,2.87E+05,138.87,1.93E+06,1018.2,1.42E+07,1784.5,2.48E+07,
020416Xim_F4KO_O7,104,16,TE,9945,290.77,114.43,22.947,1710.5,1.70E+07,18.281,1.82E+05,84.712,8.42E+05,985.01,9.80E+06,1071.8,1.07E+07,
020416Xim_F4KO_O7,104,17,TE,8509,342.38,394.24,24.412,1796.4,1.53E+07,17.434,1.48E+05,75.548,6.43E+05,974.44,8.29E+06,990.61,8.43E+06,
020416Xim_F4KO_O7,104,18,EPI,9775,136.49,324.57,24.254,1477.9,1.44E+07,55.19,5.39E+05,637.15,6.23E+06,911.8,8.91E+06,305.35,2.98E+06,
020416Xim_F4KO_O7,104,19,EPI,8262,116.36,256.15,24.095,1285.8,1.06E+07,21.291,1.76E+05,961.02,7.94E+06,943.1,7.79E+06,458.63,3.79E+06,
020416Xim_F4KO_O7,104,20,TE,8819,354.9,126.72,28.759,1756.3,1.55E+07,17.107,1.51E+05,66.625,5.88E+05,1007.8,8.89E+06,655.34,5.78E+06,
020416Xim_F4KO_O7,104,21,TE,8596,132,142,28,1575.84,,18.363,,128.033,,956.326,,1979.648,,
020416Xim_F4KO_O7,104,21.2,TE,8596,122,138,33,1205.664,,19.751,,131.776,,943.591,,1765.337,,
020416Xim_F4KO_O7,104,22,PRE,12314,194.91,392.96,29.384,1359.2,1.67E+07,16.724,2.06E+05,79.169,9.75E+05,941.4,1.16E+07,1384.5,1.70E+07,
020416Xim_F4KO_O7,104,23,TE,8282,400.62,355.19,30.087,1508.1,1.25E+07,16.463,1.36E+05,95.704,7.93E+05,961.63,7.96E+06,1206.7,9.99E+06,
020416Xim_F4KO_O7,104,26,TE,7489,424.81,227.93,33.928,1757.4,1.32E+07,16.167,1.21E+05,70.825,5.30E+05,1019.5,7.64E+06,935.34,7.00E+06,
020416Xim_F4KO_O7,104,27,PRE,9432,118.97,283.73,32.842,1082.5,1.02E+07,22.399,2.11E+05,142.44,1.34E+06,933.2,8.80E+06,1805.4,1.70E+07,
020416Xim_F4KO_O7,104,28,TE,8404,159.04,408.93,35.089,1358.6,1.14E+07,20.407,1.72E+05,121.33,1.02E+06,1046.1,8.79E+06,1428.4,1.20E+07,
020416Xim_F4KO_O7,104,29,PRE,5969,111.68,187.14,33.86,1110.7,6.63E+06,18.047,1.08E+05,122.01,7.28E+05,1013.8,6.05E+06,2295.1,1.37E+07,
020416Xim_F4KO_O7,104,30,PRE,7596,102.99,219.13,33.741,1231.6,9.36E+06,30.284,2.30E+05,143.23,1.09E+06,896.54,6.81E+06,2237.3,1.70E+07,
020416Xim_F4KO_O7,104,31,PRE,9901,140.28,355.83,34.609,1034.1,1.02E+07,19.443,1.93E+05,101.62,1.01E+06,933.16,9.24E+06,1304.9,1.29E+07,
020416Xim_F4KO_O7,104,32,TE,6632,112.84,376.85,37.813,1540,1.02E+07,29.954,1.99E+05,121.36,8.05E+05,1075.7,7.13E+06,1347.9,8.94E+06,
020416Xim_F4KO_O7,104,33,ESC,14348,110,332,35,1051.848,,526.437,,606.266,,1019.351,,167.925,,
