Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
020216Xim_JK7,1,8602,TE,270.51,206.11,9.3949,1740.6,1.50E+07,45.321,3.90E+05,179.22,1.54E+06,910.54,7.83E+06,2204.2,1.90E+07,
020216Xim_JK7,2,7767,TE,266.33,255.78,6.1182,1997.2,1.55E+07,46.227,3.59E+05,270.7,2.10E+06,931.36,7.23E+06,2291.6,1.78E+07,
020216Xim_JK7,3,12958,TE,223.53,288.99,8.3862,2477,3.21E+07,45.641,5.91E+05,447.87,5.80E+06,934.36,1.21E+07,1828.9,2.37E+07,
020216Xim_JK7,4,14699,TE,273.19,316.83,8.0459,1999,2.94E+07,44.62,6.56E+05,164.53,2.42E+06,950.67,1.40E+07,1972.4,2.90E+07,
020216Xim_JK7,5,7937,TE,225.32,205.32,9.3557,1909.1,1.52E+07,44.612,3.54E+05,199.82,1.59E+06,945.26,7.50E+06,2365,1.88E+07,
020216Xim_JK7,6,8118,TE,207.87,238.13,12.095,2776.2,2.25E+07,36.255,2.94E+05,621.57,5.05E+06,937.99,7.61E+06,137.57,1.12E+06,
020216Xim_JK7,7,10268,TE,317.91,244.57,10.528,2611.3,2.68E+07,35.348,3.63E+05,85.493,8.78E+05,1008.1,1.04E+07,663.35,6.81E+06,
020216Xim_JK7,8,5092,TE,308.27,195.66,11.432,2534.4,1.29E+07,44.781,2.28E+05,172.54,8.79E+05,955.47,4.87E+06,2306.3,1.17E+07,
020216Xim_JK7,9,11108,TE,331.21,297.21,12.588,2441.4,2.71E+07,44.11,4.90E+05,145.76,1.62E+06,952.65,1.06E+07,1394.2,1.55E+07,
020216Xim_JK7,10,7172,TE,211.43,328.37,14.641,2063.2,1.48E+07,42.821,3.07E+05,175.48,1.26E+06,959.32,6.88E+06,2453.5,1.76E+07,
020216Xim_JK7,11,8336,TE,157.85,246.58,14.946,1914.5,1.60E+07,60.026,5.00E+05,267.13,2.23E+06,891.61,7.43E+06,1467.9,1.22E+07,
020216Xim_JK7,12,6555,TE,316.89,334.79,14.186,2014.2,1.32E+07,42.75,2.80E+05,187.91,1.23E+06,1016.8,6.67E+06,2393.8,1.57E+07,
020216Xim_JK7,13,9884,TE,247.86,211.43,17.44,2192.5,2.17E+07,39.832,3.94E+05,202.15,2.00E+06,938.62,9.28E+06,2951.2,2.92E+07,
020216Xim_JK7,14,6099,TE,277.41,261.38,14.638,2126.7,1.30E+07,47.132,2.87E+05,217.97,1.33E+06,913.3,5.57E+06,2956,1.80E+07,
020216Xim_JK7,15,6453,TE,284.2,164.57,16.442,1858,1.20E+07,41.87,2.70E+05,160.52,1.04E+06,913.69,5.90E+06,2094.6,1.35E+07,
020216Xim_JK7,16,8669,TE,176.65,201.77,16.956,2060.5,1.79E+07,42.962,3.72E+05,218.14,1.89E+06,1080.1,9.36E+06,1962.7,1.70E+07,
020216Xim_JK7,17,6227,TE,349.03,207.2,16.269,2052,1.28E+07,41.66,2.59E+05,140.13,8.73E+05,915.52,5.70E+06,1545,9.62E+06,
020216Xim_JK7,18,7406,TE,236.9,160.57,17.227,1602.6,1.19E+07,41.748,3.09E+05,170.94,1.27E+06,870.86,6.45E+06,2285.7,1.69E+07,
020216Xim_JK7,19,5909,TE,172.83,318.05,18.159,1989.6,1.18E+07,42.093,2.49E+05,249.96,1.48E+06,916.22,5.41E+06,2228.8,1.32E+07,
020216Xim_JK7,20,12003,TE,227.71,247.02,20.894,1835.5,2.20E+07,38.543,4.63E+05,1558.2,1.87E+07,962.46,1.16E+07,256.88,3.08E+06,
020216Xim_JK7,20.2,,ICM,227,241,22,1803.167,,37.089,,1821.665,,943.684,,308.608,,
020216Xim_JK7,21,8527,TE,158.41,278.81,19.573,2615.2,2.23E+07,70.58,6.02E+05,952.08,8.12E+06,987.95,8.42E+06,129.93,1.11E+06,
020216Xim_JK7,21.2,,ICM,187,258,20,1620.226,,54.943,,1091.624,,776.858,,223.471,,
020216Xim_JK7,22,2279,TE,201.53,304.5,16.966,1722.3,3.93E+06,43.07,98156,1332.3,3.04E+06,952.34,2.17E+06,404.45,9.22E+05,
020216Xim_JK7,23,5077,TE,247.57,315.25,18.523,1909.2,9.69E+06,41.563,2.11E+05,193.06,9.80E+05,948.93,4.82E+06,2882,1.46E+07,
020216Xim_JK7,24,6270,TE,228.17,358.43,19.63,2039.4,1.28E+07,41.267,2.59E+05,138.77,8.70E+05,864.63,5.42E+06,1569.6,9.84E+06,
020216Xim_JK7,25,6012,TE,374.82,248.64,20.762,1944,1.17E+07,38.166,2.29E+05,118,7.09E+05,962.96,5.79E+06,1270.5,7.64E+06,
020216Xim_JK7,26,4513,ICM,186.24,217.36,20.936,2400.6,1.08E+07,140.13,6.32E+05,208.68,9.42E+05,856.72,3.87E+06,1765,7.97E+06,
020216Xim_JK7,27,11654,TE,365.76,327.19,22.183,2075.9,2.42E+07,38.993,4.54E+05,145.45,1.70E+06,923.45,1.08E+07,1114.3,1.30E+07,
020216Xim_JK7,28,6493,TE,273.15,374.48,22.227,1811.7,1.18E+07,36.543,2.37E+05,146.69,9.52E+05,833.99,5.42E+06,1968.9,1.28E+07,
020216Xim_JK7,29,11888,TE,339.09,164.03,24.534,1838.9,2.19E+07,39.175,4.66E+05,88.067,1.05E+06,987.93,1.17E+07,304,3.61E+06,
020216Xim_JK7,30,303,ICM,213.05,293.92,18.967,1932.6,5.86E+05,42.574,12900,1687.3,5.11E+05,1040.2,3.15E+05,449.85,1.36E+05,
020216Xim_JK7,31,3785,ICM,273.62,231.56,24.178,2311.6,8.75E+06,37.768,1.43E+05,121.38,4.59E+05,973.36,3.68E+06,1373.2,5.20E+06,
020216Xim_JK7,32,4040,ICM,263.99,271.99,24.369,2319.2,9.37E+06,32.879,1.33E+05,112.79,4.56E+05,939.04,3.79E+06,1379.4,5.57E+06,
020216Xim_JK7,34,5090,TE,185.33,174.86,26.946,1980.3,1.01E+07,40.786,2.08E+05,149.8,7.62E+05,937.89,4.77E+06,1460.4,7.43E+06,
020216Xim_JK7,35,6893,TE,300.74,137.67,28.067,1527,1.05E+07,37.978,2.62E+05,191.58,1.32E+06,861.17,5.94E+06,976.3,6.73E+06,
020216Xim_JK7,36,10918,ICM,395.3,282.97,28.731,2110.5,2.30E+07,38.523,4.21E+05,114.86,1.25E+06,963.34,1.05E+07,765.48,8.36E+06,
020216Xim_JK7,37,5841,TE,191.4,380.41,27.315,2068.2,1.21E+07,38.207,2.23E+05,128.64,7.51E+05,980.76,5.73E+06,1418.4,8.29E+06,
020216Xim_JK7,38,6601,ICM,245.9,196.92,28.139,1410.6,9.31E+06,33.511,2.21E+05,147.8,9.76E+05,970.54,6.41E+06,2323,1.53E+07,
020216Xim_JK7,39,11231,TE,387.13,212.1,30.093,2001.9,2.25E+07,34.528,3.88E+05,133.15,1.50E+06,1167.1,1.31E+07,1208.7,1.36E+07,
020216Xim_JK7,40,9660,ICM,219.68,325.49,26.965,1553,1.50E+07,34.123,3.30E+05,160.8,1.55E+06,927.6,8.96E+06,1731.4,1.67E+07,
020216Xim_JK7,40.2,,ICM,214,317,26,1478.619,,33.434,,199.46,,914.904,,1927.235,,
020216Xim_JK7,41,6299,TE,177.6,349.94,30.213,1628.9,1.03E+07,39.245,2.47E+05,137.56,8.66E+05,966.62,6.09E+06,1667.9,1.05E+07,
020216Xim_JK7,42,13434,TE,346.52,365.2,30.84,1655.4,2.22E+07,34.52,4.64E+05,97.2,1.31E+06,909.5,1.22E+07,889.55,1.20E+07,
020216Xim_JK7,43,5604,ICM,218.89,354.92,28.95,1734.1,9.72E+06,36.275,2.03E+05,121.96,6.83E+05,815.91,4.57E+06,1517.7,8.51E+06,
020216Xim_JK7,44,9129,TE,238.25,140.54,30.254,1214.5,1.11E+07,37.487,3.42E+05,162.75,1.49E+06,939.45,8.58E+06,1022.7,9.34E+06,
020216Xim_JK7,45,5249,ICM,211.22,191.57,30.546,1380.2,7.24E+06,32.217,1.69E+05,111.08,5.83E+05,814.82,4.28E+06,1403.5,7.37E+06,
020216Xim_JK7,46,4816,ICM,189.2,242,30.13,1429.7,6.89E+06,40.555,1.95E+05,264.19,1.27E+06,958.52,4.62E+06,1022.3,4.92E+06,
020216Xim_JK7,47,4578,ICM,212.83,228.27,30.199,1600.8,7.33E+06,33.613,1.54E+05,529.44,2.42E+06,922.22,4.22E+06,1694.2,7.76E+06,
020216Xim_JK7,48,9908,ICM,213.64,286.52,33.609,974.49,9.66E+06,28.553,2.83E+05,149.21,1.48E+06,878.56,8.70E+06,1483.2,1.47E+07,
020216Xim_JK7,49,3937,TE,219.84,411.72,31.068,2235.1,8.80E+06,41.336,1.63E+05,95.843,3.77E+05,877.33,3.45E+06,531.9,2.09E+06,
020216Xim_JK7,50,4722,ICM,216.8,175.15,33.112,1317.1,6.22E+06,33.127,1.56E+05,134.97,6.37E+05,873.07,4.12E+06,2030.7,9.59E+06,
020216Xim_JK7,51,5309,ICM,175.29,201.74,31.059,1730,9.18E+06,39.731,2.11E+05,123.11,6.54E+05,1065.9,5.66E+06,1389.1,7.37E+06,
