Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
071518Xim_WT_BX3,1,TE,I,8014,205.25,252.75,5.6445,3247.4,2.60E+07,38.36,3.07E+05,39.632,3.18E+05,591.98,4.74E+06,20.799,1.67E+05,
071518Xim_WT_BX3,2,TE,I,8187,259.27,265.92,4.7415,2403,1.97E+07,49.055,4.02E+05,41.326,3.38E+05,584.22,4.78E+06,23.273,1.91E+05,
071518Xim_WT_BX3,3,TE,I,5539,266.09,175.77,6.6288,2993.8,1.66E+07,42.653,2.36E+05,229.98,1.27E+06,555.14,3.07E+06,23.156,1.28E+05,
071518Xim_WT_BX3,4,TE,I,7132,273,208.08,6.6565,2617.5,1.87E+07,47.876,3.41E+05,28.636,2.04E+05,595.77,4.25E+06,22.255,1.59E+05,
071518Xim_WT_BX3,5,TE,I,12759,313.03,235.77,6.4856,2767,3.53E+07,48.701,6.21E+05,153.33,1.96E+06,563.58,7.19E+06,22.31,2.85E+05,
071518Xim_WT_BX3,6,TE,I,11155,315.4,297.25,10.036,2431.1,2.71E+07,36.401,4.06E+05,87.959,9.81E+05,563.94,6.29E+06,21.334,2.38E+05,
071518Xim_WT_BX3,7,TE,I,8321,240.19,327.71,8.8081,2385.4,1.98E+07,40.402,3.36E+05,40.697,3.39E+05,555.15,4.62E+06,21.803,1.81E+05,
071518Xim_WT_BX3,9,TE,I,11491,208.42,347.1,11.925,1976.7,2.27E+07,36,4.14E+05,35.864,4.12E+05,572.23,6.58E+06,20.42,2.35E+05,
071518Xim_WT_BX3,13,TE,I,9853,216.4,166.95,15.101,2592.5,2.55E+07,36.271,3.57E+05,28.424,2.80E+05,570.41,5.62E+06,19.992,1.97E+05,
071518Xim_WT_BX3,14,TE,I,6752,310.76,170.81,15.594,2350.1,1.59E+07,46.122,3.11E+05,161.66,1.09E+06,580.88,3.92E+06,20.88,1.41E+05,
071518Xim_WT_BX3,15,ICM,I,6256,225.92,246.32,14.159,1997.4,1.25E+07,37.978,2.38E+05,374.87,2.35E+06,569.54,3.56E+06,21.757,1.36E+05,
071518Xim_WT_BX3,17,TE,I,12143,180.05,184.95,16.421,2251,2.73E+07,39.161,4.76E+05,24.488,2.97E+05,603.6,7.33E+06,19.673,2.39E+05,
