Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
021016Xim_F4KO_Q3,105,3,TE,12517,291.15,243.88,4.7494,2435.4,3.05E+07,65.864,8.24E+05,267.25,3.35E+06,1052.5,1.32E+07,2410.9,3.02E+07,
021016Xim_F4KO_Q3,105,4,TE,5750,223.83,256.95,4.5751,2647.2,1.52E+07,66.026,3.80E+05,205.06,1.18E+06,1050.3,6.04E+06,2469.8,1.42E+07,
021016Xim_F4KO_Q3,105,6,TE,6560,302.62,294.18,5.773,2277,1.49E+07,41.442,2.72E+05,473.82,3.11E+06,1016.8,6.67E+06,1079,7.08E+06,
021016Xim_F4KO_Q3,105,7,TE,12414,250.54,186.36,8.5031,2464.3,3.06E+07,49.015,6.08E+05,120.63,1.50E+06,1035.5,1.29E+07,1157.2,1.44E+07,
021016Xim_F4KO_Q3,105,8,TE,6624,205.81,208.97,8.3398,2320.6,1.54E+07,64.827,4.29E+05,183.3,1.21E+06,1072.5,7.10E+06,2025.2,1.34E+07,
021016Xim_F4KO_Q3,105,9,TE,5861,244.52,237.48,7.3774,2451.4,1.44E+07,78.727,4.61E+05,213.56,1.25E+06,982.36,5.76E+06,1366.8,8.01E+06,
021016Xim_F4KO_Q3,105,10,TE,10457,169.79,243.82,7.659,1792.4,1.87E+07,91.841,9.60E+05,208.37,2.18E+06,1023.6,1.07E+07,1621,1.70E+07,
021016Xim_F4KO_Q3,105,11,TE,5399,251.93,278.27,9.0839,2630.7,1.42E+07,67.872,3.66E+05,239.19,1.29E+06,1067.5,5.76E+06,1786.5,9.65E+06,
021016Xim_F4KO_Q3,105,13,TE,6686,264.82,324.69,9.0191,2328.1,1.56E+07,43.461,2.91E+05,108.69,7.27E+05,1045.7,6.99E+06,1143.2,7.64E+06,
021016Xim_F4KO_Q3,105,14,TE,14797,304.51,189.38,9.734,2060.7,3.05E+07,54.549,8.07E+05,199.21,2.95E+06,1025.7,1.52E+07,2180.9,3.23E+07,
021016Xim_F4KO_Q3,105,16,TE,7211,154.51,211.58,11.528,2195.2,1.58E+07,74.855,5.40E+05,181.4,1.31E+06,1109.9,8.00E+06,1625.5,1.17E+07,
021016Xim_F4KO_Q3,105,17,TE,7269,152.96,267.22,12.431,1990.5,1.45E+07,63.24,4.60E+05,171.55,1.25E+06,1117.5,8.12E+06,1643.6,1.19E+07,
