Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
020316Xim_MN6,1,5724,TE,273.16,199.55,2.6511,1749,1.00E+07,2932.5,1.68E+07,134.06,7.67E+05,719.53,4.12E+06,599.92,3.43E+06,
020316Xim_MN6,2,10433,TE,339.71,217.36,4.0719,2127,2.22E+07,3047,3.18E+07,170.78,1.78E+06,723.26,7.55E+06,1570.8,1.64E+07,
020316Xim_MN6,3,639,TE,209.59,272.79,2.1033,279.75,1.79E+05,399.39,2.55E+05,100.69,64341,740.39,4.73E+05,197.62,1.26E+05,
020316Xim_MN6,4,15675,TE,162.7,310.73,6.1467,1944.8,3.05E+07,1461.5,2.29E+07,109.5,1.72E+06,739.35,1.16E+07,301.18,4.72E+06,
020316Xim_MN6,5,11069,TE,267.57,325.38,3.9102,2292.2,2.54E+07,3077,3.41E+07,127.05,1.41E+06,713.88,7.90E+06,687.87,7.61E+06,
020316Xim_MN6,7,12864,TE,161.93,197.61,6.2053,1186.6,1.53E+07,2348.7,3.02E+07,116.16,1.49E+06,745.53,9.59E+06,999.76,1.29E+07,
020316Xim_MN6,8,16269,TE,227.3,132.18,9.0653,1751.5,2.85E+07,2190.9,3.56E+07,115.87,1.89E+06,718.99,1.17E+07,1087.2,1.77E+07,
020316Xim_MN6,9,13869,TE,334.63,148.73,10.053,1806.8,2.51E+07,2378.3,3.30E+07,134.01,1.86E+06,700.81,9.72E+06,712.94,9.89E+06,
020316Xim_MN6,10,11219,TE,354.42,310.65,10.76,1748.4,1.96E+07,1110.7,1.25E+07,77.628,8.71E+05,743.32,8.34E+06,254.41,2.85E+06,
020316Xim_MN6,11,10476,TE,398.91,236.78,14.48,1102.3,1.15E+07,871.61,9.13E+06,59.717,6.26E+05,648.63,6.80E+06,202.19,2.12E+06,
020316Xim_MN6,12,17340,TE,104.26,279.08,16.862,1290.7,2.24E+07,1917.1,3.32E+07,81.064,1.41E+06,721.45,1.25E+07,241.88,4.19E+06,
020316Xim_MN6,13,8350,TE,315.25,373.4,17.204,1610.2,1.34E+07,1877.9,1.57E+07,86.874,7.25E+05,747.96,6.25E+06,359.59,3.00E+06,
020316Xim_MN6,14,18005,TE,256.37,414.37,22.018,1324.3,2.38E+07,1131.2,2.04E+07,74.415,1.34E+06,747.56,1.35E+07,256.2,4.61E+06,
020316Xim_MN6,15,14575,TE,90.709,200.7,22.647,1168.2,1.70E+07,2141.4,3.12E+07,100.04,1.46E+06,662.05,9.65E+06,897.44,1.31E+07,
020316Xim_MN6,16,10815,TE,168.88,100.47,26.012,1496.6,1.62E+07,1993.5,2.16E+07,98.069,1.06E+06,750.34,8.12E+06,784.28,8.48E+06,
020316Xim_MN6,17,10889,TE,115.46,135.04,27.366,1430.9,1.56E+07,2010.7,2.19E+07,87.489,9.53E+05,736.2,8.02E+06,727.64,7.92E+06,
020316Xim_MN6,18,7161,TE,90.068,351.45,26.45,1470.9,1.05E+07,1649.6,1.18E+07,71.388,5.11E+05,749.93,5.37E+06,189.71,1.36E+06,
020316Xim_MN6,19,13724,TE,128.14,408.65,28.2,1384.1,1.90E+07,1196.3,1.64E+07,68.273,9.37E+05,738.66,1.01E+07,277.17,3.80E+06,
020316Xim_MN6,20,7829,TE,258.9,71.674,27.374,1594.8,1.25E+07,960.36,7.52E+06,58.606,4.59E+05,732.16,5.73E+06,207.23,1.62E+06,
020316Xim_MN6,21,13547,ICM,95.281,247.3,28.989,1190.5,1.61E+07,84.066,1.14E+06,85.855,1.16E+06,693.6,9.40E+06,1834.7,2.49E+07,
020316Xim_MN6,22,6952,TE,456.3,235.77,31,1554.5,1.08E+07,2126.4,1.48E+07,93.648,6.51E+05,758.07,5.27E+06,771.72,5.37E+06,
020316Xim_MN6,23,11919,ICM,85.157,314.41,33.414,1011.4,1.21E+07,42.218,5.03E+05,71.88,8.57E+05,753.23,8.98E+06,1522.1,1.81E+07,
020316Xim_MN6,24,16609,TE,410.82,123.44,35.446,1397.7,2.32E+07,1013.8,1.68E+07,62.149,1.03E+06,744.56,1.24E+07,236.56,3.93E+06,
020316Xim_MN6,25,8124,TE,421.12,335.3,33.002,1350.3,1.10E+07,1129.8,9.18E+06,58.679,4.77E+05,697.11,5.66E+06,246.25,2.00E+06,
020316Xim_MN6,26,13804,ICM,93.463,185.23,36.859,1126.8,1.56E+07,133.31,1.84E+06,78.322,1.08E+06,653.37,9.02E+06,1589.3,2.19E+07,
020316Xim_MN6,27,7737,TE,465.18,193.93,37.213,1447,1.12E+07,1967.9,1.52E+07,85.386,6.61E+05,645.2,4.99E+06,692.43,5.36E+06,
020316Xim_MN6,28,14455,TE,47.906,197.47,39.564,1065.9,1.54E+07,1874.3,2.71E+07,225.64,3.26E+06,762.23,1.10E+07,535.83,7.75E+06,
020316Xim_MN6,29,6333,TE,460.08,278.67,37.58,1520.8,9.63E+06,1582.6,1.00E+07,78.759,4.99E+05,650.67,4.12E+06,757.08,4.79E+06,
020316Xim_MN6,30,10860,TE,34.603,301.63,37.738,1564.2,1.70E+07,2420.5,2.63E+07,108.53,1.18E+06,808.26,8.78E+06,1001.5,1.09E+07,
020316Xim_MN6,31,6625,ICM,72.799,235.77,37.126,1046.2,6.93E+06,54.817,3.63E+05,100.57,6.66E+05,700.52,4.64E+06,2003.7,1.33E+07,
020316Xim_MN6,32,5379,ICM,63.525,284.12,37.562,1412.7,7.60E+06,37.661,2.03E+05,47.306,2.54E+05,629.26,3.38E+06,212.9,1.15E+06,
020316Xim_MN6,33,10387,TE,250.14,458.15,38.054,1063.2,1.10E+07,914.8,9.50E+06,64.835,6.73E+05,762.54,7.92E+06,269.68,2.80E+06,
020316Xim_MN6,34,10903,TE,344.49,68.527,40.058,1054.9,1.15E+07,1006.7,1.10E+07,54.768,5.97E+05,698.35,7.61E+06,203.13,2.21E+06,
020316Xim_MN6,35,9898,TE,382.42,409.24,41.822,1255.7,1.24E+07,1515.4,1.50E+07,74.191,7.34E+05,721.21,7.14E+06,474.46,4.70E+06,
020316Xim_MN6,37,4320,ICM,46.93,232.12,44.892,819.82,3.54E+06,44.949,1.94E+05,729.47,3.15E+06,760.77,3.29E+06,160.91,6.95E+05,
020316Xim_MN6,39,14471,TE,118.84,88.074,49.688,1260,1.82E+07,1590.9,2.30E+07,75.401,1.09E+06,696.36,1.01E+07,677.7,9.81E+06,
020316Xim_MN6,40,12417,ICM,82.963,251.18,47.813,826.54,1.03E+07,28.088,3.49E+05,64.004,7.95E+05,692.3,8.60E+06,1301.7,1.62E+07,
