Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
020416Xim_F4KO_O11,104,1,TE,6497,255.65,274.19,3.8061,2241.8,1.46E+07,3041.2,1.98E+07,368.43,2.39E+06,674.64,4.38E+06,2577,1.67E+07,
020416Xim_F4KO_O11,104,2,TE,8011,324.36,257.05,4.8257,2002.1,1.60E+07,2966.9,2.38E+07,236.97,1.90E+06,665.14,5.33E+06,2437.3,1.95E+07,
020416Xim_F4KO_O11,104,3,TE,7666,303.32,201.25,8.0635,2036.8,1.56E+07,1706.8,1.31E+07,121.58,9.32E+05,677.16,5.19E+06,1336.9,1.02E+07,
020416Xim_F4KO_O11,104,4,TE,10367,234.42,221.13,7.0773,2249.8,2.33E+07,2275.7,2.36E+07,137.15,1.42E+06,673.18,6.98E+06,1137.5,1.18E+07,
020416Xim_F4KO_O11,104,5,TE,10899,200.14,290.52,7.0912,1426.1,1.55E+07,2402.9,2.62E+07,243.54,2.65E+06,683.6,7.45E+06,2315,2.52E+07,
020416Xim_F4KO_O11,104,6,TE,15543,337.85,349.8,10.523,1958.7,3.04E+07,2195.9,3.41E+07,247.52,3.85E+06,667.32,1.04E+07,827.12,1.29E+07,
020416Xim_F4KO_O11,104,7,TE,6937,171.39,233.19,13.233,2553.6,1.77E+07,3019.9,2.09E+07,208.39,1.45E+06,634.94,4.40E+06,1449.9,1.01E+07,
020416Xim_F4KO_O11,104,8,TE,5816,386.82,262,12.877,2466.1,1.43E+07,2674.4,1.56E+07,150.03,8.73E+05,636.41,3.70E+06,1169.3,6.80E+06,
020416Xim_F4KO_O11,104,9,TE,13321,270.02,383.13,15.159,1950.7,2.60E+07,1705.2,2.27E+07,160.43,2.14E+06,667.62,8.89E+06,950.86,1.27E+07,
020416Xim_F4KO_O11,104,10,TE,8421,195.01,360.55,18.307,2687.5,2.26E+07,698.66,5.88E+06,111.98,9.43E+05,675.5,5.69E+06,552.28,4.65E+06,
020416Xim_F4KO_O11,104,11,TE,7796,262.43,148.28,19.716,2343.4,1.83E+07,2595.5,2.02E+07,291.64,2.27E+06,656,5.11E+06,832.62,6.49E+06,
020416Xim_F4KO_O11,104,12,TE,13566,172.18,180.13,20.202,1907.1,2.59E+07,2082.8,2.83E+07,171.62,2.33E+06,666.3,9.04E+06,1554.3,2.11E+07,
020416Xim_F4KO_O11,104,13,DP,8544,155.98,260.84,19.504,1612.8,1.38E+07,132.67,1.13E+06,1602.7,1.37E+07,657.68,5.62E+06,1661,1.42E+07,
020416Xim_F4KO_O11,104,14,TE,5854,302.82,150.32,19.691,2276.5,1.33E+07,2070.8,1.21E+07,329.72,1.93E+06,661.38,3.87E+06,1355.2,7.93E+06,
020416Xim_F4KO_O11,104,15,TE,5114,398.45,326.63,18.829,2905.8,1.49E+07,2400.1,1.23E+07,89.807,4.59E+05,640.67,3.28E+06,436.02,2.23E+06,
