Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
071816Xim_T8,1,9041,TE,245.64,192.75,4.6678,2814.3,2.54E+07,37.188,3.36E+05,172.73,1.56E+06,905.15,8.18E+06,2323.3,2.10E+07,
071816Xim_T8,2,4908,TE,337.86,223.09,4.1131,3269.8,1.60E+07,27.344,1.34E+05,90.488,4.44E+05,986.36,4.84E+06,605.75,2.97E+06,
071816Xim_T8,3,6517,TE,229.66,260.24,4.7201,2785.4,1.82E+07,39.048,2.54E+05,158.69,1.03E+06,1078.5,7.03E+06,1593.2,1.04E+07,
071816Xim_T8,4,9465,TE,200.8,283.13,5.5099,2443.4,2.31E+07,39.411,3.73E+05,142.56,1.35E+06,1040.3,9.85E+06,1190.6,1.13E+07,
071816Xim_T8,5,7394,TE,278.02,229.07,5.757,1841.6,1.36E+07,37.43,2.77E+05,178.45,1.32E+06,1047,7.74E+06,1790.8,1.32E+07,
071816Xim_T8,6,6449,TE,317.57,262.07,5.3542,2185.5,1.41E+07,34.145,2.20E+05,121.37,7.83E+05,1055.4,6.81E+06,793.41,5.12E+06,
071816Xim_T8,7,8180,TE,271.4,278.61,6.6302,2542.4,2.08E+07,37.139,3.04E+05,155.89,1.28E+06,1007.9,8.24E+06,1838.2,1.50E+07,
071816Xim_T8,8,9911,TE,304.19,194.02,8.51,2615,2.59E+07,32.845,3.26E+05,159.17,1.58E+06,1024.4,1.02E+07,1825.8,1.81E+07,
071816Xim_T8,9,8083,TE,203.32,222.36,7.6496,2280,1.84E+07,34.947,2.82E+05,155,1.25E+06,1018.3,8.23E+06,2130,1.72E+07,
071816Xim_T8,10,7249,TE,260.59,307.91,9.2816,2799.5,2.03E+07,33.859,2.45E+05,162.15,1.18E+06,1002.7,7.27E+06,2286.1,1.66E+07,
071816Xim_T8,11,10116,TE,259.81,342.93,8.8141,2437.7,2.47E+07,28.913,2.92E+05,248.4,2.51E+06,992.13,1.00E+07,1321,1.34E+07,
071816Xim_T8,12,14085,TE,316.2,319.81,11.159,2218.5,3.12E+07,18.298,2.58E+05,37.442,5.27E+05,957.64,1.35E+07,92.3,1.30E+06,
071816Xim_T8,13,12431,TE,230.54,156.34,15.586,1951.3,2.43E+07,31.278,3.89E+05,144.14,1.79E+06,973.19,1.21E+07,2266.8,2.82E+07,
071816Xim_T8,14,10291,TE,161.2,221.04,14.484,2039,2.10E+07,40.318,4.15E+05,146.94,1.51E+06,1062.6,1.09E+07,1967.2,2.02E+07,
071816Xim_T8,15,7862,TE,195.65,338.84,14.727,1806.9,1.42E+07,32.049,2.52E+05,138.86,1.09E+06,1115.8,8.77E+06,1920.7,1.51E+07,
071816Xim_T8,16,5939,TE,387.41,259.75,15.709,2821.1,1.68E+07,21.839,1.30E+05,79.461,4.72E+05,1183.9,7.03E+06,426.89,2.54E+06,
071816Xim_T8,17,11557,TE,155.79,296.76,15.97,1917.8,2.22E+07,45.41,5.25E+05,103.31,1.19E+06,983.38,1.14E+07,929.61,1.07E+07,
071816Xim_T8,18,6049,TE,184.27,266.4,16.07,1896.5,1.15E+07,39.749,2.40E+05,166.42,1.01E+06,1040.7,6.30E+06,3085.3,1.87E+07,
071816Xim_T8,19,5740,TE,375.57,227.25,17.848,1811.6,1.04E+07,29.965,1.72E+05,155.15,8.91E+05,1018.2,5.84E+06,1085,6.23E+06,
071816Xim_T8,20,7873,ICM,198.15,303.95,16.263,1860.9,1.47E+07,33.813,2.66E+05,168.23,1.32E+06,953.06,7.50E+06,2902.4,2.29E+07,
071816Xim_T8,21,5788,TE,297.88,158.93,19.085,1776.2,1.03E+07,30.51,1.77E+05,116.75,6.76E+05,1121.4,6.49E+06,1284,7.43E+06,
071816Xim_T8,22,9635,TE,331.79,155.3,22.302,1317.6,1.27E+07,28.145,2.71E+05,121.35,1.17E+06,1195.6,1.15E+07,1198.6,1.15E+07,
071816Xim_T8,23,7099,TE,354.24,192.66,19.733,1538.4,1.09E+07,33.31,2.36E+05,122.5,8.70E+05,1049.3,7.45E+06,903.14,6.41E+06,
071816Xim_T8,24,10322,TE,247.46,364.54,20.479,2120,2.19E+07,29.229,3.02E+05,136.93,1.41E+06,1007.6,1.04E+07,1920.6,1.98E+07,
071816Xim_T8,25,7466,ICM,183.09,226.03,20.434,1598.1,1.19E+07,47.278,3.53E+05,160.85,1.20E+06,959.92,7.17E+06,2954.4,2.21E+07,
071816Xim_T8,26,10328,ICM,212.01,178.29,23.143,1750,1.81E+07,27.007,2.79E+05,144.72,1.49E+06,1107.5,1.14E+07,2797.3,2.89E+07,
