Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
020316Xim_MN1,1,9843,TE,364.39,213.79,5.1418,2173.8,2.14E+07,23.363,2.30E+05,56.801,5.59E+05,841.29,8.28E+06,123.64,1.22E+06,
020316Xim_MN1,2,5218,TE,302.63,227.44,4.1039,2439.5,1.27E+07,35.721,1.86E+05,145.08,7.57E+05,945.97,4.94E+06,1511.6,7.89E+06,
020316Xim_MN1,3,4569,TE,379.45,263.7,2.8661,1513.4,6.91E+06,22.679,1.04E+05,55.381,2.53E+05,845.28,3.86E+06,121.21,5.54E+05,
020316Xim_MN1,4,3581,TE,305.86,271.8,3.0324,2397.7,8.59E+06,30.727,1.10E+05,127.22,4.56E+05,903.71,3.24E+06,1442.6,5.17E+06,
020316Xim_MN1,5,6348,TE,252.5,280.61,3.9902,2406.1,1.53E+07,35.481,2.25E+05,126.42,8.03E+05,928.81,5.90E+06,1251.7,7.95E+06,
020316Xim_MN1,6,6339,TE,341.21,313.3,3.9434,2881.7,1.83E+07,36.327,2.30E+05,109.56,6.94E+05,926.9,5.88E+06,410.34,2.60E+06,
020316Xim_MN1,7,3378,TE,279.04,316.18,3.0725,2318.7,7.83E+06,29.749,1.00E+05,137.38,4.64E+05,934.31,3.16E+06,1816.4,6.14E+06,
020316Xim_MN1,8,7813,TE,256.6,210.58,6.8679,2120.5,1.66E+07,32.85,2.57E+05,123.05,9.61E+05,1004.7,7.85E+06,1465.3,1.14E+07,
020316Xim_MN1,9,6243,TE,221.46,244.19,6.8515,2089,1.30E+07,25.922,1.62E+05,121.35,7.58E+05,903.23,5.64E+06,1822.1,1.14E+07,
020316Xim_MN1,10,7874,TE,385.63,305.45,8.1448,2814.6,2.22E+07,30.748,2.42E+05,86.277,6.79E+05,881.14,6.94E+06,300.91,2.37E+06,
020316Xim_MN1,11,6444,TE,287.48,350.3,7.383,2006.6,1.29E+07,31.209,2.01E+05,111.87,7.21E+05,827.88,5.33E+06,1031.1,6.64E+06,
