Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
020216Xim_JK10,1,20998,TE,328.28,253.51,18.332,1564.9,3.29E+07,2608.2,5.48E+07,167.97,3.53E+06,793.96,1.67E+07,454.27,9.54E+06,
020216Xim_JK10,2,9016,TE,263.84,342.23,17.571,2479.6,2.24E+07,2922.2,2.63E+07,247.77,2.23E+06,767.49,6.92E+06,1215.4,1.10E+07,
020216Xim_JK10,3,19618,TE,206.26,207.02,19.129,2032.3,3.99E+07,2546.8,5.00E+07,161.21,3.16E+06,765.36,1.50E+07,1235.2,2.42E+07,
020216Xim_JK10,4,27583,TE,337.86,304.19,22.303,1728.9,4.77E+07,2329.9,6.43E+07,146.8,4.05E+06,786.56,2.17E+07,407.39,1.12E+07,
020216Xim_JK10,5,5798,TE,189.41,294.96,22.82,2994,1.74E+07,731.31,4.24E+06,65.574,3.80E+05,784.91,4.55E+06,407.36,2.36E+06,
020216Xim_JK10,6,5861,TE,213.91,318.98,22.374,3014.9,1.77E+07,779.83,4.57E+06,68.907,4.04E+05,774.19,4.54E+06,434.2,2.54E+06,
020216Xim_JK10,7,18959,TE,194.23,164.68,26.053,1584.4,3.00E+07,2410.5,4.57E+07,148.94,2.82E+06,786.26,1.49E+07,1227.2,2.33E+07,
020216Xim_JK10,8,7933,TE,313.33,369.89,26.677,2487.6,1.97E+07,2356.1,1.87E+07,194.3,1.54E+06,797.63,6.33E+06,967.13,7.67E+06,
020216Xim_JK10,9,12635,TE,129.33,299.29,31.934,1621.9,2.05E+07,2478.1,3.13E+07,103.81,1.31E+06,729.35,9.22E+06,476.56,6.02E+06,
020216Xim_JK10,10,14946,TE,266.68,397.65,33.486,1981.5,2.96E+07,1963.6,2.93E+07,119.06,1.78E+06,812.55,1.21E+07,883.24,1.32E+07,
