Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
080118Xim_WT_CG7,1,TE,I,16168,222,207.69,8.0155,3296.3,5.33E+07,54.006,8.73E+05,443.6,7.17E+06,1070.8,1.73E+07,26.407,4.27E+05,
080118Xim_WT_CG7,1.2,TE,I,16168,227,212,12,3295.866,,44.218,,996.927,,1048.759,,26.451,,
080118Xim_WT_CG7,2,TE,I,7193,210.95,244.26,6.6859,3234.4,2.33E+07,58.363,4.20E+05,61.159,4.40E+05,1190.9,8.57E+06,29.651,2.13E+05,
080118Xim_WT_CG7,3,TE,I,6703,259.35,241.87,6.8351,2724.4,1.83E+07,51.275,3.44E+05,954.56,6.40E+06,924.25,6.20E+06,25.173,1.69E+05,
080118Xim_WT_CG7,4,TE,I,5445,254.57,196.71,6.9045,2785.3,1.52E+07,51.053,2.78E+05,677.49,3.69E+06,1040,5.66E+06,24.079,1.31E+05,
080118Xim_WT_CG7,5,TE,I,10996,315.96,202.87,7.6939,2977.1,3.27E+07,51.024,5.61E+05,521.33,5.73E+06,1009.7,1.11E+07,23.741,2.61E+05,
080118Xim_WT_CG7,6,TE,I,3992,294.8,248.18,9.5125,3363.6,1.34E+07,52.577,2.10E+05,629.94,2.51E+06,1143,4.56E+06,24.49,97763,
080118Xim_WT_CG7,7,TE,I,4538,316.85,265.95,8.5992,3321.2,1.51E+07,51.178,2.32E+05,492.3,2.23E+06,1099.7,4.99E+06,22.756,1.03E+05,
080118Xim_WT_CG7,8,TE,I,6699,235.43,278.59,7.4417,2650.5,1.78E+07,55.369,3.71E+05,985.09,6.60E+06,1157.4,7.75E+06,37.714,2.53E+05,
080118Xim_WT_CG7,9,TE,I,9601,271.58,302.19,9.2924,2278.5,2.19E+07,53.864,5.17E+05,450.01,4.32E+06,985.73,9.46E+06,26.129,2.51E+05,
080118Xim_WT_CG7,10,TE,I,11090,203.25,295,9.6901,3054.2,3.39E+07,57.547,6.38E+05,658.97,7.31E+06,1157.4,1.28E+07,129.32,1.43E+06,
080118Xim_WT_CG7,11,TE,I,10567,153.64,255.68,12.981,3050.6,3.22E+07,45.211,4.78E+05,43.987,4.65E+05,1048.5,1.11E+07,40.859,4.32E+05,
080118Xim_WT_CG7,12,TE,I,5310,331.11,305.98,11.872,2912.5,1.55E+07,50.772,2.70E+05,453.16,2.41E+06,1130.1,6.00E+06,23.418,1.24E+05,
080118Xim_WT_CG7,13,TE,I,9778,359,242.67,14.492,2983.2,2.92E+07,51.28,5.01E+05,516.19,5.05E+06,1088.6,1.06E+07,22.127,2.16E+05,
080118Xim_WT_CG7,14,TE,I,8188,277.66,335.3,14.211,2215.4,1.81E+07,45.965,3.76E+05,565.54,4.63E+06,1054,8.63E+06,23.64,1.94E+05,
080118Xim_WT_CG7,15,TE,I,5426,265.78,168.53,13.96,2513.5,1.36E+07,42.356,2.30E+05,498.63,2.71E+06,1072.6,5.82E+06,21.775,1.18E+05,
