Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
020216Xim_JK3,1,7798,TE,273.75,212.93,4.1822,2925.5,2.28E+07,53.65,4.18E+05,397.34,3.10E+06,1034.4,8.07E+06,1704.3,1.33E+07
020216Xim_JK3,2,5506,TE,232.7,232.92,3.8961,2847.2,1.57E+07,53.948,2.97E+05,367.83,2.03E+06,935.96,5.15E+06,1470.8,8.10E+06
020216Xim_JK3,3,8206,TE,198.51,242.24,4.6053,2520.5,2.07E+07,50.701,4.16E+05,192.18,1.58E+06,1053.2,8.64E+06,1722,1.41E+07
020216Xim_JK3,4,6175,TE,297.15,256.92,3.9995,2843,1.76E+07,54.792,3.38E+05,1130.5,6.98E+06,1074.8,6.64E+06,1594,9.84E+06
020216Xim_JK3,5,18194,TE,252.15,300.13,4.7983,2806.6,5.11E+07,56.435,1.03E+06,244.47,4.45E+06,962.22,1.75E+07,2015.9,3.67E+07
020216Xim_JK3,5.2,,TE,266,301,1,3100.783,,58.253,,265.726,,983.927,,2260.617,
020216Xim_JK3,6,9643,TE,325.56,291.83,5.225,2738.3,2.64E+07,50.941,4.91E+05,162.27,1.56E+06,972.13,9.37E+06,951.99,9.18E+06
020216Xim_JK3,7,10155,TE,231.9,183,6.5674,2656.8,2.70E+07,52.742,5.36E+05,210.63,2.14E+06,1027.3,1.04E+07,1930.2,1.96E+07
020216Xim_JK3,8,7193,TE,322.48,216.36,5.4417,2509.3,1.80E+07,49.332,3.55E+05,171.08,1.23E+06,962.06,6.92E+06,941.43,6.77E+06
020216Xim_JK3,9,11459,TE,167.48,242.24,8.7563,2262.5,2.59E+07,48.494,5.56E+05,259.43,2.97E+06,1033.7,1.18E+07,2861.4,3.28E+07
020216Xim_JK3,10,9808,TE,343.51,246.24,8.0087,2713.8,2.66E+07,45.937,4.51E+05,774.58,7.60E+06,958.16,9.40E+06,1232.3,1.21E+07
020216Xim_JK3,11,9596,TE,308.24,329.58,7.7295,2825.4,2.71E+07,51.203,4.91E+05,162.11,1.56E+06,933.78,8.96E+06,1562.4,1.50E+07
020216Xim_JK3,12,9813,TE,273.82,169.05,10.303,2535.7,2.49E+07,46.39,4.55E+05,208.7,2.05E+06,935.33,9.18E+06,2400.2,2.36E+07
020216Xim_JK3,13,4641,TE,217.51,323.41,11.421,2749.9,1.28E+07,48.217,2.24E+05,151.93,7.05E+05,848.77,3.94E+06,1600.3,7.43E+06
020216Xim_JK3,14,11101,TE,173.24,198.57,13.025,2017,2.24E+07,42.454,4.71E+05,160.45,1.78E+06,1021.7,1.13E+07,1552.4,1.72E+07
020216Xim_JK3,15,8744,TE,165.84,286.71,12.285,2081.2,1.82E+07,47.589,4.16E+05,174.06,1.52E+06,1109.6,9.70E+06,1818,1.59E+07
020216Xim_JK3,16,5141,TE,277.95,346.26,12.718,2408.1,1.24E+07,48.755,2.51E+05,179.61,9.23E+05,928.57,4.77E+06,2138,1.10E+07
020216Xim_JK3,17,4926,TE,243.61,349.71,11.936,2586.4,1.27E+07,45.857,2.26E+05,160.98,7.93E+05,1030.1,5.07E+06,2079.9,1.02E+07
020216Xim_JK3,18,12071,TE,317.13,181.08,15.707,2222,2.68E+07,41.295,4.98E+05,165.86,2.00E+06,1029.4,1.24E+07,1235.7,1.49E+07
020216Xim_JK3,19,8850,TE,215.89,156.26,15.066,1923.2,1.70E+07,43.43,3.84E+05,140.2,1.24E+06,1061.5,9.39E+06,951.81,8.42E+06
020216Xim_JK3,20,6554,TE,355.4,289.19,16.543,2258.3,1.48E+07,39.833,2.61E+05,526.89,3.45E+06,949.4,6.22E+06,1178.4,7.72E+06
020216Xim_JK3,21,11660,TE,172.13,331.11,19.214,1979,2.31E+07,44.067,5.14E+05,143.57,1.67E+06,956.36,1.12E+07,1357.9,1.58E+07
020216Xim_JK3,22,9448,TE,370.47,248.77,19.59,2239.8,2.12E+07,44.174,4.17E+05,142.7,1.35E+06,1223.3,1.16E+07,756.27,7.15E+06
020216Xim_JK3,23,8984,TE,336.05,331.92,20.551,2225.4,2.00E+07,35.942,3.23E+05,82.821,7.44E+05,1216.7,1.09E+07,523.77,4.71E+06
020216Xim_JK3,24,10813,TE,180.95,165.8,22.261,1858.5,2.01E+07,40.627,4.39E+05,179.5,1.94E+06,1091,1.18E+07,1481.7,1.60E+07
020216Xim_JK3,25,10689,TE,357.15,206.8,21.939,1882.6,2.01E+07,37.493,4.01E+05,125.74,1.34E+06,1126.1,1.20E+07,547.22,5.85E+06
020216Xim_JK3,26,4792,TE,227.82,346.37,19.773,2080.8,9.97E+06,43.814,2.10E+05,135.83,6.51E+05,951.57,4.56E+06,1262,6.05E+06
020216Xim_JK3,27,7770,TE,277.36,159.38,21.229,1504,1.17E+07,39.63,3.08E+05,195.28,1.52E+06,895.52,6.96E+06,946.13,7.35E+06
020216Xim_JK3,28,18903,TE,142,265.97,24.023,1424.1,2.69E+07,105.25,1.99E+06,551.41,1.04E+07,1097.6,2.07E+07,974.7,1.84E+07
020216Xim_JK3,29,8655,TE,218.42,139.47,24.077,1716.6,1.49E+07,37.736,3.27E+05,119.47,1.03E+06,994.71,8.61E+06,731.69,6.33E+06
020216Xim_JK3,30,8389,TE,295.05,355.21,23.888,1355.4,1.14E+07,37.287,3.13E+05,128.42,1.08E+06,1215.8,1.02E+07,1265.6,1.06E+07
020216Xim_JK3,32,10903,ICM,224.67,293.11,28.986,1381,1.51E+07,36.616,3.99E+05,142.56,1.55E+06,1107.2,1.21E+07,2267.3,2.47E+07
020216Xim_JK3,33,8859,TE,201.78,366.01,28.57,1199.1,1.06E+07,33.642,2.98E+05,121.68,1.08E+06,1155.6,1.02E+07,1462.3,1.30E+07
020216Xim_JK3,35,8002,TE,250.52,367.33,27.993,1299.9,1.04E+07,32.102,2.57E+05,116.45,9.32E+05,1295.2,1.04E+07,1448.2,1.16E+07
020216Xim_JK3,36,5251,TE,246.12,152.09,26.348,1428.4,7.50E+06,33.082,1.74E+05,150.64,7.91E+05,1087,5.71E+06,740.45,3.89E+06
020216Xim_JK3,37,10983,TE,152.67,211.57,28.597,1491.4,1.64E+07,34.572,3.80E+05,93.915,1.03E+06,887.63,9.75E+06,816.5,8.97E+06
020216Xim_JK3,38,9523,TE,387.53,278.02,29.461,1605.8,1.53E+07,54.124,5.15E+05,105.79,1.01E+06,1009.6,9.61E+06,396.76,3.78E+06
020216Xim_JK3,39,10375,TE,359.51,313.18,30.741,1333.8,1.38E+07,33.338,3.46E+05,138.26,1.43E+06,1127.3,1.17E+07,744.19,7.72E+06
020216Xim_JK3,40,13081,TE,380.84,232.03,30.885,1523.9,1.99E+07,34.551,4.52E+05,108.57,1.42E+06,1035.4,1.35E+07,568.17,7.43E+06
020216Xim_JK3,41,14198,ICM,216.15,250.98,31.071,1299.1,1.84E+07,30.545,4.34E+05,123.05,1.75E+06,1039.8,1.48E+07,1792.3,2.54E+07
020216Xim_JK3,42,9728,TE,322.66,173.22,29.478,1542.8,1.50E+07,31.971,3.11E+05,98.576,9.59E+05,1073.2,1.04E+07,545.68,5.31E+06
020216Xim_JK3,43,15594,ESC,144.92,329.61,34.636,1148.3,1.79E+07,209.61,3.27E+06,324.52,5.06E+06,1010.3,1.58E+07,748.35,1.17E+07
020216Xim_JK3,43.2,,TE,173,291,36,760.171,,460.501,,576.121,,943.089,,252.646,
020216Xim_JK3,44,8171,TE,177.95,120.38,32.66,2058.4,1.68E+07,21.445,1.75E+05,57.308,4.68E+05,1050.1,8.58E+06,202.92,1.66E+06
020216Xim_JK3,45,9190,TE,286.71,155.5,32.576,1010.5,9.29E+06,31.04,2.85E+05,97.876,8.99E+05,958.22,8.81E+06,586.81,5.39E+06
020216Xim_JK3,46,6399,ICM,184.9,241.7,32.665,1265.4,8.10E+06,43.173,2.76E+05,131.5,8.41E+05,1114.7,7.13E+06,1685.8,1.08E+07
020216Xim_JK3,46.2,,ESC,187,236,27,1232.227,,30.98,,103.493,,1358.606,,1555.567,
020216Xim_JK3,47,11108,TE,169.43,171.04,33.77,1318.4,1.46E+07,33.09,3.68E+05,113.18,1.26E+06,954.98,1.06E+07,959.65,1.07E+07
020216Xim_JK3,48,8138,ESC,196.1,318.6,35.347,959.69,7.81E+06,172.44,1.40E+06,301.92,2.46E+06,959.23,7.81E+06,1306.5,1.06E+07
020216Xim_JK3,49,7432,TE,296.94,365.54,33.524,1220,9.07E+06,29.545,2.20E+05,95.028,7.06E+05,1131.8,8.41E+06,934.78,6.95E+06
020216Xim_JK3,50,,ICM,155,256,30,1230.157,,50.894,,2128.536,,987.163,,358.492,
020216Xim_JK3,51,2159,ESC,147.64,282.6,33.168,1086,2.34E+06,623.79,1.35E+06,694.64,1.50E+06,950.99,2.05E+06,251.08,5.42E+05
020216Xim_JK3,53,12621,TE,354.61,196.64,37.725,1261.4,1.59E+07,29.51,3.72E+05,94.432,1.19E+06,961.97,1.21E+07,409.26,5.17E+06
020216Xim_JK3,54,12610,TE,120.98,263.72,39.178,1210.1,1.53E+07,29.644,3.74E+05,110.73,1.40E+06,1014.2,1.28E+07,559.49,7.06E+06
020216Xim_JK3,55,10034,TE,226.35,111.32,41.718,1669.7,1.68E+07,18.958,1.90E+05,60.962,6.12E+05,1067.6,1.07E+07,184.35,1.85E+06
020216Xim_JK3,56,10722,TE,239.95,379.12,41.763,938.04,1.01E+07,28.381,3.04E+05,95.408,1.02E+06,1056.6,1.13E+07,1012.7,1.09E+07
020216Xim_JK3,57,9666,ICM,231.58,280.39,42.289,1038.1,1.00E+07,42.429,4.10E+05,142.35,1.38E+06,1116.5,1.08E+07,2093.7,2.02E+07
020216Xim_JK3,58,12217,TE,334.81,341.51,43.291,1090.8,1.33E+07,34.894,4.26E+05,86.346,1.05E+06,891.87,1.09E+07,493.06,6.02E+06
020216Xim_JK3,59,7822,TE,164.6,357.24,42.573,740.64,5.79E+06,29.498,2.31E+05,89.034,6.96E+05,970.89,7.59E+06,899.4,7.04E+06
020216Xim_JK3,60,9439,TE,196.09,373.65,43.547,865.36,8.17E+06,24.91,2.35E+05,82.074,7.75E+05,945.29,8.92E+06,903.86,8.53E+06
020216Xim_JK3,61,13428,TE,152.32,200.13,43.37,869.21,1.17E+07,28.004,3.76E+05,101.89,1.37E+06,897.1,1.20E+07,1069.8,1.44E+07
020216Xim_JK3,62,6238,ICM,208.36,253.4,42.705,1040.9,6.49E+06,27.713,1.73E+05,123.26,7.69E+05,968.02,6.04E+06,1928.8,1.20E+07
020216Xim_JK3,63,1718,ESC,196.59,297.29,39.155,936.34,1.61E+06,449.21,7.72E+05,594.24,1.02E+06,990.67,1.70E+06,325.76,5.60E+05
020216Xim_JK3,64,8667,TE,368.83,302.79,43.251,807.99,7.00E+06,26.247,2.27E+05,86.089,7.46E+05,930.89,8.07E+06,457.8,3.97E+06
020216Xim_JK3,65,23983,TE,372.56,246.99,47.402,1017.3,2.44E+07,25.718,6.17E+05,91.596,2.20E+06,933.01,2.24E+07,382.93,9.18E+06
020216Xim_JK3,65.2,,TE,368,240,51,1172.237,,24.996,,97.697,,880.293,,434.807,
020216Xim_JK3,68,17203,TE,314.48,165.66,48.022,794.59,1.37E+07,26.973,4.64E+05,241.83,4.16E+06,987.27,1.70E+07,920.37,1.58E+07
020216Xim_JK3,68.2,,TE,304,157,46,879.617,,24.39,,272.925,,1071.683,,1097.672,
020216Xim_JK3,69,8719,TE,285.97,371.78,48.502,815.19,7.11E+06,25.7,2.24E+05,74,6.45E+05,870.39,7.59E+06,727.22,6.34E+06
020216Xim_JK3,70,16631,ESC,156.12,284.11,46.642,786.54,1.31E+07,425.77,7.08E+06,565.02,9.40E+06,950.48,1.58E+07,235.24,3.91E+06
020216Xim_JK3,70.2,,ESC,161,292,49,737.035,,389.311,,537.596,,900.17,,205.072,
020216Xim_JK3,72,14518,ESC,207.87,303.14,51.024,684.11,9.93E+06,348.88,5.07E+06,447.34,6.49E+06,925.05,1.34E+07,227.03,3.30E+06
020216Xim_JK3,72.2,,ESC,218,297,50,726.595,,341.63,,453.44,,1001.105,,292.156,
020216Xim_JK3,73,7540,TE,369.05,313.6,52.956,767.08,5.78E+06,23.965,1.81E+05,72.768,5.49E+05,830.04,6.26E+06,452.59,3.41E+06
020216Xim_JK3,74,9979,ICM,208.06,234.33,53.217,534.87,5.34E+06,27.97,2.79E+05,89.296,8.91E+05,942.2,9.40E+06,1081.3,1.08E+07
020216Xim_JK3,75,15520,TE,152.62,329.84,55.137,574.62,8.92E+06,56.034,8.70E+05,112.96,1.75E+06,903.84,1.40E+07,710.43,1.10E+07
020216Xim_JK3,76,9953,TE,139.97,265.03,53.53,639.06,6.36E+06,62.992,6.27E+05,154.57,1.54E+06,974.96,9.70E+06,658.92,6.56E+06
020216Xim_JK3,76.2,,ICM,167,237,51,644.928,,62.978,,115.584,,994.397,,1319.794,
020216Xim_JK3,77,9388,TE,258.71,139.16,58.217,771.66,7.24E+06,24.24,2.28E+05,63.826,5.99E+05,916.06,8.60E+06,317.08,2.98E+06
020216Xim_JK3,78,5044,TE,134.76,225.03,59.679,433.34,2.19E+06,28.901,1.46E+05,68.559,3.46E+05,808.34,4.08E+06,375.78,1.90E+06
020216Xim_JK3,79,29254,ICM,227.07,275.07,62.977,491.91,1.44E+07,42.504,1.24E+06,93.949,2.75E+06,993.63,2.91E+07,850.95,2.49E+07
020216Xim_JK3,79.2,,ICM,187,271,62,410.794,,59.348,,100.423,,1002.358,,542.37,
020216Xim_JK3,80,12367,TE,246.29,376.03,57.779,588.18,7.27E+06,24.136,2.98E+05,71.837,8.88E+05,858.56,1.06E+07,651.04,8.05E+06
020216Xim_JK3,81,10860,TE,193.49,167.73,59.687,621.29,6.75E+06,21.821,2.37E+05,60.849,6.61E+05,947.63,1.03E+07,451.11,4.90E+06
020216Xim_JK3,82,10760,TE,299.54,154.17,60.356,725.78,7.81E+06,23.601,2.54E+05,91.31,9.82E+05,835,8.98E+06,405.53,4.36E+06
020216Xim_JK3,83,14462,ICM,193.52,354,61.893,475.04,6.87E+06,24.136,3.49E+05,60.062,8.69E+05,1043.2,1.51E+07,506.11,7.32E+06
020216Xim_JK3,84,12519,TE,162.98,193.11,63.193,558.44,6.99E+06,21.928,2.75E+05,65.195,8.16E+05,896.82,1.12E+07,570.1,7.14E+06
