Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
020216Xim_JK3,85,5130,ICM,163.9,296.62,60.764,585.12,3.00E+06,143.02,7.34E+05,222.96,1.14E+06,875.79,4.49E+06,804.36,4.13E+06
020216Xim_JK3,86,13137,TE,297.06,354.21,63.091,624.19,8.20E+06,20.871,2.74E+05,57.553,7.56E+05,833.36,1.09E+07,355.93,4.68E+06
020216Xim_JK3,87,15671,TE,221.15,133.13,62.92,481.94,7.55E+06,16.949,2.66E+05,30.677,4.81E+05,929.87,1.46E+07,90.536,1.42E+06
020216Xim_JK3,88,15476,TE,365.08,273.55,62.581,571.83,8.85E+06,20.785,3.22E+05,187.56,2.90E+06,935.17,1.45E+07,341.04,5.28E+06
020216Xim_JK3,89,5372,ICM,154.63,276.93,62.808,604.06,3.25E+06,65.983,3.54E+05,301.47,1.62E+06,947.29,5.09E+06,776.53,4.17E+06
020216Xim_JK3,90,17327,TE,336.4,319.09,64.699,478.86,8.30E+06,19.857,3.44E+05,54.118,9.38E+05,962.89,1.67E+07,377.32,6.54E+06
020216Xim_JK3,91,8442,TE,336.04,184.95,63.851,528.48,4.46E+06,21.547,1.82E+05,63.447,5.36E+05,862.54,7.28E+06,394.22,3.33E+06
020216Xim_JK3,92,9292,TE,349.63,216.81,65.765,462.33,4.30E+06,20.423,1.90E+05,56.128,5.22E+05,943.87,8.77E+06,439.22,4.08E+06
020216Xim_JK3,93,8372,ICM,196.88,222.8,64.348,365.08,3.06E+06,21.035,1.76E+05,72.332,6.06E+05,895.23,7.49E+06,751.7,6.29E+06
020216Xim_JK3,94,18346,ICM,138.92,258.68,70.217,361.6,6.63E+06,25.341,4.65E+05,184.68,3.39E+06,799.97,1.47E+07,371.48,6.82E+06
020216Xim_JK3,95,13754,TE,254.73,355.35,71.758,494.44,6.80E+06,19.526,2.69E+05,59.223,8.15E+05,1051.6,1.45E+07,382.55,5.26E+06
020216Xim_JK3,96,12240,TE,224.43,163.67,75.362,468.8,5.74E+06,17.925,2.19E+05,74.201,9.08E+05,1019.9,1.25E+07,312.05,3.82E+06
020216Xim_JK3,97,1275,ICM,182.1,245.16,68.7,384.53,4.90E+05,26.013,33167,73.202,93333,850.37,1.08E+06,691.36,8.81E+05
020216Xim_JK3,98,14790,TE,337.27,254.96,75.622,438.08,6.48E+06,17.39,2.57E+05,85.317,1.26E+06,1148.2,1.70E+07,345.54,5.11E+06
020216Xim_JK3,99,12535,TE,300.17,173.18,75.336,442.61,5.55E+06,17.826,2.23E+05,52.571,6.59E+05,799.08,1.00E+07,249.05,3.12E+06
020216Xim_JK3,100,9248,TE,215.73,343.44,75.677,317.29,2.93E+06,20.761,1.92E+05,45.212,4.18E+05,1058,9.78E+06,365.39,3.38E+06
020216Xim_JK3,101,13777,ICM,182.3,307.52,77.992,311.42,4.29E+06,24.099,3.32E+05,44.551,6.14E+05,819.38,1.13E+07,270.13,3.72E+06
020216Xim_JK3,102,15403,TE,198.05,204.31,80.19,312.71,4.82E+06,16.393,2.53E+05,37.83,5.83E+05,1197,1.84E+07,250.57,3.86E+06
020216Xim_JK3,103,16137,TE,311.93,219.9,81.444,258.3,4.17E+06,15.921,2.57E+05,37.98,6.13E+05,1175.8,1.90E+07,223.81,3.61E+06
020216Xim_JK3,104,14525,TE,283.53,319.61,81.293,433.72,6.30E+06,17.07,2.48E+05,39.464,5.73E+05,1086.4,1.58E+07,209.74,3.05E+06
020216Xim_JK3,105,22720,TE,175.28,250.02,81.322,241.86,5.50E+06,19.171,4.36E+05,56.755,1.29E+06,950.3,2.16E+07,424.13,9.64E+06
020216Xim_JK3,106,15802,TE,263.81,186.81,82.51,338.42,5.35E+06,16.176,2.56E+05,41.612,6.58E+05,1118.7,1.77E+07,256.16,4.05E+06
020216Xim_JK3,107,13939,TE,303.76,278.86,83.001,386.87,5.39E+06,15.744,2.19E+05,42.095,5.87E+05,1099.4,1.53E+07,220.36,3.07E+06
020216Xim_JK3,108,8332,TE,234.44,320.45,82.882,296.2,2.47E+06,16.886,1.41E+05,35.533,2.96E+05,1119.2,9.33E+06,297.4,2.48E+06
020216Xim_JK3,109,5878,TE,240.34,212.99,86.073,297.15,1.75E+06,15.587,91618,27.517,1.62E+05,1162.5,6.83E+06,141.45,8.31E+05
020216Xim_JK3,110,7485,TE,272.76,232.63,86.376,292.26,2.19E+06,15.696,1.17E+05,32.442,2.43E+05,1136,8.50E+06,188.46,1.41E+06
020216Xim_JK3,111,15180,TE,213.92,284.65,85.158,262.34,3.98E+06,17.148,2.60E+05,40.272,6.11E+05,891.95,1.35E+07,279.94,4.25E+06
020216Xim_JK3,112,9029,TE,257.19,268.93,87.402,328.8,2.97E+06,15.719,1.42E+05,85.84,7.75E+05,1197.9,1.08E+07,251.87,2.27E+06
020216Xim_JK3,113,4855,TE,211.44,244.59,87.72,239.02,1.16E+06,15.609,75784,28.709,1.39E+05,846.72,4.11E+06,153.84,7.47E+05
