Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
041218Xim_WT_BI1,1,TE,I,16824,225.14,225.92,5.1062,2221.1,3.74E+07,198.01,3.33E+06,182.43,3.07E+06,622.31,1.05E+07,49.446,8.32E+05,
041218Xim_WT_BI1,3,TE,I,23349,312.65,243.87,7.1402,1747.9,4.08E+07,126.81,2.96E+06,108.35,2.53E+06,623.47,1.46E+07,36.984,8.64E+05,
041218Xim_WT_BI1,4,TE,I,20606,164.91,221.51,7.9918,1880.7,3.88E+07,93.822,1.93E+06,198.64,4.09E+06,583.14,1.20E+07,52.133,1.07E+06,
041218Xim_WT_BI1,5,TE,I,16069,189.26,289.55,8.2895,2211.9,3.55E+07,219.65,3.53E+06,152.08,2.44E+06,569.09,9.14E+06,52.894,8.50E+05,
041218Xim_WT_BI1,6,TE,I,14911,190.34,175.1,12.454,2287.5,3.41E+07,130.46,1.95E+06,192.67,2.87E+06,600.65,8.96E+06,48.028,7.16E+05,
041218Xim_WT_BI1,9,TE,I,19128,306.75,328.01,15.509,2035.6,3.89E+07,337.92,6.46E+06,95.318,1.82E+06,617.18,1.18E+07,41.217,7.88E+05,
041218Xim_WT_BI1,10,ICM,I,11305,163.6,264.51,16.432,1822.4,2.06E+07,247.43,2.80E+06,348.75,3.94E+06,590.61,6.68E+06,48.85,5.52E+05,
041218Xim_WT_BI1,14,TE,I,21179,275.48,127.88,23.699,1827.1,3.87E+07,325.58,6.90E+06,124.25,2.63E+06,628.87,1.33E+07,39.866,8.44E+05,
041218Xim_WT_BI1,15,TE,I,12775,158.26,326,22.708,1630,2.08E+07,102.72,1.31E+06,109.32,1.40E+06,569.8,7.28E+06,40.399,5.16E+05,
041218Xim_WT_BI1,16,ICM,I,12218,165.92,208.07,21.456,1585.5,1.94E+07,296.93,3.63E+06,309.21,3.78E+06,565.11,6.90E+06,41.664,5.09E+05,
041218Xim_WT_BI1,17,TE,I,17903,169.99,147.52,27.871,1709.2,3.06E+07,75.61,1.35E+06,64.338,1.15E+06,629.83,1.13E+07,36.064,6.46E+05,
041218Xim_WT_BI1,18,ICM,I,13267,155.07,242.63,26.194,1298.7,1.72E+07,109.57,1.45E+06,316.98,4.21E+06,570.81,7.57E+06,218.8,2.90E+06,
041218Xim_WT_BI1,19,TE,I,12753,197.34,356.73,26.612,1705.5,2.18E+07,66.935,8.54E+05,103.37,1.32E+06,580.88,7.41E+06,39.695,5.06E+05,
041218Xim_WT_BI1,20,TE,I,14528,104.16,274.64,26.664,1641.4,2.38E+07,81.398,1.18E+06,158.96,2.31E+06,561.87,8.16E+06,41.09,5.97E+05,
041218Xim_WT_BI1,21,TE,I,12848,402.04,254.06,28.968,2119.9,2.72E+07,281.09,3.61E+06,95.175,1.22E+06,586.07,7.53E+06,40.858,5.25E+05,
041218Xim_WT_BI1,22,ICM,M,4967,113.78,219.81,26.51,1975,9.81E+06,57.277,2.84E+05,117.15,5.82E+05,563.97,2.80E+06,37.306,1.85E+05,
041218Xim_WT_BI1,23,ICM,I,13022,177.38,297.16,29.213,1145.2,1.49E+07,164.89,2.15E+06,219.32,2.86E+06,556.46,7.25E+06,87.998,1.15E+06,
041218Xim_WT_BI1,24,TE,I,13905,273.41,390.95,31.692,1550.5,2.16E+07,155.52,2.16E+06,81.349,1.13E+06,597.81,8.31E+06,34.254,4.76E+05,
041218Xim_WT_BI1,27,ICM,I,14643,127.28,184.34,34.437,1173.3,1.72E+07,313.34,4.59E+06,60.274,8.83E+05,639.65,9.37E+06,37.65,5.51E+05,
041218Xim_WT_BI1,28,ICM,I,11846,159.14,209.1,33.587,1189.9,1.41E+07,506.25,6.00E+06,62.266,7.38E+05,553.86,6.56E+06,38.693,4.58E+05,
041218Xim_WT_BI1,29,TE,I,11639,371.01,353.25,38.084,1854.8,2.16E+07,142.51,1.66E+06,109.65,1.28E+06,597.24,6.95E+06,42.218,4.91E+05,
041218Xim_WT_BI1,30,ICM,I,8871,151.73,266.06,35.568,892.37,7.92E+06,177.87,1.58E+06,226.9,2.01E+06,612.46,5.43E+06,118.89,1.05E+06,
041218Xim_WT_BI1,31,TE,I,18146,244.85,90.506,41.559,1590.3,2.89E+07,283.73,5.15E+06,78.624,1.43E+06,607.77,1.10E+07,33.396,6.06E+05,
041218Xim_WT_BI1,33,ICM,I,7995,112.45,256.3,36.695,1104.4,8.83E+06,280.7,2.24E+06,166.81,1.33E+06,495.77,3.96E+06,34.523,2.76E+05,
041218Xim_WT_BI1,34,ICM,I,8300,148.33,326.2,37.472,1008.9,8.37E+06,289.62,2.40E+06,45.373,3.77E+05,541.95,4.50E+06,34.973,2.90E+05,
041218Xim_WT_BI1,35,TE,I,14664,159.08,366.7,44.097,1361.1,2.00E+07,46.991,6.89E+05,94.575,1.39E+06,556.71,8.16E+06,33.71,4.94E+05,
041218Xim_WT_BI1,36,TE,I,18894,155,132.98,44.355,1009.3,1.91E+07,46.322,8.75E+05,32.13,6.07E+05,606.09,1.15E+07,26.952,5.09E+05,
041218Xim_WT_BI1,37,TE,I,14288,414.44,285.64,43.505,1512.5,2.16E+07,35.176,5.03E+05,40.7,5.82E+05,658.11,9.40E+06,41.86,5.98E+05,
041218Xim_WT_BI1,38,ICM,I,12981,181.69,334.29,43.082,696,9.03E+06,105.13,1.36E+06,107.16,1.39E+06,533.18,6.92E+06,31.952,4.15E+05,
041218Xim_WT_BI1,40,TE,M,7763,93.971,226.24,44.395,932.48,7.24E+06,42.033,3.26E+05,65.675,5.10E+05,627.7,4.87E+06,30.627,2.38E+05,
041218Xim_WT_BI1,41,ICM,I,10764,167.12,242.05,43.78,570.81,6.14E+06,84.865,9.13E+05,141.11,1.52E+06,504.59,5.43E+06,49.368,5.31E+05,
041218Xim_WT_BI1,42,TE,I,19159,408.83,200.4,48.783,1281.4,2.46E+07,30.536,5.85E+05,30.036,5.75E+05,625.97,1.20E+07,36.548,7.00E+05,
041218Xim_WT_BI1,43,TE,I,10757,192.77,101.65,48.823,845.26,9.09E+06,131.63,1.42E+06,41.917,4.51E+05,597.21,6.42E+06,26.482,2.85E+05,
041218Xim_WT_BI1,44,ICM,I,9382,156.25,293.18,46.232,617.13,5.79E+06,183.94,1.73E+06,51.982,4.88E+05,602.32,5.65E+06,36.101,3.39E+05,
041218Xim_WT_BI1,45,TE,I,15606,205.77,384.07,49.952,1004.7,1.57E+07,58.299,9.10E+05,62.013,9.68E+05,562.01,8.77E+06,31.081,4.85E+05,
041218Xim_WT_BI1,46,TE,I,15061,359.02,124.92,50.406,1231,1.85E+07,169.2,2.55E+06,66.013,9.94E+05,568.97,8.57E+06,40.545,6.11E+05,
041218Xim_WT_BI1,47,ICM,I,16615,135.53,183.07,49.064,634.89,1.05E+07,181.37,3.01E+06,130.93,2.18E+06,611.92,1.02E+07,36.919,6.13E+05,
041218Xim_WT_BI1,48,ICM,I,9586,131.28,234.68,49.416,539.84,5.18E+06,88.343,8.47E+05,98.49,9.44E+05,636.27,6.10E+06,31.785,3.05E+05,
041218Xim_WT_BI1,49,ICM,I,10434,94.857,274.1,53.601,548.61,5.72E+06,58.337,6.09E+05,72.488,7.56E+05,482.3,5.03E+06,27.339,2.85E+05,
041218Xim_WT_BI1,50,ICM,I,11210,164.25,340.29,56.364,637.37,7.14E+06,187.41,2.10E+06,98.087,1.10E+06,546.42,6.13E+06,27.961,3.13E+05,
041218Xim_WT_BI1,51,ICM,I,9544,95.538,222.28,56.578,608.52,5.81E+06,83.724,7.99E+05,98.169,9.37E+05,540.12,5.15E+06,31.126,2.97E+05,
041218Xim_WT_BI1,52,ICM,I,12023,155.94,255.23,58.901,426.72,5.13E+06,66.06,7.94E+05,129.97,1.56E+06,539.63,6.49E+06,91.572,1.10E+06,
041218Xim_WT_BI1,53,TE,I,19710,391.66,348.17,61.787,787.51,1.55E+07,82.488,1.63E+06,29.404,5.80E+05,582.83,1.15E+07,28.115,5.54E+05,
041218Xim_WT_BI1,54,TE,I,16059,423.64,270.33,61.474,882.34,1.42E+07,70.381,1.13E+06,42.195,6.78E+05,529.41,8.50E+06,28.903,4.64E+05,
041218Xim_WT_BI1,55,ICM,I,14780,135.29,210.79,61.433,395.24,5.84E+06,134.56,1.99E+06,53.536,7.91E+05,569.2,8.41E+06,26.278,3.88E+05,
041218Xim_WT_BI1,56,ICM,I,3702,125.93,280.82,60.245,418.88,1.55E+06,146.83,5.44E+05,46.19,1.71E+05,561.73,2.08E+06,24.549,90882,
041218Xim_WT_BI1,58,TE,I,14203,131.92,326.62,64.093,518.8,7.37E+06,34.374,4.88E+05,41.946,5.96E+05,578.14,8.21E+06,26.68,3.79E+05,
041218Xim_WT_BI1,59,TE,I,23070,148.8,135.8,64.349,496.39,1.15E+07,75.581,1.74E+06,55.705,1.29E+06,575.55,1.33E+07,25.982,5.99E+05,
041218Xim_WT_BI1,60,TE,I,20365,302.15,392.17,64.64,616.25,1.26E+07,124.87,2.54E+06,39.518,8.05E+05,511.12,1.04E+07,27.694,5.64E+05,
041218Xim_WT_BI1,61,ICM,I,16190,165.2,296.34,69.015,273.72,4.43E+06,96.43,1.56E+06,36.053,5.84E+05,552.06,8.94E+06,24.088,3.90E+05,
041218Xim_WT_BI1,62,TE,I,22661,127.7,185.64,71.969,298.69,6.77E+06,43.652,9.89E+05,34.801,7.89E+05,538.84,1.22E+07,23.99,5.44E+05,
041218Xim_WT_BI1,63,TE,I,20100,285.59,115.64,76.48,775.38,1.56E+07,69.297,1.39E+06,32,6.43E+05,626.83,1.26E+07,25.272,5.08E+05,
041218Xim_WT_BI1,64,TE,I,19269,390.48,177.11,73.056,620.67,1.20E+07,38.981,7.51E+05,46.958,9.05E+05,505.68,9.74E+06,29.436,5.67E+05,
041218Xim_WT_BI1,65,TE,I,21139,185.91,354.36,73.204,345.05,7.29E+06,32.21,6.81E+05,39.95,8.45E+05,520.82,1.10E+07,22.833,4.83E+05,
041218Xim_WT_BI1,66,ICM,I,15388,126.72,264.42,71.787,256.68,3.95E+06,78.281,1.20E+06,75.779,1.17E+06,562.56,8.66E+06,25.784,3.97E+05,
041218Xim_WT_BI1,67,TE,I,21299,407.32,237.38,78.583,546.01,1.16E+07,28.31,6.03E+05,35.224,7.50E+05,569.93,1.21E+07,25.086,5.34E+05,
041218Xim_WT_BI1,68,TE,I,11884,221.43,120.65,77.654,445.68,5.30E+06,46.549,5.53E+05,27.3,3.24E+05,675.6,8.03E+06,20.84,2.48E+05,
041218Xim_WT_BI1,69,TE,I,13626,327.5,364.74,78.907,614.02,8.37E+06,73.697,1.00E+06,59.966,8.17E+05,583.71,7.95E+06,25.195,3.43E+05,
041218Xim_WT_BI1,70,TE,I,29154,194.36,155.71,87.587,280.26,8.17E+06,41.228,1.20E+06,35.895,1.05E+06,653.99,1.91E+07,20.812,6.07E+05,
