Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
020216Xim_JK1,23,8932,TE,120.09,295.77,21.744,1372.7,1.23E+07,72.486,6.47E+05,269.24,2.40E+06,998.8,8.92E+06,2125.2,1.90E+07
020216Xim_JK1,24,22243,TE,136.88,226.55,26.86,1399.2,3.11E+07,32.556,7.24E+05,1158.7,2.58E+07,986.36,2.19E+07,1348.1,3.00E+07
020216Xim_JK1,25,5744,ICM,213.29,235.7,21.063,1648.5,9.47E+06,33.765,1.94E+05,222.15,1.28E+06,1025.8,5.89E+06,2651.7,1.52E+07
020216Xim_JK1,28,13902,TE,184.27,359.26,25.291,1610.9,2.24E+07,31.584,4.39E+05,307.71,4.28E+06,1076.3,1.50E+07,1637.8,2.28E+07
020216Xim_JK1,28.2,,ICM,180,344,28,1151.86,,27.679,,899.53,,1042.72,,1513.699,
020216Xim_JK1,29,2081,ESC,173.7,287.35,21.497,1396.5,2.91E+06,775.95,1.61E+06,1130.6,2.35E+06,968.41,2.02E+06,253.88,5.28E+05
020216Xim_JK1,30,8763,TE,365.3,160.47,25.47,2490,2.18E+07,34.965,3.06E+05,133.63,1.17E+06,901.36,7.90E+06,1367.2,1.20E+07
020216Xim_JK1,31,13371,TE,100.03,252.84,29.359,1548.3,2.07E+07,35.565,4.76E+05,173.16,2.32E+06,956.51,1.28E+07,1749.7,2.34E+07
020216Xim_JK1,31.2,,TE,112,268,38,880.982,,124.6,,301.055,,945.24,,1540.308,
020216Xim_JK1,32,11591,TE,301.88,397.61,28.303,1570.7,1.82E+07,29.483,3.42E+05,116.12,1.35E+06,995.82,1.15E+07,1431.1,1.66E+07
020216Xim_JK1,33,5872,TE,229.15,163.24,28.432,2024.1,1.19E+07,31.27,1.84E+05,121.1,7.11E+05,1052,6.18E+06,1331.7,7.82E+06
020216Xim_JK1,34,15679,TE,136.67,329.66,33.841,912,1.43E+07,37.787,5.92E+05,591.92,9.28E+06,1031.1,1.62E+07,1226.6,1.92E+07
020216Xim_JK1,34.2,,ICM,152,318,44,532.095,,53.003,,824.204,,897.924,,412.667,
020216Xim_JK1,35,13326,TE,379.07,383.27,30.914,1472.6,1.96E+07,31.486,4.20E+05,117.3,1.56E+06,1028.8,1.37E+07,1080.9,1.44E+07
020216Xim_JK1,36,8538,TE,403.8,191.81,29.784,1556.4,1.33E+07,32.347,2.76E+05,114.68,9.79E+05,1022.5,8.73E+06,409.53,3.50E+06
020216Xim_JK1,37,10431,TE,414.04,342.9,31.522,1779.6,1.86E+07,30.195,3.15E+05,120.94,1.26E+06,1022.2,1.07E+07,1344.9,1.40E+07
020216Xim_JK1,38,24898,TE,166.3,191.66,40.323,1105.6,2.75E+07,25.315,6.30E+05,860.97,2.14E+07,1000.2,2.49E+07,470.97,1.17E+07
020216Xim_JK1,39,6173,ESC,158.7,265.82,28.806,1076.1,6.64E+06,654.76,4.04E+06,997.56,6.16E+06,1032.6,6.37E+06,227.24,1.40E+06
020216Xim_JK1,40,8338,ICM,214.97,290.06,26.577,919.1,7.66E+06,32.576,2.72E+05,142.23,1.19E+06,947.96,7.90E+06,1760.7,1.47E+07
020216Xim_JK1,41,10149,TE,433.6,306.18,32.119,1892.1,1.92E+07,29.956,3.04E+05,111.61,1.13E+06,1102,1.12E+07,341.49,3.47E+06
020216Xim_JK1,42,9935,TE,238.68,391.05,34.732,1095.8,1.09E+07,28.281,2.81E+05,121.92,1.21E+06,1129.9,1.12E+07,1492.2,1.48E+07
020216Xim_JK1,43,7275,TE,210.47,196.18,33.929,1278.5,9.30E+06,27.853,2.03E+05,165.82,1.21E+06,850.47,6.19E+06,2133.8,1.55E+07
020216Xim_JK1,46,9118,ESC,119.14,292.37,33.88,1348.5,1.23E+07,684.96,6.25E+06,817.74,7.46E+06,983.95,8.97E+06,380.1,3.47E+06
020216Xim_JK1,47,11385,TE,195.96,166.82,38.727,1339.3,1.52E+07,24.29,2.77E+05,123.76,1.41E+06,1004.3,1.14E+07,1726.5,1.97E+07
020216Xim_JK1,48,14873,TE,437.61,235.15,36.54,1862,2.77E+07,28.038,4.17E+05,95.11,1.41E+06,1079.7,1.61E+07,373.04,5.55E+06
020216Xim_JK1,49,6063,ESC,162.44,296.96,31.784,892.17,5.41E+06,645.87,3.92E+06,1037.7,6.29E+06,910.89,5.52E+06,198.43,1.20E+06
020216Xim_JK1,49.2,,ESC,146,298,31,1066.637,,758.479,,1151.521,,958.116,,236.169,
020216Xim_JK1,50,1900,ICM,205.16,274.32,32.104,782.96,1.49E+06,43.77,83163,131.67,2.50E+05,830.06,1.58E+06,985.63,1.87E+06
020216Xim_JK1,51,317,ICM,145.72,226.09,32.199,1555.7,4.93E+05,22.997,7290,455.29,1.44E+05,1015.8,3.22E+05,186.38,59084
020216Xim_JK1,52,6341,TE,366.21,138.55,38.508,1943.1,1.23E+07,35.411,2.25E+05,95.175,6.04E+05,1035.6,6.57E+06,383.92,2.43E+06
020216Xim_JK1,53,19230,TE,309.83,104.46,43.676,1421.7,2.73E+07,18.735,3.60E+05,37.769,7.26E+05,941.09,1.81E+07,131.64,2.53E+06
020216Xim_JK1,54,14449,TE,154,354.18,43.969,771.98,1.12E+07,28.241,4.08E+05,133.18,1.92E+06,961.96,1.39E+07,946.06,1.37E+07
020216Xim_JK1,55,6823,ICM,213.12,217.86,43.505,826.16,5.64E+06,21.69,1.48E+05,96.824,6.61E+05,1034,7.05E+06,1194.8,8.15E+06
020216Xim_JK1,56,14633,TE,186.89,377.34,45.23,819.16,1.20E+07,22.817,3.34E+05,98.523,1.44E+06,980.69,1.44E+07,1221.2,1.79E+07
020216Xim_JK1,57,8724,ICM,137.14,223.01,44.05,707.4,6.17E+06,24.991,2.18E+05,886.87,7.74E+06,996.48,8.69E+06,205.82,1.80E+06
020216Xim_JK1,58,1156,ICM,178.9,316.88,41.452,499.7,5.78E+05,51.401,59419,302.53,3.50E+05,1028.3,1.19E+06,1205.1,1.39E+06
020216Xim_JK1,59,11746,TE,358.97,403.2,45.822,942.75,1.11E+07,25.982,3.05E+05,145.87,1.71E+06,1025.2,1.20E+07,910.93,1.07E+07
020216Xim_JK1,60,9311,ICM,450.84,247.38,48.202,1410.4,1.31E+07,24.457,2.28E+05,84.125,7.83E+05,1048.8,9.77E+06,309.82,2.88E+06
020216Xim_JK1,61,15875,ICM,197.25,284.14,46.294,366.25,5.81E+06,34.367,5.46E+05,91.116,1.45E+06,873.98,1.39E+07,719.66,1.14E+07
020216Xim_JK1,61.2,,ICM,200,249,43,392.529,,27.405,,87.259,,872.192,,434.432,
020216Xim_JK1,62,12958,TE,287.18,411.69,46.221,791.41,1.03E+07,25.912,3.36E+05,111.62,1.45E+06,1014.1,1.31E+07,812.17,1.05E+07
020216Xim_JK1,63,2714,ICM,194.7,222.65,47.403,831.72,2.26E+06,28.331,76890,127.56,3.46E+05,934.22,2.54E+06,855.79,2.32E+06
020216Xim_JK1,64,9468,TE,447.57,306.36,46.711,1075.1,1.02E+07,25.336,2.40E+05,609.56,5.77E+06,972.15,9.20E+06,622.93,5.90E+06
020216Xim_JK1,65,23335,TE,390.14,141.02,55.004,1352.2,3.16E+07,25.782,6.02E+05,341.52,7.97E+06,942.63,2.20E+07,788.12,1.84E+07
020216Xim_JK1,66,4253,ICM,121.83,243.39,49.215,630.18,2.68E+06,38.075,1.62E+05,426.43,1.81E+06,861.77,3.67E+06,225.3,9.58E+05
020216Xim_JK1,68,19669,TE,123.72,275.6,55.885,496.18,9.76E+06,37.089,7.30E+05,142.63,2.81E+06,985.95,1.94E+07,697.24,1.37E+07
020216Xim_JK1,69,12530,TE,427.73,345.25,56.512,705.8,8.84E+06,23.106,2.90E+05,147.13,1.84E+06,850.72,1.07E+07,777.24,9.74E+06
020216Xim_JK1,70,11807,TE,255.61,408.25,57.438,713.58,8.43E+06,22.972,2.71E+05,114.21,1.35E+06,911.75,1.08E+07,950.08,1.12E+07
020216Xim_JK1,71,17311,TE,346.07,402.41,61.428,860.78,1.49E+07,22.637,3.92E+05,93.266,1.61E+06,854.91,1.48E+07,849.32,1.47E+07
020216Xim_JK1,72,19994,TE,169.06,209,61.835,587.49,1.17E+07,19.5,3.90E+05,91.111,1.82E+06,950.21,1.90E+07,460.05,9.20E+06
020216Xim_JK1,72.2,,ICM,183,235,56,378.872,,20.345,,111.526,,839.925,,589.73,
020216Xim_JK1,73,17519,ICM,175.59,282.67,61.158,214.19,3.75E+06,19.717,3.45E+05,82.995,1.45E+06,944.66,1.66E+07,404.69,7.09E+06
020216Xim_JK1,74,13347,TE,227.19,154.09,64.09,1052.2,1.40E+07,19.902,2.66E+05,59.962,8.00E+05,946.66,1.26E+07,667.27,8.91E+06
020216Xim_JK1,75,10927,TE,450.46,293.16,61.849,758.17,8.28E+06,22.775,2.49E+05,129.62,1.42E+06,838.06,9.16E+06,493.89,5.40E+06
020216Xim_JK1,76,18359,TE,147.95,330.48,61.662,404.4,7.42E+06,22.011,4.04E+05,107.43,1.97E+06,819.98,1.51E+07,625.87,1.15E+07
020216Xim_JK1,77,14032,TE,429.41,194.09,67.644,922.63,1.29E+07,20.849,2.93E+05,114.09,1.60E+06,924.7,1.30E+07,526.6,7.39E+06
020216Xim_JK1,78,2856,TE,177.91,361.45,63.09,467.88,1.34E+06,34.144,97516,78.641,2.25E+05,893.82,2.55E+06,271.14,7.74E+05
020216Xim_JK1,79,20473,TE,445.3,249.27,70.343,656.68,1.34E+07,20.148,4.13E+05,90.649,1.86E+06,833.69,1.71E+07,386.82,7.92E+06
020216Xim_JK1,80,11741,TE,187.13,356.25,72.394,302.59,3.55E+06,18.878,2.22E+05,68.605,8.05E+05,861.43,1.01E+07,506.71,5.95E+06
020216Xim_JK1,81,16872,TE,392.63,360.09,74.078,720.26,1.22E+07,20.11,3.39E+05,79.332,1.34E+06,1027.5,1.73E+07,546.15,9.21E+06
020216Xim_JK1,82,33346,TE,334.72,134.95,76.772,715.59,2.39E+07,18.169,6.06E+05,62.796,2.09E+06,1082,3.61E+07,444.75,1.48E+07
020216Xim_JK1,83,14606,TE,232.62,383.63,76.745,369.56,5.40E+06,16.942,2.47E+05,50.424,7.36E+05,1043.4,1.52E+07,492.62,7.20E+06
020216Xim_JK1,84,15935,TE,427.47,305.37,78.144,743.91,1.19E+07,20.979,3.34E+05,132.09,2.10E+06,971.27,1.55E+07,395.91,6.31E+06
020216Xim_JK1,85,12768,TE,320.29,381.16,79.186,469.93,6.00E+06,17.442,2.23E+05,128.18,1.64E+06,1078.7,1.38E+07,499.93,6.38E+06
020216Xim_JK1,86,35061,TE,166.41,273.15,81.114,174.15,6.11E+06,13.653,4.79E+05,35.056,1.23E+06,892.67,3.13E+07,253.96,8.90E+06
020216Xim_JK1,87,11970,TE,273.74,371.28,85.999,398.66,4.77E+06,15.428,1.85E+05,104.5,1.25E+06,1074.5,1.29E+07,416,4.98E+06
020216Xim_JK1,88,16263,TE,417.42,241.62,85.739,603.66,9.82E+06,17.442,2.84E+05,62.14,1.01E+06,1067.7,1.74E+07,217.29,3.53E+06
020216Xim_JK1,89,16567,TE,386.78,329.08,87.769,599.26,9.93E+06,17.529,2.90E+05,102.77,1.70E+06,1101.6,1.83E+07,435.26,7.21E+06
020216Xim_JK1,90,23435,TE,255.94,190.48,88.852,363.13,8.51E+06,14,3.28E+05,61.667,1.45E+06,1159.2,2.72E+07,352.95,8.27E+06
020216Xim_JK1,91,16849,TE,385.89,205.75,89.939,534.51,9.01E+06,16.34,2.75E+05,515.84,8.69E+06,1011.4,1.70E+07,308.89,5.20E+06
020216Xim_JK1,92,12496,TE,215.92,240.75,85.776,225.5,2.82E+06,13.836,1.73E+05,34.085,4.26E+05,783.57,9.79E+06,234.49,2.93E+06
020216Xim_JK1,93,13364,TE,394.71,282.11,90.216,578.47,7.73E+06,17.217,2.30E+05,55.802,7.46E+05,1010.4,1.35E+07,240.03,3.21E+06
020216Xim_JK1,94,11320,TE,331.89,347.21,90.48,403.69,4.57E+06,15.544,1.76E+05,155.55,1.76E+06,1062.3,1.20E+07,415.74,4.71E+06
020216Xim_JK1,95,6083,TE,228.59,272.18,91.261,327.27,1.99E+06,13.826,84104,36.974,2.25E+05,850.02,5.17E+06,280.67,1.71E+06
020216Xim_JK1,96,11720,TE,240.88,325.57,90.818,252.22,2.96E+06,13.546,1.59E+05,35.655,4.18E+05,1096.1,1.28E+07,227.09,2.66E+06
020216Xim_JK1,97,11001,TE,336.24,221.82,92.717,364.36,4.01E+06,13.119,1.44E+05,111.61,1.23E+06,1075.6,1.18E+07,319.06,3.51E+06
020216Xim_JK1,98,7678,TE,333.42,288.85,92.955,276.98,2.13E+06,13.105,1.01E+05,86.319,6.63E+05,1067.2,8.19E+06,341.26,2.62E+06
020216Xim_JK1,99,4504,TE,301.61,284.75,93.824,246.49,1.11E+06,12.836,57813,84.48,3.81E+05,1123.2,5.06E+06,313.16,1.41E+06
