Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
020916Xim_F4KO_P6,115,1,TE,11843,290.88,198.71,5.8012,2231.9,2.64E+07,51.755,6.13E+05,142.19,1.68E+06,1064.9,1.26E+07,1353.1,1.60E+07
020916Xim_F4KO_P6,115,2,TE,6904,309.76,257.35,5.2425,2050.2,1.42E+07,40.67,2.81E+05,298.06,2.06E+06,1106.2,7.64E+06,1042.5,7.20E+06
020916Xim_F4KO_P6,115,3,TE,13605,249.25,269.46,5.6786,1732.2,2.36E+07,38.674,5.26E+05,140.76,1.92E+06,1095.8,1.49E+07,1929.9,2.63E+07
020916Xim_F4KO_P6,115,4,TE,14287,187.57,254.43,6.2151,1738.7,2.48E+07,40.268,5.75E+05,151.7,2.17E+06,1064.6,1.52E+07,2030.9,2.90E+07
020916Xim_F4KO_P6,115,6,TE,9697,350.61,279.33,11.333,2099.4,2.04E+07,34.063,3.30E+05,69.855,6.77E+05,1085.9,1.05E+07,442.59,4.29E+06
020916Xim_F4KO_P6,115,7,TE,17142,138.9,304.48,13.883,1524.8,2.61E+07,38.844,6.66E+05,153.4,2.63E+06,1076.2,1.84E+07,1573.9,2.70E+07
020916Xim_F4KO_P6,115,8,TE,17528,317.87,136.32,18.396,1486.9,2.61E+07,31.269,5.48E+05,128.86,2.26E+06,1067.9,1.87E+07,2090.6,3.66E+07
020916Xim_F4KO_P6,115,10,TE,18858,90.908,206.59,18.739,1519.5,2.87E+07,148.33,2.80E+06,169.19,3.19E+06,1074.9,2.03E+07,1525.3,2.88E+07
020916Xim_F4KO_P6,115,11,TE,7602,388.46,244.98,16.44,1679.5,1.28E+07,32.714,2.49E+05,93.444,7.10E+05,1060.2,8.06E+06,712.18,5.41E+06
020916Xim_F4KO_P6,115,12,TE,10033,186.26,342.8,17.922,1781,1.79E+07,38.283,3.84E+05,117.28,1.18E+06,1097.3,1.10E+07,1286.3,1.29E+07
020916Xim_F4KO_P6,115,13,TE,10910,216.21,143.29,19.082,1944.6,2.12E+07,40.364,4.40E+05,134.51,1.47E+06,1031.3,1.13E+07,1230.6,1.34E+07
020916Xim_F4KO_P6,115,14,TE,16616,226.93,371.19,19.457,1418.3,2.36E+07,35.535,5.90E+05,139.26,2.31E+06,1087.9,1.81E+07,2117.7,3.52E+07
020916Xim_F4KO_P6,115,15,EPI,8534,115.92,259.76,18.817,1253.3,1.07E+07,46.007,3.93E+05,694.1,5.92E+06,1054.6,9.00E+06,270.03,2.30E+06
020916Xim_F4KO_P6,115,16,TE,14868,154.86,148.7,21.298,1547.7,2.30E+07,53.996,8.03E+05,162.32,2.41E+06,1033.8,1.54E+07,2133.3,3.17E+07
020916Xim_F4KO_P6,115,17,TE,15261,388.07,169.41,21.648,1428.5,2.18E+07,32.638,4.98E+05,102.29,1.56E+06,1026.9,1.57E+07,1250.8,1.91E+07
020916Xim_F4KO_P6,115,18,EPI,2620,135.35,207.51,18.652,1339.5,3.51E+06,86.894,2.28E+05,1359.7,3.56E+06,1164.2,3.05E+06,328.77,8.61E+05
020916Xim_F4KO_P6,115,19,ESC,7211,152.35,236.06,22.076,1544.8,1.11E+07,746.49,5.38E+06,871.25,6.28E+06,1077.1,7.77E+06,209.17,1.51E+06
020916Xim_F4KO_P6,115,20,ESC,5197,147.3,266.39,23.234,1467,7.62E+06,677.92,3.52E+06,991.97,5.16E+06,952.73,4.95E+06,186.63,9.70E+05
020916Xim_F4KO_P6,115,21,ESC,4694,163.82,209.36,25.968,1403.8,6.59E+06,658.83,3.09E+06,892.61,4.19E+06,1002.2,4.70E+06,162.48,7.63E+05
