Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
011319Xim_WT_DQ6,1,TE,I,9564,201.25,257.52,5.0972,2653.7,2.54E+07,45.248,4.33E+05,34.762,3.32E+05,1420,1.36E+07,140.4,1.34E+06,
011319Xim_WT_DQ6,2,TE,I,7640,262.28,321.89,4.4098,2289.5,1.75E+07,43.087,3.29E+05,40.237,3.07E+05,1403.7,1.07E+07,379.67,2.90E+06,
011319Xim_WT_DQ6,3,TE,I,7647,275.72,238.84,6.0845,2410.7,1.84E+07,40.042,3.06E+05,38.692,2.96E+05,1430.8,1.09E+07,433,3.31E+06,
011319Xim_WT_DQ6,4,TE,I,9301,216.35,360.61,6.1597,1707.3,1.59E+07,38.287,3.56E+05,36.714,3.41E+05,1410.8,1.31E+07,358.95,3.34E+06,
011319Xim_WT_DQ6,5,TE,I,7545,183.33,211.52,7.0038,2343.8,1.77E+07,37.164,2.80E+05,35.256,2.66E+05,1412.9,1.07E+07,347.22,2.62E+06,
011319Xim_WT_DQ6,6,TE,I,12422,145.76,304.5,8.7135,2289.9,2.84E+07,40.595,5.04E+05,33.403,4.15E+05,1499.1,1.86E+07,110.36,1.37E+06,
011319Xim_WT_DQ6,7,TE,I,10863,336.8,219.4,9.5417,1768.8,1.92E+07,30.794,3.35E+05,30.173,3.28E+05,1419.1,1.54E+07,364.93,3.96E+06,
011319Xim_WT_DQ6,8,TE,I,9752,274.34,171.37,11.122,1891.2,1.84E+07,33.405,3.26E+05,27.944,2.73E+05,1427.7,1.39E+07,253.44,2.47E+06,
011319Xim_WT_DQ6,9,TE,I,9400,112.34,253.4,14.752,2613.7,2.46E+07,41.672,3.92E+05,43.586,4.10E+05,1317.1,1.24E+07,123.73,1.16E+06,
011319Xim_WT_DQ6,10,TE,I,7068,108.94,323.19,14.185,1917.4,1.36E+07,37.945,2.68E+05,33.214,2.35E+05,1337.3,9.45E+06,252.67,1.79E+06,
011319Xim_WT_DQ6,11,TE,I,7208,329.03,325.71,14.977,2073.9,1.49E+07,47.309,3.41E+05,43.713,3.15E+05,1396.2,1.01E+07,491.66,3.54E+06,
011319Xim_WT_DQ6,12,TE,I,7932,192.75,146.12,16.007,2670.2,2.12E+07,37.21,2.95E+05,32.308,2.56E+05,1445,1.15E+07,270.26,2.14E+06,
011319Xim_WT_DQ6,13,ICM,I,16619,140.06,246.28,21.074,2702.8,4.49E+07,40.04,6.65E+05,46.502,7.73E+05,1336.5,2.22E+07,687.8,1.14E+07,
011319Xim_WT_DQ6,13.2,ICM,I,16619,139,253,24,2610.128,,35.576,,41.028,,1342.023,,623.839,,
011319Xim_WT_DQ6,14,TE,I,9117,288.33,398.82,17.622,1922.3,1.75E+07,34.193,3.12E+05,27.343,2.49E+05,1403.8,1.28E+07,75.547,6.89E+05,
011319Xim_WT_DQ6,15,TE,I,5916,134.75,178.98,18.185,2867.2,1.70E+07,43.344,2.56E+05,37.568,2.22E+05,1335.2,7.90E+06,347.44,2.06E+06,
011319Xim_WT_DQ6,16,ICM,I,10149,158.56,302.01,19.086,2787.4,2.83E+07,40.48,4.11E+05,51.815,5.26E+05,1276.5,1.30E+07,819.78,8.32E+06,
011319Xim_WT_DQ6,17,TE,I,7331,283.61,116.37,21.164,2585.7,1.90E+07,36.148,2.65E+05,35.074,2.57E+05,1450.3,1.06E+07,388.32,2.85E+06,
011319Xim_WT_DQ6,18,TE,I,4964,387.08,186.86,22.005,3104.7,1.54E+07,39.637,1.97E+05,36.877,1.83E+05,1396.1,6.93E+06,488.85,2.43E+06,
011319Xim_WT_DQ6,19,ICM,I,6476,119.86,276.84,22.168,2448.3,1.59E+07,35.167,2.28E+05,535.84,3.47E+06,1303,8.44E+06,64.135,4.15E+05,
011319Xim_WT_DQ6,20,TE,I,8343,388.86,307.64,22.599,2289.7,1.91E+07,39.581,3.30E+05,30.811,2.57E+05,1396,1.16E+07,244.04,2.04E+06,
