Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
072016Xim_F4KO_U8,99,1,TE,7966,264.59,259.19,3.7267,1419.8,1.13E+07,34.565,2.75E+05,165.59,1.32E+06,998.55,7.95E+06,2529,2.01E+07,
072016Xim_F4KO_U8,99,2,TE,7654,235.06,306.23,5.0153,1456.2,1.11E+07,33.606,2.57E+05,129.22,9.89E+05,974.65,7.46E+06,1680.5,1.29E+07,
072016Xim_F4KO_U8,99,3,ESC,11439,182.28,223.31,6.5464,1696,1.94E+07,826.4,9.45E+06,929.22,1.06E+07,969.62,1.11E+07,448.55,5.13E+06,
072016Xim_F4KO_U8,99,4,TE,9733,199.43,285.15,8.557,1119.1,1.09E+07,32.342,3.15E+05,142.11,1.38E+06,973.34,9.47E+06,2101.3,2.05E+07,
072016Xim_F4KO_U8,99,5,TE,19732,153,292,7,1760.503,,60.876,,191.069,,1025.927,,1191.61,,
072016Xim_F4KO_U8,99,5.2,ESC,19732,138,291,18,1416.587,,784.876,,343.885,,976.009,,212.94,,
072016Xim_F4KO_U8,99,6,TE,8196,294.7,307.74,6.6098,1357.9,1.11E+07,31.009,2.54E+05,155.61,1.28E+06,979.85,8.03E+06,1842,1.51E+07,
072016Xim_F4KO_U8,99,7,TE,14302,232.07,184.85,11.561,1713.8,2.45E+07,79.192,1.13E+06,188.08,2.69E+06,978.76,1.40E+07,1954.2,2.79E+07,
072016Xim_F4KO_U8,99,8,TE,8935,278.02,195.97,9.6398,1437.8,1.28E+07,31.886,2.85E+05,149.15,1.33E+06,939.1,8.39E+06,2385.7,2.13E+07,
072016Xim_F4KO_U8,99,9,TE,13300,329.6,233.55,10.922,1755.4,2.33E+07,31.61,4.20E+05,138.41,1.84E+06,951.89,1.27E+07,1857.5,2.47E+07,
072016Xim_F4KO_U8,99,10,TE,6169,143.45,243.19,9.2608,1142.7,7.05E+06,54.777,3.38E+05,185.63,1.15E+06,944.22,5.82E+06,2546.5,1.57E+07,
072016Xim_F4KO_U8,99,11,TE,6851,257.03,353.31,9.2144,1543.6,1.06E+07,29.899,2.05E+05,157.61,1.08E+06,951.86,6.52E+06,2048.4,1.40E+07,
