Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
111418Xim_WT_CX7,1,TE,I,9847,236.29,202.16,5.0486,2370.3,2.33E+07,33.626,3.31E+05,57.095,5.62E+05,1233.1,1.21E+07,19.363,1.91E+05,
111418Xim_WT_CX7,2,TE,I,23025,182.67,188.68,8.2027,3101.7,7.14E+07,33.109,7.62E+05,278.5,6.41E+06,1254.4,2.89E+07,20.823,4.79E+05,
111418Xim_WT_CX7,2.2,ICM,I,23025,175,198,13,3000.348,,32.444,,691.447,,1211.496,,20.847,,
111418Xim_WT_CX7,3,TE,I,2642,157.68,200.25,5.7752,3296.1,8.71E+06,64.405,1.70E+05,64.164,1.70E+05,1138.7,3.01E+06,32.189,85043,
111418Xim_WT_CX7,4,TE,I,7504,278.7,264.16,5.5676,2962,2.22E+07,36.018,2.70E+05,94.817,7.12E+05,1263.3,9.48E+06,20.143,1.51E+05,
111418Xim_WT_CX7,5,TE,I,11185,216.3,271.34,5.7699,2871.1,3.21E+07,34.392,3.85E+05,40.442,4.52E+05,1273,1.42E+07,20.174,2.26E+05,
111418Xim_WT_CX7,6,TE,I,18033,118.01,227.07,8.2512,3023.9,5.45E+07,61.097,1.10E+06,30.012,5.41E+05,1206.4,2.18E+07,118.93,2.14E+06,
111418Xim_WT_CX7,7,TE,I,9482,328.21,261.95,7.4097,2296.6,2.18E+07,30.268,2.87E+05,474.51,4.50E+06,1280.3,1.21E+07,20.088,1.90E+05,
111418Xim_WT_CX7,8,TE,I,15481,150.69,284.2,7.8245,2042.8,3.16E+07,30.633,4.74E+05,25.111,3.89E+05,1363.7,2.11E+07,19.887,3.08E+05,
111418Xim_WT_CX7,9,TE,I,6628,306.18,185.23,8.1064,2846.1,1.89E+07,30.085,1.99E+05,722.71,4.79E+06,1264.9,8.38E+06,20.191,1.34E+05,
111418Xim_WT_CX7,10,TE,I,14293,102.21,284.83,10.088,2501.4,3.58E+07,30.887,4.41E+05,24.016,3.43E+05,1212.3,1.73E+07,75.203,1.07E+06,
111418Xim_WT_CX7,11,TE,I,11395,228.12,325.32,10.456,2516.5,2.87E+07,30.228,3.44E+05,33.253,3.79E+05,1254.1,1.43E+07,18.496,2.11E+05,
111418Xim_WT_CX7,12,ICM,I,3637,93.822,201.51,13.002,3050.6,1.11E+07,800.29,2.91E+06,30.579,1.11E+05,1220.3,4.44E+06,24.081,87581,
111418Xim_WT_CX7,13,ICM,I,9606,200.15,296.67,14.669,2776.8,2.67E+07,30.359,2.92E+05,81.515,7.83E+05,1277.9,1.23E+07,19.324,1.86E+05,
111418Xim_WT_CX7,14,TE,I,5994,283.04,128.23,16.374,2834.8,1.70E+07,28.558,1.71E+05,493.54,2.96E+06,1235.7,7.41E+06,19.333,1.16E+05,
111418Xim_WT_CX7,15,ICM,I,17236,113.28,167.3,21.264,2516.2,4.34E+07,366.27,6.31E+06,25.302,4.36E+05,1162.2,2.00E+07,20.549,3.54E+05,
111418Xim_WT_CX7,15.2,ICM,I,17236,108,174,25,2595.864,,360.612,,25.475,,1140.154,,21.624,,
111418Xim_WT_CX7,16,TE,I,7240,311.62,344.44,17.767,2850.4,2.06E+07,29.826,2.16E+05,428.16,3.10E+06,1288.7,9.33E+06,19.91,1.44E+05,
111418Xim_WT_CX7,17,ICM,I,5931,59.467,212.52,19.561,3319.4,1.97E+07,41.623,2.47E+05,368.03,2.18E+06,1206.9,7.16E+06,35.63,2.11E+05,
111418Xim_WT_CX7,18,ESC,I,661,132.68,227.41,17.356,2845.6,1.88E+06,38.168,25229,31.84,21046,1161.5,7.68E+05,294.65,1.95E+05,
111418Xim_WT_CX7,19,ESC,I,5263,123.5,272.18,18.371,2865.5,1.51E+07,39.356,2.07E+05,35.743,1.88E+05,1265.2,6.66E+06,350.38,1.84E+06,
111418Xim_WT_CX7,20,ICM,I,5929,131.33,309.02,18.199,3310.2,1.96E+07,30.368,1.80E+05,333.37,1.98E+06,1252.1,7.42E+06,21.222,1.26E+05,
111418Xim_WT_CX7,21,TE,I,14016,194.86,113.4,21.414,2965.3,4.16E+07,28.274,3.96E+05,68.426,9.59E+05,1228.5,1.72E+07,19.007,2.66E+05,
111418Xim_WT_CX7,22,ICM,I,6450,81.849,191.75,20.68,2626.9,1.69E+07,353.21,2.28E+06,28.764,1.86E+05,1282.9,8.28E+06,25.944,1.67E+05,
111418Xim_WT_CX7,23,TE,I,6176,399.39,250.46,20.016,2733.4,1.69E+07,33.38,2.06E+05,53.048,3.28E+05,1235.1,7.63E+06,19.114,1.18E+05,
111418Xim_WT_CX7,24,ICM,I,4059,152.07,159.42,19.437,1942.7,7.89E+06,23.956,97239,364.25,1.48E+06,1173.8,4.76E+06,18.481,75015,
111418Xim_WT_CX7,25,TE,I,7521,388.32,180.5,22.326,2162,1.63E+07,35.259,2.65E+05,160.52,1.21E+06,1256.6,9.45E+06,18.952,1.43E+05,
