Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
022519Xim_F4_ED3,1,TE,I,9026,231.12,225.21,5.315,2269.2,2.05E+07,73.393,6.62E+05,456.4,4.12E+06,1393.1,1.26E+07,22.705,2.05E+05
022519Xim_F4_ED3,2,TE,I,17736,199.51,293.33,5.7501,2025.5,3.59E+07,103.01,1.83E+06,672.74,1.19E+07,1360.9,2.41E+07,21.805,3.87E+05
022519Xim_F4_ED3,3,TE,I,8342,165.12,230.8,6.4269,2170.3,1.81E+07,64.638,5.39E+05,438.67,3.66E+06,1257.9,1.05E+07,38.11,3.18E+05
022519Xim_F4_ED3,4,TE,I,14220,283.43,266.5,6.2459,2647.7,3.77E+07,60.825,8.65E+05,411.3,5.85E+06,1344.8,1.91E+07,20.717,2.95E+05
022519Xim_F4_ED3,6,TE,I,9543,128.55,274.71,10.629,1850,1.77E+07,110.15,1.05E+06,322.09,3.07E+06,1228.7,1.17E+07,26.089,2.49E+05
022519Xim_F4_ED3,7,TE,I,16800,288.96,335.86,14.22,2217.9,3.73E+07,85.172,1.43E+06,421.39,7.08E+06,1350.1,2.27E+07,21.056,3.54E+05
022519Xim_F4_ED3,8,TE,I,11396,173.04,344.96,15.021,2213.4,2.52E+07,113,1.29E+06,387.35,4.41E+06,1334.2,1.52E+07,20.394,2.32E+05
022519Xim_F4_ED3,9,TE,I,12470,184.08,163.88,17.719,2404.2,3.00E+07,167.29,2.09E+06,412.13,5.14E+06,1356.3,1.69E+07,25.761,3.21E+05
022519Xim_F4_ED3,10,TE,I,9187,332.4,220.17,15.375,2382.1,2.19E+07,74.058,6.80E+05,365.91,3.36E+06,1335.6,1.23E+07,20.867,1.92E+05
022519Xim_F4_ED3,12,ESC,I,9912,152.39,210.21,19.306,2676.5,2.65E+07,655.01,6.49E+06,214.51,2.13E+06,1238,1.23E+07,3093.9,3.07E+07
022519Xim_F4_ED3,13,TE,I,8644,201.83,357.18,21.901,2193.4,1.90E+07,129.76,1.12E+06,779.39,6.74E+06,1403.5,1.21E+07,20.969,1.81E+05
022519Xim_F4_ED3,14,TE,I,14556,356.2,336.98,24.854,2853.1,4.15E+07,170.09,2.48E+06,202.41,2.95E+06,1360.6,1.98E+07,19.968,2.91E+05
022519Xim_F4_ED3,15,TE,I,20267,108,211,26,2595.715,,154.93,,613.181,,1510.109,,191.439,
022519Xim_F4_ED3,15.2,ESC,I,20267,112,207,35,2115.759,,202.283,,197.771,,1331.932,,2583.841,
022519Xim_F4_ED3,16,TE,I,7226,350.01,175.03,25.47,2724.6,1.97E+07,104.09,7.52E+05,153.82,1.11E+06,1394.6,1.01E+07,19.239,1.39E+05
022519Xim_F4_ED3,17,TE,I,7065,301.61,135.3,26.242,2210.8,1.56E+07,69.263,4.89E+05,137.62,9.72E+05,1419.8,1.00E+07,18.985,1.34E+05
022519Xim_F4_ED3,18,TE,I,6817,83.999,267.58,27.696,1793.1,1.22E+07,96.75,6.60E+05,232.67,1.59E+06,1269.1,8.65E+06,116.25,7.93E+05
022519Xim_F4_ED3,19,ICM,I,5692,118.95,297.42,26.969,2121.4,1.21E+07,50.835,2.89E+05,562.61,3.20E+06,1294.3,7.37E+06,20.268,1.15E+05
022519Xim_F4_ED3,20,ESC,I,10856,149.34,188.5,29.017,2204.7,2.39E+07,431.47,4.68E+06,156.62,1.70E+06,1315.8,1.43E+07,2658.5,2.89E+07
022519Xim_F4_ED3,21,ESC,I,8467,106.35,255.33,27.868,2186.2,1.85E+07,285.65,2.42E+06,163.29,1.38E+06,1370.3,1.16E+07,2426,2.05E+07
022519Xim_F4_ED3,22,ICM,I,10658,114.35,332.75,29.525,1925.4,2.05E+07,744.29,7.93E+06,55.674,5.93E+05,1305.4,1.39E+07,19.257,2.05E+05
022519Xim_F4_ED3,23,ESC,I,7492,130.5,234.14,28.846,2284,1.71E+07,557.44,4.18E+06,171.49,1.28E+06,1267.2,9.49E+06,2864.3,2.15E+07
022519Xim_F4_ED3,24,TE,I,6561,391.24,250.53,30.917,2809.4,1.84E+07,55.353,3.63E+05,242.08,1.59E+06,1439.5,9.44E+06,19.774,1.30E+05
022519Xim_F4_ED3,25,TE,I,8090,86.11,313.26,33.989,1994.6,1.61E+07,92.521,7.49E+05,334.14,2.70E+06,1366,1.11E+07,20.265,1.64E+05
022519Xim_F4_ED3,26,TE,I,10984,161.36,130.19,36.559,1987.1,2.18E+07,44.78,4.92E+05,263.37,2.89E+06,1397.3,1.53E+07,20.596,2.26E+05
022519Xim_F4_ED3,27,TE,I,11357,283.83,398.01,36.663,2352.2,2.67E+07,215.27,2.44E+06,841.78,9.56E+06,1355.4,1.54E+07,19.325,2.19E+05
022519Xim_F4_ED3,28,TE,I,13113,172.36,405.48,38.194,2001.2,2.62E+07,410.75,5.39E+06,586.4,7.69E+06,1368.6,1.79E+07,18.295,2.40E+05
022519Xim_F4_ED3,29,TE,I,12080,393.5,334.17,40.941,2641.4,3.19E+07,161.46,1.95E+06,265.39,3.21E+06,1373.4,1.66E+07,18.773,2.27E+05
022519Xim_F4_ED3,31,ESC,I,9309,135.63,200.3,40.109,1621,1.51E+07,245.47,2.29E+06,109.33,1.02E+06,1290.6,1.20E+07,1823.7,1.70E+07
022519Xim_F4_ED3,32,ICM,I,3694,113.29,280.14,37.981,1213.6,4.48E+06,36.688,1.36E+05,298.52,1.10E+06,1245.6,4.60E+06,66.573,2.46E+05
022519Xim_F4_ED3,33,ESC,I,8041,130.53,164.35,42.946,1417.2,1.14E+07,245.01,1.97E+06,101.14,8.13E+05,1293,1.04E+07,1644.8,1.32E+07
022519Xim_F4_ED3,34,TE,I,7132,389.33,174.27,42.334,2307.9,1.65E+07,79.356,5.66E+05,160.47,1.14E+06,1352.5,9.65E+06,18.789,1.34E+05
022519Xim_F4_ED3,35,ICM,I,7675,115.96,346.74,41.277,1385.4,1.06E+07,68.333,5.24E+05,316.6,2.43E+06,1287.9,9.88E+06,17.697,1.36E+05
022519Xim_F4_ED3,36,ICM,I,7454,108.21,254.31,42.493,1336.5,9.96E+06,51.08,3.81E+05,342.51,2.55E+06,1210,9.02E+06,169.17,1.26E+06
022519Xim_F4_ED3,37,ICM,I,8290,84.71,302.05,45.995,1006.3,8.34E+06,79.641,6.60E+05,277.36,2.30E+06,1236.8,1.03E+07,21.709,1.80E+05
022519Xim_F4_ED3,40,TE,I,15300,111.25,381.88,52.474,1205.2,1.84E+07,209.95,3.21E+06,338.36,5.18E+06,1356.4,2.08E+07,17.161,2.63E+05
022519Xim_F4_ED3,41,TE,I,7586,342.33,112.95,50.677,2068.4,1.57E+07,40.688,3.09E+05,233.23,1.77E+06,1343.6,1.02E+07,17.982,1.36E+05
022519Xim_F4_ED3,42,ESC,I,18634,102,200,46,1422.235,,250.449,,113.421,,1333.523,,1657.126,
022519Xim_F4_ED3,42.2,ICM,I,18634,100,206,55,1276.179,,77.684,,351.607,,1114.973,,362.883,
022519Xim_F4_ED3,44,TE,I,11739,224.31,87.93,54.365,1769.7,2.08E+07,37.206,4.37E+05,219.45,2.58E+06,1227.2,1.44E+07,17.478,2.05E+05
022519Xim_F4_ED3,45,TE,I,7960,419.61,225.99,51.776,1891.6,1.51E+07,51.221,4.08E+05,74.324,5.92E+05,1464.6,1.17E+07,17.705,1.41E+05
