Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum
022519Xim_F4_ED3,48,TE,I,12259,288.09,92.984,57.528,1421,1.74E+07,45.761,5.61E+05,161.69,1.98E+06,1243.6,1.52E+07,17.56,2.15E+05
022519Xim_F4_ED3,49,TE,I,9522,80.031,322.55,56.379,619.25,5.90E+06,34.843,3.32E+05,154.61,1.47E+06,1190.1,1.13E+07,17.427,1.66E+05
022519Xim_F4_ED3,50,TE,I,7295,422.25,287.78,58.027,1561.6,1.14E+07,78.565,5.73E+05,69.521,5.07E+05,1299.3,9.48E+06,17.092,1.25E+05
022519Xim_F4_ED3,52,TE,I,8300,120.06,142.3,61.056,789.57,6.55E+06,32.736,2.72E+05,116.38,9.66E+05,1339.9,1.11E+07,42.126,3.50E+05
022519Xim_F4_ED3,53,TE,I,14537,393.92,355.39,60.886,1472,2.14E+07,47.686,6.93E+05,147.44,2.14E+06,1338.2,1.95E+07,17.329,2.52E+05
022519Xim_F4_ED3,54,TE,I,18012,213.23,426.28,63.277,990.77,1.78E+07,50.2,9.04E+05,243.5,4.39E+06,1186.9,2.14E+07,16.661,3.00E+05
022519Xim_F4_ED3,55,ICM,I,8338,105.78,175.39,61.666,856.32,7.14E+06,38.524,3.21E+05,187.05,1.56E+06,1213.6,1.01E+07,99.212,8.27E+05
022519Xim_F4_ED3,56,TE,I,9554,407.21,174.25,64.433,1000.2,9.56E+06,79.259,7.57E+05,61.739,5.90E+05,1210.6,1.16E+07,16.503,1.58E+05
022519Xim_F4_ED3,58,TE,I,11358,355.51,421.12,73.636,1710.1,1.94E+07,33.029,3.75E+05,91.184,1.04E+06,1425.7,1.62E+07,17.189,1.95E+05
022519Xim_F4_ED3,60,TE,I,24949,67,229,74,488.96,1.22E+07,23.199,5.79E+05,39.516,9.86E+05,1268.3,3.16E+07,17.844,4.45E+05
022519Xim_F4_ED3,60.2,TE,I,24949,72,229,83,488.96,1.22E+07,23.199,5.79E+05,39.516,9.86E+05,1268.3,3.16E+07,17.844,4.45E+05
022519Xim_F4_ED3,61,TE,I,9055,103.91,160.22,79.821,530.72,4.81E+06,25.44,2.30E+05,87.433,7.92E+05,1081.7,9.80E+06,17.749,1.61E+05
022519Xim_F4_ED3,62,TE,I,27946,122.74,393.99,84.807,705.2,1.97E+07,22.375,6.25E+05,76.461,2.14E+06,1131.4,3.16E+07,15.535,4.34E+05
022519Xim_F4_ED3,63,TE,I,10948,349.55,124.16,85.051,607.6,6.65E+06,23.232,2.54E+05,88.413,9.68E+05,1282.3,1.40E+07,15.379,1.68E+05
022519Xim_F4_ED3,64,TE,I,13586,188.05,104.32,87.088,497.13,6.75E+06,20.379,2.77E+05,55.659,7.56E+05,1232.8,1.67E+07,15.66,2.13E+05
022519Xim_F4_ED3,65,TE,I,11399,387.5,162.7,83.398,483.36,5.51E+06,27.931,3.18E+05,72.265,8.24E+05,1145.5,1.31E+07,15.546,1.77E+05
022519Xim_F4_ED3,66,TE,I,25425,406.73,233.14,88.128,476.32,1.21E+07,23.362,5.94E+05,38.378,9.76E+05,1283.6,3.26E+07,15.548,3.95E+05
022519Xim_F4_ED3,67,TE,I,9274,272.43,415.43,88.882,500.16,4.64E+06,20.973,1.95E+05,53.71,4.98E+05,1008.5,9.35E+06,15.568,1.44E+05
022519Xim_F4_ED3,68,TE,I,15191,388.59,338.75,88.528,350.22,5.32E+06,36.833,5.60E+05,72.566,1.10E+06,1090.4,1.66E+07,15.3,2.32E+05
022519Xim_F4_ED3,69,TE,I,21239,267.44,115.06,95.695,345.4,7.34E+06,22.721,4.83E+05,61.735,1.31E+06,1429.1,3.04E+07,15.239,3.24E+05
022519Xim_F4_ED3,71,TE,I,18615,179.91,132.95,104.09,301.91,5.62E+06,17.032,3.17E+05,50.532,9.41E+05,1551.4,2.89E+07,15.003,2.79E+05
022519Xim_F4_ED3,72,TE,M,11364,354.19,284.23,105.59,706.3,8.03E+06,19.712,2.24E+05,21.478,2.44E+05,1439,1.64E+07,15.455,1.76E+05
022519Xim_F4_ED3,73,TE,I,16011,357.4,215.63,106.21,356.64,5.71E+06,18.756,3.00E+05,55.333,8.86E+05,1506,2.41E+07,15.049,2.41E+05
022519Xim_F4_ED3,74,TE,I,13307,336.11,351.91,106.23,287.96,3.83E+06,50.3,6.69E+05,61.964,8.25E+05,1335.7,1.78E+07,15.043,2.00E+05
022519Xim_F4_ED3,75,TE,I,10286,294.75,154.03,108.53,333.43,3.43E+06,29.769,3.06E+05,65.165,6.70E+05,1463.1,1.51E+07,15.052,1.55E+05
022519Xim_F4_ED3,76,TE,I,20261,153.13,184.04,109.66,274.38,5.56E+06,15.844,3.21E+05,40.266,8.16E+05,1384,2.80E+07,14.923,3.02E+05
022519Xim_F4_ED3,77,TE,I,23735,190.05,342.26,112.61,303.5,7.20E+06,17.346,4.12E+05,45.835,1.09E+06,1448.7,3.44E+07,15.024,3.57E+05
022519Xim_F4_ED3,78,TE,I,33310,126.48,270.44,113.23,203.9,6.79E+06,15.617,5.20E+05,36.739,1.22E+06,1371.2,4.57E+07,15.043,5.01E+05
022519Xim_F4_ED3,79,TE,I,35021,247.65,366.88,113.5,341.29,1.20E+07,15.665,5.49E+05,44.224,1.55E+06,1462.1,5.12E+07,14.863,5.21E+05
022519Xim_F4_ED3,80,TE,I,12131,291.81,210.11,115.37,293.23,3.56E+06,23.162,2.81E+05,70.037,8.50E+05,1472.6,1.79E+07,14.87,1.80E+05
022519Xim_F4_ED3,81,TE,I,18278,245.56,220.16,117.21,315.09,5.76E+06,21.326,3.90E+05,73.154,1.34E+06,1494,2.73E+07,14.825,2.71E+05
