Embryo_ID,Cell_ID,Size,Identity,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
071816Xim_T4,1,7918,TE,278.48,198.77,4.1634,2467.2,1.95E+07,34.711,2.75E+05,136.72,1.08E+06,1018.5,8.06E+06,1144.5,9.06E+06,
071816Xim_T4,2,7311,TE,255.61,270.61,3.222,2493.3,1.82E+07,30.273,2.21E+05,146.11,1.07E+06,1023.1,7.48E+06,2113.9,1.55E+07,
071816Xim_T4,3,10705,TE,226.14,197.51,5.8058,2569.1,2.75E+07,32.54,3.48E+05,161.74,1.73E+06,982.84,1.05E+07,1956.4,2.09E+07,
071816Xim_T4,4,8026,TE,193.16,237.04,6.2741,1772.2,1.42E+07,29.661,2.38E+05,1081.9,8.68E+06,977.91,7.85E+06,1024.1,8.22E+06,
071816Xim_T4,5,8874,TE,331.94,178,7.4167,2085.1,1.85E+07,20.8,1.85E+05,66.634,5.91E+05,1015.8,9.01E+06,625.84,5.55E+06,
071816Xim_T4,6,7887,TE,339.04,276.28,7.7353,2466.1,1.95E+07,22.578,1.78E+05,93.91,7.41E+05,1021.7,8.06E+06,807.46,6.37E+06,
071816Xim_T4,7,6136,TE,174.05,265.9,9.2446,2191.1,1.34E+07,27.76,1.70E+05,124.79,7.66E+05,1009.1,6.19E+06,2046.3,1.26E+07,
071816Xim_T4,8,9390,TE,220.05,298.72,8.0347,1458.8,1.37E+07,24.291,2.28E+05,767.78,7.21E+06,1045.7,9.82E+06,599.08,5.63E+06,
071816Xim_T4,9,9135,TE,305.08,316.37,11.887,1964.9,1.79E+07,25.544,2.33E+05,106.36,9.72E+05,1027.8,9.39E+06,1233.1,1.13E+07,
071816Xim_T4,10,5640,TE,181.43,184.81,13.529,2110.9,1.19E+07,26.729,1.51E+05,104.2,5.88E+05,1017.1,5.74E+06,1232.9,6.95E+06,
071816Xim_T4,11,7669,TE,244.14,138.6,16.462,2131.2,1.63E+07,26.938,2.07E+05,117.07,8.98E+05,1021.5,7.83E+06,1422.3,1.09E+07,
071816Xim_T4,12,7053,TE,178.39,317.79,16.789,2014,1.42E+07,29.897,2.11E+05,125.64,8.86E+05,965.62,6.81E+06,1911.6,1.35E+07,
071816Xim_T4,13,6189,TE,295.97,136.08,17.303,1979.4,1.23E+07,27.819,1.72E+05,129.6,8.02E+05,982.05,6.08E+06,960.57,5.95E+06,
071816Xim_T4,14,7079,TE,145.25,250.43,17.687,2041,1.44E+07,25.204,1.78E+05,94.28,6.67E+05,985.99,6.98E+06,873,6.18E+06,
071816Xim_T4,15,6739,TE,220.21,332.36,17.163,2027,1.37E+07,28.456,1.92E+05,141.79,9.56E+05,932.38,6.28E+06,1451.5,9.78E+06,
071816Xim_T4,16,5340,TE,203.15,145.11,18.421,2121.1,1.13E+07,26.567,1.42E+05,106.09,5.67E+05,1003.5,5.36E+06,1098.6,5.87E+06,
071816Xim_T4,17,5984,TE,154.3,207.2,18.716,1864.3,1.12E+07,27.967,1.67E+05,135.42,8.10E+05,971.76,5.82E+06,2204.5,1.32E+07,
071816Xim_T4,18,7166,TE,349.8,309.6,19.836,1952.4,1.40E+07,26.224,1.88E+05,92.109,6.60E+05,999.04,7.16E+06,364.11,2.61E+06,
071816Xim_T4,19,6485,TE,272.91,349.38,21.131,2026.1,1.31E+07,28.046,1.82E+05,352.42,2.29E+06,1008.3,6.54E+06,1877.7,1.22E+07,
071816Xim_T4,20,7382,TE,386.37,210.29,24.267,2185.5,1.61E+07,18.932,1.40E+05,63.108,4.66E+05,1114.7,8.23E+06,451.97,3.34E+06,
071816Xim_T4,21,9662,TE,343.18,147.53,26.317,2212.9,2.14E+07,26.687,2.58E+05,103.25,9.98E+05,994.08,9.60E+06,951.43,9.19E+06,
071816Xim_T4,22,6667,TE,267.11,112.34,27.979,1538.8,1.03E+07,25.361,1.69E+05,87.421,5.83E+05,1008,6.72E+06,913.85,6.09E+06,
071816Xim_T4,23,8499,TE,327.23,349.37,27.894,1543.5,1.31E+07,26.188,2.23E+05,77.384,6.58E+05,1127.3,9.58E+06,352.1,2.99E+06,
071816Xim_T4,24,9026,TE,178.48,336.75,28.306,1632.1,1.47E+07,24.755,2.23E+05,104.27,9.41E+05,958.52,8.65E+06,1131,1.02E+07,
071816Xim_T4,25,8420,TE,224.97,359.88,28.635,2691.5,2.27E+07,22.607,1.90E+05,150.07,1.26E+06,1034.6,8.71E+06,803.13,6.76E+06,
071816Xim_T4,26,13598,TE,380.61,283.67,30.241,1690.6,2.30E+07,22.76,3.09E+05,68.711,9.34E+05,1082,1.47E+07,452.18,6.15E+06,
071816Xim_T4,27,7101,TE,129.03,290.83,29.313,1585.8,1.13E+07,23.699,1.68E+05,111.1,7.89E+05,939.97,6.67E+06,1902.5,1.35E+07,
071816Xim_T4,28,8996,TE,129.03,211.26,31.472,1425.9,1.28E+07,22.585,2.03E+05,74.997,6.75E+05,941.58,8.47E+06,667.84,6.01E+06,
071816Xim_T4,29,6885,TE,172.66,141.77,33.724,1280.4,8.82E+06,21.449,1.48E+05,79.839,5.50E+05,1013,6.97E+06,919.27,6.33E+06,
071816Xim_T4,30,8112,TE,367.94,330.57,35.166,1467.3,1.19E+07,22.59,1.83E+05,75.602,6.13E+05,1176.6,9.54E+06,622.98,5.05E+06,
071816Xim_T4,31,5956,TE,317.92,111.69,35.49,1592.8,9.49E+06,23.395,1.39E+05,72.992,4.35E+05,1044.6,6.22E+06,719.91,4.29E+06,
071816Xim_T4,32,4874,TE,298.89,368.1,34.383,2023,9.86E+06,23.898,1.16E+05,135.13,6.59E+05,1100.4,5.36E+06,1314.7,6.41E+06,
071816Xim_T4,33,6544,TE,214.5,115.76,35.511,1302.6,8.52E+06,21.849,1.43E+05,78.093,5.11E+05,1043.6,6.83E+06,666.58,4.36E+06,
071816Xim_T4,34,8279,TE,372.74,171.5,37.078,1216.6,1.01E+07,22.403,1.85E+05,74.965,6.21E+05,1119.5,9.27E+06,554.1,4.59E+06,
071816Xim_T4,35,6727,TE,146.42,164.14,38.312,1226.7,8.25E+06,19.627,1.32E+05,97.085,6.53E+05,965.28,6.49E+06,1449.5,9.75E+06,
071816Xim_T4,36,11911,TE,392.37,233.05,38.506,1660.6,1.98E+07,20.084,2.39E+05,114.55,1.36E+06,1101.6,1.31E+07,317.95,3.79E+06,
071816Xim_T4,37,9380,TE,101.45,254.15,41.032,1331.3,1.25E+07,18.672,1.75E+05,65.128,6.11E+05,976.87,9.16E+06,665.1,6.24E+06,
071816Xim_T4,38,13926,TE,268.92,375.91,43.931,1361.2,1.90E+07,20.049,2.79E+05,76.168,1.06E+06,1112.5,1.55E+07,838.48,1.17E+07,
071816Xim_T4,39,8966,TE,280.27,96.81,43.251,1008.7,9.04E+06,20.935,1.88E+05,66.02,5.92E+05,1128.9,1.01E+07,712.3,6.39E+06,
071816Xim_T4,40,9114,TE,138.46,328.69,44.826,1046.8,9.54E+06,20.217,1.84E+05,86.416,7.88E+05,1122.6,1.02E+07,1368.4,1.25E+07,
071816Xim_T4,41,8197,TE,344.97,357.11,41.512,1264.3,1.04E+07,20.178,1.65E+05,81.249,6.66E+05,1124.6,9.22E+06,480.85,3.94E+06,
071816Xim_T4,42,7601,TE,240.4,103.68,45.732,1016.7,7.73E+06,19.068,1.45E+05,60.491,4.60E+05,1057.7,8.04E+06,555.61,4.22E+06,
071816Xim_T4,43,7806,TE,340.1,120.41,45.808,1043.3,8.14E+06,19.972,1.56E+05,68.054,5.31E+05,1233.3,9.63E+06,749.74,5.85E+06,
