Embryo_ID,Cell_ID,Identity,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
102618Xim_F4_CS13,4,TE,I,10013,262.48,231.29,4.7882,2167.2,2.17E+07,293.37,2.94E+06,268.87,2.69E+06,1238.6,1.24E+07,1202.6,1.20E+07,
102618Xim_F4_CS13,5,TE,I,13563,199.47,247.67,6.1838,1817.2,2.46E+07,106.02,1.44E+06,227.31,3.08E+06,1172.7,1.59E+07,763.28,1.04E+07,
102618Xim_F4_CS13,9,ICM,I,7586,234.82,231.67,10.861,2095.6,1.59E+07,1213.2,9.20E+06,249.64,1.89E+06,1168.6,8.87E+06,1340.9,1.02E+07,
102618Xim_F4_CS13,10,TE,I,11153,281.29,182.66,10.917,1747.5,1.95E+07,290.22,3.24E+06,189.52,2.11E+06,1184.6,1.32E+07,943.7,1.05E+07,
102618Xim_F4_CS13,12,ICM,I,9591,212.41,277.75,13.878,1676.2,1.61E+07,736.81,7.07E+06,290.24,2.78E+06,1185.9,1.14E+07,847.89,8.13E+06,
102618Xim_F4_CS13,13,TE,I,9076,303.2,284.34,15.458,2129.2,1.93E+07,236.76,2.15E+06,195.74,1.78E+06,1177.7,1.07E+07,787.37,7.15E+06,
102618Xim_F4_CS13,14,TE,I,9533,327.63,237.97,16.947,1910.1,1.82E+07,201.5,1.92E+06,184.29,1.76E+06,1248.4,1.19E+07,796.61,7.59E+06,
102618Xim_F4_CS13,15,TE,I,9775,224.35,324.09,17.534,2270.9,2.22E+07,117.92,1.15E+06,251.54,2.46E+06,1166.3,1.14E+07,765.63,7.48E+06,
102618Xim_F4_CS13,16,ICM,M,10155,260.94,281.56,18.092,2297.6,2.33E+07,216.44,2.20E+06,126.76,1.29E+06,1234.3,1.25E+07,192.57,1.96E+06,
102618Xim_F4_CS13,17,ICM,I,8622,201.86,221.39,19.421,1694,1.46E+07,721.77,6.22E+06,184.93,1.59E+06,1145.9,9.88E+06,910.94,7.85E+06,
