Embryo_ID,Cellcount,Cell_ID,Identity,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum,
020216Xim_F4KO_L8,126,1,TE,6092,274.22,255.12,4.5726,2424.9,1.48E+07,2802.2,1.71E+07,525.75,3.20E+06,819.02,4.99E+06,1515.4,9.23E+06,
020216Xim_F4KO_L8,126,2,TE,11379,190.64,220.27,6.7013,2867.936,,3035.428,,385.746,,804.389,,1374.913,,
020216Xim_F4KO_L8,126,3,TE,5867,233.78,243.79,5.4745,2696.3,1.58E+07,2647.3,1.55E+07,559.17,3.28E+06,729.68,4.28E+06,1568.8,9.20E+06,
020216Xim_F4KO_L8,126,4,TE,6356,240.34,276.42,6.9213,2423.1,1.54E+07,2574.4,1.64E+07,441.68,2.81E+06,730.78,4.64E+06,1306.3,8.30E+06,
020216Xim_F4KO_L8,126,5,TE,12696,318.31,295.11,7.148,2593,3.29E+07,2476.2,3.14E+07,218.46,2.77E+06,811.54,1.03E+07,1501.8,1.91E+07,
020216Xim_F4KO_L8,126,6,TE,10369,281.73,307.5,6.7178,3022.5,3.13E+07,2052.5,2.13E+07,573.65,5.95E+06,794.56,8.24E+06,1565,1.62E+07,
020216Xim_F4KO_L8,126,7,TE,12009,241.88,209.77,6.9454,2664.5,3.20E+07,2234.6,2.68E+07,635.02,7.63E+06,811.05,9.74E+06,1157.8,1.39E+07,
020216Xim_F4KO_L8,126,8,TE,8577,310.43,233.47,7.2191,1829.6,1.57E+07,1921.4,1.65E+07,165.59,1.42E+06,832.83,7.14E+06,433.48,3.72E+06,
020216Xim_F4KO_L8,126,9,EPI,14194,174.77,252.25,7.7679,2405.9,3.41E+07,95.935,1.36E+06,2233.8,3.17E+07,866.86,1.23E+07,235.67,3.35E+06,
020216Xim_F4KO_L8,126,10,EPI,11873,172.68,297,8.0161,2640.7,3.14E+07,113.91,1.35E+06,2136.6,2.54E+07,763.92,9.07E+06,244.16,2.90E+06,
020216Xim_F4KO_L8,126,11,TE,18365,214,310,4,2559.835,,2954.84,,346.946,,882.498,,1503.698,,
020216Xim_F4KO_L8,126,11.2,EPI,18365,219,300,12,2610.64,,414.344,,1810.718,,827.012,,353.631,,
020216Xim_F4KO_L8,126,12,TE,12777,124.86,265.59,11.739,2420.3,3.09E+07,2082.6,2.66E+07,400.26,5.11E+06,776.71,9.92E+06,1196.8,1.53E+07,
020216Xim_F4KO_L8,126,13,TE,7919,175.31,334.27,11.027,2149.4,1.70E+07,2270,1.80E+07,374.43,2.97E+06,973.47,7.71E+06,1166.5,9.24E+06,
020216Xim_F4KO_L8,126,14,TE,4471,243.11,321.67,10.502,2622.4,1.17E+07,2729.9,1.22E+07,535.86,2.40E+06,779.7,3.49E+06,1327.1,5.93E+06,
020216Xim_F4KO_L8,126,15,TE,6265,343.35,253.44,11.87,2224.1,1.39E+07,2406.2,1.51E+07,261.35,1.64E+06,883.89,5.54E+06,981.42,6.15E+06,
020216Xim_F4KO_L8,126,16,TE,9634,288.46,188.09,12.177,1560.7,1.50E+07,1731,1.67E+07,159.1,1.53E+06,785.99,7.57E+06,445.2,4.29E+06,
020216Xim_F4KO_L8,126,17,EPI,7233,160.99,217.74,14.626,2429.7,1.76E+07,98.176,7.10E+05,1726.1,1.25E+07,819.26,5.93E+06,196.06,1.42E+06,
020216Xim_F4KO_L8,126,17.2,EPI,7233,175,211,20,2052.361,,98.244,,2429.444,,756.785,,196.411,,
020216Xim_F4KO_L8,126,18,EPI,11052,220.82,255.43,14.083,2120.1,2.34E+07,193.5,2.14E+06,1804.2,1.99E+07,793.96,8.77E+06,249.26,2.75E+06,
020216Xim_F4KO_L8,126,19,EPI,563,191.6,226.33,14.586,2191.249,,218.579,,3152.126,,783.666,,257.211,1.14E+05,
020216Xim_F4KO_L8,126,21,EPI,2891,153.87,279.33,16.243,3325.4,9.61E+06,63.867,1.85E+05,622.91,1.80E+06,839.53,2.43E+06,156.5,4.52E+05,
020216Xim_F4KO_L8,126,22,TE,4754,307.02,337.69,15.348,2589.8,1.23E+07,2094.7,9.96E+06,241.42,1.15E+06,775.19,3.69E+06,1265.2,6.01E+06,
020216Xim_F4KO_L8,126,23,TE,4789,278.17,342.43,14.5,2665.3,1.28E+07,2127.4,1.02E+07,207.3,9.93E+05,816.17,3.91E+06,1288,6.17E+06,
020216Xim_F4KO_L8,126,24,TE,7966,205.28,185.43,17.287,2853.3,2.27E+07,983.94,7.84E+06,128.48,1.02E+06,945.16,7.53E+06,599.44,4.78E+06,
020216Xim_F4KO_L8,126,25,EPI,8547,156.37,302.47,17.704,2546.7,2.18E+07,70.277,6.01E+05,1950.2,1.67E+07,758.73,6.48E+06,238.28,2.04E+06,
020216Xim_F4KO_L8,126,26,TE,10363,342.56,202.31,19.552,2383.1,2.47E+07,2159.7,2.24E+07,646.1,6.70E+06,740.59,7.67E+06,1108.6,1.15E+07,
020216Xim_F4KO_L8,126,27,EPI,4017,199.22,261.96,16.542,2123.5,8.53E+06,69.84,2.81E+05,2340.6,9.40E+06,800.04,3.21E+06,175.19,7.04E+05,
020216Xim_F4KO_L8,126,28,TE,5391,212.35,350.98,18.714,2371.2,1.28E+07,2018.4,1.09E+07,354.66,1.91E+06,728.32,3.93E+06,1302.2,7.02E+06,
020216Xim_F4KO_L8,126,29,TE,8454,247.82,163.66,19.683,2250.4,1.90E+07,2037,1.72E+07,158.59,1.34E+06,875.21,7.40E+06,578.18,4.89E+06,
020216Xim_F4KO_L8,126,30,EPI,5252,128.06,240.69,19.301,2411.9,1.27E+07,150.66,7.91E+05,1414.8,7.43E+06,837.12,4.40E+06,204.08,1.07E+06,
020216Xim_F4KO_L8,126,31,TE,5288,246.33,350.65,20.036,2174.3,1.15E+07,2015.9,1.07E+07,339.36,1.79E+06,820.57,4.34E+06,1317.3,6.97E+06,
020216Xim_F4KO_L8,126,32,EPI,4388,144.16,198.27,19.676,1952.9,8.57E+06,92.304,4.05E+05,1720.1,7.55E+06,868.21,3.81E+06,176.37,7.74E+05,
020216Xim_F4KO_L8,126,33,EPI,1471,171.13,245.57,20.286,2093.3,3.08E+06,67.018,98584,1476.3,2.17E+06,926.32,1.36E+06,140.99,2.07E+05,
020216Xim_F4KO_L8,126,33.2,EPI,1471,161,242,18,2046.892,,82.897,,1457.426,,819.532,,177.534,,
020216Xim_F4KO_L8,126,34,TE,6316,367.99,259.9,21.07,1860.6,1.18E+07,2039.7,1.29E+07,370.06,2.34E+06,749.11,4.73E+06,773.62,4.89E+06,
020216Xim_F4KO_L8,126,35,EPI,10338,124.67,290.63,22.138,2472.2,2.56E+07,169.04,1.75E+06,1704.2,1.76E+07,784.08,8.11E+06,249.34,2.58E+06,
020216Xim_F4KO_L8,126,36,TE,5662,354.99,300.89,19.008,1854.9,1.05E+07,1960.3,1.11E+07,537.31,3.04E+06,749.27,4.24E+06,652.92,3.70E+06,
020216Xim_F4KO_L8,126,37,TE,5879,304.65,173.08,21.158,2023.6,1.19E+07,1990.1,1.17E+07,305.72,1.80E+06,695.43,4.09E+06,643.36,3.78E+06,
020216Xim_F4KO_L8,126,39,EPI,8346,211.35,313.32,21.518,2120.7,1.77E+07,88.546,7.39E+05,2203.9,1.84E+07,793.82,6.63E+06,179.57,1.50E+06,
020216Xim_F4KO_L8,126,40,EPI,10458,204.69,226.19,22.589,1651.8,1.73E+07,82.782,8.66E+05,1886.3,1.97E+07,844.96,8.84E+06,176.95,1.85E+06,
020216Xim_F4KO_L8,126,41,EPI,8014,193.76,289.17,22.67,2007.6,1.61E+07,62.753,5.03E+05,1552.7,1.24E+07,798.03,6.40E+06,173.06,1.39E+06,
020216Xim_F4KO_L8,126,42,TE,19481,360.24,327.97,28.12,2440.1,4.75E+07,1777.5,3.46E+07,867.71,1.69E+07,892.31,1.74E+07,711.25,1.39E+07,
020216Xim_F4KO_L8,126,42.2,TE,19481,360.24,327.97,28.12,2440.1,4.75E+07,1777.5,3.46E+07,867.71,1.69E+07,892.31,1.74E+07,711.25,1.39E+07,
020216Xim_F4KO_L8,126,43,EPI,5013,177.58,325.53,23.689,1997.4,1.00E+07,115.3,5.78E+05,1895.5,9.50E+06,944.17,4.73E+06,209.17,1.05E+06,
020216Xim_F4KO_L8,126,44,EPI,6152,150.32,340.4,24.62,1712.5,1.05E+07,76.155,4.69E+05,1905,1.17E+07,757.41,4.66E+06,190.28,1.17E+06,
020216Xim_F4KO_L8,126,45,EPI,3228,184.33,344.82,22.144,2002.8,6.47E+06,159.09,5.14E+05,2004,6.47E+06,935.68,3.02E+06,246.07,7.94E+05,
020216Xim_F4KO_L8,126,46,TE,11579,152.98,182.24,28.734,2025.7,2.35E+07,1466.3,1.70E+07,453.55,5.25E+06,810.92,9.39E+06,749.12,8.67E+06,
020216Xim_F4KO_L8,126,47,EPI,9291,165.44,203.72,28.166,1794.2,1.67E+07,80.536,7.48E+05,1525.2,1.42E+07,833.7,7.75E+06,164.97,1.53E+06,
020216Xim_F4KO_L8,126,47.2,EPI,9291,150,222,26,1558.308,,82.401,,2185.409,,775.534,,187.049,,
020216Xim_F4KO_L8,126,48,TE,19160,296.75,367.42,28.424,2316.8,4.44E+07,1518,2.91E+07,142.75,2.74E+06,863.84,1.66E+07,735.41,1.41E+07,
020216Xim_F4KO_L8,126,48.2,TE,19160,296.75,367.42,28.424,2316.8,4.44E+07,1518,2.91E+07,142.75,2.74E+06,863.84,1.66E+07,735.41,1.41E+07,
020216Xim_F4KO_L8,126,49,TE,8051,371.92,212.6,28.336,2031.1,1.64E+07,1503.2,1.21E+07,543.35,4.37E+06,819.04,6.59E+06,1010.8,8.14E+06,
020216Xim_F4KO_L8,126,50,EPI,11322,223.86,260.7,27.701,1516.6,1.72E+07,59.235,6.71E+05,1487.5,1.68E+07,737.84,8.35E+06,160.93,1.82E+06,
020216Xim_F4KO_L8,126,52,EPI,5203,153.47,283.77,27.406,1933.3,1.01E+07,55.53,2.89E+05,1199.5,6.24E+06,832.5,4.33E+06,151.98,7.91E+05,
020216Xim_F4KO_L8,126,53,TE,8547,210.32,368.67,30.042,1778.9,1.52E+07,1247.9,1.07E+07,151.05,1.29E+06,875.38,7.48E+06,776.79,6.64E+06,
020216Xim_F4KO_L8,126,54,TE,9886,277.48,152.32,31.625,1983.7,1.96E+07,1433.1,1.42E+07,180.66,1.79E+06,918.34,9.08E+06,669.24,6.62E+06,
020216Xim_F4KO_L8,126,54.2,TE,9886,277.48,152.32,31.625,1983.7,1.96E+07,1433.1,1.42E+07,180.66,1.79E+06,918.34,9.08E+06,669.24,6.62E+06,
020216Xim_F4KO_L8,126,55,EPI,1215,134.37,247.19,28.265,1540.2,1.87E+06,67.747,82312,1978.9,2.40E+06,886.67,1.08E+06,149.15,1.81E+05,
020216Xim_F4KO_L8,126,56,EPI,12319,129.51,230.13,32.185,1688.2,2.08E+07,64.862,7.99E+05,1849.7,2.28E+07,814.3,1.00E+07,154.37,1.90E+06,
020216Xim_F4KO_L8,126,57,TE,4652,108.14,291.05,31.788,2411.3,1.12E+07,1607.4,7.48E+06,250.37,1.16E+06,787.66,3.66E+06,955.44,4.44E+06,
020216Xim_F4KO_L8,126,58,EPI,4269,130.37,318.53,31.165,1406.2,6.00E+06,73.687,3.15E+05,2054.6,8.77E+06,784.03,3.35E+06,172.55,7.37E+05,
020216Xim_F4KO_L8,126,59,TE,6428,226.14,162.6,32.422,1484.2,9.54E+06,1344.7,8.64E+06,121.54,7.81E+05,837.82,5.39E+06,499.11,3.21E+06,
020216Xim_F4KO_L8,126,60,EPI,3180,192.78,211.74,31.27,1294.7,4.12E+06,80.166,2.55E+05,1463.6,4.65E+06,712.83,2.27E+06,126.94,4.04E+05,
020216Xim_F4KO_L8,126,61,EPI,3367,176.3,241.18,30.2,1387.4,4.67E+06,61.461,2.07E+05,967.87,3.26E+06,860.53,2.90E+06,118.5,3.99E+05,
020216Xim_F4KO_L8,126,62,TE,15272,391.05,275.66,37.287,1612,2.46E+07,1483.2,2.27E+07,205.3,3.14E+06,903.82,1.38E+07,934.47,1.43E+07,
020216Xim_F4KO_L8,126,62.2,TE,15272,391.05,275.66,37.287,1612,2.46E+07,1483.2,2.27E+07,205.3,3.14E+06,903.82,1.38E+07,934.47,1.43E+07,
020216Xim_F4KO_L8,126,63,EPI,3534,202.73,280.44,32.971,1539.2,5.44E+06,55.217,1.95E+05,891.76,3.15E+06,829.92,2.93E+06,130.38,4.61E+05,
020216Xim_F4KO_L8,126,64,EPI,5489,196.55,341.14,33.435,1650,9.06E+06,93.404,5.13E+05,2261.4,1.24E+07,786.24,4.32E+06,235.49,1.29E+06,
020216Xim_F4KO_L8,126,65,TE,4589,104.11,231.31,35.358,1894.1,8.69E+06,1349.6,6.19E+06,187.92,8.62E+05,867.65,3.98E+06,821,3.77E+06,
020216Xim_F4KO_L8,126,66,EPI,557,196.51,328.04,29.731,1545.2,8.61E+05,90.077,50173,1615.2,9.00E+05,670.57,3.74E+05,328.25,1.83E+05,
020216Xim_F4KO_L8,126,67,TE,18260,168.99,345.79,40.85,1809.769,,1477.179,,390.521,,711.105,,771.454,,
020216Xim_F4KO_L8,126,67.2,DN,18260,161,321,44,1929.536,,61.075,,417.278,,753.281,,110.767,,
020216Xim_F4KO_L8,126,68,EPI,2632,177.01,262.78,34.354,1730.5,4.55E+06,57.877,1.52E+05,602.4,1.59E+06,784.49,2.06E+06,102.96,2.71E+05,
020216Xim_F4KO_L8,126,70,TE,12638,327.31,163.69,39.908,1296.8,1.64E+07,994.37,1.26E+07,448.2,5.66E+06,848.12,1.07E+07,674.1,8.52E+06,
020216Xim_F4KO_L8,126,71,DN,7036,160.66,295.05,36.954,1657,1.17E+07,45.323,3.19E+05,523.46,3.68E+06,744.58,5.24E+06,120.82,8.50E+05,
020216Xim_F4KO_L8,126,71.2,DN,7036,174,286,39,1282.695,,46.675,,454.484,,750.186,,97.801,,
020216Xim_F4KO_L8,126,72,EPI,7896,212.48,312.87,37.359,1010.8,7.98E+06,55.976,4.42E+05,1084.1,8.56E+06,752.73,5.94E+06,144.58,1.14E+06,
