
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,NS-labs,TrackID,ID,
7932.92,-6814,246.607,um,Spot,Position,1,PRE,1000000000,0,
7936.71,-6798.42,248.17,um,Spot,Position,1,PRE,1000000001,1,
7905.99,-6804.22,249.624,um,Spot,Position,1,PRE,1000000002,2,
7926.28,-6812.07,256.945,um,Spot,Position,1,PRE,1000000003,3,
7920.94,-6789.69,258.255,um,Spot,Position,1,PRE,1000000004,4,
7905.71,-6815.96,261.387,um,Spot,Position,1,PRE,1000000005,5,
7898.8,-6805.41,259.693,um,Spot,Position,1,PRE,1000000006,6,
7923,-6801,267.044,um,Spot,Position,1,PRE,1000000007,7,
7922.62,-6790.48,270.556,um,Spot,Position,1,PRE,1000000008,8,
7931.45,-6798.5,283.432,um,Spot,Position,1,PRE,1000000009,9,
7917.97,-6797.68,286.253,um,Spot,Position,1,PRE,1000000010,10,
7907.93,-6800.84,248.048,um,Spot,Position,2,PRE,1000000002,11,
7903.5,-6800.77,258.228,um,Spot,Position,2,PRE,1000000006,75,
7907.38,-6812.16,261.274,um,Spot,Position,2,PRE,1000000005,220,
7943.19,-6796.57,248.675,um,Spot,Position,2,PRE,1000000001,222,
7939.18,-6814,245.401,um,Spot,Position,2,PRE,1000000000,310,
7930.62,-6809.75,254.651,um,Spot,Position,2,PRE,1000000003,405,
7936.9,-6795.46,284.11,um,Spot,Position,2,PRE,1000000009,492,
7926.84,-6790.48,283.025,um,Spot,Position,2,PRE,1000000010,596,
7928.13,-6785.8,256.878,um,Spot,Position,2,PRE,1000000004,635,
7930.82,-6787.44,270.912,um,Spot,Position,2,PRE,1000000008,693,
7928.69,-6799.46,266.063,um,Spot,Position,2,PRE,1000000007,774,
7913.19,-6799.06,246.221,um,Spot,Position,3,PRE,1000000002,775,
7910.14,-6795.96,254.666,um,Spot,Position,3,PRE,1000000006,776,
7950.32,-6798.78,247.428,um,Spot,Position,3,PRE,1000000001,778,
7941.62,-6813.17,243.287,um,Spot,Position,3,PRE,1000000000,779,
7930.9,-6810.23,252.954,um,Spot,Position,3,PRE,1000000003,780,
7940.94,-6794.63,281.457,um,Spot,Position,3,PRE,1000000009,781,
7930.62,-6791.03,282.703,um,Spot,Position,3,PRE,1000000010,782,
7934.77,-6786.29,253.097,um,Spot,Position,3,PRE,1000000004,783,
7936.42,-6787.44,270.461,um,Spot,Position,3,PRE,1000000008,784,
7934.22,-6798.69,264.127,um,Spot,Position,3,PRE,1000000007,785,
7912.91,-6807.82,260.178,um,Spot,Position,3,Apoptosis;PRE,1000000005,777,
7915.1,-6796.57,246.467,um,Spot,Position,4,PRE,1000000002,786,
7911.8,-6791.19,255.632,um,Spot,Position,4,PRE,1000000006,787,
