Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
092118G6NG_AJ2,1,TE,M,10320,107.35,180.8,8.8835,2357.6,2.43E+07,27.567,2.85E+05,30.493,3.15E+05,1270.2,1.31E+07,38.32,3.95E+05,
092118G6NG_AJ2,2,TE,I,3322,169.09,288.64,7.0774,3346.8,1.11E+07,81.605,2.71E+05,19.483,64723,1243.8,4.13E+06,41.121,1.37E+05,
092118G6NG_AJ2,4,TE,I,9434,412.73,224.01,10.535,2483.6,2.34E+07,96.41,9.10E+05,22.891,2.16E+05,1256.4,1.19E+07,56.923,5.37E+05,
092118G6NG_AJ2,5,TE,I,3280,190.58,250.57,9.118,3223,1.06E+07,31.047,1.02E+05,19.253,63150,1421.8,4.66E+06,40.067,1.31E+05,
092118G6NG_AJ2,6,TE,I,6735,116.88,283.55,10.273,2801,1.89E+07,346.85,2.34E+06,31.744,2.14E+05,1293.6,8.71E+06,76.671,5.16E+05,
092118G6NG_AJ2,7,TE,I,5809,139.96,226.8,10.743,3095.5,1.80E+07,314.88,1.83E+06,32.297,1.88E+05,1388.5,8.07E+06,82.075,4.77E+05,
092118G6NG_AJ2,8,TE,I,6782,380.34,245.44,11.732,2762.4,1.87E+07,104.07,7.06E+05,25.023,1.70E+05,1389.8,9.43E+06,79.658,5.40E+05,
092118G6NG_AJ2,9,TE,M,7428,214.22,292.89,12.087,3194.5,2.37E+07,25.092,1.86E+05,16.356,1.21E+05,1357.2,1.01E+07,39.563,2.94E+05,
092118G6NG_AJ2,11,TE,I,5818,151.21,201.37,12.503,2436.5,1.42E+07,416.28,2.42E+06,87.825,5.11E+05,1244.3,7.24E+06,76.862,4.47E+05,
092118G6NG_AJ2,12,TE,I,15578,270.68,271.69,15.434,1888,2.94E+07,77.993,1.22E+06,21.978,3.42E+05,1318.8,2.05E+07,60.908,9.49E+05,
092118G6NG_AJ2,13,TE,I,3207,160.53,319.07,11.832,3351.7,1.07E+07,200.43,6.43E+05,23.275,74644,1198.7,3.84E+06,50.001,1.60E+05,
092118G6NG_AJ2,14,TE,I,7531,85.994,255.28,14.248,2735.3,2.06E+07,389.31,2.93E+06,36.822,2.77E+05,1221.1,9.20E+06,63.733,4.80E+05,
092118G6NG_AJ2,15,TE,I,7975,421.83,273.63,14.458,2365,1.89E+07,131.32,1.05E+06,25.721,2.05E+05,1265.1,1.01E+07,81.627,6.51E+05,
092118G6NG_AJ2,16,TE,I,7072,347.98,262.47,15.6,2478.5,1.75E+07,93.869,6.64E+05,25.479,1.80E+05,1339.9,9.48E+06,68.328,4.83E+05,
092118G6NG_AJ2,17,TE,I,6615,218.46,252.26,16.703,2534.2,1.68E+07,395.28,2.61E+06,81.062,5.36E+05,1242.5,8.22E+06,73.755,4.88E+05,
092118G6NG_AJ2,18,ICM,I,7579,195.41,217.62,17.47,2402.9,1.82E+07,21.461,1.63E+05,36.363,2.76E+05,1220.1,9.25E+06,873.19,6.62E+06,
092118G6NG_AJ2,19,TE,I,5492,364.18,224.24,16.891,2486.5,1.37E+07,158.36,8.70E+05,27.885,1.53E+05,1298.2,7.13E+06,72.868,4.00E+05,
092118G6NG_AJ2,20,TE,I,4496,445.34,247.11,16.399,2581.2,1.16E+07,144.49,6.50E+05,26.961,1.21E+05,1277,5.74E+06,97.954,4.40E+05,
092118G6NG_AJ2,21,TE,I,5259,444.9,201.99,18.31,2226.7,1.17E+07,65.546,3.45E+05,23.481,1.23E+05,1260.5,6.63E+06,57.296,3.01E+05,
092118G6NG_AJ2,23,TE,I,3605,194.18,310.65,16.594,2821,1.02E+07,392.3,1.41E+06,35.424,1.28E+05,1242.4,4.48E+06,89.851,3.24E+05,
092118G6NG_AJ2,24,TE,I,3524,111.24,323.06,16.472,2899.1,1.02E+07,99.547,3.51E+05,19.68,69354,1205.6,4.25E+06,47.179,1.66E+05,
092118G6NG_AJ2,25,TE,I,9625,47.149,155.3,19.943,1713.4,1.65E+07,219.31,2.11E+06,91.136,8.77E+05,1275.3,1.23E+07,74.957,7.21E+05,
092118G6NG_AJ2,26,TE,I,3646,337.4,211.05,18.754,2348.6,8.56E+06,257.67,9.39E+05,38.391,1.40E+05,1178.4,4.30E+06,258.07,9.41E+05,
092118G6NG_AJ2,27,TE,I,8833,349.63,298.5,19.098,2312.9,2.04E+07,77.904,6.88E+05,26.231,2.32E+05,1306.8,1.15E+07,70.121,6.19E+05,
092118G6NG_AJ2,28,TE,I,5897,178.3,186.01,19.892,2915.3,1.72E+07,235.07,1.39E+06,27.481,1.62E+05,1336.1,7.88E+06,94.635,5.58E+05,
092118G6NG_AJ2,29,TE,I,7015,408.46,186.84,20.573,1912.8,1.34E+07,111.71,7.84E+05,24.991,1.75E+05,1152.7,8.09E+06,64.619,4.53E+05,
092118G6NG_AJ2,30,ICM,I,7730,108.9,194.91,18.538,1579.6,1.22E+07,19.637,1.52E+05,160.63,1.24E+06,1297,1.00E+07,75.064,5.80E+05,
092118G6NG_AJ2,31,ICM,I,6593,147.83,267.86,20.062,2005.8,1.32E+07,18.203,1.20E+05,29.097,1.92E+05,1329.6,8.77E+06,715.62,4.72E+06,
092118G6NG_AJ2,32,ICM,I,3055,95.542,287.3,20.661,1704,5.21E+06,23.242,71003,211.37,6.46E+05,1316.4,4.02E+06,97.1,2.97E+05,
092118G6NG_AJ2,33,TE,I,7391,412.44,302.34,21.811,2457.8,1.82E+07,78.359,5.79E+05,24.301,1.80E+05,1372,1.01E+07,63.517,4.69E+05,
092118G6NG_AJ2,34,TE,I,3489,169.42,342.79,20.383,2888.9,1.01E+07,309.09,1.08E+06,25.046,87387,1215.6,4.24E+06,73.107,2.55E+05,
092118G6NG_AJ2,35,ICM,I,747,55.672,169.26,20.564,1443.1,1.08E+06,18.135,13547,208.14,1.55E+05,1301.3,9.72E+05,70.701,52814,
092118G6NG_AJ2,36,ICM,I,7258,69.45,196.62,23.37,1206.1,8.75E+06,17.07,1.24E+05,206.9,1.50E+06,1283,9.31E+06,69.668,5.06E+05,
092118G6NG_AJ2,37,ICM,I,3963,58.388,225.05,21.246,1424.9,5.65E+06,18.328,72633,353.08,1.40E+06,1252.4,4.96E+06,75.815,3.00E+05,
092118G6NG_AJ2,38,TE,I,7844,15.271,236.37,22.242,1998.7,1.57E+07,226.89,1.78E+06,32.603,2.56E+05,1267.4,9.94E+06,61.364,4.81E+05,
092118G6NG_AJ2,39,TE,I,5955,309.38,239.65,20.703,2298.1,1.37E+07,110.95,6.61E+05,28.849,1.72E+05,1358.2,8.09E+06,68.365,4.07E+05,
092118G6NG_AJ2,40,TE,I,11113,467.29,273.59,22.936,2302.5,2.56E+07,63.865,7.10E+05,22.221,2.47E+05,1308.9,1.45E+07,61.275,6.81E+05,
092118G6NG_AJ2,41,ICM,I,8056,108.25,163.16,21.611,1529.2,1.23E+07,19.076,1.54E+05,149.74,1.21E+06,1304.7,1.05E+07,72.009,5.80E+05,
092118G6NG_AJ2,42,TE,I,7931,24.681,195.18,23.762,2048.7,1.62E+07,231.08,1.83E+06,46.694,3.70E+05,1259.3,9.99E+06,66.46,5.27E+05,
092118G6NG_AJ2,42.2,ICM,I,7931,39,205,27,1231.701,,24.03,,157.809,,1233.05,,63.324,,
092118G6NG_AJ2,43,TE,I,7027,368.52,198.71,23.413,1773.1,1.25E+07,104.54,7.35E+05,23.788,1.67E+05,1313.8,9.23E+06,65.07,4.57E+05,
