Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
121118G6NG_AO2,21,TE,I,8318,198.72,157.59,19.172,1364.5,1.14E+07,42.866,3.57E+05,18.897,1.57E+05,1675.8,1.39E+07,53.289,4.43E+05,
121118G6NG_AO2,22,TE,I,7445,94.835,157.72,20.958,1402,1.04E+07,65.725,4.89E+05,35.41,2.64E+05,1677.6,1.25E+07,49.016,3.65E+05,
121118G6NG_AO2,23,TE,I,7623,112.55,262.44,19.712,1261.5,9.62E+06,128.64,9.81E+05,26.583,2.03E+05,1676.8,1.28E+07,64.838,4.94E+05,
121118G6NG_AO2,24,TE,I,12542,248.24,165.69,22.18,1147.7,1.44E+07,30.272,3.80E+05,16.961,2.13E+05,1601.3,2.01E+07,45.607,5.72E+05,
121118G6NG_AO2,25,TE,I,16501,282.73,198.87,22.66,879.68,1.45E+07,31.636,5.22E+05,17.802,2.94E+05,1598.7,2.64E+07,45.617,7.53E+05,
121118G6NG_AO2,26,ICM,I,5960,55.345,198.01,23.202,1014.2,6.04E+06,19.961,1.19E+05,34.945,2.08E+05,1600,9.54E+06,478.16,2.85E+06,
121118G6NG_AO2,27,TE,I,10807,300.47,291.47,24.167,890.69,9.63E+06,37.164,4.02E+05,18.428,1.99E+05,1485.3,1.61E+07,41.878,4.53E+05,
121118G6NG_AO2,28,TE,I,8165,398.05,208.76,23.649,1287.7,1.05E+07,25.424,2.08E+05,17.814,1.45E+05,1613.2,1.32E+07,47.872,3.91E+05,
121118G6NG_AO2,29,ICM,I,12542,104.29,232.39,25.657,1128.8,1.42E+07,20.215,2.54E+05,268.93,3.37E+06,1671.4,2.10E+07,96.019,1.20E+06,
121118G6NG_AO2,29.2,ICM,I,12542,100,240,27,1213.144,,19.45,,279.301,,1746.137,,99.377,,
121118G6NG_AO2,30,TE,I,9073,51.154,247.73,24.476,1310.3,1.19E+07,36.831,3.34E+05,39.635,3.60E+05,1646.4,1.49E+07,71.41,6.48E+05,
121118G6NG_AO2,30.2,ICM,I,9073,70,240,25,1094.622,,21.388,,189.152,,1654.181,,88.165,,
121118G6NG_AO2,31,TE,I,9251,166.48,142.99,25.627,1186.1,1.10E+07,43.16,3.99E+05,17.459,1.62E+05,1669.3,1.54E+07,46.678,4.32E+05,
121118G6NG_AO2,32,ICM,I,12470,155.61,229.08,26.437,946.34,1.18E+07,18.99,2.37E+05,33.948,4.23E+05,1634.8,2.04E+07,627.52,7.83E+06,
121118G6NG_AO2,32.2,ICM,I,12470,140,226,27,937.627,,21.279,,40.206,,1505.786,,671.288,,
121118G6NG_AO2,33,TE,I,8081,120.93,130.79,27.533,1409,1.14E+07,54.332,4.39E+05,17.495,1.41E+05,1687.7,1.36E+07,34.758,2.81E+05,
121118G6NG_AO2,34,TE,I,11143,208.99,146.17,28.339,1320.6,1.47E+07,38.209,4.26E+05,16.816,1.87E+05,1701,1.90E+07,41.79,4.66E+05,
121118G6NG_AO2,35,TE,I,7257,329.23,185.48,26.542,766.09,5.56E+06,21.473,1.56E+05,16.972,1.23E+05,1514.4,1.10E+07,39.831,2.89E+05,
121118G6NG_AO2,36,ICM,I,1501,111.24,181.7,23.542,1148.3,1.72E+06,20.59,30906,470.27,7.06E+05,1550.2,2.33E+06,94.65,1.42E+05,
121118G6NG_AO2,37,TE,I,6892,417.09,234.77,26.445,1080,7.44E+06,25.335,1.75E+05,17.557,1.21E+05,1578.5,1.09E+07,46.127,3.18E+05,
121118G6NG_AO2,38,TE,I,8335,386.52,278.05,26.993,683.95,5.70E+06,49.897,4.16E+05,65.623,5.47E+05,1580.8,1.32E+07,53.941,4.50E+05,
121118G6NG_AO2,39,TE,I,5616,213.92,278.97,26.452,1021.6,5.74E+06,34.91,1.96E+05,15.989,89795,1629.2,9.15E+06,39.948,2.24E+05,
121118G6NG_AO2,40,TE,I,6022,138.3,275.65,25.587,1090.3,6.57E+06,80.982,4.88E+05,19.773,1.19E+05,1597.1,9.62E+06,55.507,3.34E+05,
121118G6NG_AO2,41,ICM,I,8966,80.454,196.32,27.959,1108.5,9.94E+06,21.284,1.91E+05,235.85,2.11E+06,1574,1.41E+07,116.25,1.04E+06,
121118G6NG_AO2,41.2,ICM,I,8966,82,206,27,1291.904,,17.767,,271.66,,1626.66,,96.943,,
121118G6NG_AO2,42,ICM,I,14189,136.53,171.41,33.065,963.69,1.37E+07,18.011,2.56E+05,151.93,2.16E+06,1616.7,2.29E+07,99.372,1.41E+06,
121118G6NG_AO2,42.2,ICM,I,14189,152,188,26,992.285,,18.456,,40.918,,1525.704,,305.426,,
121118G6NG_AO2,42.3,ICM,I,14189,172,138,38,819.287,,16.454,,155.908,,1503.063,,77.219,,
121118G6NG_AO2,43,TE,I,9849,369.9,189.95,31.343,742.58,7.31E+06,22.64,2.23E+05,17.668,1.74E+05,1539.3,1.52E+07,37.242,3.67E+05,
121118G6NG_AO2,44,ICM,I,3517,115.7,199.77,27.609,1086.4,3.82E+06,18.324,64444,437.57,1.54E+06,1606,5.65E+06,86.894,3.06E+05,
121118G6NG_AO2,45,ICM,I,8914,179.08,196.34,34.259,725.56,6.47E+06,17.8,1.59E+05,23.778,2.12E+05,1624,1.45E+07,268.61,2.39E+06,
121118G6NG_AO2,46,TE,I,9051,351.12,303.58,32.55,865.62,7.83E+06,71.148,6.44E+05,23.338,2.11E+05,1573.4,1.42E+07,68.755,6.22E+05,
121118G6NG_AO2,48,TE,I,10481,417.09,306.84,33.305,1060.1,1.11E+07,36.276,3.80E+05,19.304,2.02E+05,1519.3,1.59E+07,57.439,6.02E+05,
121118G6NG_AO2,49,ICM,I,6898,109.56,254.07,33.581,1030.2,7.11E+06,20.737,1.43E+05,72.871,5.03E+05,1590.4,1.10E+07,472.16,3.26E+06,
121118G6NG_AO2,50,TE,I,10913,180.52,264.3,34.183,835,9.11E+06,118.85,1.30E+06,22.547,2.46E+05,1555.7,1.70E+07,68.071,7.43E+05,
121118G6NG_AO2,51,TE,I,6285,49.073,172.08,35.211,1069.1,6.72E+06,98.668,6.20E+05,19.606,1.23E+05,1779.5,1.12E+07,51.663,3.25E+05,
121118G6NG_AO2,52,ICM,I,4117,60.798,263.45,34.234,1141.9,4.70E+06,23.079,95016,144.24,5.94E+05,1772.4,7.30E+06,458.81,1.89E+06,
121118G6NG_AO2,53,ICM,I,5600,103.28,167.05,31.849,975.76,5.46E+06,18.919,1.06E+05,296.07,1.66E+06,1747.9,9.79E+06,79.547,4.45E+05,
121118G6NG_AO2,54,TE,I,8801,437.87,260.03,36.182,865.98,7.62E+06,27.553,2.43E+05,17.653,1.55E+05,1549.1,1.36E+07,48.073,4.23E+05,
121118G6NG_AO2,55,TE,I,11505,136.23,291.8,35.718,1039.3,1.20E+07,116.82,1.34E+06,20.169,2.32E+05,1627.8,1.87E+07,69.845,8.04E+05,
121118G6NG_AO2,56,TE,I,16456,255.09,183.39,36.954,562.75,9.26E+06,20.23,3.33E+05,14.69,2.42E+05,1503.4,2.47E+07,33.173,5.46E+05,
121118G6NG_AO2,57,TE,I,7767,414.36,200.58,37.728,610.61,4.74E+06,46.446,3.61E+05,20.32,1.58E+05,1540.9,1.20E+07,57.377,4.46E+05,
121118G6NG_AO2,58,ICM,I,8476,41.903,219.06,38.513,983.94,8.34E+06,17.471,1.48E+05,43.788,3.71E+05,1678.5,1.42E+07,543.53,4.61E+06,
121118G6NG_AO2,59,TE,I,9444,169.48,153.44,36.94,857.77,8.10E+06,64.119,6.06E+05,17.692,1.67E+05,1619.9,1.53E+07,40.042,3.78E+05,
121118G6NG_AO2,60,TE,I,9967,430.77,230.78,38.872,834.11,8.31E+06,27.106,2.70E+05,15.838,1.58E+05,1703.1,1.70E+07,48.741,4.86E+05,
121118G6NG_AO2,61,TE,I,8444,293.84,234.18,37.713,589.85,4.98E+06,40.667,3.43E+05,18.147,1.53E+05,1576.9,1.33E+07,39.579,3.34E+05,
121118G6NG_AO2,62,ICM,I,2201,62.014,235.78,31.583,994.45,2.19E+06,19.761,43495,206.3,4.54E+05,1661.6,3.66E+06,92.498,2.04E+05,
121118G6NG_AO2,63,TE,I,9780,36.287,262.53,39.24,989.75,9.68E+06,74.238,7.26E+05,26.902,2.63E+05,1644.9,1.61E+07,70.897,6.93E+05,
121118G6NG_AO2,64,TE,I,7744,92.961,287.28,40.148,667.98,5.17E+06,75.455,5.84E+05,18.971,1.47E+05,1708.2,1.32E+07,44.269,3.43E+05,
121118G6NG_AO2,65,TE,I,6310,221.21,258.84,38.523,582.32,3.67E+06,25.19,1.59E+05,13.994,88305,1737.9,1.10E+07,30.535,1.93E+05,
121118G6NG_AO2,66,TE,I,7806,400.81,331.37,40.126,1003.3,7.83E+06,63.421,4.95E+05,21.629,1.69E+05,1754.7,1.37E+07,71.16,5.55E+05,
121118G6NG_AO2,67,ICM,I,4205,128.42,215.07,38.755,546.79,2.30E+06,17.78,74766,119.54,5.03E+05,1533,6.45E+06,99.62,4.19E+05,
121118G6NG_AO2,68,TE,I,9203,251.89,289.08,40.413,624.66,5.75E+06,28.21,2.60E+05,16.058,1.48E+05,1453.9,1.34E+07,34.113,3.14E+05,
121118G6NG_AO2,69,TE,I,6758,442.95,285.05,42.373,783.43,5.29E+06,44.492,3.01E+05,19.035,1.29E+05,1613.2,1.09E+07,51.673,3.49E+05,
121118G6NG_AO2,71,ICM,I,391,83.056,235.33,37.015,959.7,3.75E+05,20,7820,227.73,89043,1732.8,6.78E+05,94.409,36914,
121118G6NG_AO2,73,TE,I,12703,210.74,164.99,42.133,646.48,8.21E+06,27.119,3.45E+05,14.773,1.88E+05,1570.7,2.00E+07,32.584,4.14E+05,
121118G6NG_AO2,74,ICM,I,8506,81.791,205.4,41.892,791.19,6.73E+06,15.402,1.31E+05,143.39,1.22E+06,1520.5,1.29E+07,68.902,5.86E+05,
121118G6NG_AO2,75,TE,I,11762,438.72,319.74,44.145,771.49,9.07E+06,35.421,4.17E+05,18.48,2.17E+05,1688.6,1.99E+07,48.077,5.65E+05,
121118G6NG_AO2,76,TE,I,7673,346.72,320.49,42.315,857.04,6.58E+06,47.32,3.63E+05,21.361,1.64E+05,1703.9,1.31E+07,59.927,4.60E+05,
121118G6NG_AO2,78,TE,I,10474,361.88,216.56,43.975,327.27,3.43E+06,29.779,3.12E+05,15.769,1.65E+05,1703.4,1.78E+07,29.642,3.10E+05,
121118G6NG_AO2,79,ICM,I,1984,87.484,172.63,42.59,657.38,1.30E+06,15.56,30872,195.39,3.88E+05,1477.1,2.93E+06,64.177,1.27E+05,
121118G6NG_AO2,80,ICM,I,11397,93.738,237.19,45.316,641.2,7.31E+06,16.044,1.83E+05,146.72,1.67E+06,1554,1.77E+07,77.833,8.87E+05,
121118G6NG_AO2,81,TE,I,6675,164.28,199.68,48.384,507.91,3.39E+06,88.117,5.88E+05,25.788,1.72E+05,1412.9,9.43E+06,137.86,9.20E+05,
121118G6NG_AO2,82,TE,I,8586,160.01,234.72,49.39,461.2,3.96E+06,117.16,1.01E+06,25.857,2.22E+05,1532.9,1.32E+07,92.968,7.98E+05,
121118G6NG_AO2,84,TE,I,13049,408.38,270.87,49.512,305.87,3.99E+06,29.711,3.88E+05,15.639,2.04E+05,1556.8,2.03E+07,36.798,4.80E+05,
121118G6NG_AO2,85,TE,I,13363,113.19,164.75,52.048,366.04,4.89E+06,42.525,5.68E+05,42.841,5.72E+05,1490.4,1.99E+07,52.566,7.02E+05,
121118G6NG_AO2,86,TE,I,8771,168.59,169.14,48.708,476.77,4.18E+06,72.052,6.32E+05,20.683,1.81E+05,1598.7,1.40E+07,49.007,4.30E+05,
121118G6NG_AO2,87,ICM,I,9957,132.23,259.48,47.543,462.19,4.60E+06,69.707,6.94E+05,46.129,4.59E+05,1599.6,1.59E+07,94.942,9.45E+05,
121118G6NG_AO2,88,TE,I,13562,296.21,245.89,51.092,328.53,4.46E+06,16.85,2.29E+05,14.511,1.97E+05,1538.4,2.09E+07,27.168,3.68E+05,
121118G6NG_AO2,89,ICM,I,6911,125.12,188.35,49.403,479.87,3.32E+06,14.983,1.04E+05,37.408,2.59E+05,1590.9,1.10E+07,182.99,1.26E+06,
121118G6NG_AO2,90,ICM,I,11286,79.679,213.31,53.505,467.26,5.27E+06,14.246,1.61E+05,66.658,7.52E+05,1507.7,1.70E+07,176.44,1.99E+06,
121118G6NG_AO2,90.2,ICM,I,11286,96,220,58,317.496,,14.112,,100.454,,1460.332,,82.786,,
121118G6NG_AO2,91,TE,I,8368,197.06,255.86,53.234,260.42,2.18E+06,31.344,2.62E+05,15.526,1.30E+05,1464.9,1.23E+07,32.717,2.74E+05,
121118G6NG_AO2,92,TE,I,14781,330.78,278.1,55.621,220.68,3.26E+06,14.842,2.19E+05,13.169,1.95E+05,1674.4,2.47E+07,20.986,3.10E+05,
121118G6NG_AO2,93,TE,I,4397,249.94,195.84,49.763,357.08,1.57E+06,71.895,3.16E+05,16.472,72427,1529,6.72E+06,41.902,1.84E+05,
121118G6NG_AO2,94,TE,I,7359,320.18,323.08,54.235,461,3.39E+06,36.656,2.70E+05,17.731,1.30E+05,1705.2,1.25E+07,43.838,3.23E+05,
121118G6NG_AO2,95,TE,I,10905,381.12,330.91,52.461,498.58,5.44E+06,53.554,5.84E+05,18.642,2.03E+05,1594,1.74E+07,49.546,5.40E+05,
121118G6NG_AO2,96,ICM,I,751,80.822,182.33,50.963,459.81,3.45E+05,15.265,11464,224.04,1.68E+05,1339.6,1.01E+06,58.266,43758,
121118G6NG_AO2,97,TE,I,11500,229.5,265.59,56.164,227.65,2.62E+06,36.695,4.22E+05,14.388,1.65E+05,1593,1.83E+07,30.186,3.47E+05,
121118G6NG_AO2,98,TE,I,8176,217.85,231.98,58.608,311.74,2.55E+06,21.366,1.75E+05,13.492,1.10E+05,1932.5,1.58E+07,22.773,1.86E+05,
121118G6NG_AO2,99,TE,I,7139,200.69,196.57,57.347,211.85,1.51E+06,47.777,3.41E+05,15.772,1.13E+05,1602.5,1.14E+07,34.33,2.45E+05,
121118G6NG_AO2,100,TE,I,21987,273.84,282.74,58.02,201.83,4.44E+06,15.041,3.31E+05,13.822,3.04E+05,1460.3,3.21E+07,27.993,6.15E+05,
121118G6NG_AO2,101,TE,I,16335,56.545,235.78,58.662,353.75,5.78E+06,24.81,4.05E+05,19.226,3.14E+05,1569,2.56E+07,51.201,8.36E+05,
121118G6NG_AO2,102,TE,I,8832,249.76,218.62,59.838,211.13,1.86E+06,27.544,2.43E+05,13.34,1.18E+05,1672.4,1.48E+07,27.228,2.40E+05,
121118G6NG_AO2,103,TE,I,13142,359.83,315.18,60.13,330.04,4.34E+06,21.763,2.86E+05,13.856,1.82E+05,1506.8,1.98E+07,28.25,3.71E+05,
121118G6NG_AO2,104,TE,I,17847,111.62,260.19,61.164,228.91,4.09E+06,26.718,4.77E+05,29.244,5.22E+05,1612.3,2.88E+07,37.771,6.74E+05,
121118G6NG_AO2,105,TE,I,12025,175.39,231.17,61.432,223,2.68E+06,41.871,5.04E+05,15.986,1.92E+05,1645.6,1.98E+07,39.81,4.79E+05,
121118G6NG_AO2,106,TE,I,6481,253.16,246.53,62.289,212.92,1.38E+06,21.404,1.39E+05,13.557,87862,1837.5,1.19E+07,25.995,1.68E+05,
