Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
121118G6NG_AP1,1,TE,I,11719,150.54,285.8,4.6499,2319,2.72E+07,584.2,6.85E+06,42.086,4.93E+05,1595.5,1.87E+07,93.55,1.10E+06,
121118G6NG_AP1,2,TE,I,9510,306.21,266.7,6.1301,2078.5,1.98E+07,172.1,1.64E+06,30.953,2.94E+05,1659.8,1.58E+07,113.04,1.08E+06,
121118G6NG_AP1,3,TE,I,5502,265.73,298.39,4.5767,2320.6,1.28E+07,350.21,1.93E+06,33.936,1.87E+05,1590.8,8.75E+06,123.54,6.80E+05,
121118G6NG_AP1,4,TE,I,10462,312.34,316.64,7.789,1978.8,2.07E+07,174.56,1.83E+06,27.769,2.91E+05,1604.8,1.68E+07,93.415,9.77E+05,
121118G6NG_AP1,5,TE,I,4684,253.16,323.61,8.8858,2126.7,9.96E+06,399.05,1.87E+06,32.439,1.52E+05,1560.9,7.31E+06,84.587,3.96E+05,
121118G6NG_AP1,6,TE,I,15042,146.8,218.93,9.4099,1859,2.80E+07,280.25,4.22E+06,67.792,1.02E+06,1579,2.38E+07,174.18,2.62E+06,
121118G6NG_AP1,7,TE,I,7939,323.3,235.11,11.435,1687.6,1.34E+07,188.02,1.49E+06,26.773,2.13E+05,1638.9,1.30E+07,99.053,7.86E+05,
121118G6NG_AP1,9,TE,I,9809,348.94,281.31,11.547,1682.9,1.65E+07,89.205,8.75E+05,26.868,2.64E+05,1659.8,1.63E+07,72.728,7.13E+05,
121118G6NG_AP1,10,TE,I,5694,240.71,241.48,11.192,2028.5,1.16E+07,244.64,1.39E+06,27.973,1.59E+05,1674.3,9.53E+06,89.681,5.11E+05,
121118G6NG_AP1,11,TE,M,3313,183.2,206.74,11.519,2832.9,9.39E+06,224.96,7.45E+05,29.343,97214,1496.9,4.96E+06,88.076,2.92E+05,
121118G6NG_AP1,12,ICM,I,10212,137,261.17,10.612,1987,2.03E+07,52.636,5.38E+05,236.58,2.42E+06,1554.9,1.59E+07,89.865,9.18E+05,
121118G6NG_AP1,13,TE,I,10247,233.67,284.93,10.835,1896.9,1.94E+07,342.34,3.51E+06,30.47,3.12E+05,1721.3,1.76E+07,78.962,8.09E+05,
121118G6NG_AP1,14,TE,I,11260,279.64,209.47,12.697,1700.7,1.91E+07,144.61,1.63E+06,28.288,3.19E+05,1575.4,1.77E+07,97.057,1.09E+06,
121118G6NG_AP1,15,TE,I,10323,88.32,271.89,14.793,2027.8,2.09E+07,354.43,3.66E+06,97.564,1.01E+06,1673.2,1.73E+07,68.201,7.04E+05,
121118G6NG_AP1,16,TE,I,10821,365.85,332.32,15.701,1655.4,1.79E+07,106.95,1.16E+06,28.479,3.08E+05,1571.3,1.70E+07,80.773,8.74E+05,
121118G6NG_AP1,17,TE,I,10203,161.85,342.5,16.264,1892.4,1.93E+07,327.14,3.34E+06,30.638,3.13E+05,1702.8,1.74E+07,74.631,7.61E+05,
121118G6NG_AP1,18,TE,I,6060,212.71,206.38,15.827,1891.6,1.15E+07,459.15,2.78E+06,33.9,2.05E+05,1662.7,1.01E+07,78.351,4.75E+05,
121118G6NG_AP1,19,ICM,I,5191,118.77,243.49,15.779,1933.2,1.00E+07,24.994,1.30E+05,332.28,1.72E+06,1589.6,8.25E+06,93.648,4.86E+05,
121118G6NG_AP1,20,ICM,I,5439,197.49,258.43,15.867,1725.2,9.38E+06,29.821,1.62E+05,47.089,2.56E+05,1624.3,8.83E+06,1112.4,6.05E+06,
121118G6NG_AP1,21,ICM,I,4700,198.67,305.52,16.474,1919.6,9.02E+06,18.823,88468,38.177,1.79E+05,1447,6.80E+06,852.29,4.01E+06,
