Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
102518G6NG_AK9,1,TE,I,6761,249.07,222.01,3.2887,2261.1,1.53E+07,395.68,2.68E+06,74.807,5.06E+05,1084.9,7.33E+06,232.12,1.57E+06,
102518G6NG_AK9,2,TE,I,6395,189.58,277.09,3.8733,2803.9,1.79E+07,464.96,2.97E+06,195.51,1.25E+06,1007.9,6.45E+06,270.52,1.73E+06,
102518G6NG_AK9,3,ICM,I,5081,184.36,253.14,5.0403,2876.3,1.46E+07,46.575,2.37E+05,1012.6,5.15E+06,1026.5,5.22E+06,120.67,6.13E+05,
102518G6NG_AK9,4,TE,I,6722,290.31,274.61,4.7516,2031.8,1.37E+07,361.54,2.43E+06,74.844,5.03E+05,1098.8,7.39E+06,177.59,1.19E+06,
102518G6NG_AK9,5,TE,I,7456,242.58,280.33,4.822,2114.9,1.58E+07,443.21,3.30E+06,127.8,9.53E+05,1078.1,8.04E+06,368.69,2.75E+06,
102518G6NG_AK9,6,TE,I,9888,316.39,210.28,5.755,1687.1,1.67E+07,212.81,2.10E+06,47.974,4.74E+05,1103,1.09E+07,115.17,1.14E+06,
102518G6NG_AK9,7,TE,I,8076,259.08,180.8,6.9772,2158.3,1.74E+07,487.42,3.94E+06,55.696,4.50E+05,1098.1,8.87E+06,190.95,1.54E+06,
102518G6NG_AK9,8,TE,I,9054,178.96,194.76,8.2941,2823.8,2.56E+07,280.38,2.54E+06,68.385,6.19E+05,1187,1.07E+07,159.87,1.45E+06,
102518G6NG_AK9,9,TE,I,9304,334.7,292.76,7.767,1560.6,1.45E+07,231.58,2.15E+06,137.26,1.28E+06,1116.9,1.04E+07,137.02,1.27E+06,
102518G6NG_AK9,10,ICM,I,12528,208.63,318.16,9.7688,2452.9,3.07E+07,241.57,3.03E+06,86.694,1.09E+06,1111.9,1.39E+07,649.46,8.14E+06,
102518G6NG_AK9,11,TE,I,12896,263.45,334.27,7.9237,1592.9,2.05E+07,184.58,2.38E+06,34.778,4.48E+05,1121.3,1.45E+07,93.89,1.21E+06,
102518G6NG_AK9,12,ICM,M,10892,158.12,232.29,9.0567,2662.5,2.90E+07,36.158,3.94E+05,85.218,9.28E+05,1181.7,1.29E+07,681.74,7.43E+06,
102518G6NG_AK9,13,TE,I,23697,157.14,301.18,14.25,2634.6,6.24E+07,101.93,2.42E+06,599.74,1.42E+07,1206.5,2.86E+07,134.52,3.19E+06,
102518G6NG_AK9,13.2,ICM,I,23697,140,296,12,3341.857,,347.959,,81.039,,1162.406,,223.621,,
102518G6NG_AK9,13.3,ICM,I,23697,153,294,19,2934.245,,41.286,,492.233,,1222.685,,93.182,,
102518G6NG_AK9,14,TE,I,8842,377.72,234.31,15.57,1743.5,1.54E+07,261.21,2.31E+06,79.942,7.07E+05,1051.4,9.30E+06,147.01,1.30E+06,
102518G6NG_AK9,15,TE,I,7198,332.91,166.05,17.348,1934.8,1.39E+07,194.33,1.40E+06,33.223,2.39E+05,1151.9,8.29E+06,98.587,7.10E+05,
102518G6NG_AK9,16,TE,I,5087,127.69,219.94,18.496,2678.9,1.36E+07,225.66,1.15E+06,65.336,3.32E+05,1249,6.35E+06,182.27,9.27E+05,
102518G6NG_AK9,17,ICM,I,4769,151.99,246.34,16.482,2777.3,1.32E+07,30.29,1.44E+05,576.93,2.75E+06,1176.9,5.61E+06,205.4,9.80E+05,
102518G6NG_AK9,18,TE,I,7737,330.68,345.64,19.091,1900.5,1.47E+07,191.77,1.48E+06,43.839,3.39E+05,1064.6,8.24E+06,119.45,9.24E+05,
102518G6NG_AK9,19,ICM,I,4990,184.35,178.14,19.732,2600.3,1.30E+07,32.724,1.63E+05,607.93,3.03E+06,1206.5,6.02E+06,80.927,4.04E+05,
102518G6NG_AK9,20,ICM,I,6539,119.51,266.61,22.77,1778.4,1.16E+07,25.866,1.69E+05,862.64,5.64E+06,1187.1,7.76E+06,85.62,5.60E+05,
102518G6NG_AK9,21,TE,I,9365,232.97,145.7,24.512,2205.9,2.07E+07,203.09,1.90E+06,33.429,3.13E+05,1241.1,1.16E+07,118.24,1.11E+06,
102518G6NG_AK9,22,TE,I,13796,113.53,299.83,27.991,2101.2,2.90E+07,46.841,6.46E+05,145.47,2.01E+06,1221.2,1.68E+07,160.61,2.22E+06,
102518G6NG_AK9,22.2,ICM,I,13796,128,306,30,2092.626,,27.052,,311.287,,1102.74,,326.002,,
102518G6NG_AK9,23,ICM,I,2595,134.37,317.18,22.429,2931.1,7.61E+06,32.273,83749,77.179,2.00E+05,1230.1,3.19E+06,351.97,9.13E+05,
102518G6NG_AK9,24,TE,I,5311,371.1,177.42,25.256,2421.3,1.29E+07,318.39,1.69E+06,54.551,2.90E+05,1125.5,5.98E+06,143.9,7.64E+05,
102518G6NG_AK9,25,TE,I,5545,204.36,359.68,25.39,1858.4,1.03E+07,218.88,1.21E+06,69.777,3.87E+05,1336.7,7.41E+06,154.9,8.59E+05,
102518G6NG_AK9,26,TE,I,8454,267.79,377.72,27.128,1559.7,1.32E+07,181.38,1.53E+06,34.507,2.92E+05,1097.1,9.28E+06,107.07,9.05E+05,
102518G6NG_AK9,27,TE,I,12632,135.6,194.1,26.38,2068.5,2.61E+07,47.317,5.98E+05,319.74,4.04E+06,1071.4,1.35E+07,71.313,9.01E+05,
102518G6NG_AK9,27.2,ICM,I,12632,154,187,25,1921.406,,24.208,,833.18,,1183.415,,65.024,,
102518G6NG_AK9,28,TE,I,9668,383.79,326.05,28.571,1421.6,1.37E+07,179.75,1.74E+06,79.078,7.65E+05,1035.9,1.00E+07,154.84,1.50E+06,
102518G6NG_AK9,30,ICM,I,3703,174.06,339.47,27.651,2331.8,8.63E+06,24.16,89463,72.01,2.67E+05,1280.2,4.74E+06,400.78,1.48E+06,
102518G6NG_AK9,31,TE,I,6922,405.15,214.9,30.535,2031,1.41E+07,188.16,1.30E+06,46.823,3.24E+05,1101.5,7.62E+06,94.323,6.53E+05,
102518G6NG_AK9,32,ICM,M,8108,142.85,235.08,30.063,1605.2,1.30E+07,23.898,1.94E+05,161.56,1.31E+06,1122.2,9.10E+06,253.93,2.06E+06,
102518G6NG_AK9,33,TE,I,5232,416.36,255.23,32.026,2018.7,1.06E+07,193.74,1.01E+06,88.147,4.61E+05,1170.1,6.12E+06,132.72,6.94E+05,
102518G6NG_AK9,34,ICM,I,5329,182.48,358.78,34.444,1535.6,8.18E+06,35.645,1.90E+05,427.51,2.28E+06,1243.1,6.62E+06,243.34,1.30E+06,
102518G6NG_AK9,35,ICM,I,7264,176.54,160.91,35.807,1085.4,7.88E+06,21.271,1.55E+05,469.99,3.41E+06,961.4,6.98E+06,46.104,3.35E+05,
102518G6NG_AK9,36,ICM,I,7800,113.64,267.01,34.947,1536.8,1.20E+07,19.806,1.54E+05,287.35,2.24E+06,1122,8.75E+06,226.27,1.76E+06,
102518G6NG_AK9,36.2,ICM,I,7800,132,275,37,992.782,,19.127,,130.202,,1097.832,,173.335,,
102518G6NG_AK9,37,ICM,I,6914,139.12,327.54,35.529,1593.4,1.10E+07,22.3,1.54E+05,382.65,2.65E+06,1060.8,7.33E+06,81.96,5.67E+05,
102518G6NG_AK9,38,TE,I,5710,316.02,137.13,38.743,1332.8,7.61E+06,132.55,7.57E+05,39.9,2.28E+05,1044.5,5.96E+06,71.988,4.11E+05,
102518G6NG_AK9,39,TE,I,7661,104.78,231.55,41.592,1022.1,7.83E+06,73.097,5.60E+05,35.268,2.70E+05,829.03,6.35E+06,55.868,4.28E+05,
102518G6NG_AK9,40,ICM,M,7356,160.05,294.29,38.263,1320.9,9.72E+06,19.306,1.42E+05,48.055,3.53E+05,1018.4,7.49E+06,166.59,1.23E+06,
102518G6NG_AK9,41,ICM,I,5652,163.44,192.41,39.91,1013.4,5.73E+06,21.6,1.22E+05,53.588,3.03E+05,883.02,4.99E+06,438.98,2.48E+06,
