Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
102518G6NG_AK7,1,TE,I,5800,324.71,294.34,4.8036,2679.5,1.55E+07,233.38,1.35E+06,154.43,8.96E+05,1118.1,6.49E+06,104.09,6.04E+05,
102518G6NG_AK7,4,TE,I,7347,294.07,280.3,4.6046,3049.2,2.24E+07,301.93,2.22E+06,56.306,4.14E+05,1064.2,7.82E+06,139.51,1.03E+06,
102518G6NG_AK7,5,TE,I,8931,263.64,247.29,6.3982,2718.3,2.43E+07,196.68,1.76E+06,45.574,4.07E+05,1128.6,1.01E+07,82.391,7.36E+05,
102518G6NG_AK7,6,TE,I,14477,180.74,246.52,7.3444,2421.4,3.51E+07,233.41,3.38E+06,68.184,9.87E+05,1169.1,1.69E+07,84.957,1.23E+06,
102518G6NG_AK7,7,TE,I,7743,300.42,327.39,5.696,2379.7,1.84E+07,205.8,1.59E+06,59.813,4.63E+05,1228.6,9.51E+06,105.11,8.14E+05,
102518G6NG_AK7,8,TE,I,12533,229.7,233.88,8.1816,2635.1,3.30E+07,103.69,1.30E+06,146.17,1.83E+06,1190.1,1.49E+07,87.853,1.10E+06,
102518G6NG_AK7,9,TE,I,4833,304.18,245.38,8.185,2672.3,1.29E+07,294.2,1.42E+06,139.04,6.72E+05,1122.3,5.42E+06,124.79,6.03E+05,
102518G6NG_AK7,10,TE,I,11566,228.91,281.35,7.3304,2953.6,3.42E+07,154.32,1.78E+06,53.195,6.15E+05,1188,1.37E+07,93.114,1.08E+06,
102518G6NG_AK7,11,TE,I,17583,376.58,298.05,10.258,2554,4.49E+07,183.16,3.22E+06,109.32,1.92E+06,1192,2.10E+07,86.674,1.52E+06,
102518G6NG_AK7,11.2,TE,I,17583,382,294,12,3343.684,,220.627,,89.761,,1199.497,,88.114,,
102518G6NG_AK7,12,TE,M,8405,343.57,327.47,8.8741,2738.7,2.30E+07,204.85,1.72E+06,61.943,5.21E+05,1208.2,1.02E+07,84.446,7.10E+05,
102518G6NG_AK7,13,TE,I,11848,230.23,205.58,12.832,2697,3.20E+07,149.21,1.77E+06,197.16,2.34E+06,1153.6,1.37E+07,97.078,1.15E+06,
102518G6NG_AK7,14,TE,I,2956,321.06,260.55,9.1769,2540.7,7.51E+06,240.6,7.11E+05,253.03,7.48E+05,1089.3,3.22E+06,104.37,3.09E+05,
102518G6NG_AK7,15,TE,I,2893,364.3,275.16,8.9914,3164.9,9.16E+06,221.41,6.41E+05,163.73,4.74E+05,1072.8,3.10E+06,108.84,3.15E+05,
102518G6NG_AK7,16,TE,I,12517,176.65,315.49,12.598,2784.9,3.49E+07,225.57,2.82E+06,58.065,7.27E+05,1311.8,1.64E+07,84.188,1.05E+06,
102518G6NG_AK7,17,TE,I,11779,244.11,323.38,9.1477,2650.4,3.12E+07,143.01,1.68E+06,48.791,5.75E+05,1329.9,1.57E+07,69.471,8.18E+05,
102518G6NG_AK7,18,TE,I,11208,341.53,236.74,14.267,2357.1,2.64E+07,193.94,2.17E+06,55.305,6.20E+05,1215.5,1.36E+07,96.214,1.08E+06,
102518G6NG_AK7,19,TE,I,3125,375.23,260.4,10.985,2563.4,8.01E+06,203.41,6.36E+05,119.65,3.74E+05,1091.5,3.41E+06,103.9,3.25E+05,
102518G6NG_AK7,20,TE,I,3973,274.21,294.46,8.3927,2836.4,1.13E+07,281.13,1.12E+06,60.364,2.40E+05,1064.5,4.23E+06,114.56,4.55E+05,
102518G6NG_AK7,21,TE,I,9793,323.71,351.68,10.598,2590,2.54E+07,116.68,1.14E+06,45.287,4.44E+05,1178.8,1.15E+07,75.441,7.39E+05,
102518G6NG_AK7,22,TE,I,7437,281.57,208.13,13.768,2752.3,2.05E+07,228.96,1.70E+06,41.143,3.06E+05,1098.7,8.17E+06,88.657,6.59E+05,
102518G6NG_AK7,24,ICM,I,608,203.47,210.52,11.365,3359.8,2.04E+06,24.401,14836,585.79,3.56E+05,1042.6,6.34E+05,153.57,93368,
102518G6NG_AK7,25,ICM,I,8218,211.08,260.75,14.161,2759.4,2.27E+07,34.369,2.82E+05,453.25,3.72E+06,1129.4,9.28E+06,72.701,5.97E+05,
102518G6NG_AK7,26,ICM,I,10502,216.74,317.69,18.125,2484.1,2.61E+07,33.072,3.47E+05,440.13,4.62E+06,1069.5,1.12E+07,108.22,1.14E+06,
102518G6NG_AK7,26.2,ICM,I,10502,218,312,24,1839.157,,28.185,,205.992,,1076.598,,219.216,,
102518G6NG_AK7,27,TE,I,7021,369.84,326.09,17.883,2243.8,1.58E+07,111.82,7.85E+05,196.56,1.38E+06,1166.5,8.19E+06,81.413,5.72E+05,
102518G6NG_AK7,28,TE,M,9356,270.99,342.26,18.179,2275.6,2.13E+07,155.77,1.46E+06,37.052,3.47E+05,1066.8,9.98E+06,89.165,8.34E+05,
102518G6NG_AK7,29,ICM,I,11486,157.66,285.25,20.207,2233.7,2.57E+07,27.687,3.18E+05,263.08,3.02E+06,1184.3,1.36E+07,73.945,8.49E+05,
102518G6NG_AK7,30,TE,I,12124,310.92,315.19,17.834,1684.5,2.04E+07,137.06,1.66E+06,123.71,1.50E+06,1202.9,1.46E+07,95.345,1.16E+06,
102518G6NG_AK7,31,TE,I,6079,395.85,273,23.772,1698.9,1.03E+07,137.9,8.38E+05,210.86,1.28E+06,1108,6.74E+06,117.4,7.14E+05,
