Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
091918G6NG_AI5,1,TE,I,6765,218.38,234.99,3.7678,1974.5,1.34E+07,511.25,3.46E+06,39.801,2.69E+05,1263.6,8.55E+06,144.38,9.77E+05,
091918G6NG_AI5,3,TE,I,9468,207.6,289.52,7.2482,2429.8,2.30E+07,527.96,5.00E+06,33.72,3.19E+05,1356.2,1.28E+07,143.26,1.36E+06,
091918G6NG_AI5,5,TE,I,15311,331.56,315.37,8.853,1639,2.51E+07,113.5,1.74E+06,25.661,3.93E+05,1297.2,1.99E+07,86.624,1.33E+06,
091918G6NG_AI5,6,TE,I,12911,317.77,372.25,9.335,2062.1,2.66E+07,217.29,2.81E+06,28.105,3.63E+05,1305.1,1.69E+07,123.17,1.59E+06,
091918G6NG_AI5,7,TE,I,8397,158.48,264.24,9.5428,2623.9,2.20E+07,574.48,4.82E+06,54.461,4.57E+05,1195.6,1.00E+07,101.28,8.50E+05,
091918G6NG_AI5,8,TE,I,7581,256.89,269.48,11.522,2090.7,1.58E+07,437.78,3.32E+06,34.614,2.62E+05,1253.5,9.50E+06,206.6,1.57E+06,
091918G6NG_AI5,9,TE,I,5948,199.45,173.94,12.486,2379,1.42E+07,457.17,2.72E+06,35.746,2.13E+05,1340,7.97E+06,121.48,7.23E+05,
091918G6NG_AI5,10,TE,I,9138,272.85,324.84,10.782,1600,1.46E+07,357.25,3.26E+06,28.997,2.65E+05,1142.6,1.04E+07,93.846,8.58E+05,
091918G6NG_AI5,11,TE,I,10422,364.42,373.23,14.889,1744.8,1.82E+07,87.796,9.15E+05,26.3,2.74E+05,1325.8,1.38E+07,71.924,7.50E+05,
091918G6NG_AI5,12,TE,I,7789,154.97,184.59,14.021,2530,1.97E+07,410.81,3.20E+06,32.035,2.50E+05,1219.2,9.50E+06,109.25,8.51E+05,
091918G6NG_AI5,13,ICM,I,9251,199.86,208.73,14.22,2055.5,1.90E+07,19.924,1.84E+05,49.803,4.61E+05,1317.8,1.22E+07,1421.5,1.32E+07,
091918G6NG_AI5,14,TE,M,2762,243.4,212.82,12.424,3143.2,8.68E+06,217.78,6.02E+05,26.854,74171,1249.4,3.45E+06,80.455,2.22E+05,
091918G6NG_AI5,15,TE,I,13233,281.14,237.59,15.366,1769.8,2.34E+07,149.27,1.98E+06,22.149,2.93E+05,1330.4,1.76E+07,61.907,8.19E+05,
091918G6NG_AI5,16,TE,I,6301,382.34,342.69,14.272,1525.5,9.61E+06,137.69,8.68E+05,30.41,1.92E+05,1105.9,6.97E+06,88.583,5.58E+05,
091918G6NG_AI5,17,TE,I,4867,235.1,170.23,14.151,2084,1.01E+07,453.16,2.21E+06,33.522,1.63E+05,1264.7,6.16E+06,114.05,5.55E+05,
091918G6NG_AI5,18,ICM,I,8163,220.86,246.18,13.582,1899.3,1.55E+07,28.956,2.36E+05,40.634,3.32E+05,1239.4,1.01E+07,1177.3,9.61E+06,
091918G6NG_AI5,19,TE,I,9759,328.54,260.55,17.26,1568.4,1.53E+07,111.51,1.09E+06,24.774,2.42E+05,1301,1.27E+07,69.949,6.83E+05,
091918G6NG_AI5,20,ICM,I,6284,184.87,255.21,15.123,1883.8,1.18E+07,25.693,1.61E+05,50.151,3.15E+05,1281.1,8.05E+06,1454.5,9.14E+06,
091918G6NG_AI5,21,TE,I,5141,233.18,307.07,16.53,2094.7,1.08E+07,443.07,2.28E+06,34.009,1.75E+05,1231.4,6.33E+06,136.62,7.02E+05,
091918G6NG_AI5,22,TE,I,3395,242.15,151.78,17.861,2832.4,9.62E+06,214.95,7.30E+05,31.194,1.06E+05,1292.3,4.39E+06,99.411,3.38E+05,
091918G6NG_AI5,24,TE,I,8704,119.57,182.46,20.571,2597.1,2.26E+07,492.52,4.29E+06,68.056,5.92E+05,1301.8,1.13E+07,68.074,5.93E+05,
091918G6NG_AI5,25,TE,M,2991,273.28,177.85,18.751,2916.4,8.72E+06,177.83,5.32E+05,24.794,74159,1305.5,3.90E+06,70.868,2.12E+05,
091918G6NG_AI5,26,TE,I,7200,310.09,175.96,22.331,1417.4,1.02E+07,123.94,8.92E+05,24.748,1.78E+05,1282,9.23E+06,78.153,5.63E+05,
091918G6NG_AI5,27,ICM,I,7902,120.06,219.93,20.661,2022.3,1.60E+07,22.407,1.77E+05,1166.1,9.21E+06,1315,1.04E+07,74.672,5.90E+05,
091918G6NG_AI5,28,TE,I,5074,246.32,338.35,21.255,1791.2,9.09E+06,416.23,2.11E+06,28.647,1.45E+05,1354.5,6.87E+06,114.15,5.79E+05,
091918G6NG_AI5,29,TE,I,9885,153.8,319.03,22.1,2297.1,2.27E+07,406.01,4.01E+06,31.145,3.08E+05,1316.5,1.30E+07,71.829,7.10E+05,
091918G6NG_AI5,30,TE,I,15560,298.59,378.28,21.674,1122.1,1.75E+07,142.44,2.22E+06,28.034,4.36E+05,1288.9,2.01E+07,120.3,1.87E+06,
091918G6NG_AI5,31,TE,I,9222,333.79,209.79,22.9,1209.2,1.12E+07,136.55,1.26E+06,32.158,2.97E+05,1286.2,1.19E+07,98.187,9.05E+05,
091918G6NG_AI5,32,TE,I,17343,421.72,344.12,24.406,1184.5,2.05E+07,102.54,1.78E+06,22.49,3.90E+05,1260.2,2.19E+07,53.826,9.34E+05,
091918G6NG_AI5,33,TE,I,6142,196,324.82,23.845,1642.9,1.01E+07,323.52,1.99E+06,30.544,1.88E+05,1362.7,8.37E+06,231.34,1.42E+06,
091918G6NG_AI5,34,ICM,I,8877,198.37,214.62,24.025,1830.2,1.62E+07,18.185,1.61E+05,38.515,3.42E+05,1333.5,1.18E+07,1106.8,9.83E+06,
