Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg, CH5-Sum, 
102518G6NG_AK3,1,TE,I,11706,179.37,214.14,5.9671,2618.4,3.07E+07,271.85,3.18E+06,264.39,3.09E+06,1034.4,1.21E+07,180.56,2.11E+06,
102518G6NG_AK3,1.2,TE,M,11706,178,222,10,3335.196,,48.336,,291.609,,1038.845,,114.933,,
102518G6NG_AK3,2,TE,I,7731,241.32,252.8,3.6801,2466.2,1.91E+07,619.65,4.79E+06,62.785,4.85E+05,1093,8.45E+06,277.3,2.14E+06,
102518G6NG_AK3,3,TE,I,9135,263.27,169.04,4.7949,2382.5,2.18E+07,421.15,3.85E+06,160.09,1.46E+06,1104.9,1.01E+07,240.18,2.19E+06,
102518G6NG_AK3,4,TE,I,14515,306.77,230.88,5.2277,1774.1,2.58E+07,327.77,4.76E+06,87.522,1.27E+06,1147.2,1.67E+07,146.66,2.13E+06,
102518G6NG_AK3,6,TE,I,15999,237.77,183.86,5.9929,1984.8,3.18E+07,38.858,6.22E+05,741.84,1.19E+07,1104.1,1.77E+07,341.87,5.47E+06,
102518G6NG_AK3,7,TE,M,5261,198.78,279.53,6.0914,2876.8,1.51E+07,35.069,1.85E+05,263.75,1.39E+06,1075.5,5.66E+06,111.61,5.87E+05,
102518G6NG_AK3,9,TE,I,9295,165.32,299.08,10.165,2487.2,2.31E+07,315.75,2.93E+06,89.914,8.36E+05,976.34,9.08E+06,212.6,1.98E+06,
102518G6NG_AK3,10,TE,I,11090,314.02,311.2,9.1929,1778.8,1.97E+07,335.45,3.72E+06,69.079,7.66E+05,1085.2,1.20E+07,219.48,2.43E+06,
102518G6NG_AK3,11,TE,I,9266,222.63,326.68,9.742,2595.3,2.40E+07,696.49,6.45E+06,65.806,6.10E+05,1096.8,1.02E+07,240.96,2.23E+06,
102518G6NG_AK3,12,TE,I,6736,305.15,146.31,12.691,2128.8,1.43E+07,493.36,3.32E+06,44.083,2.97E+05,1113.2,7.50E+06,276.65,1.86E+06,
102518G6NG_AK3,13,ICM,I,6756,185.59,173.26,12.675,1900.9,1.28E+07,57.073,3.86E+05,221.02,1.49E+06,1015.6,6.86E+06,1234.8,8.34E+06,
102518G6NG_AK3,15,TE,I,9130,351.87,180.91,12.474,1848.9,1.69E+07,405.22,3.70E+06,44.891,4.10E+05,1155.4,1.05E+07,162.93,1.49E+06,
102518G6NG_AK3,17,ICM,I,9606,136.95,240.79,16.145,1908.5,1.83E+07,54.183,5.20E+05,905.86,8.70E+06,1086.7,1.04E+07,340.69,3.27E+06,
102518G6NG_AK3,19,ICM,I,6096,193.27,142.64,18.622,1484.7,9.05E+06,49.046,2.99E+05,62.717,3.82E+05,1003.6,6.12E+06,1093.6,6.67E+06,
102518G6NG_AK3,20,TE,I,21282,140.66,175.96,20.901,2055.4,4.37E+07,173.58,3.69E+06,813.26,1.73E+07,1136,2.42E+07,239.53,5.10E+06,
102518G6NG_AK3,20.2,ICM,I,21282,152,182,17,2134.327,,55.501,,1201.848,,1059.848,,193.599,,
102518G6NG_AK3,21,TE,I,8182,386.26,239.77,18.529,2136.7,1.75E+07,310.05,2.54E+06,206.67,1.69E+06,1130.1,9.25E+06,201.61,1.65E+06,
102518G6NG_AK3,22,ICM,I,5100,152.21,254.41,18.958,2058.9,1.05E+07,29.101,1.48E+05,74.832,3.82E+05,988.49,5.04E+06,956.94,4.88E+06,
102518G6NG_AK3,23,TE,I,6256,120.94,308.49,18.655,2832.2,1.77E+07,68.936,4.31E+05,32.897,2.06E+05,1278.1,8.00E+06,54.47,3.41E+05,
102518G6NG_AK3,24,TE,I,9308,255.54,102.23,21.658,1501.5,1.40E+07,382.73,3.56E+06,150.23,1.40E+06,1169.2,1.09E+07,218.2,2.03E+06,
