Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
092217Pdgfra_BR11,1,TE,I,13992,285.09,205.22,4.9412,2077,2.91E+07,250.44,3.50E+06,102.33,1.43E+06,1397.6,1.96E+07,54.913,7.68E+05
092217Pdgfra_BR11,2,TE,I,12002,242.97,291.88,5.7754,2108,2.53E+07,87.385,1.05E+06,83.365,1.00E+06,1404,1.69E+07,51.716,6.21E+05
092217Pdgfra_BR11,3,TE,I,16134,224.99,191.45,8.1492,2129.3,3.44E+07,74.118,1.20E+06,234.97,3.79E+06,1269.7,2.05E+07,54.098,8.73E+05
092217Pdgfra_BR11,4,TE,I,10572,203.23,238.68,8.1945,2501.2,2.64E+07,181.84,1.92E+06,178.49,1.89E+06,1216.1,1.29E+07,54.802,5.79E+05
092217Pdgfra_BR11,5,TE,I,14532,181.77,287.79,13.195,2494,3.62E+07,75.137,1.09E+06,230.52,3.35E+06,1240.2,1.80E+07,55.175,8.02E+05
092217Pdgfra_BR11,6,TE,I,14319,233.46,339.2,13.103,2685.5,3.85E+07,77.541,1.11E+06,149.77,2.14E+06,1395.3,2.00E+07,57.063,8.17E+05
092217Pdgfra_BR11,8,TE,I,9391,245.01,146.28,18.122,1825.3,1.71E+07,337.39,3.17E+06,166.39,1.56E+06,1314,1.23E+07,48.016,4.51E+05
092217Pdgfra_BR11,9,ICM,I,13048,197.32,198.91,20.138,1188.6,1.55E+07,713.47,9.31E+06,459.01,5.99E+06,1279.9,1.67E+07,51.892,6.77E+05
092217Pdgfra_BR11,10,ICM,I,10307,161.08,218.53,21.813,1320.7,1.36E+07,607.7,6.26E+06,261.28,2.69E+06,1340.9,1.38E+07,50.358,5.19E+05
092217Pdgfra_BR11,11,TE,I,10164,334.3,293.45,24.043,1999.6,2.03E+07,53.173,5.40E+05,80.508,8.18E+05,1431.6,1.46E+07,44.599,4.53E+05
092217Pdgfra_BR11,12,TE,I,12463,130.59,196.72,25.229,2248.5,2.80E+07,40.647,5.07E+05,121.15,1.51E+06,1287.7,1.60E+07,51.401,6.41E+05
092217Pdgfra_BR11,13,ICM,I,6293,209.12,155.88,24.697,1842.2,1.16E+07,193.68,1.22E+06,710.38,4.47E+06,1412.1,8.89E+06,148.39,9.34E+05
092217Pdgfra_BR11,14,ICM,I,8723,172.74,261.51,22.914,1315.7,1.15E+07,291.95,2.55E+06,531.85,4.64E+06,1228.4,1.07E+07,44.614,3.89E+05
092217Pdgfra_BR11,15,TE,I,15653,195.75,357.29,26.778,2310,3.62E+07,352.49,5.52E+06,200.66,3.14E+06,1384,2.17E+07,47.821,7.49E+05
092217Pdgfra_BR11,16,TE,I,13736,129.72,290.81,31.675,2064.9,2.84E+07,35.259,4.84E+05,102.85,1.41E+06,1382.1,1.90E+07,48.768,6.70E+05
092217Pdgfra_BR11,17,ICM,I,13162,171.45,311.11,30.214,980.07,1.29E+07,352.84,4.64E+06,106.41,1.40E+06,1282.2,1.69E+07,43.466,5.72E+05
092217Pdgfra_BR11,18,TE,M,13108,314.06,375.6,30.877,2416.5,3.17E+07,33.589,4.40E+05,29.203,3.83E+05,1466.8,1.92E+07,37.22,4.88E+05
092217Pdgfra_BR11,19,TE,I,10879,253.92,115.68,33.367,1388.5,1.51E+07,167.69,1.82E+06,159.63,1.74E+06,1373.4,1.49E+07,38.916,4.23E+05
092217Pdgfra_BR11,20,ICM,I,5789,157.5,196.27,32.408,1678.9,9.72E+06,184.8,1.07E+06,578.17,3.35E+06,1199.5,6.94E+06,121.08,7.01E+05
