Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032317Abl_I7,1,12779,TE,258.23,213.11,4.6845,2521.5,3.22E+07,44.079,5.63E+05,75.708,9.67E+05,995.79,1.27E+07,449.79,5.75E+06,
032317Abl_I7,2,16590,TE,229.82,271.48,5.4091,2414.2,4.01E+07,54.104,8.98E+05,51.722,8.58E+05,1013.5,1.68E+07,514.07,8.53E+06,
032317Abl_I7,3,7208,TE,286.14,279.03,5.1848,2477.2,1.79E+07,45.268,3.26E+05,38.264,2.76E+05,1028,7.41E+06,462.21,3.33E+06,
032317Abl_I7,4,9307,ICM,224.23,224.07,8.6138,2032.3,1.89E+07,100.98,9.40E+05,478.74,4.46E+06,970.6,9.03E+06,267.27,2.49E+06,
032317Abl_I7,5,8555,TE,219.01,313.11,9.0712,2500.6,2.14E+07,53.38,4.57E+05,44.847,3.84E+05,975.98,8.35E+06,516.57,4.42E+06,
032317Abl_I7,6,6123,TE,354.84,220.59,11.368,2247.6,1.38E+07,40.095,2.46E+05,32.783,2.01E+05,966.03,5.92E+06,314.82,1.93E+06,
032317Abl_I7,7,20325,TE,328.94,174.98,16.42,1337,2.72E+07,37.999,7.72E+05,33.908,6.89E+05,994.4,2.02E+07,290.1,5.90E+06,
032317Abl_I7,8,10306,ICM,206.71,286.9,15.524,2207.9,2.28E+07,124.38,1.28E+06,447.39,4.61E+06,1032,1.06E+07,410.49,4.23E+06,
032317Abl_I7,9,18574,TE,260.22,341.78,16.454,1968.3,3.66E+07,36.045,6.70E+05,42.603,7.91E+05,1034.1,1.92E+07,404.62,7.52E+06,
032317Abl_I7,10,17885,TE,352.56,286.49,16.57,1710.6,3.06E+07,34.87,6.24E+05,29.104,5.21E+05,1050.6,1.88E+07,206.55,3.69E+06,
