Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
042018FVB_J3,1,TE,I,5284,212.49,229.06,5.6531,3530.7,1.87E+07,378.6,2.00E+06,30.595,1.62E+05,622.54,3.29E+06,144.8,7.65E+05
042018FVB_J3,2,TE,I,8351,188.33,302.73,6.1351,3424.2,2.86E+07,369.61,3.09E+06,33.052,2.76E+05,588.67,4.92E+06,100.3,8.38E+05
042018FVB_J3,4,TE,I,4916,139.61,253.78,6.952,3431.9,1.69E+07,467.87,2.30E+06,29.465,1.45E+05,573.12,2.82E+06,63.842,3.14E+05
042018FVB_J3,5,TE,I,7896,282.69,292.45,6.8608,2158.8,1.70E+07,162.68,1.28E+06,27.034,2.13E+05,547.24,4.32E+06,81.98,6.47E+05
042018FVB_J3,6,TE,I,6010,336.76,288.86,9.0562,2454.1,1.47E+07,38.216,2.30E+05,22.171,1.33E+05,551.66,3.32E+06,51.609,3.10E+05
042018FVB_J3,7,TE,I,5666,294.28,330.01,8.0898,3292.5,1.87E+07,78.661,4.46E+05,23.113,1.31E+05,501.56,2.84E+06,54.454,3.09E+05
042018FVB_J3,8,TE,I,6513,169.13,226.21,10.447,3236.3,2.11E+07,278.67,1.82E+06,34.916,2.27E+05,603.89,3.93E+06,122.16,7.96E+05
042018FVB_J3,9,TE,I,6372,244.99,235.83,8.5549,2496,1.59E+07,189.11,1.21E+06,32.091,2.04E+05,568.4,3.62E+06,94.629,6.03E+05
042018FVB_J3,10,TE,I,10449,303.16,257.02,10.18,2361.6,2.47E+07,150.03,1.57E+06,30.714,3.21E+05,489.39,5.11E+06,96.036,1.00E+06
042018FVB_J3,11,TE,I,4062,191.9,262.65,9.4461,3350.6,1.36E+07,525.12,2.13E+06,41.214,1.67E+05,591.83,2.40E+06,116.93,4.75E+05
042018FVB_J3,12,TE,I,4671,232.62,266.04,9.7962,2828.9,1.32E+07,369.51,1.73E+06,32.789,1.53E+05,581.76,2.72E+06,96.966,4.53E+05
