Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
042018FVB_L3,1,TE,I,13376,215.49,156.29,7.9829,3378.3,4.52E+07,495.13,6.62E+06,32.684,4.37E+05,519.55,6.95E+06,107.31,1.44E+06
042018FVB_L3,2,TE,I,11280,137.12,202.06,7.2577,3702.7,4.18E+07,598.79,6.75E+06,38.149,4.30E+05,543.01,6.13E+06,130.38,1.47E+06
042018FVB_L3,3,TE,I,14211,376.98,221.81,9.158,2406.2,3.42E+07,201.51,2.86E+06,29.879,4.25E+05,434.13,6.17E+06,95.242,1.35E+06
042018FVB_L3,4,TE,I,8412,189.36,239.32,7.8472,3347.1,2.82E+07,598.86,5.04E+06,39.85,3.35E+05,545.76,4.59E+06,168.75,1.42E+06
042018FVB_L3,5,TE,I,11752,148,251.08,8.7558,3482.3,4.09E+07,399.03,4.69E+06,37.785,4.44E+05,512.05,6.02E+06,129.73,1.52E+06
042018FVB_L3,6,TE,I,15798,325.79,268.41,9.3418,2411.8,3.81E+07,177.13,2.80E+06,28.484,4.50E+05,516.73,8.16E+06,85.745,1.35E+06
042018FVB_L3,7,TE,I,6459,224.84,283.2,7.7,3646.9,2.36E+07,717.93,4.64E+06,38.68,2.50E+05,556.82,3.60E+06,157.9,1.02E+06
042018FVB_L3,8,TE,I,8681,200.98,302.9,7.9123,3427.8,2.98E+07,492.75,4.28E+06,32.659,2.84E+05,518.32,4.50E+06,110.5,9.59E+05
042018FVB_L3,9,TE,I,9352,354.47,185.87,11.719,2856.5,2.67E+07,234.64,2.19E+06,36.311,3.40E+05,494.87,4.63E+06,163.19,1.53E+06
042018FVB_L3,10,TE,I,7770,261.05,227.01,12.023,2716.8,2.11E+07,529.36,4.11E+06,42.802,3.33E+05,528.81,4.11E+06,423.86,3.29E+06
042018FVB_L3,11,TE,I,9561,246.63,324.42,11.495,3354.5,3.21E+07,524.48,5.01E+06,38.089,3.64E+05,554.62,5.30E+06,351.49,3.36E+06
042018FVB_L3,12,TE,I,8200,284.22,202.58,13.218,2310,1.89E+07,290.97,2.39E+06,31.143,2.55E+05,536.33,4.40E+06,120.01,9.84E+05
042018FVB_L3,13,TE,I,10310,232.31,246.51,12.81,3095.9,3.19E+07,451.53,4.66E+06,36.7,3.78E+05,588.61,6.07E+06,259.6,2.68E+06
042018FVB_L3,14,TE,I,10121,257.77,134.49,13.897,3558.1,3.60E+07,447.62,4.53E+06,31.634,3.20E+05,512.79,5.19E+06,264.63,2.68E+06
042018FVB_L3,15,TE,I,8026,283.42,253.13,15.198,2545.4,2.04E+07,298.93,2.40E+06,35.105,2.82E+05,558.43,4.48E+06,147.35,1.18E+06
042018FVB_L3,16,TE,I,9598,365.22,269.26,15.369,2185.9,2.10E+07,134.76,1.29E+06,26.372,2.53E+05,447.87,4.30E+06,76.293,7.32E+05
042018FVB_L3,17,TE,I,7184,321.47,214.69,15.14,1738,1.25E+07,208.38,1.50E+06,28.166,2.02E+05,520.09,3.74E+06,95.647,6.87E+05
042018FVB_L3,18,TE,I,8023,218.97,356.31,14.418,3635.8,2.92E+07,278.26,2.23E+06,25.318,2.03E+05,464.86,3.73E+06,90.537,7.26E+05
042018FVB_L3,19,TE,I,11370,402.61,248.87,17.193,1956.3,2.22E+07,155.88,1.77E+06,24.281,2.76E+05,456.9,5.20E+06,89.35,1.02E+06
042018FVB_L3,20,TE,I,6180,266.36,285.55,15.668,2980.8,1.84E+07,527.52,3.26E+06,39.014,2.41E+05,509.46,3.15E+06,286.78,1.77E+06
042018FVB_L3,21,TE,I,8430,291.57,340.76,16.572,3521,2.97E+07,307.9,2.60E+06,27.035,2.28E+05,526.58,4.44E+06,120.28,1.01E+06
042018FVB_L3,22,TE,I,10587,391.23,186.3,20.854,1567.5,1.66E+07,181.93,1.93E+06,30.325,3.21E+05,476.31,5.04E+06,86.288,9.14E+05
042018FVB_L3,23,ICM,I,5507,173.92,206.57,17.855,2542.8,1.40E+07,20.41,1.12E+05,49.76,2.74E+05,518.31,2.85E+06,713.56,3.93E+06
042018FVB_L3,24,TE,I,6919,87.867,231.21,18.265,3125,2.16E+07,560.22,3.88E+06,52.154,3.61E+05,508.61,3.52E+06,114.18,7.90E+05
042018FVB_L3,25,ICM,I,13747,143.77,289.05,20.46,2355,3.24E+07,18.694,2.57E+05,252.95,3.48E+06,542.04,7.45E+06,84.198,1.16E+06
042018FVB_L3,26,TE,I,9226,185.41,302.2,18.513,3112.8,2.87E+07,393.69,3.63E+06,35.826,3.31E+05,520.85,4.81E+06,116.62,1.08E+06
042018FVB_L3,27,TE,I,9592,314.07,169.42,21.786,1598.6,1.53E+07,97.902,9.39E+05,21.874,2.10E+05,500.28,4.80E+06,93.762,8.99E+05
042018FVB_L3,28,ICM,I,9083,194.97,239.77,20.354,2617.8,2.38E+07,30.783,2.80E+05,47.226,4.29E+05,509.93,4.63E+06,1401.9,1.27E+07
042018FVB_L3,29,TE,I,11232,391.45,278.98,24.288,1597.8,1.79E+07,124.33,1.40E+06,22.183,2.49E+05,494.89,5.56E+06,65.071,7.31E+05
042018FVB_L3,30,TE,I,9006,264.92,375.23,22.573,3109.7,2.80E+07,424.15,3.82E+06,26.95,2.43E+05,551.27,4.96E+06,106.75,9.61E+05
042018FVB_L3,31,TE,I,8377,291.98,140.26,23.121,1846,1.55E+07,148.89,1.25E+06,23.969,2.01E+05,551.92,4.62E+06,121.31,1.02E+06
042018FVB_L3,32,TE,I,10297,154.83,136.08,23.316,3020.7,3.11E+07,487.99,5.02E+06,35.156,3.62E+05,535.94,5.52E+06,192.07,1.98E+06
042018FVB_L3,33,ICM,I,4379,154.15,175.57,21.901,2742.1,1.20E+07,18.263,79974,54.04,2.37E+05,554.94,2.43E+06,1675.6,7.34E+06
042018FVB_L3,34,ICM,I,5833,216.71,196.27,22.701,2166.3,1.26E+07,18.533,1.08E+05,33.956,1.98E+05,527.9,3.08E+06,836.35,4.88E+06
042018FVB_L3,35,ICM,I,10043,149.8,222.63,22.151,2238.8,2.25E+07,21.346,2.14E+05,560.05,5.62E+06,565.94,5.68E+06,114.77,1.15E+06
042018FVB_L3,36,TE,I,7149,194.23,131.02,25.034,2885.1,2.06E+07,364.9,2.61E+06,28.892,2.07E+05,526.03,3.76E+06,102.07,7.30E+05
