Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032317Abl_I2,1,12126,TE,182.86,246.04,6.5058,3132.7,3.80E+07,54.281,6.58E+05,39.579,4.80E+05,979.62,1.19E+07,241.25,2.93E+06,
032317Abl_I2,2,10551,TE,179.83,294.72,6.4853,3529.1,3.72E+07,42.748,4.51E+05,35.458,3.74E+05,960.2,1.01E+07,206.65,2.18E+06,
032317Abl_I2,5,12727,TE,296.68,210.05,8.1141,2578.8,3.28E+07,47.417,6.03E+05,50.285,6.40E+05,932.79,1.19E+07,239.26,3.05E+06,
032317Abl_I2,6,14521,TE,377.67,319.19,9.5797,2610.5,3.79E+07,41.746,6.06E+05,22.917,3.33E+05,1061.9,1.54E+07,44.482,6.46E+05,
032317Abl_I2,7,10399,TE,239.12,331.96,8.4403,3359.7,3.49E+07,60.115,6.25E+05,38.221,3.97E+05,968.67,1.01E+07,334.48,3.48E+06,
032317Abl_I2,8,16642,TE,317.41,344.24,8.8614,2632.8,4.38E+07,46.094,7.67E+05,25.944,4.32E+05,980.84,1.63E+07,122.01,2.03E+06,
032317Abl_I2,9,13177,TE,329.77,216.73,9.4014,2575.8,3.39E+07,57.018,7.51E+05,33.786,4.45E+05,988.57,1.30E+07,204.32,2.69E+06,
032317Abl_I2,10,12284,TE,344.76,270.57,10.118,2855.6,3.51E+07,58.011,7.13E+05,36.101,4.43E+05,978.5,1.20E+07,241.7,2.97E+06,
032317Abl_I2,11,12737,TE,235.54,298.66,8.7994,2745.8,3.50E+07,51.95,6.62E+05,38.361,4.89E+05,897.45,1.14E+07,333.13,4.24E+06,
032317Abl_I2,12,7525,TE,308.91,308.09,10.973,2860.9,2.15E+07,67.203,5.06E+05,39.76,2.99E+05,1006.5,7.57E+06,234.07,1.76E+06,
032317Abl_I2,13,11820,TE,252.55,180.99,13.167,2299.1,2.72E+07,45.408,5.37E+05,31.217,3.69E+05,922.63,1.09E+07,259.58,3.07E+06,
032317Abl_I2,14,9099,TE,381.14,249.83,13.827,3346.6,3.05E+07,36.661,3.34E+05,23.997,2.18E+05,1002.8,9.12E+06,81.494,7.42E+05,
032317Abl_I2,15,11496,TE,292.42,277.19,15.319,2809.9,3.23E+07,48.035,5.52E+05,31.676,3.64E+05,950.61,1.09E+07,237.07,2.73E+06,
032317Abl_I2,16,10209,TE,137.97,286.59,13.582,2945.8,3.01E+07,118.58,1.21E+06,321.08,3.28E+06,970.19,9.90E+06,191.14,1.95E+06,
032317Abl_I2,17,7811,TE,268.33,311.13,13.366,2717.6,2.12E+07,57.349,4.48E+05,33.452,2.61E+05,976.29,7.63E+06,224.38,1.75E+06,
032317Abl_I2,18,6439,TE,227.49,207.55,12.984,2150.8,1.38E+07,52.644,3.39E+05,34.613,2.23E+05,910.74,5.86E+06,397.31,2.56E+06,
032317Abl_I2,19,12149,TE,150.7,196.37,17.646,2616.7,3.18E+07,37.32,4.53E+05,32.738,3.98E+05,938.11,1.14E+07,142.09,1.73E+06,
032317Abl_I2,20,8919,TE,195.58,179.94,17.077,1996.1,1.78E+07,56.673,5.05E+05,237.55,2.12E+06,1047.2,9.34E+06,250.99,2.24E+06,
032317Abl_I2,21,10122,TE,259.08,277.88,19.309,2423.3,2.45E+07,43.959,4.45E+05,29.403,2.98E+05,1057.4,1.07E+07,218.11,2.21E+06,
032317Abl_I2,22,11407,TE,165.56,357.09,18.184,3330.7,3.80E+07,45.354,5.17E+05,26.121,2.98E+05,978.59,1.12E+07,175.59,2.00E+06,
032317Abl_I2,23,11666,TE,333.14,197.03,17.364,2173.5,2.54E+07,51.691,6.03E+05,31.652,3.69E+05,924.06,1.08E+07,217.87,2.54E+06,
032317Abl_I2,24,10331,ICM,143.87,311.08,19.559,2379.7,2.46E+07,129.13,1.33E+06,382.24,3.95E+06,983.54,1.02E+07,355.78,3.68E+06,
032317Abl_I2,25,13515,TE,288.02,163.16,20.541,1546.8,2.09E+07,40.141,5.43E+05,27.978,3.78E+05,937.47,1.27E+07,200.46,2.71E+06,
032317Abl_I2,26,8866,TE,280.27,226.37,17.736,2373.1,2.10E+07,43.361,3.84E+05,36.662,3.25E+05,1006.9,8.93E+06,187.97,1.67E+06,
032317Abl_I2,27,5922,TE,255.53,241.24,20.44,2180.1,1.29E+07,46.157,2.73E+05,29.437,1.74E+05,1014.1,6.01E+06,342.22,2.03E+06,
032317Abl_I2,28,3536,ICM,166.91,229.81,17.739,1721.8,6.09E+06,69.599,2.46E+05,729.48,2.58E+06,941.25,3.33E+06,117.8,4.17E+05,
032317Abl_I2,29,7621,TE,226.53,328.62,18.961,2820.6,2.15E+07,47.331,3.61E+05,45.558,3.47E+05,915.35,6.98E+06,345.75,2.64E+06,
032317Abl_I2,30,11040,TE,231.68,360.86,20.608,2094.4,2.31E+07,43.542,4.81E+05,31.977,3.53E+05,961.49,1.06E+07,241.31,2.66E+06,
032317Abl_I2,31,10759,ICM,208.38,217.87,21.382,1405.2,1.51E+07,280.45,3.02E+06,48.556,5.22E+05,914.48,9.84E+06,1043.9,1.12E+07,
032317Abl_I2,32,1784,ICM,197.49,252.87,18.173,1341.3,2.39E+06,247.8,4.42E+05,57.058,1.02E+05,996.42,1.78E+06,1250.4,2.23E+06,
032317Abl_I2,34,11737,TE,226.72,156.44,23.965,1586.7,1.86E+07,35.841,4.21E+05,30.987,3.64E+05,913.67,1.07E+07,241.91,2.84E+06,
032317Abl_I2,35,4146,TE,373.89,250.93,22.082,2891.5,1.20E+07,29.928,1.24E+05,18.763,77791,994.48,4.12E+06,45.531,1.89E+05,
032317Abl_I2,36,13474,ICM,201.8,278.06,24.782,1162.6,1.57E+07,230.35,3.10E+06,39.186,5.28E+05,968.92,1.31E+07,769.62,1.04E+07,
032317Abl_I2,36.2,13474,ICM,211,310,28,884.609,1.57E+07,189.106,3.10E+06,37.129,5.28E+05,820.518,1.31E+07,395.185,1.04E+07,
032317Abl_I2,37,10756,TE,322.67,312.03,23.36,1845.5,1.99E+07,38.071,4.09E+05,25.782,2.77E+05,939.6,1.01E+07,143.88,1.55E+06,
032317Abl_I2,38,4130,TE,400.09,282.18,23.64,2675.1,1.10E+07,28.404,1.17E+05,19.374,80016,1035.2,4.28E+06,37.178,1.54E+05,
032317Abl_I2,39,3969,ICM,189.9,335.07,23.364,1826.5,7.25E+06,301.58,1.20E+06,74.592,2.96E+05,963.45,3.82E+06,845.14,3.35E+06,
032317Abl_I2,40,13058,TE,283.11,358.58,24.404,1732.4,2.26E+07,31.228,4.08E+05,21.261,2.78E+05,1002.8,1.31E+07,82.752,1.08E+06,
032317Abl_I2,41,11168,TE,374.01,316.81,24.198,1972.1,2.20E+07,26.902,3.00E+05,31.132,3.48E+05,943.1,1.05E+07,74.877,8.36E+05,
032317Abl_I2,42,9048,ICM,168.29,311.04,25.401,1739.7,1.57E+07,95.888,8.68E+05,425.05,3.85E+06,949.54,8.59E+06,272.43,2.47E+06,
032317Abl_I2,43,7428,TE,339.2,235.41,25.753,949.21,7.05E+06,28.713,2.13E+05,24.308,1.81E+05,1004,7.46E+06,230.37,1.71E+06,
032317Abl_I2,44,8846,TE,115.9,272.45,28.06,2471.9,2.19E+07,31.846,2.82E+05,27.862,2.46E+05,985.2,8.72E+06,69.24,6.12E+05,
032317Abl_I2,45,2974,TE,330.89,284.45,25.247,1645.2,4.89E+06,32.077,95398,30.757,91470,1019.5,3.03E+06,169.58,5.04E+05,
032317Abl_I2,46,5177,ICM,225.48,247.42,27.048,1132.7,5.86E+06,227.62,1.18E+06,36.43,1.89E+05,987.07,5.11E+06,564.48,2.92E+06,
032317Abl_I2,47,836,ICM,148.63,262.45,22.767,1238.7,1.04E+06,85.438,71426,169.83,1.42E+05,816.13,6.82E+05,199.81,1.67E+05,
032317Abl_I2,48,8128,TE,301.96,292.37,28.74,1611.3,1.31E+07,29.807,2.42E+05,28.544,2.32E+05,1009.1,8.20E+06,219.2,1.78E+06,
032317Abl_I2,49,7338,TE,241.95,323.41,29.371,1554.4,1.14E+07,33.615,2.47E+05,31.677,2.32E+05,939.02,6.89E+06,375,2.75E+06,
032317Abl_I2,50,10930,TE,264.34,185.77,30.806,867.09,9.48E+06,27.427,3.00E+05,23.607,2.58E+05,975.55,1.07E+07,232.49,2.54E+06,
032317Abl_I2,51,9427,ICM,154.6,216.78,31.489,1137.6,1.07E+07,193.2,1.82E+06,74.369,7.01E+05,977.28,9.21E+06,603.55,5.69E+06,
032317Abl_I2,52,8678,TE,270.63,318.77,33.894,971.74,8.43E+06,25.786,2.24E+05,21.361,1.85E+05,946.71,8.22E+06,129.08,1.12E+06,
032317Abl_I2,53,8224,ICM,193.44,178.82,32.568,1150,9.46E+06,46.609,3.83E+05,379.18,3.12E+06,976.61,8.03E+06,92.749,7.63E+05,
032317Abl_I2,54,12094,TE,280.34,227.38,34.039,1072.2,1.30E+07,27.393,3.31E+05,24.593,2.97E+05,996.51,1.21E+07,179.18,2.17E+06,
032317Abl_I2,55,3032,TE,306.53,237.19,31.266,909.06,2.76E+06,26.685,80910,23.448,71094,846.52,2.57E+06,102.26,3.10E+05,
032317Abl_I2,56,10565,ICM,161.46,258.77,33.183,805.76,8.51E+06,60.217,6.36E+05,159.13,1.68E+06,822.71,8.69E+06,155.86,1.65E+06,
032317Abl_I2,57,5440,TE,210.85,342.32,33.297,1010.4,5.50E+06,82.712,4.50E+05,306.3,1.67E+06,961.74,5.23E+06,83.566,4.55E+05,
032317Abl_I2,59,10310,ICM,250.55,235.24,35.749,877.48,9.05E+06,117.24,1.21E+06,30.365,3.13E+05,1025,1.06E+07,427.14,4.40E+06,
032317Abl_I2,61,15384,TE,191.38,359.6,40.803,743.14,1.14E+07,28.327,4.36E+05,37.161,5.72E+05,838.32,1.29E+07,141.33,2.17E+06,
032317Abl_I2,62,10772,ICM,154.41,301.66,39.011,991.16,1.07E+07,79.89,8.61E+05,174.75,1.88E+06,981.73,1.06E+07,124.29,1.34E+06,
032317Abl_I2,63,14791,TE,271.41,271.76,42.454,571.52,8.45E+06,22.714,3.36E+05,21.091,3.12E+05,1009.8,1.49E+07,165.63,2.45E+06,
032317Abl_I2,64,20213,TE,226.22,192.83,43.219,581.06,1.17E+07,23.373,4.72E+05,26.65,5.39E+05,996.23,2.01E+07,144.14,2.91E+06,
032317Abl_I2,65,14055,TE,184.99,226.92,43.359,618.7,8.70E+06,33.888,4.76E+05,152.92,2.15E+06,863.13,1.21E+07,124.3,1.75E+06,
032317Abl_I2,66,13764,ICM,197.01,294.3,42.708,561.92,7.73E+06,117.07,1.61E+06,27.186,3.74E+05,893.85,1.23E+07,272.04,3.74E+06,
032317Abl_I2,67,8661,TE,236.03,286.77,46.808,334.41,2.90E+06,38.6,3.34E+05,118.59,1.03E+06,912.97,7.91E+06,46.807,4.05E+05,
032317Abl_I2,68,6424,TE,197.83,258.2,48.338,389.13,2.50E+06,76.279,4.90E+05,29.072,1.87E+05,1024,6.58E+06,287.03,1.84E+06,
032317Abl_I2,69,5687,TE,167.92,293.86,51.276,593.51,3.38E+06,30.044,1.71E+05,30.389,1.73E+05,968.68,5.51E+06,88.008,5.01E+05,
