Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032317Abl_H10,2,4819,TE,254.32,280.93,3.7991,401.95,1.94E+06,44.51,2.15E+05,28.867,1.39E+05,711.32,3.43E+06,26.86,1.29E+05,
032317Abl_H10,3,6240,TE,315.25,312.6,3.7421,323.59,2.02E+06,44.11,2.75E+05,26.506,1.65E+05,786.77,4.91E+06,25.224,1.57E+05,
032317Abl_H10,4,6503,TE,281.75,330.28,5.1163,295.08,1.92E+06,40.26,2.62E+05,25.623,1.67E+05,780.33,5.07E+06,24.416,1.59E+05,
032317Abl_H10,5,17205,TE,280.85,256.08,8.2912,306.75,5.28E+06,40.075,6.89E+05,22.355,3.85E+05,788.26,1.36E+07,22.498,3.87E+05,
032317Abl_H10,6,21793,TE,261.31,186.14,11.015,1367.5,2.98E+07,38.627,8.42E+05,18.993,4.14E+05,813.93,1.77E+07,19.775,4.31E+05,
032317Abl_H10,7,14202,TE,320.61,196.92,14.094,205.33,2.92E+06,26.861,3.81E+05,19.744,2.80E+05,772.2,1.10E+07,19.774,2.81E+05,
032317Abl_H10,8,1186,TE,250.61,337.51,8.0683,279.72,3.32E+05,36.462,43244,22.654,26868,868.57,1.03E+06,22.697,26919,
032317Abl_H10,9,3253,TE,235.77,338.76,12.611,235.39,7.66E+05,34.087,1.11E+05,20.431,66463,787.34,2.56E+06,20.96,68182,
032317Abl_H10,10,5869,TE,341.6,236.29,15.343,206.68,1.21E+06,29.118,1.71E+05,19.985,1.17E+05,801.48,4.70E+06,20.105,1.18E+05,
032317Abl_H10,11,15721,TE,226.11,270.31,16.936,1176.3,1.85E+07,36.092,5.67E+05,19.082,3.00E+05,801.34,1.26E+07,20.018,3.15E+05,
032317Abl_H10,12,32375,TE,324.34,315.55,16.632,653.72,2.12E+07,32.366,1.05E+06,19.659,6.36E+05,755.59,2.45E+07,20.217,6.55E+05,
032317Abl_H10,13,23149,ICM,276.78,328.96,21.925,731.06,1.69E+07,29.207,6.76E+05,17.1,3.96E+05,790.35,1.83E+07,18.332,4.24E+05,
032317Abl_H10,14,18960,TE,298.33,230.29,24.557,736.42,1.40E+07,25.269,4.79E+05,16.678,3.16E+05,833.11,1.58E+07,17.982,3.41E+05,
032317Abl_H10,15,16526,ICM,268.86,261.02,23.49,779.95,1.29E+07,27.328,4.52E+05,16.795,2.78E+05,766.24,1.27E+07,18.156,3.00E+05,
032317Abl_H10,16,25019,TE,187.07,308.84,27.927,778.89,1.95E+07,27.001,6.76E+05,17.027,4.26E+05,804.19,2.01E+07,18.169,4.55E+05,
032317Abl_H10,17,81,TE,353,239.27,21.457,219.51,17780,31.025,2513,22.272,1804,746.81,60492,18.494,1498,
032317Abl_H10,18,30731,TE,273.43,372.67,31.425,560.34,1.72E+07,26.756,8.22E+05,16.823,5.17E+05,800.57,2.46E+07,18.027,5.54E+05,
032317Abl_H10,19,8354,TE,204.68,229.14,29.415,220.3,1.84E+06,24.157,2.02E+05,17.441,1.46E+05,865.46,7.23E+06,18.205,1.52E+05,
032317Abl_H10,20,38364,TE,310.21,287.14,38.003,461.42,1.77E+07,21.024,8.07E+05,15.516,5.95E+05,754.08,2.89E+07,16.863,6.47E+05,
032317Abl_H10,20.2,38364,TE,310.21,287.14,38.003,383.976,1.77E+07,18.061,8.07E+05,14.505,5.95E+05,711.917,2.89E+07,16.032,6.47E+05,
032317Abl_H10,21,15888,TE,373.1,175.57,34.824,128.84,2.05E+06,25.845,4.11E+05,18.479,2.94E+05,815.18,1.30E+07,18.849,2.99E+05,
032317Abl_H10,22,2263,TE,374.62,202.38,32.299,148.61,3.36E+05,26.015,58871,17.718,40095,818.06,1.85E+06,18.591,42071,
032317Abl_H10,23,21184,TE,239.27,241.71,37.763,408.17,8.65E+06,20.488,4.34E+05,14.963,3.17E+05,796.34,1.69E+07,16.517,3.50E+05,
032317Abl_H10,24,17233,ICM,264.91,311.75,36.354,464.59,8.01E+06,22.267,3.84E+05,15.135,2.61E+05,771.03,1.33E+07,16.535,2.85E+05,
032317Abl_H10,25,10297,TE,302.76,206.12,38.808,396.94,4.09E+06,19.369,1.99E+05,15.039,1.55E+05,792.99,8.17E+06,16.455,1.69E+05,
032317Abl_H10,26,21727,TE,254.58,202.66,39.522,335.17,7.28E+06,18.659,4.05E+05,14.774,3.21E+05,770.4,1.67E+07,16.334,3.55E+05,
032317Abl_H10,27,9061,TE,358.68,206.6,43.264,528.4,4.79E+06,20.787,1.88E+05,15.423,1.40E+05,846.38,7.67E+06,16.811,1.52E+05,
032317Abl_H10,28,14875,TE,353.56,296.95,47.63,294,4.37E+06,17.974,2.67E+05,14.822,2.20E+05,731.13,1.09E+07,16.297,2.42E+05,
032317Abl_H10,29,12343,TE,304.59,227.69,48.385,200.66,2.48E+06,16.934,2.09E+05,14.368,1.77E+05,808.79,9.98E+06,15.93,1.97E+05,
032317Abl_H10,30,16296,TE,257.81,322.96,50.121,240.46,3.92E+06,17.885,2.91E+05,14.513,2.37E+05,748.38,1.22E+07,15.88,2.59E+05,
