Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032317Abl_J4,1,11752,TE,244.35,223.57,6.5741,2232.9,2.62E+07,31.967,3.76E+05,24.75,2.91E+05,802.95,9.44E+06,210.73,2.48E+06,
032317Abl_J4,2,6661,TE,279.88,239.58,5.3222,2074.8,1.38E+07,33.568,2.24E+05,25.021,1.67E+05,766.69,5.11E+06,148.52,9.89E+05,
032317Abl_J4,3,11364,TE,246.54,272.67,6.1916,2703.3,3.07E+07,28.601,3.25E+05,24.054,2.73E+05,755.88,8.59E+06,187.19,2.13E+06,
032317Abl_J4,4,13303,TE,295.86,285.3,6.7594,2522.8,3.36E+07,33.253,4.42E+05,21.766,2.90E+05,766.94,1.02E+07,109.7,1.46E+06,
032317Abl_J4,5,9535,TE,321.36,246.26,8.27,1921.2,1.83E+07,28.502,2.72E+05,20.808,1.98E+05,786.08,7.50E+06,84.2,8.03E+05,
032317Abl_J4,6,18065,TE,200.16,266.84,8.0919,2093.8,3.78E+07,33.694,6.09E+05,21.915,3.96E+05,746.61,1.35E+07,190.94,3.45E+06,
032317Abl_J4,7,16478,TE,298.64,177.51,11.147,1537,2.53E+07,24.303,4.00E+05,20.529,3.38E+05,750.23,1.24E+07,73.888,1.22E+06,
032317Abl_J4,8,6792,TE,264.07,316.97,9.2248,2517.3,1.71E+07,29.638,2.01E+05,20.307,1.38E+05,706.45,4.80E+06,184.65,1.25E+06,
032317Abl_J4,9,5045,TE,259.69,192.42,12.03,1709.5,8.62E+06,26.078,1.32E+05,23.604,1.19E+05,697.84,3.52E+06,246.61,1.24E+06,
032317Abl_J4,10,10019,TE,191.54,203.17,12.932,2647,2.65E+07,33.042,3.31E+05,19.146,1.92E+05,691.28,6.93E+06,90.065,9.02E+05,
032317Abl_J4,11,9482,TE,342.57,218.73,13.327,1261.4,1.20E+07,28.205,2.67E+05,23.305,2.21E+05,776.31,7.36E+06,105.32,9.99E+05,
032317Abl_J4,12,9214,TE,230.84,318.36,13.391,2881.2,2.65E+07,33.136,3.05E+05,23.211,2.14E+05,773.39,7.13E+06,150.46,1.39E+06,
032317Abl_J4,13,9601,TE,318.61,307.77,14.817,2976.4,2.86E+07,27.221,2.61E+05,21.493,2.06E+05,719.51,6.91E+06,102.63,9.85E+05,
032317Abl_J4,14,10243,TE,353.57,275.64,16.885,1477.3,1.51E+07,27.995,2.87E+05,21.744,2.23E+05,764.56,7.83E+06,72.846,7.46E+05,
