Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
092117Pdgfra_BQ4,1,TE,I,13089,246.22,275.21,5.9471,2524.1,3.30E+07,35.092,4.59E+05,101.49,1.33E+06,1441.6,1.89E+07,59.469,7.78E+05
092117Pdgfra_BQ4,2,TE,I,17049,293.08,231.71,6.6644,1917.5,3.27E+07,33.284,5.67E+05,81.914,1.40E+06,1445.8,2.46E+07,51.511,8.78E+05
092117Pdgfra_BQ4,3,TE,I,16636,248.37,182.5,8.6835,2099.6,3.49E+07,32.668,5.43E+05,73.905,1.23E+06,1444,2.40E+07,31.737,5.28E+05
092117Pdgfra_BQ4,4,TE,I,18686,205.98,228.54,7.6822,2293.3,4.29E+07,39.971,7.47E+05,128,2.39E+06,1313.9,2.46E+07,51.287,9.58E+05
092117Pdgfra_BQ4,5,TE,I,18649,184.29,293.19,9.2322,2125,3.96E+07,35.867,6.69E+05,97.136,1.81E+06,1256.5,2.34E+07,41.636,7.76E+05
092117Pdgfra_BQ4,6,TE,I,19178,325.17,282.62,9.5415,1686.3,3.23E+07,28.447,5.46E+05,63.652,1.22E+06,1458.2,2.80E+07,29.093,5.58E+05
092117Pdgfra_BQ4,7,ICM,I,12993,160.22,230.03,14.877,2359.9,3.07E+07,34.478,4.48E+05,149.16,1.94E+06,1452.2,1.89E+07,273.35,3.55E+06
092117Pdgfra_BQ4,9,TE,M,6031,180.31,154.53,20.82,2915,1.76E+07,25.39,1.53E+05,59.188,3.57E+05,1295.1,7.81E+06,37.187,2.24E+05
092117Pdgfra_BQ4,10,ICM,I,11260,183.12,320.9,19.742,2128,2.40E+07,30.476,3.43E+05,126.8,1.43E+06,1288,1.45E+07,147.33,1.66E+06
092117Pdgfra_BQ4,11,ICM,I,10687,197.03,254.78,17.995,1870.1,2.00E+07,28.232,3.02E+05,122.92,1.31E+06,1343.1,1.44E+07,75.805,8.10E+05
092117Pdgfra_BQ4,12,TE,I,13950,292.74,362.88,20.936,2280.7,3.18E+07,31.138,4.34E+05,84.623,1.18E+06,1429.1,1.99E+07,151.75,2.12E+06
092117Pdgfra_BQ4,13,ICM,I,10329,145,266.92,20.902,2182.4,2.25E+07,32.566,3.36E+05,147.43,1.52E+06,1486.7,1.54E+07,159.32,1.65E+06
092117Pdgfra_BQ4,14,TE,I,16572,366.72,168.45,24.166,1438,2.38E+07,25.786,4.27E+05,55.448,9.19E+05,1423.5,2.36E+07,26.192,4.34E+05
092117Pdgfra_BQ4,15,TE,I,13084,113.37,226.08,23.007,2550.3,3.34E+07,33.022,4.32E+05,109.7,1.44E+06,1553,2.03E+07,66.145,8.65E+05
092117Pdgfra_BQ4,16,TE,I,14279,214.72,371.37,24.516,2319.6,3.31E+07,30.64,4.38E+05,62.447,8.92E+05,1493,2.13E+07,30.002,4.28E+05
092117Pdgfra_BQ4,17,ICM,I,11008,145.36,301.86,25.249,2040.8,2.25E+07,29.243,3.22E+05,139.39,1.53E+06,1530.1,1.68E+07,327.67,3.61E+06
