Embryo_ID,Cell_ID, Size,TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032317Abl_H3,1,15630,TE,224.58,285.81,7.0537,1815.3,2.84E+07,74.119,1.16E+06,406.82,6.36E+06,1005.1,1.57E+07,531,8.30E+06,
032317Abl_H3,2,14430,TE,224.36,177.38,8.6453,1013.5,1.46E+07,56.993,8.22E+05,226.16,3.26E+06,1081,1.56E+07,471.19,6.80E+06,
032317Abl_H3,3,7897,TE,224.26,221.97,6.3551,1743.1,1.38E+07,55.916,4.42E+05,115.24,9.10E+05,1128.3,8.91E+06,360.93,2.85E+06,
032317Abl_H3,4,8286,TE,292.37,228.47,6.6369,1716.9,1.42E+07,50.663,4.20E+05,122.83,1.02E+06,1066.4,8.84E+06,369.5,3.06E+06,
032317Abl_H3,5,11351,TE,178.64,253.02,6.5171,1800.2,2.04E+07,71.164,8.08E+05,256.68,2.91E+06,987.2,1.12E+07,480.18,5.45E+06,
032317Abl_H3,6,19908,TE,283.21,300.53,7.868,1744,3.47E+07,59.173,1.18E+06,272.82,5.43E+06,1015.8,2.02E+07,528.29,1.05E+07,
032317Abl_H3,7,13731,TE,168.57,207.9,8.5753,1111.4,1.53E+07,63.343,8.70E+05,235.43,3.23E+06,1041.1,1.43E+07,493.16,6.77E+06,
032317Abl_H3,8,19911,TE,279.2,154.75,14.753,1440,2.87E+07,50.842,1.01E+06,329.47,6.56E+06,1064.3,2.12E+07,538.64,1.07E+07,
032317Abl_H3,9,12076,ICM,218.02,259.16,17.95,956.85,1.16E+07,80.435,9.71E+05,342.46,4.14E+06,1024.9,1.24E+07,333.31,4.03E+06,
032317Abl_H3,10,10991,ICM,168.25,285.26,17.974,1231.9,1.35E+07,63.437,6.97E+05,174.42,1.92E+06,1012.1,1.11E+07,547.29,6.02E+06,
032317Abl_H3,11,10302,ICM,177.84,172.17,22.409,1021.7,1.05E+07,39.028,4.02E+05,221.9,2.29E+06,1057.2,1.09E+07,379.74,3.91E+06,
032317Abl_H3,12,11588,TE,336.16,212.98,24.652,1007.3,1.17E+07,39.079,4.53E+05,133.13,1.54E+06,1139,1.32E+07,315.1,3.65E+06,
032317Abl_H3,13,8060,ICM,180.5,216.93,21.605,1022.8,8.24E+06,47.852,3.86E+05,427.98,3.45E+06,1061.3,8.55E+06,546.68,4.41E+06,
032317Abl_H3,14,15963,ICM,230.45,333.51,26.012,1032.5,1.65E+07,46.176,7.37E+05,112.67,1.80E+06,1133.4,1.81E+07,276.78,4.42E+06,
032317Abl_H3,15,10417,TE,333.2,297.72,23.93,1321.8,1.38E+07,46.712,4.87E+05,150.68,1.57E+06,1071.7,1.12E+07,371.12,3.87E+06,
032317Abl_H3,16,12409,ICM,143.17,220.17,25.924,865.25,1.07E+07,41.776,5.18E+05,67.76,8.41E+05,1060.6,1.32E+07,308.29,3.83E+06,
032317Abl_H3,17,22131,ICM,155.06,313.84,27.883,993.39,2.20E+07,43.698,9.67E+05,181.59,4.02E+06,1064.4,2.36E+07,316.75,7.01E+06,
032317Abl_H3,18,8534,ICM,212.56,171.71,26.462,753.59,6.43E+06,42.897,3.66E+05,380.08,3.24E+06,1028.7,8.78E+06,368.15,3.14E+06,
032317Abl_H3,19,14417,ICM,191.36,296.77,33.166,706.26,1.02E+07,50.941,7.34E+05,338.91,4.89E+06,984.6,1.42E+07,189.17,2.73E+06,
032317Abl_H3,20,9902,TE,291.8,338.83,32.238,220.49,2.18E+06,31.364,3.11E+05,27.804,2.75E+05,965.57,9.56E+06,107.53,1.06E+06,
032317Abl_H3,21,23273,ICM,244.5,156.98,36.769,473.48,1.10E+07,33.276,7.74E+05,94.203,2.19E+06,933.73,2.17E+07,188.56,4.39E+06,
032317Abl_H3,22,17811,ICM,235.5,233.24,35.198,402.39,7.17E+06,38.96,6.94E+05,243.84,4.34E+06,1017.7,1.81E+07,205.41,3.66E+06,
032317Abl_H3,23,11082,ICM,190.8,252.34,33.376,488.6,5.41E+06,36.785,4.08E+05,136.04,1.51E+06,963.6,1.07E+07,301.63,3.34E+06,
032317Abl_H3,24,10655,ICM,211.29,201.47,36.23,539.35,5.75E+06,36.645,3.90E+05,190.39,2.03E+06,1001.7,1.07E+07,226.42,2.41E+06,
032317Abl_H3,25,14917,ICM,228.89,273.88,35.816,436.71,6.51E+06,42.516,6.34E+05,140.9,2.10E+06,957.37,1.43E+07,203.19,3.03E+06,
032317Abl_H3,26,16016,ICM,175.43,214.75,41.828,415.09,6.65E+06,35.904,5.75E+05,182.21,2.92E+06,979.84,1.57E+07,115.21,1.85E+06,
032317Abl_H3,27,12694,TE,262.68,281.19,44.872,407.17,5.17E+06,31.266,3.97E+05,85.469,1.08E+06,1045.9,1.33E+07,126.75,1.61E+06,
032317Abl_H3,28,26700,TE,284.28,320.06,46.384,390,1.04E+07,28.409,7.59E+05,77.343,2.07E+06,1021.1,2.73E+07,131.85,3.52E+06,
032317Abl_H3,29,20541,TE,221.88,330.14,47.206,408.04,8.38E+06,25.672,5.27E+05,69.456,1.43E+06,1023,2.10E+07,133.03,2.73E+06,
032317Abl_H3,30,23793,TE,306.8,206.03,50.626,428.61,1.02E+07,24.358,5.80E+05,118.09,2.81E+06,1111.9,2.65E+07,126.83,3.02E+06,
032317Abl_H3,31,23513,TE,150.82,228.54,49.301,334.92,7.87E+06,23.828,5.60E+05,56.533,1.33E+06,923.45,2.17E+07,147.83,3.48E+06,
032317Abl_H3,32,18157,TE,225.49,182.98,50.703,273.59,4.97E+06,21.91,3.98E+05,82.697,1.50E+06,919.01,1.67E+07,130.75,2.37E+06,
032317Abl_H3,33,16073,TE,321.68,265.38,51,368.27,5.92E+06,29.197,4.69E+05,129.23,2.08E+06,1127.7,1.81E+07,155.2,2.49E+06,
032317Abl_H3,34,27866,TE,206.57,274.39,51.424,272,7.58E+06,23.36,6.51E+05,91.978,2.56E+06,941.3,2.62E+07,171.53,4.78E+06,
032317Abl_H3,35,15162,TE,248.25,229.24,53.321,208.93,3.17E+06,21.156,3.21E+05,52.094,7.90E+05,989.86,1.50E+07,108.9,1.65E+06,
032317Abl_H3,36,1212,TE,377.41,293.74,57.414,122.43,1.48E+05,19.016,23047,22.876,27726,1078.9,1.31E+06,155.61,1.89E+05,
