Embryo_ID,Cell_ID, Size, TE_ICM, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum, CH3-Avg, CH3-Sum, CH4-Avg, CH4-Sum, CH5-Avg, CH5-Sum, 
032317Abl_I12,1,9266,TE,215.38,204.37,5.6096,2599.4,2.41E+07,53.037,4.91E+05,32.9,3.05E+05,599.8,5.56E+06,333.86,3.09E+06,
032317Abl_I12,2,6314,TE,246.88,237.95,3.7528,2709.1,1.71E+07,56.575,3.57E+05,37.303,2.36E+05,642.7,4.06E+06,472.92,2.99E+06,
032317Abl_I12,3,3933,TE,220.14,254.99,3.6018,2419.5,9.52E+06,1181,4.64E+06,534.44,2.10E+06,692.3,2.72E+06,136.09,5.35E+05,
032317Abl_I12,4,10451,TE,193.07,291.48,5.2869,2236.1,2.34E+07,65.776,6.87E+05,39.597,4.14E+05,662.77,6.93E+06,433.48,4.53E+06,
032317Abl_I12,5,8255,TE,237.46,306.61,4.3503,2417.3,2.00E+07,53.031,4.38E+05,36.638,3.02E+05,662.16,5.47E+06,456.71,3.77E+06,
032317Abl_I12,6,12502,TE,285.22,298.74,6.999,2488.9,3.11E+07,49.502,6.19E+05,31.663,3.96E+05,656.86,8.21E+06,296.4,3.71E+06,
032317Abl_I12,7,14217,TE,195.18,229.71,12.003,1609.6,2.29E+07,492.38,7.00E+06,210.19,2.99E+06,661.07,9.40E+06,172.51,2.45E+06,
032317Abl_I12,8,9009,TE,298,262.36,11.145,2138.4,1.93E+07,39.05,3.52E+05,28.531,2.57E+05,674.51,6.08E+06,312.53,2.82E+06,
032317Abl_I12,9,10179,TE,241.05,274.76,13.646,2456.3,2.50E+07,90.422,9.20E+05,55.588,5.66E+05,673.77,6.86E+06,354.42,3.61E+06,
032317Abl_I12,10,7260,TE,237.08,188.74,14.786,2277.7,1.65E+07,41.103,2.98E+05,29.19,2.12E+05,661.4,4.80E+06,282.89,2.05E+06,
032317Abl_I12,11,6173,TE,171.48,259.09,13.964,1378.6,8.51E+06,687.61,4.24E+06,286.52,1.77E+06,666.44,4.11E+06,142.93,8.82E+05,
032317Abl_I12,12,14906,TE,141.29,282.46,15.956,1753.7,2.61E+07,75.219,1.12E+06,41.061,6.12E+05,669.75,9.98E+06,259.45,3.87E+06,
