Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1-Avg,CH1-Sum,CH2-Avg,CH2-Sum,CH3-Avg,CH3-Sum,CH4-Avg,CH4-Sum,CH5-Avg,CH5-Sum
092017Pdgfra_BO13,1,TE,I,8918,285.42,226.5,4.7459,2214.5,1.97E+07,41.337,3.69E+05,97.476,8.69E+05,1264,1.13E+07,451.35,4.03E+06
092017Pdgfra_BO13,3,TE,I,14258,221.53,292.48,6.6453,2909.1,4.15E+07,172.91,2.47E+06,170.37,2.43E+06,1183,1.69E+07,334.22,4.77E+06
092017Pdgfra_BO13,4,TE,I,6944,263.38,278.2,5.5053,2454.2,1.70E+07,84.094,5.84E+05,197.14,1.37E+06,1243.5,8.64E+06,483.13,3.35E+06
092017Pdgfra_BO13,5,TE,I,10731,179.06,257.54,6.5206,2105.4,2.26E+07,55.446,5.95E+05,158.28,1.70E+06,1149,1.23E+07,450.72,4.84E+06
092017Pdgfra_BO13,6,TE,I,9517,271.9,179.34,7.4449,1748.8,1.66E+07,40.17,3.82E+05,78.526,7.47E+05,1225.9,1.17E+07,240.82,2.29E+06
092017Pdgfra_BO13,7,TE,I,7514,204.42,209.55,6.1979,2642,1.99E+07,57.537,4.32E+05,148.75,1.12E+06,1245.6,9.36E+06,541.69,4.07E+06
092017Pdgfra_BO13,9,TE,I,11886,291.9,306.65,7.6145,1744.8,2.07E+07,52.557,6.25E+05,106.74,1.27E+06,1279.6,1.52E+07,265.88,3.16E+06
092017Pdgfra_BO13,10,TE,I,9265,223.91,185.75,11.694,2084.6,1.93E+07,52.293,4.84E+05,130.64,1.21E+06,1108,1.03E+07,504.86,4.68E+06
092017Pdgfra_BO13,11,ICM,I,12694,217.27,240.28,10.968,2538.5,3.22E+07,1545.8,1.96E+07,183.73,2.33E+06,1227.3,1.56E+07,165.6,2.10E+06
092017Pdgfra_BO13,12,TE,I,10286,335.73,209.13,13.894,1487.6,1.53E+07,53.726,5.53E+05,83.832,8.62E+05,1235.5,1.27E+07,201.79,2.08E+06
092017Pdgfra_BO13,13,TE,I,7308,341.8,269.71,13.267,2079.8,1.52E+07,58.494,4.27E+05,110.79,8.10E+05,1242.4,9.08E+06,339.81,2.48E+06
092017Pdgfra_BO13,14,ICM,I,10343,214.96,281.94,16.762,2639.8,2.73E+07,1252.2,1.30E+07,146.69,1.52E+06,1125.4,1.16E+07,159.79,1.65E+06
092017Pdgfra_BO13,15,TE,I,9171,124.57,255.06,19.212,2697,2.47E+07,51.722,4.74E+05,109.95,1.01E+06,1187.3,1.09E+07,398.65,3.66E+06
092017Pdgfra_BO13,16,TE,I,7683,275.64,147.16,17.672,1658.9,1.27E+07,78.493,6.03E+05,84.281,6.48E+05,1237.7,9.51E+06,314.95,2.42E+06
092017Pdgfra_BO13,18,ICM,I,5605,189.78,248.98,18.03,1901.5,1.07E+07,92.754,5.20E+05,277.72,1.56E+06,1233.2,6.91E+06,1177.4,6.60E+06
092017Pdgfra_BO13,19,TE,I,10860,155.38,321.46,20.498,2667.9,2.90E+07,75.901,8.24E+05,117.62,1.28E+06,1282.7,1.39E+07,211.66,2.30E+06
092017Pdgfra_BO13,20,TE,I,7144,225.32,148.94,20.654,1972.9,1.41E+07,110.19,7.87E+05,115.75,8.27E+05,1142.1,8.16E+06,385.04,2.75E+06
092017Pdgfra_BO13,21,ICM,M,8481,150.34,232.19,21.572,2348.7,1.99E+07,139.74,1.19E+06,104.24,8.84E+05,1207.1,1.02E+07,67.933,5.76E+05
092017Pdgfra_BO13,22,ICM,I,9184,192.59,310.21,21.674,2106.1,1.93E+07,669.3,6.15E+06,108.48,9.96E+05,1378.6,1.27E+07,107.27,9.85E+05
092017Pdgfra_BO13,23,TE,I,5258,338.16,321.16,21.118,2664.6,1.40E+07,40.182,2.11E+05,98.782,5.19E+05,1191.4,6.26E+06,348.5,1.83E+06
